folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,1,876.08,936.08,1,0.279999999999973,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,2,936.08,996.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,3,996.08,1056.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,4,1056.08,1116.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,5,1116.08,1176.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,6,1176.08,1236.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,7,1236.08,1296.08,0,0,2,0.619999999999891,0,0,0,0,1,2,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,8,1296.08,1356.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,9,1356.08,1416.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,10,1416.08,1476.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,11,1476.08,1536.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,12,1536.08,1596.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,13,1596.08,1656.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,14,1656.08,1716.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,15,1716.08,1776.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,16,1776.08,1836.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,17,1836.08,1896.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,18,1896.08,1956.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,19,1956.08,2016.08,1,0.0999999999999091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,20,2016.08,2076.08,4,8.15999999999985,0,0,0,0,0,0,0,0,0,0,2,4,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,21,2076.08,2136.08,2,0.959999999999582,0,0,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,22,2136.08,2196.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,23,2196.08,2256.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,24,2256.08,2316.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,25,2316.08,2376.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest3_Day25,CRFRepeatTest3P66,CRFRepeatTest3P66_Rat14.csv,14____,66,12,1,C,Marios,298,26,2376.08,2436.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
