folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat19.csv,19____,16,2,1,C,Marios,307,1,0,600,45,11.1799999999999,17,20.8399999999999,0,0,0,0,16,80,5,25
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat19.csv,19____,16,2,1,C,Marios,307,2,600,1200,5,1.70000000000005,6,13.5000000000002,0,0,0,0,2,10,2,10
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat19.csv,19____,16,2,1,C,Marios,307,3,1200,1800,9,0.479999999999791,8,11.0999999999997,0,0,0,0,3,15,3,15
