folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat18.csv,18____,17,9,1,C,Marios,307,1,0,600,29,12.2800000000002,0,0,0,0,0,0,0,0,10,50,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat18.csv,18____,17,9,1,C,Marios,307,2,600,1200,29,15.7800000000002,0,0,0,0,0,0,0,0,9,45,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat18.csv,18____,17,9,1,C,Marios,307,3,1200,1800,14,12.6599999999999,0,0,0,0,0,0,0,0,4,20,0,0,0,0
