folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat44.csv,44____,16,6,1,C,Marios,307,1,0,600,25,6.07999999999998,5,0.339999999999975,0,0,0,0,10,50,1,5
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat44.csv,44____,16,6,1,C,Marios,307,2,600,1200,23,9.31999999999982,12,1.75999999999965,0,0,0,0,8,40,2,10
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17A,LPLReAcquisitionRR2Day17A_Rat44.csv,44____,16,6,1,C,Marios,307,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0
