folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat24.csv,24____,17,9,1,C,Marios,308,1,0,600,34,17.5800000000002,30,20.08,0,0,0,0,7,35,12,60,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat24.csv,24____,17,9,1,C,Marios,308,2,600,1200,22,10.1399999999996,32,19.92,0,0,0,0,7,35,8,40,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat24.csv,24____,17,9,1,C,Marios,308,3,1200,1800,14,5.58000000000016,9,9.97999999999979,0,0,0,0,4,20,4,20,0,0,0,0
