folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat43.csv,43____,17,13,1,C,Marios,307,1,0,600,1,0.0200000000000102,12,6.77999999999999,0,0,0,0,4,20,1,5
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat43.csv,43____,17,13,1,C,Marios,307,2,600,1200,0,0,2,1.10000000000002,0,0,0,0,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day17,LPLReAcquisitionRR2Day17B,LPLReAcquisitionRR2Day17B_Rat43.csv,43____,17,13,1,C,Marios,307,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0
