folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_CueSpecificTrialNum,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Pavlovian_cbx,sex,FLash_leverCbx,Steady_levercbx,Flash_OutcomeID,Steady_OutcomeID,Stage,Schedule,Day,DevaluedOutcome
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,cue_4,1152.52,1,1,0.0399999999999636,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,cue_4,1153.52,2,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,cue_4,1154.52,3,0,0,0,0,1,0.0799999999999272,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,cue_4,1155.52,4,0,0,0,0,1,0.960000000000036,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,cue_4,1156.52,5,0,0,0,0,0,1,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,pre_4,1147.52,1,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,pre_4,1148.52,2,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,pre_4,1149.52,3,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,pre_4,1150.52,4,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,pre_4,1151.52,5,0,0,0,0,0,0,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,post_4,1157.52,1,0,0,0,0,0,1,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,post_4,1158.52,2,0,0,0,0,0,1,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,post_4,1159.52,3,0,0,0,0,0,0.860000000000127,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,post_4,1160.52,4,0,0,0,0,1,0.680000000000064,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat17.csv,17____,54,1,1,C,Marios,235,1,1,post_4,1161.52,5,0,0,0,0,0,1,0,0,A,X,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,cue_4,726.68,1,1,0.0400000000000773,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,cue_4,727.68,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,cue_4,728.68,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,cue_4,729.68,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,cue_4,730.68,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,cue_4,1025.54,1,1,0.160000000000082,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,cue_4,1026.54,2,1,0.320000000000164,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,cue_4,1027.54,3,1,0.0999999999999091,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,cue_4,1028.54,4,0,0,0,0,1,0.940000000000055,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,cue_4,1029.54,5,0,0,0,0,0,0.920000000000073,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,cue_5,772.46,1,0,0,2,0.759999999999991,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,cue_5,773.46,2,0,0,1,0.779999999999973,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,cue_5,774.46,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,cue_5,775.46,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,cue_5,776.46,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,cue_5,788.34,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,cue_5,789.34,2,0,0,0,0.439999999999941,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,cue_5,790.34,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,cue_5,791.34,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,cue_5,792.34,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,cue_5,797.78,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,cue_5,798.78,2,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,cue_5,799.78,3,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,cue_5,800.78,4,0,0,1,0.340000000000032,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,cue_5,801.78,5,0,0,0,0.340000000000032,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,cue_5,806.06,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,cue_5,807.06,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,cue_5,808.06,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,cue_5,809.06,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,cue_5,810.06,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,cue_5,817.34,1,0,0,1,0.759999999999991,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,cue_5,818.34,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,cue_5,819.34,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,cue_5,820.34,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,cue_5,821.34,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,cue_5,831.36,1,0,0,1,0.67999999999995,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,cue_5,832.36,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,cue_5,833.36,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,cue_5,834.36,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,cue_5,835.36,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,cue_5,842.64,1,0,0,1,0.82000000000005,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,cue_5,843.64,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,cue_5,844.64,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,cue_5,845.64,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,cue_5,846.64,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,cue_5,863.74,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,cue_5,864.74,2,0,0,0,0.439999999999941,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,cue_5,865.74,3,0,0,1,0.779999999999973,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,cue_5,866.74,4,0,0,1,0.340000000000032,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,cue_5,867.74,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,cue_5,880.32,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,cue_5,881.32,2,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,cue_5,882.32,3,0,0,1,0.800000000000068,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,cue_5,883.32,4,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,cue_5,884.32,5,0,0,0,0.819999999999936,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,cue_5,889.6,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,cue_5,890.6,2,0,0,1,0.920000000000073,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,cue_5,891.6,3,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,cue_5,892.6,4,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,cue_5,893.6,5,0,0,0,0.720000000000027,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,cue_5,904.16,1,0,0,1,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,cue_5,905.16,2,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,cue_5,906.16,3,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,cue_5,907.16,4,0,0,0,1,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,cue_5,908.16,5,0,0,0,0.180000000000064,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,cue_5,915.14,1,0,0,1,0.139999999999986,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,cue_5,916.14,2,0,0,1,0.980000000000018,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,cue_5,917.14,3,0,0,0,0.560000000000059,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,cue_5,918.14,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,cue_5,919.14,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,cue_5,920.48,1,0,0,1,0.740000000000009,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,cue_5,921.48,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,cue_5,922.48,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,cue_5,923.48,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,cue_5,924.48,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,17,14,cue_5,928,1,0,0,1,0.0800000000000409,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
