folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_CueSpecificTrialNum,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Pavlovian_cbx,sex,FLash_leverCbx,Steady_levercbx,Flash_OutcomeID,Steady_OutcomeID,Stage,Schedule,Day,DevaluedOutcome
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,21,19,pre_5,1048.3,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,21,19,pre_5,1049.3,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,22,20,pre_5,1051.48,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,22,20,pre_5,1052.48,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,22,20,pre_5,1053.48,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,22,20,pre_5,1054.48,4,0,0,1,0.220000000000027,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,22,20,pre_5,1055.48,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,23,21,pre_5,1060.44,1,0,0,0,0.480000000000018,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,23,21,pre_5,1061.44,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,23,21,pre_5,1062.44,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,23,21,pre_5,1063.44,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,23,21,pre_5,1064.44,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,24,22,pre_5,1302.1,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,24,22,pre_5,1303.1,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,24,22,pre_5,1304.1,3,0,0,0,0,1,0.299999999999955,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,24,22,pre_5,1305.1,4,0,0,0,0,0,0.160000000000082,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,24,22,pre_5,1306.1,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,post_4,731.68,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,post_4,732.68,2,0,0,0,0,1,0.379999999999995,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,post_4,733.68,3,0,0,0,0,1,0.580000000000041,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,post_4,734.68,4,0,0,0,0,0,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,1,1,post_4,735.68,5,0,0,0,0,1,0.460000000000036,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,post_4,1030.54,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,post_4,1031.54,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,post_4,1032.54,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,post_4,1033.54,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,3,2,post_4,1034.54,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,post_5,777.46,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,post_5,778.46,2,0,0,0,0,1,0.300000000000068,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,post_5,779.46,3,0,0,0,0,0,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,post_5,780.46,4,0,0,0,0,1,0.67999999999995,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,4,1,post_5,781.46,5,0,0,0,0,0,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,post_5,793.34,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,post_5,794.34,2,0,0,0,0,1,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,post_5,795.34,3,0,0,0,0,1,0.980000000000018,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,post_5,796.34,4,0,0,0,0,0,0.459999999999923,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,5,2,post_5,797.34,5,0,0,1,0.560000000000059,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,post_5,802.78,1,0,0,0,0,1,0.539999999999964,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,post_5,803.78,2,0,0,0,0,1,0.120000000000118,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,post_5,804.78,3,0,0,0,0,1,0.419999999999959,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,post_5,805.78,4,0,0,1,0.720000000000027,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,6,3,post_5,806.78,5,0,0,0,0.279999999999973,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,post_5,811.06,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,post_5,812.06,2,0,0,0,0,1,0.0999999999999091,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,post_5,813.06,3,0,0,0,0,0,0.460000000000036,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,post_5,814.06,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,7,4,post_5,815.06,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,post_5,822.34,1,0,0,0,0,1,0.339999999999918,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,post_5,823.34,2,0,0,0,0,1,0.440000000000055,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,post_5,824.34,3,0,0,0,0,0,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,post_5,825.34,4,0,0,0,0,0,0.620000000000005,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,8,5,post_5,826.34,5,0,0,0,0,1,0.639999999999986,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,post_5,836.36,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,post_5,837.36,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,post_5,838.36,3,0,0,0,0,1,0.0199999999999818,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,post_5,839.36,4,0,0,0,0,0,0.340000000000032,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,9,6,post_5,840.36,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,post_5,847.64,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,post_5,848.64,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,post_5,849.64,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,post_5,850.64,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,10,7,post_5,851.64,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,post_5,868.74,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,post_5,869.74,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,post_5,870.74,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,post_5,871.74,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,11,8,post_5,872.74,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,post_5,885.32,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,post_5,886.32,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,post_5,887.32,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,post_5,888.32,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,12,9,post_5,889.32,5,0,0,1,0.720000000000027,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,post_5,894.6,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,post_5,895.6,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,post_5,896.6,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,post_5,897.6,4,0,0,0,0,1,0.0199999999999818,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,13,10,post_5,898.6,5,0,0,0,0,0,1,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,post_5,909.16,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,post_5,910.16,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,post_5,911.16,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,post_5,912.16,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,14,11,post_5,913.16,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,post_5,920.14,1,0,0,1,0.659999999999968,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,post_5,921.14,2,0,0,0,0.0800000000000409,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,post_5,922.14,3,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,post_5,923.14,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,15,12,post_5,924.14,5,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,post_5,925.48,1,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,post_5,926.48,2,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,post_5,927.48,3,0,0,1,0.0800000000000409,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat19.csv,19____,54,2,1,C,Marios,235,16,13,post_5,928.48,4,0,0,0,0,0,0,0,0,A,Y,F,Left,Right,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate
