folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,counterbalancing,Pavlovian_cbx,DevaluedOutcome1,sex,FLash_leverCbx,Steady_levercbx,Flash_OutcomeID,Steady_OutcomeID,Stage,Schedule,Day,DevaluedOutcome,Test_Period
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,13,720,780,0,0,3,1.78000000000009,5,9.60000000000002,0,0,0,0,3,11.62,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,14,780,840,2,0.719999999999914,2,0.519999999999982,3,2.56000000000006,0,0,2,9.67999999999995,2,13.38,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,15,840,900,1,1.84000000000003,1,0.199999999999932,0,0,0,0,1,5.32000000000005,1,5,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,16,900,960,1,0.100000000000023,5,4.78000000000009,0,0,0,0,1,0.100000000000023,5,25,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,17,960,1020,0,0.480000000000018,2,1.24000000000001,1,0.0399999999999636,0,0,0,4.89999999999998,2,7.84000000000003,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,18,1020,1080,1,2.38000000000011,1,0.220000000000027,1,0.0399999999999636,0,0,1,5,1,7.15999999999997,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,19,1080,1140,2,1.17999999999984,1,1.53999999999996,0,0,0,0,2,10,1,5,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,20,1140,1200,2,4.46000000000004,0,0,0,0,0,0,1,5,0,0,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,21,1200,1260,0,0,3,8.53999999999974,0,0,0,0,0,0,3,15,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat23.csv,23____,54,1,1,C,Marios,237,22,1260,1320,1,1.34000000000015,0,10.4000000000001,2,0.159999999999854,0,0,1,5,0,0,A,X,Chocolate,F,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,1,0,60,5,8.32,0,0,1,1.52,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,2,60,120,1,0.039999999999992,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,8,420,480,0,0,0,0,1,1.84000000000003,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,9,480,540,0,0,0,0,1,0.0400000000000773,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,18,1020,1080,0,0,0,0,2,0.479999999999791,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,20,1140,1200,1,0.299999999999955,0,0,1,1.01999999999998,0,0,1,5,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,21,1200,1260,5,1.23999999999978,0,0,10,12.7600000000002,0,0,4,20,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat42.csv,42____,54,5,1,C,Marios,235,22,1260,1320,1,0.240000000000009,0,0,0,0,0,0,1,5,0,0,A,Y,Banana,M,Left,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,1,0,60,1,0.200000000000003,8,0.599999999999994,2,0.739999999999997,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,2,60,120,0,0,0,0,2,1.06,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,3,120,180,1,0,0,0,3,1.44000000000003,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,4,180,240,0,0,1,0.0600000000000023,1,0.280000000000001,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,5,240,300,0,0,0,0,2,0.28000000000003,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,6,300,360,1,0.779999999999973,0,0,4,6.94000000000005,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,7,360,420,1,0.600000000000023,2,2.22000000000008,3,1.68000000000001,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,8,420,480,2,2.09999999999997,0,0,3,1.22000000000003,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,9,480,540,0,0,2,0.120000000000005,2,1.15999999999997,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,10,540,600,1,0.100000000000023,2,1.30000000000007,3,2.27999999999986,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,11,600,660,0,0,0,0,2,0.299999999999955,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,12,660,720,0,0,0,0,2,0.240000000000009,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,13,720,780,2,1.06000000000006,0,0,5,2.80000000000018,0,0,2,10,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,14,780,840,0,0,0,0,3,2.63999999999999,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,15,840,900,1,0.0399999999999636,0,0,4,2.69999999999993,0,0,1,5,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,16,900,960,3,0.279999999999973,0,0,4,2.91999999999996,0,0,2,10,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,18,1020,1080,0,0,0,0,5,2.54000000000019,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,19,1080,1140,0,0,0,0,2,0.799999999999955,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,20,1140,1200,1,0.0200000000002092,0,0,5,1.83999999999969,0,0,1,5,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13A,LPLDevaluation1TestDay13A_Rat44.csv,44____,54,6,1,C,Marios,235,22,1260,1320,0,0,0,0,4,4.37999999999965,0,0,0,0,0,0,A,X,Chocolate,M,Left,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,1,0,60,0,0,0,0,1,0.42,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,2,60,120,0,0,0,0,1,0.140000000000001,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,4,180,240,0,0,0,0,1,0.0400000000000205,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,11,600,660,0,0,0,0,2,2.09999999999991,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,13,720,780,0,0,0,0,3,0.920000000000073,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,16,900,960,0,0,0,0,1,0.199999999999932,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat18.csv,18____,55,9,1,C,Marios,235,22,1260,1320,0,0,0,0,1,0.0399999999999636,0,0,0,0,0,0,B,X,Chocolate,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,1,0,60,3,1.98,1,0.0600000000000005,1,0.48,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,2,60,120,0,0,1,1.04000000000001,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,3,120,180,1,0.52000000000001,0,0,1,0.319999999999993,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,4,180,240,0,0,4,5.28,2,1.43999999999997,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,5,240,300,1,1.16000000000003,0,0,3,0.720000000000027,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,6,300,360,4,11.78,0,0,3,0.439999999999998,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,7,360,420,0,0,2,1.48000000000002,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
