folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Period,state_ID,CS_name,Stage,Schedule,Day
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,2,149.82,1,1,0.980000000000018,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,2,150.82,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,2,151.82,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,2,152.82,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,2,153.82,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,2,169.58,1,1,0.0799999999999841,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,2,170.58,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,2,171.58,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,2,172.58,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,2,173.58,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,2,181.06,1,1,0.0600000000000023,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,2,182.06,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,2,183.06,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,2,184.06,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,2,185.06,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,4,2,308.42,1,1,0.0999999999999659,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,4,2,309.42,2,1,0.0799999999999841,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,4,2,310.42,3,1,0.100000000000023,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,4,2,311.42,4,2,0.620000000000005,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,4,2,312.42,5,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,5,2,315.14,1,1,0.980000000000018,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,5,2,316.14,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,5,2,317.14,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,5,2,318.14,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,5,2,319.14,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,6,2,555.58,1,4,0.279999999999973,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,6,2,556.58,2,4,0.279999999999859,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,6,2,557.58,3,1,0.100000000000023,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,6,2,558.58,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,6,2,559.58,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,7,2,579.84,1,3,0.399999999999977,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,7,2,580.84,2,1,0.480000000000018,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,7,2,581.84,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,7,2,582.84,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,7,2,583.84,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,8,2,633.06,1,1,0.260000000000105,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,8,2,634.06,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,8,2,635.06,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,8,2,636.06,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,8,2,637.06,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,9,2,689.42,1,4,0.720000000000027,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,9,2,690.42,2,4,0.619999999999891,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,9,2,691.42,3,0,0.0600000000000591,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,9,2,692.42,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,9,2,693.42,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,10,2,895.56,1,2,0.960000000000036,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,10,2,896.56,2,2,0.360000000000127,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,10,2,897.56,3,1,0.899999999999977,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,10,2,898.56,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,10,2,899.56,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,11,2,1057.26,1,1,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,11,2,1058.26,2,0,0.700000000000045,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,11,2,1059.26,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,11,2,1060.26,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,11,2,1061.26,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,12,2,1269.98,1,1,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,12,2,1270.98,2,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,12,2,1271.98,3,0,0.539999999999964,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,12,2,1272.98,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,12,2,1273.98,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,13,2,1450.94,1,1,0.0199999999999818,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,13,2,1451.94,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,13,2,1452.94,3,1,0.0800000000001546,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,13,2,1453.94,4,0,0.299999999999955,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,13,2,1454.94,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,14,2,1465.54,1,2,0.940000000000055,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,14,2,1466.54,2,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,14,2,1467.54,3,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,14,2,1468.54,4,2,0.839999999999918,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,14,2,1469.54,5,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,15,2,1476.28,1,1,0.180000000000064,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,15,2,1477.28,2,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,15,2,1478.28,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,15,2,1479.28,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,15,2,1480.28,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,16,2,1682.62,1,1,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,16,2,1683.62,2,0,0.300000000000182,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,16,2,1684.62,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,16,2,1685.62,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,16,2,1686.62,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,17,2,1717.8,1,2,0.939999999999827,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,17,2,1718.8,2,0,0.299999999999955,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,17,2,1719.8,3,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,17,2,1720.8,4,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,17,2,1721.8,5,0,0,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,18,2,1761.46,1,3,0.440000000000055,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,18,2,1762.46,2,1,0.480000000000018,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,18,2,1763.46,3,0,1,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,18,2,1764.46,4,1,0.419999999999845,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,18,2,1765.46,5,2,0.799999999999955,0,0,0,0,0,0,A,Light,Flash,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,111,144.82,1,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,111,145.82,2,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,111,146.82,3,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,111,147.82,4,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,1,111,148.82,5,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,111,164.58,1,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,111,165.58,2,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,111,166.58,3,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,111,167.58,4,1,0.200000000000017,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,2,111,168.58,5,1,0.120000000000005,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,111,176.06,1,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,111,177.06,2,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,111,178.06,3,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,111,179.06,4,0,0,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
LPL_Acquisition_RR2_Day1,LPLAcquisitionRR2Day1A,LPLAcquisitionRR2Day1A_Rat17.csv,17____,16,1,1,C,Marios,81,3,111,180.06,5,1,0.0600000000000023,0,0,0,0,0,0,A,Pre,Pre,Left,Acquisition,RR2,Day1
