folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,counterbalancing,sex,Instrumental_cbx,Pavlovian_cbx,FLash_leverCbx,Steady_levercbx,Flash_OutcomeID,Steady_OutcomeID,DevaluedOutcome1,Stage,Schedule,Day
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat23.csv,23____,16,1,1,C,Marios,101,2,600,1200,17,6.97999999999979,13,153.54,0,0,0,0,6,25.3199999999999,3,15,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat23.csv,23____,16,1,1,C,Marios,101,3,1200,1800,2,9.15999999999985,0,0,0,0,0,0,0,4.68000000000006,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat42.csv,42____,16,5,1,C,Marios,100,1,0,600,1,0.68,1,1.08,0,0,0,0,1,5,1,5,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat42.csv,42____,16,5,1,C,Marios,100,2,600,1200,4,3.72000000000003,0,0,0,0,0,0,3,15,0,0,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat42.csv,42____,16,5,1,C,Marios,100,3,1200,1800,0,0,2,1.08000000000015,0,0,0,0,0,0,1,5,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat44.csv,44____,16,6,1,C,Marios,100,1,0,600,2,0.520000000000039,11,1.03999999999995,0,0,0,0,1,5,3,15,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat44.csv,44____,16,6,1,C,Marios,100,2,600,1200,5,1,4,0.7800000000002,0,0,0,0,2,10,1,5,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3A,LPLAcquisitionRR2Day3A_Rat44.csv,44____,16,6,1,C,Marios,100,3,1200,1800,3,3.01999999999998,5,0.339999999999691,0,0,0,0,1,5,1,5,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat18.csv,18____,17,9,1,C,Marios,100,1,0,600,0,0,0,0,0,0,0,0,0,0,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat18.csv,18____,17,9,1,C,Marios,100,2,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat18.csv,18____,17,9,1,C,Marios,100,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat20.csv,20____,17,10,1,C,Marios,100,1,0,600,6,5.2399999999999,0,0,0,0,0,0,0,0,2,10,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat20.csv,20____,17,10,1,C,Marios,100,2,600,1200,5,4.10000000000002,0,0,0,0,0,0,0,0,3,15,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat20.csv,20____,17,10,1,C,Marios,100,3,1200,1800,6,6.87999999999965,2,0.900000000000091,0,0,0,0,2,10,3,15,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat22.csv,22____,17,12,1,C,Marios,100,1,0,600,7,5.88000000000011,29,8.70000000000006,0,0,0,0,10,50,3,15,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat22.csv,22____,17,12,1,C,Marios,100,2,600,1200,9,6.58000000000015,2,2.93999999999994,0,0,0,0,0,0,3,15,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat22.csv,22____,17,12,1,C,Marios,100,3,1200,1800,0,0,7,3.60000000000036,0,0,0,0,1,5,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat24.csv,24____,17,9,1,C,Marios,101,1,0,600,2,0.32000000000005,18,18.0000000000001,0,0,0,0,7,35,1,5,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat24.csv,24____,17,9,1,C,Marios,101,2,600,1200,19,9.25999999999999,24,18.66,0,0,0,0,7,35,5,25,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat24.csv,24____,17,9,1,C,Marios,101,3,1200,1800,3,3.29999999999995,8,3.7999999999994998,0,0,0,0,3,15,1,5,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat25.csv,25____,17,2,1,C,Marios,101,1,0,600,1,0.520000000000039,2,0.300000000000011,0,0,0,0,2,10,1,5,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat25.csv,25____,17,2,1,C,Marios,101,2,600,1200,1,0.0200000000000955,5,1.77999999999997,0,0,0,0,2,10,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat25.csv,25____,17,2,1,C,Marios,101,3,1200,1800,0,0,1,0.200000000000045,0,0,0,0,0,0,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat43.csv,43____,17,13,1,C,Marios,100,1,0,600,19,6.74000000000001,18,5.72000000000004,0,0,0,0,6,30,5,25,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat43.csv,43____,17,13,1,C,Marios,100,2,600,1200,2,0.159999999999854,8,1.63999999999987,0,0,0,0,3,15,1,5,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day3,LPLAcquisitionRR2Day3B,LPLAcquisitionRR2Day3B_Rat43.csv,43____,17,13,1,C,Marios,100,3,1200,1800,0,0,5,0.799999999999955,0,0,0,0,1,5,0,0,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day3
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat17.csv,17____,16,1,1,C,Marios,113,1,0,600,14,3.29999999999991,1,0.64,0,0,0,0,4,20,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat17.csv,17____,16,1,1,C,Marios,113,2,600,1200,23,9.72000000000003,3,1.10000000000002,0,0,0,0,6,30,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat17.csv,17____,16,1,1,C,Marios,113,3,1200,1800,12,6.25999999999999,1,1.52000000000021,0,0,0,0,4,20,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat19.csv,19____,16,2,1,C,Marios,113,1,0,600,12,3.79999999999999,8,17,0,0,0,0,4,20,3,15,A,F,A,Y,Left,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat19.csv,19____,16,2,1,C,Marios,113,2,600,1200,20,22.5800000000006,2,2.75999999999988,0,0,0,0,4,20,1,5,A,F,A,Y,Left,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat19.csv,19____,16,2,1,C,Marios,113,3,1200,1800,13,10.1000000000004,4,10.3,0,0,0,0,3,15,3,15,A,F,A,Y,Left,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,1,0,600,0,0,0,0,0,0,0,0,0,0,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,2,600,1200,1,0.239999999999895,0,0,0,0,0,0,0,0,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat23.csv,23____,16,1,1,C,Marios,115,1,0,600,5,3.50000000000006,6,2.72000000000001,0,0,0,0,3,15,2,10,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat23.csv,23____,16,1,1,C,Marios,115,2,600,1200,4,3.05999999999995,3,2.79999999999995,0,0,0,0,3,15,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat23.csv,23____,16,1,1,C,Marios,115,3,1200,1800,1,0.299999999999955,0,0,0,0,0,0,0,0,0,0,A,F,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat42.csv,42____,16,5,1,C,Marios,113,1,0,600,2,1.75999999999993,0,0,0,0,0,0,1,5,0,0,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat42.csv,42____,16,5,1,C,Marios,113,2,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat42.csv,42____,16,5,1,C,Marios,113,3,1200,1800,2,3.19999999999982,0,0,0,0,0,0,1,5,0,0,A,M,A,Y,Left,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat44.csv,44____,16,6,1,C,Marios,113,1,0,600,21,6.51999999999987,9,0.600000000000016,0,0,0,0,4,20,2,10,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat44.csv,44____,16,6,1,C,Marios,113,2,600,1200,0,0,1,0,0,0,0,0,0,0,1,5,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat44.csv,44____,16,6,1,C,Marios,113,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0,A,M,A,X,Left,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat18.csv,18____,17,9,1,C,Marios,113,1,0,600,9,8.33999999999997,0,0,0,0,0,0,0,0,4,20,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat18.csv,18____,17,9,1,C,Marios,113,2,600,1200,2,5.33999999999992,0,0,0,0,0,0,0,0,1,5,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat18.csv,18____,17,9,1,C,Marios,113,3,1200,1800,1,5.53999999999996,0,0,0,0,0,0,0,0,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat20.csv,20____,17,10,1,C,Marios,113,1,0,600,9,4.92000000000007,1,0.600000000000023,0,0,0,0,0,0,4,20,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat20.csv,20____,17,10,1,C,Marios,113,2,600,1200,9,6.96000000000015,0,0,0,0,0,0,0,0,4,20,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat20.csv,20____,17,10,1,C,Marios,113,3,1200,1800,32,61.3200000000011,0,0,0,0,0,0,0,0,13,65,B,F,B,Y,Right,Left,Banana,Chocolate,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat22.csv,22____,17,12,1,C,Marios,113,1,0,600,5,2.24000000000001,8,4.85999999999993,0,0,0,0,5,25,1,5,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat22.csv,22____,17,12,1,C,Marios,113,2,600,1200,8,3.8599999999999,16,8.67999999999984,0,0,0,0,6,30,5,25,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat22.csv,22____,17,12,1,C,Marios,113,3,1200,1800,1,0.0199999999999818,3,0.380000000000109,0,0,0,0,1,5,0,0,B,F,B,X,Right,Right,Chocolate,Banana,Banana,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat24.csv,24____,17,9,1,C,Marios,115,1,0,600,1,2.42000000000002,10,9.16,0,0,0,0,5,25,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat24.csv,24____,17,9,1,C,Marios,115,2,600,1200,2,1.34000000000003,8,5.89999999999998,0,0,0,0,3,15,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat24.csv,24____,17,9,1,C,Marios,115,3,1200,1800,7,2.07999999999947,7,5.46000000000026,0,0,0,0,4,20,2,10,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat25.csv,25____,17,2,1,C,Marios,115,1,0,600,2,0.28000000000003,3,1.66,0,0,0,0,2,10,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat25.csv,25____,17,2,1,C,Marios,115,2,600,1200,7,4.40000000000009,7,7.17999999999995,0,0,0,0,2,10,2,10,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat25.csv,25____,17,2,1,C,Marios,115,3,1200,1800,0,0,2,2.86000000000013,0,0,0,0,1,5,0,0,B,F,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat43.csv,43____,17,13,1,C,Marios,113,1,0,600,2,0.680000000000007,6,0.97999999999999,0,0,0,0,1,5,0,0,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat43.csv,43____,17,13,1,C,Marios,113,2,600,1200,0,0,5,0.419999999999845,0,0,0,0,2,10,0,0,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4B,LPLAcquisitionRR2Day4B_Rat43.csv,43____,17,13,1,C,Marios,113,3,1200,1800,1,2.20000000000005,20,5.18000000000052,0,0,0,0,4,20,0,0,B,M,B,Y,Right,Left,Banana,Chocolate,Chocolate,Acquisition,RR2,Day4
