folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,1,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,2,600,1200,1,0.239999999999895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPL_Acquisition_RR2_Day4,LPLAcquisitionRR2Day4A,LPLAcquisitionRR2Day4A_Rat21.csv,21____,16,4,1,C,Marios,113,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
