Subj,Drug,time_mins,activity,bin5mins,bin10mins,bin15mins,bin20mins,bin30mins,bin60mins,Period,Amph,LY
4_3,Veh_Amph,60,75,0,0,0,0,0,0,habituation,Amph,Veh
4_4,Veh_Veh,1,129,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,2,125,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,3,78,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,4,92,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,5,77,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,6,13,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,7,40,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,8,93,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,9,72,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,10,22,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,11,28,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,12,57,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,13,87,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,14,63,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,15,77,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,16,16,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,17,40,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,18,10,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,19,38,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,20,9,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,21,14,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,22,17,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,23,66,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,24,112,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,25,54,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,26,26,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,27,32,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,28,119,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,29,71,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,30,86,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
4_4,Veh_Veh,31,99,-5,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,32,91,-5,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,33,57,-5,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,34,62,-5,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,35,117,-5,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,36,99,-4,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,37,113,-4,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,38,60,-4,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,39,18,-4,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,40,91,-4,-2,-1,-1,0,0,habituation,Veh,Veh
4_4,Veh_Veh,41,83,-3,-1,-1,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,42,40,-3,-1,-1,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,43,75,-3,-1,-1,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,44,96,-3,-1,-1,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,45,102,-3,-1,-1,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,46,71,-2,-1,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,47,13,-2,-1,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,48,82,-2,-1,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,49,119,-2,-1,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,50,74,-2,-1,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,51,65,-1,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,52,89,-1,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,53,92,-1,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,54,62,-1,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,55,103,-1,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,56,90,0,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,57,67,0,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,58,50,0,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,59,15,0,0,0,0,0,0,habituation,Veh,Veh
4_4,Veh_Veh,60,22,0,0,0,0,0,0,habituation,Veh,Veh
5_1,Veh_LY,1,140,-11,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,2,98,-11,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,3,98,-11,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,4,119,-11,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,5,118,-11,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,6,63,-10,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,7,60,-10,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,8,37,-10,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,9,85,-10,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,10,25,-10,-5,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,11,10,-9,-4,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,12,24,-9,-4,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,13,67,-9,-4,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,14,51,-9,-4,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,15,42,-9,-4,-3,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,16,55,-8,-4,-2,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,17,79,-8,-4,-2,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,18,52,-8,-4,-2,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,19,58,-8,-4,-2,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,20,11,-8,-4,-2,-2,-1,0,habituation,Veh,LY
5_1,Veh_LY,21,4,-7,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,22,25,-7,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,23,63,-7,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,24,52,-7,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,25,56,-7,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,26,54,-6,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,27,21,-6,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,28,18,-6,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,29,85,-6,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,30,54,-6,-3,-2,-1,-1,0,habituation,Veh,LY
5_1,Veh_LY,31,79,-5,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,32,52,-5,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,33,63,-5,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,34,65,-5,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,35,77,-5,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,36,61,-4,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,37,74,-4,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,38,17,-4,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,39,77,-4,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,40,37,-4,-2,-1,-1,0,0,habituation,Veh,LY
5_1,Veh_LY,41,78,-3,-1,-1,0,0,0,habituation,Veh,LY
5_1,Veh_LY,42,61,-3,-1,-1,0,0,0,habituation,Veh,LY
5_1,Veh_LY,43,43,-3,-1,-1,0,0,0,habituation,Veh,LY
5_1,Veh_LY,44,64,-3,-1,-1,0,0,0,habituation,Veh,LY
5_1,Veh_LY,45,22,-3,-1,-1,0,0,0,habituation,Veh,LY
5_1,Veh_LY,46,17,-2,-1,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,47,53,-2,-1,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,48,80,-2,-1,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,49,68,-2,-1,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,50,11,-2,-1,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,51,38,-1,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,52,65,-1,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,53,40,-1,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,54,83,-1,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,55,85,-1,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,56,68,0,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,57,61,0,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,58,77,0,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,59,37,0,0,0,0,0,0,habituation,Veh,LY
5_1,Veh_LY,60,28,0,0,0,0,0,0,habituation,Veh,LY
5_2,Veh_Amph,1,111,-11,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,2,83,-11,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,3,111,-11,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,4,93,-11,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,5,70,-11,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,6,57,-10,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,7,70,-10,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,8,85,-10,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,9,62,-10,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,10,19,-10,-5,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,11,45,-9,-4,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,12,71,-9,-4,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,13,52,-9,-4,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,14,73,-9,-4,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,15,39,-9,-4,-3,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,16,13,-8,-4,-2,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,17,59,-8,-4,-2,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,18,64,-8,-4,-2,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,19,18,-8,-4,-2,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,20,16,-8,-4,-2,-2,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,21,15,-7,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,22,16,-7,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,23,6,-7,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,24,7,-7,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,25,2,-7,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,26,6,-6,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,27,0,-6,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,28,28,-6,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,29,53,-6,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,30,35,-6,-3,-2,-1,-1,0,habituation,Amph,Veh
5_2,Veh_Amph,31,21,-5,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,32,7,-5,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,33,55,-5,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,34,53,-5,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,35,72,-5,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,36,7,-4,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,37,9,-4,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,38,19,-4,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,39,0,-4,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,40,7,-4,-2,-1,-1,0,0,habituation,Amph,Veh
5_2,Veh_Amph,41,25,-3,-1,-1,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,42,2,-3,-1,-1,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,43,57,-3,-1,-1,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,44,61,-3,-1,-1,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,45,18,-3,-1,-1,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,46,11,-2,-1,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,47,2,-2,-1,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,48,18,-2,-1,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,49,4,-2,-1,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,50,3,-2,-1,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,51,16,-1,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,52,57,-1,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,53,42,-1,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,54,43,-1,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,55,34,-1,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,56,76,0,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,57,71,0,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,58,14,0,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,59,1,0,0,0,0,0,0,habituation,Amph,Veh
5_2,Veh_Amph,60,5,0,0,0,0,0,0,habituation,Amph,Veh
5_3,LY_Amph,1,161,-11,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,2,123,-11,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,3,105,-11,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,4,123,-11,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,5,119,-11,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,6,79,-10,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,7,116,-10,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,8,24,-10,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,9,14,-10,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,10,26,-10,-5,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,11,58,-9,-4,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,12,36,-9,-4,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,13,105,-9,-4,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,14,30,-9,-4,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,15,58,-9,-4,-3,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,16,102,-8,-4,-2,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,17,29,-8,-4,-2,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,18,84,-8,-4,-2,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,19,53,-8,-4,-2,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,20,26,-8,-4,-2,-2,-1,0,habituation,Amph,LY
5_3,LY_Amph,21,92,-7,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,22,114,-7,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,23,65,-7,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,24,68,-7,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,25,14,-7,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,26,40,-6,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,27,73,-6,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,28,88,-6,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,29,93,-6,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,30,117,-6,-3,-2,-1,-1,0,habituation,Amph,LY
5_3,LY_Amph,31,87,-5,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,32,63,-5,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,33,75,-5,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,34,44,-5,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,35,113,-5,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,36,43,-4,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,37,85,-4,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,38,98,-4,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,39,63,-4,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,40,27,-4,-2,-1,-1,0,0,habituation,Amph,LY
5_3,LY_Amph,41,3,-3,-1,-1,0,0,0,habituation,Amph,LY
5_3,LY_Amph,42,6,-3,-1,-1,0,0,0,habituation,Amph,LY
5_3,LY_Amph,43,41,-3,-1,-1,0,0,0,habituation,Amph,LY
5_3,LY_Amph,44,14,-3,-1,-1,0,0,0,habituation,Amph,LY
5_3,LY_Amph,45,3,-3,-1,-1,0,0,0,habituation,Amph,LY
5_3,LY_Amph,46,11,-2,-1,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,47,1,-2,-1,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,48,5,-2,-1,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,49,6,-2,-1,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,50,9,-2,-1,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,51,59,-1,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,52,16,-1,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,53,40,-1,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,54,6,-1,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,55,15,-1,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,56,16,0,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,57,87,0,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,58,72,0,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,59,69,0,0,0,0,0,0,habituation,Amph,LY
5_3,LY_Amph,60,15,0,0,0,0,0,0,habituation,Amph,LY
5_4,Veh_Veh,1,105,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,2,105,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,3,117,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,4,144,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,5,70,-11,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,6,16,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,7,42,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,8,35,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,9,38,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,10,99,-10,-5,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,11,46,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,12,40,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,13,18,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,14,29,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,15,76,-9,-4,-3,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,16,63,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,17,59,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,18,64,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,19,78,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,20,64,-8,-4,-2,-2,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,21,60,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,22,52,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,23,53,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,24,61,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,25,59,-7,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,26,82,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,27,56,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,28,99,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,29,100,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,30,38,-6,-3,-2,-1,-1,0,habituation,Veh,Veh
5_4,Veh_Veh,31,65,-5,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,32,43,-5,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,33,96,-5,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,34,93,-5,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,35,84,-5,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,36,67,-4,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,37,106,-4,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,38,121,-4,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,39,63,-4,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,40,112,-4,-2,-1,-1,0,0,habituation,Veh,Veh
5_4,Veh_Veh,41,81,-3,-1,-1,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,42,46,-3,-1,-1,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,43,2,-3,-1,-1,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,44,39,-3,-1,-1,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,45,59,-3,-1,-1,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,46,25,-2,-1,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,47,8,-2,-1,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,48,25,-2,-1,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,49,68,-2,-1,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,50,33,-2,-1,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,51,51,-1,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,52,43,-1,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,53,55,-1,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,54,50,-1,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,55,71,-1,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,56,65,0,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,57,126,0,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,58,83,0,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,59,46,0,0,0,0,0,0,habituation,Veh,Veh
5_4,Veh_Veh,60,37,0,0,0,0,0,0,habituation,Veh,Veh
6_1,LY_Amph,1,145,-11,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,2,102,-11,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,3,122,-11,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,4,82,-11,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,5,75,-11,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,6,72,-10,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,7,34,-10,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,8,52,-10,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,9,81,-10,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,10,11,-10,-5,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,11,2,-9,-4,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,12,9,-9,-4,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,13,31,-9,-4,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,14,69,-9,-4,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,15,29,-9,-4,-3,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,16,40,-8,-4,-2,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,17,32,-8,-4,-2,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,18,11,-8,-4,-2,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,19,8,-8,-4,-2,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,20,10,-8,-4,-2,-2,-1,0,habituation,Amph,LY
6_1,LY_Amph,21,39,-7,-3,-2,-1,-1,0,habituation,Amph,LY
6_1,LY_Amph,22,26,-7,-3,-2,-1,-1,0,habituation,Amph,LY
6_1,LY_Amph,23,63,-7,-3,-2,-1,-1,0,habituation,Amph,LY
6_1,LY_Amph,24,11,-7,-3,-2,-1,-1,0,habituation,Amph,LY
