Voltage,drug,nA
1.078557114,SAL,0.639047585
1.078557114,LY,0.541486018
1.081963928,SAL,0.629702439
1.081963928,LY,0.525344605
1.085370741,SAL,0.619670477
1.085370741,LY,0.509121649
1.088777555,SAL,0.6087558
1.088777555,LY,0.493237838
1.092184369,SAL,0.596823994
1.092184369,LY,0.478014858
1.095591182,SAL,0.583840095
1.095591182,LY,0.463699559
1.098997996,SAL,0.569951871
1.098997996,LY,0.450555576
1.10240481,SAL,0.555596259
1.10240481,LY,0.438865784
1.105811623,SAL,0.541385496
1.105811623,LY,0.428914237
1.109218437,SAL,0.527910207
1.109218437,LY,0.421002665
1.112625251,SAL,0.515628678
1.112625251,LY,0.415343373
1.116032064,SAL,0.504803569
1.116032064,LY,0.411870284
1.119438878,SAL,0.495440005
1.119438878,LY,0.410170386
1.122845691,SAL,0.487251932
1.122845691,LY,0.409548329
1.126252505,SAL,0.479785513
1.126252505,LY,0.409151602
1.129659319,SAL,0.472603237
1.129659319,LY,0.408133047
1.133066132,SAL,0.465374119
1.133066132,LY,0.405761321
1.136472946,SAL,0.458013485
1.136472946,LY,0.401447671
1.13987976,SAL,0.450697738
1.13987976,LY,0.394836992
1.143286573,SAL,0.44360435
1.143286573,LY,0.385903269
1.146693387,SAL,0.436846086
1.146693387,LY,0.374806467
1.1501002,SAL,0.430504653
1.1501002,LY,0.361696711
1.153507014,SAL,0.424421762
1.153507014,LY,0.346744856
1.156913828,SAL,0.418208341
1.156913828,LY,0.330189721
1.160320641,SAL,0.41146168
1.160320641,LY,0.312282934
1.163727455,SAL,0.403762643
1.163727455,LY,0.293329606
1.167134269,SAL,0.394749838
1.167134269,LY,0.27374006
1.170541082,SAL,0.384269903
1.170541082,LY,0.25395027
1.173947896,SAL,0.37226755
1.173947896,LY,0.23442798
1.177354709,SAL,0.358749569
1.177354709,LY,0.21578318
1.180761523,SAL,0.343874465
1.180761523,LY,0.198738002
1.184168337,SAL,0.327822133
1.184168337,LY,0.184025017
1.18757515,SAL,0.310678106
1.18757515,LY,0.172294147
1.190981964,SAL,0.292486413
1.190981964,LY,0.163904072
1.194388778,SAL,0.273285052
1.194388778,LY,0.158734094
1.197795591,SAL,0.253161384
1.197795591,LY,0.156212621
1.201202405,SAL,0.232319489
1.201202405,LY,0.155462628
1.204609218,SAL,0.211082921
1.204609218,LY,0.155473294
1.208016032,SAL,0.189867308
1.208016032,LY,0.155290504
1.211422846,SAL,0.169140278
1.211422846,LY,0.154100102
1.214829659,SAL,0.149397099
1.214829659,LY,0.151189183
1.218236473,SAL,0.131037049
1.218236473,LY,0.146014071
1.221643287,SAL,0.114155197
1.221643287,LY,0.138336006
1.2250501,SAL,0.098593793
1.2250501,LY,0.128111573
1.228456914,SAL,0.084110663
1.228456914,LY,0.115279268
1.231863727,SAL,0.070381829
1.231863727,LY,0.099762649
1.235270541,SAL,0.057138131
1.235270541,LY,0.081527559
1.238677355,SAL,0.044322157
1.238677355,LY,0.060558339
1.242084168,SAL,0.031939424
1.242084168,LY,0.036912897
1.245490982,SAL,0.019987441
1.245490982,LY,0.010801172
1.248897796,SAL,0.008465369
1.248897796,LY,-0.017438718
1.252304609,SAL,-0.002826093
1.252304609,LY,-0.047315948
1.255711423,SAL,-0.014279228
1.255711423,LY,-0.078099737
1.259118236,SAL,-0.026274513
1.259118236,LY,-0.108897413
1.26252505,SAL,-0.039211939
1.26252505,LY,-0.13883462
1.265931864,SAL,-0.053498147
1.265931864,LY,-0.167175717
1.269338677,SAL,-0.069372355
1.269338677,LY,-0.193469172
1.272745491,SAL,-0.08686194
1.272745491,LY,-0.217679727
1.276152305,SAL,-0.105748048
1.276152305,LY,-0.240187195
1.279559118,SAL,-0.125554508
1.279559118,LY,-0.261665844
1.282965932,SAL,-0.145732435
1.282965932,LY,-0.282855884
1.286372745,SAL,-0.16582745
1.286372745,LY,-0.304350695
1.289779559,SAL,-0.185515029
1.289779559,LY,-0.326572069
1.293186373,SAL,-0.204624546
1.293186373,LY,-0.349838879
1.296593186,SAL,-0.223189885
1.296593186,LY,-0.374318061
1.3,SAL,-0.241473083
1.3,LY,-0.39996383
1.3,SAL,-0.259863489
1.3,LY,-0.426694793
1.296593186,SAL,-0.278743609
1.296593186,LY,-0.45461444
1.293186373,SAL,-0.298418118
1.293186373,LY,-0.484009279
1.289779559,SAL,-0.31896068
1.289779559,LY,-0.51529554
1.286372745,SAL,-0.340200869
1.286372745,LY,-0.548964838
1.282965932,SAL,-0.36200351
1.282965932,LY,-0.585420937
1.279559118,SAL,-0.384333035
1.279559118,LY,-0.624890157
1.276152305,SAL,-0.407178444
1.276152305,LY,-0.667427428
1.272745491,SAL,-0.430701532
1.272745491,LY,-0.712770937
1.269338677,SAL,-0.455200837
1.269338677,LY,-0.760173199
1.265931864,SAL,-0.480904057
1.265931864,LY,-0.808497319
1.26252505,SAL,-0.507957892
1.26252505,LY,-0.856442599
1.259118236,SAL,-0.536310415
1.259118236,LY,-0.902706174
1.255711423,SAL,-0.565550987
1.255711423,LY,-0.946154083
1.252304609,SAL,-0.595078173
1.252304609,LY,-0.985965451
1.248897796,SAL,-0.624220769
1.248897796,LY,-1.021643019
1.245490982,SAL,-0.652205764
1.245490982,LY,-1.052928192
1.242084168,SAL,-0.678302032
1.242084168,LY,-1.079635238
1.238677355,SAL,-0.701919941
1.238677355,LY,-1.101510034
1.235270541,SAL,-0.722542659
1.235270541,LY,-1.118282918
1.231863727,SAL,-0.739719812
1.231863727,LY,-1.129794134
1.228456914,SAL,-0.753065882
1.228456914,LY,-1.135974939
1.2250501,SAL,-0.762206172
1.2250501,LY,-1.136776072
1.221643287,SAL,-0.766780236
1.221643287,LY,-1.132235173
1.218236473,SAL,-0.766503692
1.218236473,LY,-1.122567596
1.214829659,SAL,-0.761219585
1.214829659,LY,-1.108146148
1.211422846,SAL,-0.75087912
1.211422846,LY,-1.089480183
1.208016032,SAL,-0.735582329
1.208016032,LY,-1.067153093
1.204609218,SAL,-0.71569651
1.204609218,LY,-1.041670141
1.201202405,SAL,-0.691749115
1.201202405,LY,-1.013449161
1.197795591,SAL,-0.664267055
1.197795591,LY,-0.982905327
1.194388778,SAL,-0.633825699
1.194388778,LY,-0.950333617
1.190981964,SAL,-0.600987127
1.190981964,LY,-0.915772065
1.18757515,SAL,-0.566227374
1.18757515,LY,-0.87912724
1.184168337,SAL,-0.530092003
1.184168337,LY,-0.840329577
1.180761523,SAL,-0.493155468
1.180761523,LY,-0.799362054
1.177354709,SAL,-0.455883197
1.177354709,LY,-0.756336474
1.173947896,SAL,-0.418788249
1.173947896,LY,-0.711569562
1.170541082,SAL,-0.382462458
1.170541082,LY,-0.665548523
1.167134269,SAL,-0.347420256
1.167134269,LY,-0.618863122
1.163727455,SAL,-0.314147802
1.163727455,LY,-0.572079433
1.160320641,SAL,-0.283110164
1.160320641,LY,-0.525593912
1.156913828,SAL,-0.254624941
1.156913828,LY,-0.479682883
1.153507014,SAL,-0.228842183
1.153507014,LY,-0.434695455
1.1501002,SAL,-0.205677149
1.1501002,LY,-0.391122197
1.146693387,SAL,-0.184739284
1.146693387,LY,-0.349534844
1.143286573,SAL,-0.165487218
1.143286573,LY,-0.31054718
1.13987976,SAL,-0.147425036
1.13987976,LY,-0.274770713
1.136472946,SAL,-0.130185204
1.136472946,LY,-0.242752088
1.133066132,SAL,-0.11356601
1.133066132,LY,-0.214950554
1.129659319,SAL,-0.097565926
1.129659319,LY,-0.191629282
1.126252505,SAL,-0.082365708
1.126252505,LY,-0.172680154
1.122845691,SAL,-0.068155741
1.122845691,LY,-0.157700931
1.119438878,SAL,-0.054977658
1.119438878,LY,-0.146217408
1.116032064,SAL,-0.042722208
1.116032064,LY,-0.137644093
1.112625251,SAL,-0.031083193
1.112625251,LY,-0.131166154
1.109218437,SAL,-0.019622187
1.109218437,LY,-0.125869533
1.105811623,SAL,-0.008062767
1.105811623,LY,-0.120906791
1.10240481,SAL,0.003661632
1.10240481,LY,-0.11554877
1.098997996,SAL,0.015495796
1.098997996,LY,-0.10926652
1.095591182,SAL,0.027103802
1.095591182,LY,-0.101786956
1.092184369,SAL,0.037899803
1.092184369,LY,-0.093039543
1.088777555,SAL,0.047318019
1.088777555,LY,-0.083079636
1.085370741,SAL,0.054884965
1.085370741,LY,-0.071981641
1.081963928,SAL,0.060313572
1.081963928,LY,-0.059744683
1.078557114,SAL,0.063622656
1.078557114,LY,-0.046381334
1.075150301,SAL,0.064998705
1.075150301,LY,-0.032110222
1.071743487,SAL,0.06473621
1.071743487,LY,-0.017392153
1.068336673,SAL,0.063282353
1.068336673,LY,-0.002820678
1.06492986,SAL,0.061062349
1.06492986,LY,0.010959125
1.061523046,SAL,0.058329007
1.061523046,LY,0.023313032
1.058116232,SAL,0.055211239
1.058116232,LY,0.033685427
1.054709419,SAL,0.051796268
1.054709419,LY,0.041632343
1.051302605,SAL,0.048208918
1.051302605,LY,0.046904473
1.047895792,SAL,0.044659899
1.047895792,LY,0.049536198
1.044488978,SAL,0.041428923
1.044488978,LY,0.049728626
1.041082164,SAL,0.038833465
1.041082164,LY,0.047689936
1.037675351,SAL,0.03721837
1.037675351,LY,0.043730247
1.034268537,SAL,0.036966879
1.034268537,LY,0.038363607
1.030861723,SAL,0.038390041
1.030861723,LY,0.032153032
1.02745491,SAL,0.041512914
1.02745491,LY,0.025566386
1.024048096,SAL,0.046103645
1.024048096,LY,0.01898795
1.020641283,SAL,0.051815685
1.020641283,LY,0.01272807
1.017234469,SAL,0.058175775
1.017234469,LY,0.007061941
1.013827655,SAL,0.064724498
1.013827655,LY,0.002310631
1.010420842,SAL,0.071193979
1.010420842,LY,-0.001161338
1.007014028,SAL,0.07740167
1.007014028,LY,-0.002979924
1.003607214,SAL,0.083235876
1.003607214,LY,-0.002794293
1.000200401,SAL,0.088687746
1.000200401,LY,-4.16345e-4
0.996793587,SAL,0.093619797
0.996793587,LY,0.003996374
0.993386774,SAL,0.097732424
0.993386774,LY,0.00990209
0.98997996,SAL,0.100757189
0.98997996,LY,0.01650393
0.986573146,SAL,0.10244275
0.986573146,LY,0.022943741
0.983166333,SAL,0.102571815
0.983166333,LY,0.028484886
0.979759519,SAL,0.101083006
0.979759519,LY,0.032602183
0.976352705,SAL,0.09804017
0.976352705,LY,0.034996826
0.972945892,SAL,0.093641682
0.972945892,LY,0.035674712
0.969539078,SAL,0.088301528
0.969539078,LY,0.034967789
0.966132265,SAL,0.082550712
0.966132265,LY,0.033284689
0.962725451,SAL,0.076873409
0.962725451,LY,0.030873501
0.959318637,SAL,0.071632785
0.959318637,LY,0.027911345
0.955911824,SAL,0.067037747
0.955911824,LY,0.024614359
0.95250501,SAL,0.06311125
0.95250501,LY,0.021140342
0.949098196,SAL,0.059697865
0.949098196,LY,0.017567936
0.945691383,SAL,0.056628932
0.945691383,LY,0.013990992
0.942284569,SAL,0.053892084
0.942284569,LY,0.010524641
0.938877756,SAL,0.051621152
0.938877756,LY,0.007340219
0.935470942,SAL,0.050108894
0.935470942,LY,0.00474897
0.932064128,SAL,0.049738747
0.932064128,LY,0.003138873
0.928657315,SAL,0.050725352
0.928657315,LY,0.002885867
0.925250501,SAL,0.053090655
0.925250501,LY,0.004339689
0.921843687,SAL,0.056724032
0.921843687,LY,0.007705859
0.918436874,SAL,0.061209654
0.918436874,LY,0.012858094
0.91503006,SAL,0.065897737
0.91503006,LY,0.019285693
0.911623246,SAL,0.070179907
0.911623246,LY,0.026233289
0.908216433,SAL,0.073521746
0.908216433,LY,0.032956228
0.904809619,SAL,0.075556004
0.904809619,LY,0.038910783
0.901402806,SAL,0.076234818
0.901402806,LY,0.043740641
0.897995992,SAL,0.075690956
0.897995992,LY,0.047180662
0.894589178,SAL,0.074143737
0.894589178,LY,0.049110058
0.891182365,SAL,0.071924606
0.891182365,LY,0.049636441
0.887775551,SAL,0.069310544
0.887775551,LY,0.04891442
0.884368737,SAL,0.066413248
0.884368737,LY,0.046912317
0.880961924,SAL,0.063261714
0.880961924,LY,0.043459955
0.87755511,SAL,0.059860151
0.87755511,LY,0.03839371
0.874148297,SAL,0.056240197
0.874148297,LY,0.031624238
0.870741483,SAL,0.052517182
0.870741483,LY,0.023211623
0.867334669,SAL,0.048887737
0.867334669,LY,0.013392181
0.863927856,SAL,0.045609094
0.863927856,LY,0.002533385
0.860521042,SAL,0.042987908
0.860521042,LY,-0.008789367
0.857114228,SAL,0.041379743
0.857114228,LY,-0.019676133
0.853707415,SAL,0.041073541
0.853707415,LY,-0.029044767
0.850300601,SAL,0.042096715
0.850300601,LY,-0.035892227
0.846893788,SAL,0.044261848
0.846893788,LY,-0.039434939
0.843486974,SAL,0.047310028
0.843486974,LY,-0.039246574
0.84008016,SAL,0.050906098
0.84008016,LY,-0.035397521
0.836673347,SAL,0.054764249
0.836673347,LY,-0.02845087
0.833266533,SAL,0.058762942
0.833266533,LY,-0.019310017
0.829859719,SAL,0.062780849
0.829859719,LY,-0.008948841
0.826452906,SAL,0.066685672
0.826452906,LY,0.001832397
0.823046092,SAL,0.070404565
0.823046092,LY,0.012440906
0.819639279,SAL,0.073719198
0.819639279,LY,0.022399806
0.816232465,SAL,0.076256083
0.816232465,LY,0.031355638
0.812825651,SAL,0.077689169
0.812825651,LY,0.039135603
0.809418838,SAL,0.077703291
0.809418838,LY,0.045616781
0.806012024,SAL,0.076004836
0.806012024,LY,0.050535017
0.80260521,SAL,0.072474708
0.80260521,LY,0.053494028
0.799198397,SAL,0.067178823
0.799198397,LY,0.054062849
0.795791583,SAL,0.060390092
0.795791583,LY,0.05188243
0.79238477,SAL,0.052611235
0.79238477,LY,0.046811679
0.788977956,SAL,0.044401207
0.788977956,LY,0.038948243
0.785571142,SAL,0.036227916
0.785571142,LY,0.028561291
0.782164329,SAL,0.028493877
0.782164329,LY,0.016181095
0.778757515,SAL,0.021567795
0.778757515,LY,0.002691207
0.775350701,SAL,0.015718718
0.775350701,LY,-0.010849673
0.771943888,SAL,0.011052703
0.771943888,LY,-0.023452878
0.768537074,SAL,0.007622167
0.768537074,LY,-0.034307506
0.765130261,SAL,0.005560626
0.765130261,LY,-0.042889746
0.761723447,SAL,0.005066508
0.761723447,LY,-0.049040382
0.758316633,SAL,0.006407042
0.758316633,LY,-0.052909197
0.75490982,SAL,0.009820796
0.75490982,LY,-0.054835479
0.751503006,SAL,0.01524767
0.751503006,LY,-0.055125454
0.748096192,SAL,0.022354875
0.748096192,LY,-0.053841893
0.744689379,SAL,0.030701824
0.744689379,LY,-0.050883063
0.741282565,SAL,0.039645368
0.741282565,LY,-0.046227937
0.737875752,SAL,0.048396754
0.737875752,LY,-0.040016892
0.734468938,SAL,0.05624973
0.734468938,LY,-0.03249972
0.731062124,SAL,0.062597219
0.731062124,LY,-0.024096651
0.727655311,SAL,0.067002714
0.727655311,LY,-0.015498941
0.724248497,SAL,0.069315758
0.724248497,LY,-0.007610656
0.720841683,SAL,0.06954224
0.720841683,LY,-0.001396323
0.71743487,SAL,0.067804568
0.71743487,LY,0.002337452
0.714028056,SAL,0.064410335
0.714028056,LY,0.003169447
0.710621242,SAL,0.059697403
0.710621242,LY,0.001042504
0.707214429,SAL,0.053920015
0.707214429,LY,-0.003890297
0.703807615,SAL,0.047325453
0.703807615,LY,-0.011210353
0.700400802,SAL,0.040193373
0.700400802,LY,-0.020143877
0.696993988,SAL,0.032859179
0.696993988,LY,-0.029734181
0.693587174,SAL,0.025729718
0.693587174,LY,-0.039071414
0.690180361,SAL,0.019222859
0.690180361,LY,-0.047367962
0.686773547,SAL,0.013704904
0.686773547,LY,-0.054030932
0.683366733,SAL,0.009475715
0.683366733,LY,-0.058745117
0.67995992,SAL,0.006795463
0.67995992,LY,-0.06145628
0.676553106,SAL,0.005806063
0.676553106,LY,-0.062308499
0.673146293,SAL,0.006375777
0.673146293,LY,-0.061508198
0.669739479,SAL,0.008193279
0.669739479,LY,-0.059163723
0.666332665,SAL,0.010920619
0.666332665,LY,-0.055335393
0.662925852,SAL,0.014153756
0.662925852,LY,-0.050218828
0.659519038,SAL,0.017533754
0.659519038,LY,-0.044178284
0.656112224,SAL,0.02087447
0.656112224,LY,-0.037666226
0.652705411,SAL,0.023986435
0.652705411,LY,-0.031201542
0.649298597,SAL,0.026619585
0.649298597,LY,-0.025357075
0.645891784,SAL,0.028534699
0.645891784,LY,-0.02070439
0.64248497,SAL,0.029371942
0.64248497,LY,-0.017777891
0.639078156,SAL,0.028686644
0.639078156,LY,-0.016984556
0.63567134300000006,SAL,0.026146844
0.63567134300000006,LY,-0.018479352
0.632264529,SAL,0.02149271
0.632264529,LY,-0.022248553
0.628857715,SAL,0.014548186
0.628857715,LY,-0.028254513
0.625450902,SAL,0.005360399
0.625450902,LY,-0.036312963
0.622044088,SAL,-0.005829889
0.622044088,LY,-0.045953831
0.618637275,SAL,-0.018591147
0.618637275,LY,-0.056558892
0.615230461,SAL,-0.032274622
0.615230461,LY,-0.067521073
0.611823647,SAL,-0.046188942
0.611823647,LY,-0.078264103
0.608416834,SAL,-0.05975037
0.608416834,LY,-0.088290118
0.60501002,SAL,-0.072479748
0.60501002,LY,-0.097226411
0.601603206,SAL,-0.083999907
0.601603206,LY,-0.104785211
0.598196393,SAL,-0.094082845
0.598196393,LY,-0.110736417
0.594789579,SAL,-0.102662169
0.594789579,LY,-0.114877773
0.591382766,SAL,-0.109707078
0.591382766,LY,-0.116998096
0.587975952,SAL,-0.115122388
0.587975952,LY,-0.116979717
0.584569138,SAL,-0.118774354
0.584569138,LY,-0.114948984
0.581162325,SAL,-0.120436729
0.581162325,LY,-0.111265152
0.577755511,SAL,-0.119846043
0.577755511,LY,-0.106410314
0.574348697,SAL,-0.116980857
0.574348697,LY,-0.100909602
0.570941884,SAL,-0.112075777
0.570941884,LY,-0.095267598
0.56753507,SAL,-0.105499732
0.56753507,LY,-0.089933674
0.564128257,SAL,-0.097886573
0.564128257,LY,-0.085315552
0.560721443,SAL,-0.090077194
0.560721443,LY,-0.081717796
0.557314629,SAL,-0.082857425
0.557314629,LY,-0.079250856
0.553907816,SAL,-0.076935167
0.553907816,LY,-0.077962332
0.550501002,SAL,-0.07286794
0.550501002,LY,-0.078021634
0.547094188,SAL,-0.07090025
0.547094188,LY,-0.079623231
0.543687375,SAL,-0.071053847
0.543687375,LY,-0.082831869
0.540280561,SAL,-0.073194149
0.540280561,LY,-0.087624152
0.536873747,SAL,-0.077045253
0.536873747,LY,-0.093918017
0.533466934,SAL,-0.082400211
0.533466934,LY,-0.101526546
0.53006012,SAL,-0.089190791
0.53006012,LY,-0.110196974
0.526653307,SAL,-0.097324994
0.526653307,LY,-0.119630837
0.523246493,SAL,-0.106590402
0.523246493,LY,-0.129428876
0.519839679,SAL,-0.116627355
0.519839679,LY,-0.139122065
0.516432866,SAL,-0.126930181
0.516432866,LY,-0.148211376
0.513026052,SAL,-0.136893142
0.513026052,LY,-0.15614448
0.509619238,SAL,-0.14588963
0.509619238,LY,-0.162430669
0.506212425,SAL,-0.153360362
0.506212425,LY,-0.166849179
0.502805611,SAL,-0.158838907
0.502805611,LY,-0.16949585
0.499398798,SAL,-0.162033288
0.499398798,LY,-0.170678716
0.495991984,SAL,-0.162962191
0.495991984,LY,-0.170776722
0.49258517,SAL,-0.161844047
0.49258517,LY,-0.170101642
0.489178357,SAL,-0.158931731
0.489178357,LY,-0.16884612
0.485771543,SAL,-0.154553907
0.485771543,LY,-0.16713206
0.482364729,SAL,-0.14901604
0.482364729,LY,-0.165019287
0.478957916,SAL,-0.142462037
0.478957916,LY,-0.162490371
0.475551102,SAL,-0.135017393
0.475551102,LY,-0.15959698
0.472144289,SAL,-0.126830908
0.472144289,LY,-0.156626123
0.468737475,SAL,-0.118043872
0.468737475,LY,-0.154033605
0.465330661,SAL,-0.108994147
0.465330661,LY,-0.15231424
0.461923848,SAL,-0.100218852
0.461923848,LY,-0.151952778
0.458517034,SAL,-0.092238231
0.458517034,LY,-0.153322668
0.45511022,SAL,-0.085542482
0.45511022,LY,-0.156606214
0.451703407,SAL,-0.080544272
0.451703407,LY,-0.161822907
0.448296593,SAL,-0.077433551
0.448296593,LY,-0.168785138
0.44488978,SAL,-0.076193332
0.44488978,LY,-0.177033097
0.441482966,SAL,-0.076611469
0.441482966,LY,-0.185954057
0.438076152,SAL,-0.078290181
0.438076152,LY,-0.194927564
0.434669339,SAL,-0.080821994
0.434669339,LY,-0.203372229
0.431262525,SAL,-0.083930801
0.431262525,LY,-0.210859887
0.427855711,SAL,-0.087469292
0.427855711,LY,-0.217266863
0.424448898,SAL,-0.091394207
0.424448898,LY,-0.222791038
0.421042084,SAL,-0.095781105
0.421042084,LY,-0.227824971
0.417635271,SAL,-0.100815465
0.417635271,LY,-0.232733022
0.414228457,SAL,-0.106633541
0.414228457,LY,-0.237651307
0.410821643,SAL,-0.113165797
0.410821643,LY,-0.24248963
0.40741483,SAL,-0.120156388
0.40741483,LY,-0.247088867
0.404008016,SAL,-0.127179474
0.404008016,LY,-0.251281331
0.400601202,SAL,-0.133759647
0.400601202,LY,-0.254884508
0.397194389,SAL,-0.139663615
0.397194389,LY,-0.257856827
0.393787575,SAL,-0.144881145
0.393787575,LY,-0.260425523
0.390380762,SAL,-0.14945113
0.390380762,LY,-0.262937337
0.386973948,SAL,-0.153554339
0.386973948,LY,-0.265668791
0.383567134,SAL,-0.157482324
0.383567134,LY,-0.268774403
0.380160321,SAL,-0.161457991
0.380160321,LY,-0.272255297
0.376753507,SAL,-0.165660685
0.376753507,LY,-0.275972721
0.373346693,SAL,-0.170177162
0.373346693,LY,-0.279728005
0.36993988,SAL,-0.174901874
0.36993988,LY,-0.283224294
0.366533066,SAL,-0.179684527
0.366533066,LY,-0.285977582
0.363126253,SAL,-0.184390322
0.363126253,LY,-0.287439711
0.359719439,SAL,-0.188851338
0.359719439,LY,-0.287187049
0.356312625,SAL,-0.192993394
0.356312625,LY,-0.284964476
0.352905812,SAL,-0.196871364
0.352905812,LY,-0.280741658
0.349498998,SAL,-0.200547625
0.349498998,LY,-0.274808346
0.346092184,SAL,-0.204047027
0.346092184,LY,-0.267757626
0.342685371,SAL,-0.207336037
0.342685371,LY,-0.260343708
0.339278557,SAL,-0.210307359
0.339278557,LY,-0.253245548
0.335871743,SAL,-0.212805316
0.335871743,LY,-0.246882484
0.33246493,SAL,-0.214650218
0.33246493,LY,-0.241473158
0.329058116,SAL,-0.215667227
0.329058116,LY,-0.237230529
0.325651303,SAL,-0.215679606
0.325651303,LY,-0.234401028
0.322244489,SAL,-0.214570803
0.322244489,LY,-0.233164908
0.318837675,SAL,-0.212446988
0.318837675,LY,-0.233680557
0.315430862,SAL,-0.209586512
0.315430862,LY,-0.236206807
0.312024048,SAL,-0.206287282
0.312024048,LY,-0.241048839
0.308617234,SAL,-0.202866048
0.308617234,LY,-0.248410683
0.305210421,SAL,-0.199545719
0.305210421,LY,-0.258271205
0.301803607,SAL,-0.196355732
0.301803607,LY,-0.270299881
0.298396794,SAL,-0.193320812
0.298396794,LY,-0.283935962
0.29498998,SAL,-0.190539396
0.29498998,LY,-0.298560101
0.291583166,SAL,-0.188153534
0.291583166,LY,-0.313502057
0.288176353,SAL,-0.18651382
0.288176353,LY,-0.327979666
0.284769539,SAL,-0.186144372
0.284769539,LY,-0.341214024
0.281362725,SAL,-0.187512796
0.281362725,LY,-0.352569065
0.277955912,SAL,-0.191026426
0.277955912,LY,-0.361570636
0.274549098,SAL,-0.196995136
0.274549098,LY,-0.367970155
0.271142285,SAL,-0.205489294
0.271142285,LY,-0.371812133
0.267735471,SAL,-0.216336661
0.267735471,LY,-0.37337839
0.264328657,SAL,-0.229089483
0.264328657,LY,-0.373087717
0.260921844,SAL,-0.24300634
0.260921844,LY,-0.371340466
0.25751503,SAL,-0.25722461
0.25751503,LY,-0.368370575
0.254108216,SAL,-0.270932536
0.254108216,LY,-0.36430951
0.250701403,SAL,-0.283457826
0.250701403,LY,-0.359370701
0.247294589,SAL,-0.294331206
0.247294589,LY,-0.353889223
0.243887776,SAL,-0.303325627
0.243887776,LY,-0.348239078
0.240480962,SAL,-0.310451386
0.240480962,LY,-0.342838317
0.237074148,SAL,-0.31582978
0.237074148,LY,-0.338203267
0.233667335,SAL,-0.319567215
0.233667335,LY,-0.334899347
0.230260521,SAL,-0.321752961
0.230260521,LY,-0.333438891
0.226853707,SAL,-0.32243708
0.226853707,LY,-0.334163632
0.223446894,SAL,-0.321719401
0.223446894,LY,-0.337166714
0.22004008,SAL,-0.319981132
0.22004008,LY,-0.342400437
0.216633267,SAL,-0.317810621
0.216633267,LY,-0.349797219
0.213226453,SAL,-0.315803119
0.213226453,LY,-0.35915706
0.209819639,SAL,-0.314628467
0.209819639,LY,-0.370039359
0.206412826,SAL,-0.314949637
0.206412826,LY,-0.381896446
0.203006012,SAL,-0.317188741
0.203006012,LY,-0.394211345
0.199599198,SAL,-0.321561733
0.199599198,LY,-0.406515064
0.196192385,SAL,-0.328056137
0.196192385,LY,-0.41845992
0.192785571,SAL,-0.336327534
0.192785571,LY,-0.429871921
0.189378758,SAL,-0.345870624
0.189378758,LY,-0.440673603
0.185971944,SAL,-0.356133062
0.185971944,LY,-0.450826426
0.18256513,SAL,-0.366529002
0.18256513,LY,-0.460279245
0.179158317,SAL,-0.37663407
0.179158317,LY,-0.468870593
0.175751503,SAL,-0.386261808
0.175751503,LY,-0.476358031
0.172344689,SAL,-0.395327945
0.172344689,LY,-0.482587174
0.168937876,SAL,-0.403774547
0.168937876,LY,-0.487593368
0.165531062,SAL,-0.411537546
0.165531062,LY,-0.491572404
0.162124248,SAL,-0.418512606
0.162124248,LY,-0.494819738
0.158717435,SAL,-0.424569412
0.158717435,LY,-0.497686712
0.155310621,SAL,-0.429576357
0.155310621,LY,-0.500560622
0.151903808,SAL,-0.43340036
0.151903808,LY,-0.503856949
0.148496994,SAL,-0.435887726
0.148496994,LY,-0.507905992
0.14509018,SAL,-0.436953932
0.14509018,LY,-0.512827599
0.141683367,SAL,-0.436755555
0.141683367,LY,-0.518673298
0.138276553,SAL,-0.435623367
0.138276553,LY,-0.525617467
0.134869739,SAL,-0.433905976
0.134869739,LY,-0.5338415
0.131462926,SAL,-0.432017125
0.131462926,LY,-0.543372776
0.128056112,SAL,-0.430359124
0.128056112,LY,-0.554149678
0.124649299,SAL,-0.429169048
0.124649299,LY,-0.56609265
0.121242485,SAL,-0.428627908
0.121242485,LY,-0.579067738
0.117835671,SAL,-0.428871796
0.117835671,LY,-0.592881328
0.114428858,SAL,-0.429939187
0.114428858,LY,-0.607287294
0.111022044,SAL,-0.43199837
0.111022044,LY,-0.621975446
0.10761523,SAL,-0.435378496
0.10761523,LY,-0.636610877
0.104208417,SAL,-0.440352263
0.104208417,LY,-0.650831969
0.100801603,SAL,-0.447118378
0.100801603,LY,-0.664207413
0.09739479,SAL,-0.455770058
0.09739479,LY,-0.676364236
0.093987976,SAL,-0.466186468
0.093987976,LY,-0.687196011
0.090581162,SAL,-0.478075637
0.090581162,LY,-0.696873014
0.087174349,SAL,-0.491004467
0.087174349,LY,-0.705681878
0.083767535,SAL,-0.504421108
0.083767535,LY,-0.713878926
0.080360721,SAL,-0.517827319
0.080360721,LY,-0.721631663
0.076953908,SAL,-0.530895155
0.076953908,LY,-0.729053397
0.073547094,SAL,-0.543427896
0.073547094,LY,-0.736272736
0.070140281,SAL,-0.555328606
0.070140281,LY,-0.743403978
0.066733467,SAL,-0.566616356
0.066733467,LY,-0.750481172
0.063326653,SAL,-0.577409641
0.063326653,LY,-0.757589817
0.05991984,SAL,-0.587818751
0.05991984,LY,-0.765025976
0.056513026,SAL,-0.597857207
0.056513026,LY,-0.77316892
0.053106212,SAL,-0.607449879
0.053106212,LY,-0.782304185
