RewardMagnitude,Time,UniqueID,DA,Subj,Date,channel,drug
1,-0.9000000000000004,R72_20141210_0_LY,-0.069211991,R72,20141210,0,LY
1,-0.9000000000000004,R29_20130301_1_LY,-0.07949523,R29,20130301,1,LY
1,-0.9000000000000004,R32_20130227_1_LY,-0.13148608,R32,20130227,1,LY
1,-0.9000000000000004,R34_20130227_1_LY,-0.186984685,R34,20130227,1,LY
1,-0.9000000000000004,R52_20130913_1_LY,-0.085949314,R52,20130913,1,LY
1,-0.9000000000000004,R54_20140617_1_LY,-0.152243142,R54,20140617,1,LY
1,-0.9000000000000004,R55_20140619_1_LY,-0.047208902,R55,20140619,1,LY
1,-0.9000000000000004,R57_20140620_1_LY,0.029027273,R57,20140620,1,LY
1,-0.9000000000000004,R69_20141209_1_LY,-0.065323407,R69,20141209,1,LY
1,-0.9000000000000004,R72_20141210_1_LY,-0.174142582,R72,20141210,1,LY
1,-0.7999999999999998,R29_20130227_0_SAL,-0.031753338,R29,20130227,0,SAL
1,-0.7999999999999998,R34_20130301_0_SAL,-0.002848588,R34,20130301,0,SAL
1,-0.7999999999999998,R52_20130911_0_SAL,-0.114241201,R52,20130911,0,SAL
1,-0.7999999999999998,R54_20140619_0_SAL,-0.065598018,R54,20140619,0,SAL
1,-0.7999999999999998,R56_20140619_0_SAL,-0.068863371,R56,20140619,0,SAL
1,-0.7999999999999998,R57_20140618_0_SAL,-0.086355344,R57,20140618,0,SAL
1,-0.7999999999999998,R58_20140620_0_SAL,-0.091759621,R58,20140620,0,SAL
1,-0.7999999999999998,R69_20141211_0_SAL,-0.002395923,R69,20141211,0,SAL
1,-0.7999999999999998,R72_20141212_0_SAL,-0.018169078,R72,20141212,0,SAL
1,-0.7999999999999998,R29_20130227_1_SAL,-0.038218429,R29,20130227,1,SAL
1,-0.7999999999999998,R32_20130301_1_SAL,-0.067121015,R32,20130301,1,SAL
1,-0.7999999999999998,R34_20130301_1_SAL,-0.118160905,R34,20130301,1,SAL
1,-0.7999999999999998,R52_20130911_1_SAL,-0.027042153,R52,20130911,1,SAL
1,-0.7999999999999998,R54_20140619_1_SAL,-0.25044441,R54,20140619,1,SAL
1,-0.7999999999999998,R55_20140617_1_SAL,-0.05490832,R55,20140617,1,SAL
1,-0.7999999999999998,R57_20140618_1_SAL,-0.013837983,R57,20140618,1,SAL
1,-0.7999999999999998,R69_20141211_1_SAL,0.011215763,R69,20141211,1,SAL
1,-0.7999999999999998,R72_20141212_1_SAL,-0.078907327,R72,20141212,1,SAL
1,-0.7999999999999998,R29_20130301_0_LY,-0.09447519,R29,20130301,0,LY
1,-0.7999999999999998,R34_20130227_0_LY,-0.104523051,R34,20130227,0,LY
1,-0.7999999999999998,R52_20130913_0_LY,-0.126805219,R52,20130913,0,LY
1,-0.7999999999999998,R54_20140617_0_LY,-0.067207526,R54,20140617,0,LY
1,-0.7999999999999998,R56_20140617_0_LY,0.035514737,R56,20140617,0,LY
1,-0.7999999999999998,R57_20140620_0_LY,0.003446315,R57,20140620,0,LY
1,-0.7999999999999998,R58_20140618_0_LY,-0.219344573,R58,20140618,0,LY
1,-0.7999999999999998,R69_20141209_0_LY,-0.187398221,R69,20141209,0,LY
1,-0.7999999999999998,R72_20141210_0_LY,-0.073553941,R72,20141210,0,LY
1,-0.7999999999999998,R29_20130301_1_LY,-0.042200273,R29,20130301,1,LY
1,-0.7999999999999998,R32_20130227_1_LY,-0.128896906,R32,20130227,1,LY
1,-0.7999999999999998,R34_20130227_1_LY,-0.201069796,R34,20130227,1,LY
1,-0.7999999999999998,R52_20130913_1_LY,-0.058223074,R52,20130913,1,LY
1,-0.7999999999999998,R54_20140617_1_LY,-0.163248741,R54,20140617,1,LY
1,-0.7999999999999998,R55_20140619_1_LY,-0.065042805,R55,20140619,1,LY
1,-0.7999999999999998,R57_20140620_1_LY,0.044489244,R57,20140620,1,LY
1,-0.7999999999999998,R69_20141209_1_LY,-0.06222211,R69,20141209,1,LY
1,-0.7999999999999998,R72_20141210_1_LY,-0.167179344,R72,20141210,1,LY
1,-0.7000000000000002,R29_20130227_0_SAL,-0.046373896,R29,20130227,0,SAL
1,-0.7000000000000002,R34_20130301_0_SAL,-0.029114357,R34,20130301,0,SAL
1,-0.7000000000000002,R52_20130911_0_SAL,-0.08059685,R52,20130911,0,SAL
1,-0.7000000000000002,R54_20140619_0_SAL,-0.058107148,R54,20140619,0,SAL
1,-0.7000000000000002,R56_20140619_0_SAL,-0.062535944,R56,20140619,0,SAL
1,-0.7000000000000002,R57_20140618_0_SAL,-0.081950276,R57,20140618,0,SAL
1,-0.7000000000000002,R58_20140620_0_SAL,-0.066427045,R58,20140620,0,SAL
1,-0.7000000000000002,R69_20141211_0_SAL,-0.040299811,R69,20141211,0,SAL
1,-0.7000000000000002,R72_20141212_0_SAL,-0.007716041,R72,20141212,0,SAL
1,-0.7000000000000002,R29_20130227_1_SAL,-0.053201191,R29,20130227,1,SAL
1,-0.7000000000000002,R32_20130301_1_SAL,-0.071069106,R32,20130301,1,SAL
1,-0.7000000000000002,R34_20130301_1_SAL,-0.139999848,R34,20130301,1,SAL
1,-0.7000000000000002,R52_20130911_1_SAL,-0.008731742,R52,20130911,1,SAL
1,-0.7000000000000002,R54_20140619_1_SAL,-0.234515242,R54,20140619,1,SAL
1,-0.7000000000000002,R55_20140617_1_SAL,-0.075812496,R55,20140617,1,SAL
1,-0.7000000000000002,R57_20140618_1_SAL,-0.024374856,R57,20140618,1,SAL
1,-0.7000000000000002,R69_20141211_1_SAL,0.02480237,R69,20141211,1,SAL
1,-0.7000000000000002,R72_20141212_1_SAL,-0.071299713,R72,20141212,1,SAL
1,-0.7000000000000002,R29_20130301_0_LY,-0.067954764,R29,20130301,0,LY
1,-0.7000000000000002,R34_20130227_0_LY,-0.122365605,R34,20130227,0,LY
1,-0.7000000000000002,R52_20130913_0_LY,-0.127871211,R52,20130913,0,LY
1,-0.7000000000000002,R54_20140617_0_LY,-0.078507102,R54,20140617,0,LY
1,-0.7000000000000002,R56_20140617_0_LY,0.010613643,R56,20140617,0,LY
1,-0.7000000000000002,R57_20140620_0_LY,0.008743663,R57,20140620,0,LY
1,-0.7000000000000002,R58_20140618_0_LY,-0.207360703,R58,20140618,0,LY
1,-0.7000000000000002,R69_20141209_0_LY,-0.213596945,R69,20141209,0,LY
1,-0.7000000000000002,R72_20141210_0_LY,-0.097720844,R72,20141210,0,LY
1,-0.7000000000000002,R29_20130301_1_LY,-0.032062932,R29,20130301,1,LY
1,-0.7000000000000002,R32_20130227_1_LY,-0.11736156,R32,20130227,1,LY
1,-0.7000000000000002,R34_20130227_1_LY,-0.213300659,R34,20130227,1,LY
1,-0.7000000000000002,R52_20130913_1_LY,-0.055346498,R52,20130913,1,LY
1,-0.7000000000000002,R54_20140617_1_LY,-0.177876893,R54,20140617,1,LY
1,-0.7000000000000002,R55_20140619_1_LY,-0.102060288,R55,20140619,1,LY
1,-0.7000000000000002,R57_20140620_1_LY,0.047070117,R57,20140620,1,LY
1,-0.7000000000000002,R69_20141209_1_LY,-0.028665446,R69,20141209,1,LY
1,-0.7000000000000002,R72_20141210_1_LY,-0.18600586,R72,20141210,1,LY
1,-0.5999999999999996,R29_20130227_0_SAL,-0.043613652,R29,20130227,0,SAL
1,-0.5999999999999996,R34_20130301_0_SAL,-0.056927613,R34,20130301,0,SAL
1,-0.5999999999999996,R52_20130911_0_SAL,-0.067432618,R52,20130911,0,SAL
1,-0.5999999999999996,R54_20140619_0_SAL,-0.049898138,R54,20140619,0,SAL
1,-0.5999999999999996,R56_20140619_0_SAL,-0.063300718,R56,20140619,0,SAL
1,-0.5999999999999996,R57_20140618_0_SAL,-0.097949507,R57,20140618,0,SAL
1,-0.5999999999999996,R58_20140620_0_SAL,-0.049023569,R58,20140620,0,SAL
1,-0.5999999999999996,R69_20141211_0_SAL,-0.044239101,R69,20141211,0,SAL
1,-0.5999999999999996,R72_20141212_0_SAL,-0.009767863,R72,20141212,0,SAL
1,-0.5999999999999996,R29_20130227_1_SAL,-0.031987332,R29,20130227,1,SAL
1,-0.5999999999999996,R32_20130301_1_SAL,-0.056744711,R32,20130301,1,SAL
1,-0.5999999999999996,R34_20130301_1_SAL,-0.146701145,R34,20130301,1,SAL
1,-0.5999999999999996,R52_20130911_1_SAL,0.016763369,R52,20130911,1,SAL
1,-0.5999999999999996,R54_20140619_1_SAL,-0.219401398,R54,20140619,1,SAL
1,-0.5999999999999996,R55_20140617_1_SAL,-0.079006342,R55,20140617,1,SAL
1,-0.5999999999999996,R57_20140618_1_SAL,-0.036491068,R57,20140618,1,SAL
1,-0.5999999999999996,R69_20141211_1_SAL,0.02887309,R69,20141211,1,SAL
1,-0.5999999999999996,R72_20141212_1_SAL,-0.098340392,R72,20141212,1,SAL
1,-0.5999999999999996,R29_20130301_0_LY,-0.053265627,R29,20130301,0,LY
1,-0.5999999999999996,R34_20130227_0_LY,-0.131500091,R34,20130227,0,LY
1,-0.5999999999999996,R52_20130913_0_LY,-0.113939849,R52,20130913,0,LY
1,-0.5999999999999996,R54_20140617_0_LY,-0.085681945,R54,20140617,0,LY
1,-0.5999999999999996,R56_20140617_0_LY,0.011200177,R56,20140617,0,LY
1,-0.5999999999999996,R57_20140620_0_LY,0.016893531,R57,20140620,0,LY
1,-0.5999999999999996,R58_20140618_0_LY,-0.214064936,R58,20140618,0,LY
1,-0.5999999999999996,R69_20141209_0_LY,-0.211152388,R69,20141209,0,LY
1,-0.5999999999999996,R72_20141210_0_LY,-0.091948521,R72,20141210,0,LY
1,-0.5999999999999996,R29_20130301_1_LY,0.002576688,R29,20130301,1,LY
1,-0.5999999999999996,R32_20130227_1_LY,-0.127960074,R32,20130227,1,LY
1,-0.5999999999999996,R34_20130227_1_LY,-0.185204604,R34,20130227,1,LY
1,-0.5999999999999996,R52_20130913_1_LY,-0.057312028,R52,20130913,1,LY
1,-0.5999999999999996,R54_20140617_1_LY,-0.184801734,R54,20140617,1,LY
1,-0.5999999999999996,R55_20140619_1_LY,-0.108571246,R55,20140619,1,LY
1,-0.5999999999999996,R57_20140620_1_LY,0.047692664,R57,20140620,1,LY
1,-0.5999999999999996,R69_20141209_1_LY,-0.015239766,R69,20141209,1,LY
1,-0.5999999999999996,R72_20141210_1_LY,-0.179587011,R72,20141210,1,LY
1,-0.5,R29_20130227_0_SAL,-0.031815423,R29,20130227,0,SAL
1,-0.5,R34_20130301_0_SAL,-0.068461119,R34,20130301,0,SAL
1,-0.5,R52_20130911_0_SAL,-0.043410891,R52,20130911,0,SAL
1,-0.5,R54_20140619_0_SAL,-0.056114326,R54,20140619,0,SAL
1,-0.5,R56_20140619_0_SAL,-0.052092937,R56,20140619,0,SAL
1,-0.5,R57_20140618_0_SAL,-0.126531837,R57,20140618,0,SAL
1,-0.5,R58_20140620_0_SAL,-0.028555407,R58,20140620,0,SAL
1,-0.5,R69_20141211_0_SAL,-0.049879453,R69,20141211,0,SAL
1,-0.5,R72_20141212_0_SAL,-0.003276137,R72,20141212,0,SAL
1,-0.5,R29_20130227_1_SAL,-0.041047238,R29,20130227,1,SAL
1,-0.5,R32_20130301_1_SAL,-0.045952403,R32,20130301,1,SAL
1,-0.5,R34_20130301_1_SAL,-0.142922713,R34,20130301,1,SAL
1,-0.5,R52_20130911_1_SAL,0.015032271,R52,20130911,1,SAL
1,-0.5,R54_20140619_1_SAL,-0.213883275,R54,20140619,1,SAL
1,-0.5,R55_20140617_1_SAL,-0.116472577,R55,20140617,1,SAL
1,-0.5,R57_20140618_1_SAL,-0.017033323,R57,20140618,1,SAL
1,-0.5,R69_20141211_1_SAL,0.008351238,R69,20141211,1,SAL
1,-0.5,R72_20141212_1_SAL,-0.092855163,R72,20141212,1,SAL
1,-0.5,R29_20130301_0_LY,-0.06335598,R29,20130301,0,LY
1,-0.5,R34_20130227_0_LY,-0.137603527,R34,20130227,0,LY
1,-0.5,R52_20130913_0_LY,-0.10427211,R52,20130913,0,LY
1,-0.5,R54_20140617_0_LY,-0.063671766,R54,20140617,0,LY
1,-0.5,R56_20140617_0_LY,0.007889715,R56,20140617,0,LY
1,-0.5,R57_20140620_0_LY,1.16575e-4,R57,20140620,0,LY
1,-0.5,R58_20140618_0_LY,-0.201368205,R58,20140618,0,LY
1,-0.5,R69_20141209_0_LY,-0.190670577,R69,20141209,0,LY
1,-0.5,R72_20141210_0_LY,-0.077666385,R72,20141210,0,LY
1,-0.5,R29_20130301_1_LY,-0.011472062,R29,20130301,1,LY
1,-0.5,R32_20130227_1_LY,-0.114209557,R32,20130227,1,LY
1,-0.5,R34_20130227_1_LY,-0.186817099,R34,20130227,1,LY
1,-0.5,R52_20130913_1_LY,-0.052625619,R52,20130913,1,LY
1,-0.5,R54_20140617_1_LY,-0.16442423,R54,20140617,1,LY
1,-0.5,R55_20140619_1_LY,-0.137972158,R55,20140619,1,LY
1,-0.5,R57_20140620_1_LY,0.041383284,R57,20140620,1,LY
1,-0.5,R69_20141209_1_LY,-0.020435474,R69,20141209,1,LY
1,-0.5,R72_20141210_1_LY,-0.167638866,R72,20141210,1,LY
1,-0.40000000000000036,R29_20130227_0_SAL,-0.055519474,R29,20130227,0,SAL
1,-0.40000000000000036,R34_20130301_0_SAL,-0.064933086,R34,20130301,0,SAL
1,-0.40000000000000036,R52_20130911_0_SAL,-0.02556339,R52,20130911,0,SAL
1,-0.40000000000000036,R54_20140619_0_SAL,-0.071092935,R54,20140619,0,SAL
1,-0.40000000000000036,R56_20140619_0_SAL,-0.063283824,R56,20140619,0,SAL
1,-0.40000000000000036,R57_20140618_0_SAL,-0.101932354,R57,20140618,0,SAL
1,-0.40000000000000036,R58_20140620_0_SAL,-0.025016256,R58,20140620,0,SAL
1,-0.40000000000000036,R69_20141211_0_SAL,-0.040183843,R69,20141211,0,SAL
1,-0.40000000000000036,R72_20141212_0_SAL,-0.013872101,R72,20141212,0,SAL
1,-0.40000000000000036,R29_20130227_1_SAL,-0.04042491,R29,20130227,1,SAL
1,-0.40000000000000036,R32_20130301_1_SAL,-0.049040091,R32,20130301,1,SAL
1,-0.40000000000000036,R34_20130301_1_SAL,-0.150724151,R34,20130301,1,SAL
1,-0.40000000000000036,R52_20130911_1_SAL,0.013183971,R52,20130911,1,SAL
1,-0.40000000000000036,R54_20140619_1_SAL,-0.197437606,R54,20140619,1,SAL
1,-0.40000000000000036,R55_20140617_1_SAL,-0.119088496,R55,20140617,1,SAL
1,-0.40000000000000036,R57_20140618_1_SAL,-0.013282539,R57,20140618,1,SAL
1,-0.40000000000000036,R69_20141211_1_SAL,-0.008627804,R69,20141211,1,SAL
1,-0.40000000000000036,R72_20141212_1_SAL,-0.080099538,R72,20141212,1,SAL
1,-0.40000000000000036,R29_20130301_0_LY,-0.072217809,R29,20130301,0,LY
1,-0.40000000000000036,R34_20130227_0_LY,-0.126058275,R34,20130227,0,LY
1,-0.40000000000000036,R52_20130913_0_LY,-0.092761717,R52,20130913,0,LY
1,-0.40000000000000036,R54_20140617_0_LY,-0.053103803,R54,20140617,0,LY
1,-0.40000000000000036,R56_20140617_0_LY,-0.009307808,R56,20140617,0,LY
1,-0.40000000000000036,R57_20140620_0_LY,-0.027139225,R57,20140620,0,LY
1,-0.40000000000000036,R58_20140618_0_LY,-0.183495963,R58,20140618,0,LY
1,-0.40000000000000036,R69_20141209_0_LY,-0.193538376,R69,20141209,0,LY
1,-0.40000000000000036,R72_20141210_0_LY,-0.081854015,R72,20141210,0,LY
1,-0.40000000000000036,R29_20130301_1_LY,-0.028587636,R29,20130301,1,LY
1,-0.40000000000000036,R32_20130227_1_LY,-0.106294188,R32,20130227,1,LY
1,-0.40000000000000036,R34_20130227_1_LY,-0.196446656,R34,20130227,1,LY
1,-0.40000000000000036,R52_20130913_1_LY,-0.051822599,R52,20130913,1,LY
1,-0.40000000000000036,R54_20140617_1_LY,-0.167408365,R54,20140617,1,LY
1,-0.40000000000000036,R55_20140619_1_LY,-0.187779747,R55,20140619,1,LY
1,-0.40000000000000036,R57_20140620_1_LY,0.015916312,R57,20140620,1,LY
1,-0.40000000000000036,R69_20141209_1_LY,-0.030989561,R69,20141209,1,LY
1,-0.40000000000000036,R72_20141210_1_LY,-0.175119124,R72,20141210,1,LY
1,-0.2999999999999998,R29_20130227_0_SAL,-0.064216305,R29,20130227,0,SAL
1,-0.2999999999999998,R34_20130301_0_SAL,-0.073533757,R34,20130301,0,SAL
1,-0.2999999999999998,R52_20130911_0_SAL,-0.046781962,R52,20130911,0,SAL
1,-0.2999999999999998,R54_20140619_0_SAL,-0.055556887,R54,20140619,0,SAL
1,-0.2999999999999998,R56_20140619_0_SAL,-0.054727209,R56,20140619,0,SAL
1,-0.2999999999999998,R57_20140618_0_SAL,-0.065497811,R57,20140618,0,SAL
1,-0.2999999999999998,R58_20140620_0_SAL,-0.030423588,R58,20140620,0,SAL
1,-0.2999999999999998,R69_20141211_0_SAL,-0.033131023,R69,20141211,0,SAL
1,-0.2999999999999998,R72_20141212_0_SAL,-0.026446745,R72,20141212,0,SAL
1,-0.2999999999999998,R29_20130227_1_SAL,-0.030910789,R29,20130227,1,SAL
1,-0.2999999999999998,R32_20130301_1_SAL,-0.055552305,R32,20130301,1,SAL
1,-0.2999999999999998,R34_20130301_1_SAL,-0.14970642,R34,20130301,1,SAL
1,-0.2999999999999998,R52_20130911_1_SAL,0.034601412,R52,20130911,1,SAL
1,-0.2999999999999998,R54_20140619_1_SAL,-0.186317618,R54,20140619,1,SAL
1,-0.2999999999999998,R55_20140617_1_SAL,-0.115039048,R55,20140617,1,SAL
1,-0.2999999999999998,R57_20140618_1_SAL,-0.016964033,R57,20140618,1,SAL
1,-0.2999999999999998,R69_20141211_1_SAL,-0.025409443,R69,20141211,1,SAL
1,-0.2999999999999998,R72_20141212_1_SAL,-0.070245082,R72,20141212,1,SAL
1,-0.2999999999999998,R29_20130301_0_LY,-0.089594374,R29,20130301,0,LY
1,-0.2999999999999998,R34_20130227_0_LY,-0.099708929,R34,20130227,0,LY
1,-0.2999999999999998,R52_20130913_0_LY,-0.091011783,R52,20130913,0,LY
1,-0.2999999999999998,R54_20140617_0_LY,-0.053497181,R54,20140617,0,LY
1,-0.2999999999999998,R56_20140617_0_LY,-0.029923491,R56,20140617,0,LY
1,-0.2999999999999998,R57_20140620_0_LY,-0.035476617,R57,20140620,0,LY
1,-0.2999999999999998,R58_20140618_0_LY,-0.181757544,R58,20140618,0,LY
1,-0.2999999999999998,R69_20141209_0_LY,-0.180093901,R69,20141209,0,LY
1,-0.2999999999999998,R72_20141210_0_LY,-0.063205474,R72,20141210,0,LY
1,-0.2999999999999998,R29_20130301_1_LY,-0.054485013,R29,20130301,1,LY
1,-0.2999999999999998,R32_20130227_1_LY,-0.086034687,R32,20130227,1,LY
1,-0.2999999999999998,R34_20130227_1_LY,-0.189196732,R34,20130227,1,LY
1,-0.2999999999999998,R52_20130913_1_LY,-0.076022176,R52,20130913,1,LY
1,-0.2999999999999998,R54_20140617_1_LY,-0.178100881,R54,20140617,1,LY
1,-0.2999999999999998,R55_20140619_1_LY,-0.215670572,R55,20140619,1,LY
1,-0.2999999999999998,R57_20140620_1_LY,0.005938041,R57,20140620,1,LY
1,-0.2999999999999998,R69_20141209_1_LY,-0.03901598,R69,20141209,1,LY
1,-0.2999999999999998,R72_20141210_1_LY,-0.172172196,R72,20141210,1,LY
1,-0.20000000000000018,R29_20130227_0_SAL,-0.052970051,R29,20130227,0,SAL
1,-0.20000000000000018,R34_20130301_0_SAL,-0.058556653,R34,20130301,0,SAL
1,-0.20000000000000018,R52_20130911_0_SAL,-0.060471594,R52,20130911,0,SAL
1,-0.20000000000000018,R54_20140619_0_SAL,-0.048776131,R54,20140619,0,SAL
1,-0.20000000000000018,R56_20140619_0_SAL,-0.064630533,R56,20140619,0,SAL
1,-0.20000000000000018,R57_20140618_0_SAL,-0.091450784,R57,20140618,0,SAL
1,-0.20000000000000018,R58_20140620_0_SAL,-0.070454501,R58,20140620,0,SAL
1,-0.20000000000000018,R69_20141211_0_SAL,-0.048085385,R69,20141211,0,SAL
1,-0.20000000000000018,R72_20141212_0_SAL,-0.0296167,R72,20141212,0,SAL
1,-0.20000000000000018,R29_20130227_1_SAL,-0.003122817,R29,20130227,1,SAL
1,-0.20000000000000018,R32_20130301_1_SAL,-0.066901093,R32,20130301,1,SAL
1,-0.20000000000000018,R34_20130301_1_SAL,-0.133520876,R34,20130301,1,SAL
1,-0.20000000000000018,R52_20130911_1_SAL,0.038571647,R52,20130911,1,SAL
1,-0.20000000000000018,R54_20140619_1_SAL,-0.190373975,R54,20140619,1,SAL
1,-0.20000000000000018,R55_20140617_1_SAL,-0.13320261,R55,20140617,1,SAL
1,-0.20000000000000018,R57_20140618_1_SAL,-0.030077858,R57,20140618,1,SAL
1,-0.20000000000000018,R69_20141211_1_SAL,-0.026343581,R69,20141211,1,SAL
1,-0.20000000000000018,R72_20141212_1_SAL,-0.064034798,R72,20141212,1,SAL
1,-0.20000000000000018,R29_20130301_0_LY,-0.08182385,R29,20130301,0,LY
1,-0.20000000000000018,R34_20130227_0_LY,-0.096706167,R34,20130227,0,LY
1,-0.20000000000000018,R52_20130913_0_LY,-0.061686297,R52,20130913,0,LY
1,-0.20000000000000018,R54_20140617_0_LY,-0.038705041,R54,20140617,0,LY
1,-0.20000000000000018,R56_20140617_0_LY,-0.027516165,R56,20140617,0,LY
1,-0.20000000000000018,R57_20140620_0_LY,-0.049987428,R57,20140620,0,LY
1,-0.20000000000000018,R58_20140618_0_LY,-0.18998352,R58,20140618,0,LY
1,-0.20000000000000018,R69_20141209_0_LY,-0.133575893,R69,20141209,0,LY
1,-0.20000000000000018,R72_20141210_0_LY,-0.059518397,R72,20141210,0,LY
1,-0.20000000000000018,R29_20130301_1_LY,-0.044311043,R29,20130301,1,LY
1,-0.20000000000000018,R32_20130227_1_LY,-0.084776932,R32,20130227,1,LY
1,-0.20000000000000018,R34_20130227_1_LY,-0.186199222,R34,20130227,1,LY
1,-0.20000000000000018,R52_20130913_1_LY,-0.066009926,R52,20130913,1,LY
1,-0.20000000000000018,R54_20140617_1_LY,-0.156086919,R54,20140617,1,LY
1,-0.20000000000000018,R55_20140619_1_LY,-0.211434134,R55,20140619,1,LY
1,-0.20000000000000018,R57_20140620_1_LY,0.002014017,R57,20140620,1,LY
1,-0.20000000000000018,R69_20141209_1_LY,-0.055736278,R69,20141209,1,LY
1,-0.20000000000000018,R72_20141210_1_LY,-0.151888142,R72,20141210,1,LY
1,-0.09999999999999964,R29_20130227_0_SAL,-0.057785029,R29,20130227,0,SAL
1,-0.09999999999999964,R34_20130301_0_SAL,-0.022157192,R34,20130301,0,SAL
1,-0.09999999999999964,R52_20130911_0_SAL,-0.037180959,R52,20130911,0,SAL
1,-0.09999999999999964,R54_20140619_0_SAL,-0.036027393,R54,20140619,0,SAL
1,-0.09999999999999964,R56_20140619_0_SAL,-0.07161365,R56,20140619,0,SAL
1,-0.09999999999999964,R57_20140618_0_SAL,-0.099651294,R57,20140618,0,SAL
1,-0.09999999999999964,R58_20140620_0_SAL,-0.10223003,R58,20140620,0,SAL
1,-0.09999999999999964,R69_20141211_0_SAL,-0.081766007,R69,20141211,0,SAL
1,-0.09999999999999964,R72_20141212_0_SAL,-0.025822339,R72,20141212,0,SAL
1,-0.09999999999999964,R29_20130227_1_SAL,-0.021304362,R29,20130227,1,SAL
1,-0.09999999999999964,R32_20130301_1_SAL,-0.090602634,R32,20130301,1,SAL
1,-0.09999999999999964,R34_20130301_1_SAL,-0.109108152,R34,20130301,1,SAL
1,-0.09999999999999964,R52_20130911_1_SAL,0.045006767,R52,20130911,1,SAL
1,-0.09999999999999964,R54_20140619_1_SAL,-0.199432318,R54,20140619,1,SAL
1,-0.09999999999999964,R55_20140617_1_SAL,-0.1653721,R55,20140617,1,SAL
1,-0.09999999999999964,R57_20140618_1_SAL,-0.03462513,R57,20140618,1,SAL
1,-0.09999999999999964,R69_20141211_1_SAL,-0.027112073,R69,20141211,1,SAL
1,-0.09999999999999964,R72_20141212_1_SAL,-0.021101946,R72,20141212,1,SAL
1,-0.09999999999999964,R29_20130301_0_LY,-0.088915638,R29,20130301,0,LY
1,-0.09999999999999964,R34_20130227_0_LY,-0.075655397,R34,20130227,0,LY
1,-0.09999999999999964,R52_20130913_0_LY,-0.038213561,R52,20130913,0,LY
1,-0.09999999999999964,R54_20140617_0_LY,-0.035437591,R54,20140617,0,LY
1,-0.09999999999999964,R56_20140617_0_LY,-0.032124207,R56,20140617,0,LY
1,-0.09999999999999964,R57_20140620_0_LY,-0.085947294,R57,20140620,0,LY
1,-0.09999999999999964,R58_20140618_0_LY,-0.19145893,R58,20140618,0,LY
1,-0.09999999999999964,R69_20141209_0_LY,-0.113961512,R69,20141209,0,LY
1,-0.09999999999999964,R72_20141210_0_LY,-0.053144986,R72,20141210,0,LY
1,-0.09999999999999964,R29_20130301_1_LY,-0.084107171,R29,20130301,1,LY
1,-0.09999999999999964,R32_20130227_1_LY,-0.054315341,R32,20130227,1,LY
1,-0.09999999999999964,R34_20130227_1_LY,-0.185481097,R34,20130227,1,LY
1,-0.09999999999999964,R52_20130913_1_LY,-0.042837692,R52,20130913,1,LY
1,-0.09999999999999964,R54_20140617_1_LY,-0.140421437,R54,20140617,1,LY
1,-0.09999999999999964,R55_20140619_1_LY,-0.222451269,R55,20140619,1,LY
1,-0.09999999999999964,R57_20140620_1_LY,-0.034581663,R57,20140620,1,LY
1,-0.09999999999999964,R69_20141209_1_LY,-0.033683939,R69,20141209,1,LY
1,-0.09999999999999964,R72_20141210_1_LY,-0.151449337,R72,20141210,1,LY
1,0,R29_20130227_0_SAL,-0.052530298,R29,20130227,0,SAL
1,0,R34_20130301_0_SAL,-0.02082935,R34,20130301,0,SAL
1,0,R52_20130911_0_SAL,-0.063492354,R52,20130911,0,SAL
1,0,R54_20140619_0_SAL,-0.017382035,R54,20140619,0,SAL
1,0,R56_20140619_0_SAL,-0.049286007,R56,20140619,0,SAL
1,0,R57_20140618_0_SAL,-0.037102313,R57,20140618,0,SAL
1,0,R58_20140620_0_SAL,-0.130972501,R58,20140620,0,SAL
1,0,R69_20141211_0_SAL,-0.098299231,R69,20141211,0,SAL
1,0,R72_20141212_0_SAL,-0.025292016,R72,20141212,0,SAL
1,0,R29_20130227_1_SAL,-0.012040112,R29,20130227,1,SAL
1,0,R32_20130301_1_SAL,-0.095525622,R32,20130301,1,SAL
1,0,R34_20130301_1_SAL,-0.095509172,R34,20130301,1,SAL
1,0,R52_20130911_1_SAL,0.016990579,R52,20130911,1,SAL
1,0,R54_20140619_1_SAL,-0.173189637,R54,20140619,1,SAL
1,0,R55_20140617_1_SAL,-0.149524489,R55,20140617,1,SAL
1,0,R57_20140618_1_SAL,-0.025988197,R57,20140618,1,SAL
1,0,R69_20141211_1_SAL,-0.038518741,R69,20141211,1,SAL
1,0,R72_20141212_1_SAL,-0.005923455,R72,20141212,1,SAL
1,0,R29_20130301_0_LY,-0.059996724,R29,20130301,0,LY
1,0,R34_20130227_0_LY,-0.042114127,R34,20130227,0,LY
1,0,R52_20130913_0_LY,-0.015098049,R52,20130913,0,LY
1,0,R54_20140617_0_LY,-0.027976698,R54,20140617,0,LY
1,0,R56_20140617_0_LY,-0.022815656,R56,20140617,0,LY
1,0,R57_20140620_0_LY,-0.084249906,R57,20140620,0,LY
1,0,R58_20140618_0_LY,-0.176488202,R58,20140618,0,LY
1,0,R69_20141209_0_LY,-0.111406904,R69,20141209,0,LY
1,0,R72_20141210_0_LY,-0.036244274,R72,20141210,0,LY
1,0,R29_20130301_1_LY,-0.054539675,R29,20130301,1,LY
1,0,R32_20130227_1_LY,-0.078995038,R32,20130227,1,LY
