Period,Time,UniqueID,DA,drug,Subj
Post,1.9000000000000004,SAL_M01043743,4.450432725,SAL,M01043743
Post,1.9000000000000004,SAL_M01059148,1.734712541,SAL,M01059148
Post,1.9000000000000004,SAL_M1059151,2.393274686,SAL,M1059151
Post,1.9000000000000004,SAL_M1059153,2.452327039,SAL,M1059153
Post,1.9000000000000004,LY_M01007386,3.466923591,LY,M01007386
Post,1.9000000000000004,LY_M01007391,1.377215042,LY,M01007391
Post,1.9000000000000004,LY_M01043738,1.037251252,LY,M01043738
Post,1.9000000000000004,LY_M01043742,1.935090272,LY,M01043742
Post,1.9000000000000004,LY_M01059147,1.810978751,LY,M01059147
Post,1.9000000000000004,LY_M1059152,0.772023484,LY,M1059152
Post,2,SAL_M01007385,0.24095868,SAL,M01007385
Post,2,SAL_M01043741,5.0581295,SAL,M01043741
Post,2,SAL_M01043743,4.120544174,SAL,M01043743
Post,2,SAL_M01059148,1.650909708,SAL,M01059148
Post,2,SAL_M1059151,2.454445248,SAL,M1059151
Post,2,SAL_M1059153,2.331184114,SAL,M1059153
Post,2,LY_M01007386,2.664718967,LY,M01007386
Post,2,LY_M01007391,1.234236076,LY,M01007391
Post,2,LY_M01043738,0.988183063,LY,M01043738
Post,2,LY_M01043742,1.815203898,LY,M01043742
Post,2,LY_M01059147,1.665891537,LY,M01059147
Post,2,LY_M1059152,0.712516107,LY,M1059152
Post,2.0999999999999996,SAL_M01007385,0.253236775,SAL,M01007385
Post,2.0999999999999996,SAL_M01043741,4.905089354,SAL,M01043741
Post,2.0999999999999996,SAL_M01043743,3.708817544,SAL,M01043743
Post,2.0999999999999996,SAL_M01059148,1.509367379,SAL,M01059148
Post,2.0999999999999996,SAL_M1059151,2.170269397,SAL,M1059151
Post,2.0999999999999996,SAL_M1059153,2.206415807,SAL,M1059153
Post,2.0999999999999996,LY_M01007386,2.661386249,LY,M01007386
Post,2.0999999999999996,LY_M01007391,1.088851612,LY,M01007391
Post,2.0999999999999996,LY_M01043738,0.912079058,LY,M01043738
Post,2.0999999999999996,LY_M01043742,1.756309945,LY,M01043742
Post,2.0999999999999996,LY_M01059147,1.537755913,LY,M01059147
Post,2.0999999999999996,LY_M1059152,0.66889269,LY,M1059152
Post,2.2,SAL_M01007385,0.23457876,SAL,M01007385
Post,2.2,SAL_M01043741,5.083175363,SAL,M01043741
Post,2.2,SAL_M01043743,3.320700336,SAL,M01043743
Post,2.2,SAL_M01059148,1.280335352,SAL,M01059148
Post,2.2,SAL_M1059151,2.242105594,SAL,M1059151
Post,2.2,SAL_M1059153,2.039690765,SAL,M1059153
Post,2.2,LY_M01007386,2.743006849,LY,M01007386
Post,2.2,LY_M01007391,1.045193231,LY,M01007391
Post,2.2,LY_M01043738,0.822927259,LY,M01043738
Post,2.2,LY_M01043742,1.611775945,LY,M01043742
Post,2.2,LY_M01059147,1.327167438,LY,M01059147
Post,2.2,LY_M1059152,0.607243195,LY,M1059152
Post,2.3,SAL_M01007385,0.18051751,SAL,M01007385
Post,2.3,SAL_M01043741,5.051314763,SAL,M01043741
Post,2.3,SAL_M01043743,3.073577225,SAL,M01043743
Post,2.3,SAL_M01059148,1.284155661,SAL,M01059148
Post,2.3,SAL_M1059151,2.112279764,SAL,M1059151
Post,2.3,SAL_M1059153,1.882363684,SAL,M1059153
Post,2.3,LY_M01007386,3.034571054,LY,M01007386
Post,2.3,LY_M01007391,1.116153944,LY,M01007391
Post,2.3,LY_M01043738,0.740731066,LY,M01043738
Post,2.3,LY_M01043742,1.316113294,LY,M01043742
Post,2.3,LY_M01059147,1.279504403,LY,M01059147
Post,2.3,LY_M1059152,0.505676592,LY,M1059152
Post,2.4000000000000004,SAL_M01007385,0.148791544,SAL,M01007385
Post,2.4000000000000004,SAL_M01043741,4.273028735,SAL,M01043741
Post,2.4000000000000004,SAL_M01043743,2.975983201,SAL,M01043743
Post,2.4000000000000004,SAL_M01059148,1.089245496,SAL,M01059148
Post,2.4000000000000004,SAL_M1059151,2.188937995,SAL,M1059151
Post,2.4000000000000004,SAL_M1059153,1.748405901,SAL,M1059153
Post,2.4000000000000004,LY_M01007386,2.303695577,LY,M01007386
Post,2.4000000000000004,LY_M01007391,1.009521052,LY,M01007391
Post,2.4000000000000004,LY_M01043738,0.694212601,LY,M01043738
Post,2.4000000000000004,LY_M01043742,1.109988701,LY,M01043742
Post,2.4000000000000004,LY_M01059147,1.297129605,LY,M01059147
Post,2.4000000000000004,LY_M1059152,0.349918548,LY,M1059152
Post,2.5,SAL_M01007385,0.117884621,SAL,M01007385
Post,2.5,SAL_M01043741,4.755984205,SAL,M01043741
Post,2.5,SAL_M01043743,2.928615976,SAL,M01043743
Post,2.5,SAL_M01059148,1.075348056,SAL,M01059148
Post,2.5,SAL_M1059151,1.028027703,SAL,M1059151
Post,2.5,SAL_M1059153,1.712536347,SAL,M1059153
Post,2.5,LY_M01007386,2.385621947,LY,M01007386
Post,2.5,LY_M01007391,1.004175673,LY,M01007391
Post,2.5,LY_M01043738,0.745885747,LY,M01043738
Post,2.5,LY_M01043742,0.925889266,LY,M01043742
Post,2.5,LY_M01059147,1.279544049,LY,M01059147
Post,2.5,LY_M1059152,0.285933506,LY,M1059152
Post,2.5999999999999996,SAL_M01007385,0.020169112,SAL,M01007385
Post,2.5999999999999996,SAL_M01043741,4.212066252,SAL,M01043741
Post,2.5999999999999996,SAL_M01043743,2.799005256,SAL,M01043743
Post,2.5999999999999996,SAL_M01059148,0.955799375,SAL,M01059148
Post,2.5999999999999996,SAL_M1059151,4.183317022,SAL,M1059151
Post,2.5999999999999996,SAL_M1059153,1.585495623,SAL,M1059153
Post,2.5999999999999996,LY_M01007386,2.376934061,LY,M01007386
Post,2.5999999999999996,LY_M01007391,0.917042434,LY,M01007391
Post,2.5999999999999996,LY_M01043738,0.799411611,LY,M01043738
Post,2.5999999999999996,LY_M01043742,1.142602755,LY,M01043742
Post,2.5999999999999996,LY_M01059147,1.207868962,LY,M01059147
Post,2.5999999999999996,LY_M1059152,0.275833933,LY,M1059152
Post,2.7,SAL_M01007385,0.021021878,SAL,M01007385
Post,2.7,SAL_M01043741,3.829425986,SAL,M01043741
Post,2.7,SAL_M01043743,2.518695919,SAL,M01043743
Post,2.7,SAL_M01059148,0.91698838,SAL,M01059148
Post,2.7,SAL_M1059151,0.605871764,SAL,M1059151
Post,2.7,SAL_M1059153,1.430997291,SAL,M1059153
Post,2.7,LY_M01007386,1.527120489,LY,M01007386
Post,2.7,LY_M01007391,0.835219858,LY,M01007391
Post,2.7,LY_M01043738,0.718190902,LY,M01043738
Post,2.7,LY_M01043742,1.000391975,LY,M01043742
Post,2.7,LY_M01059147,0.963053937,LY,M01059147
Post,2.7,LY_M1059152,0.425818185,LY,M1059152
Post,2.8,SAL_M01007385,0.042491297,SAL,M01007385
Post,2.8,SAL_M01043741,3.931734705,SAL,M01043741
Post,2.8,SAL_M01043743,2.185155388,SAL,M01043743
Post,2.8,SAL_M01059148,0.848683382,SAL,M01059148
Post,2.8,SAL_M1059151,0.907672418,SAL,M1059151
Post,2.8,SAL_M1059153,1.271273187,SAL,M1059153
Post,2.8,LY_M01007386,1.685769911,LY,M01007386
Post,2.8,LY_M01007391,0.794827715,LY,M01007391
Post,2.8,LY_M01043738,0.64245519,LY,M01043738
Post,2.8,LY_M01043742,0.821605699,LY,M01043742
Post,2.8,LY_M01059147,0.698434894,LY,M01059147
Post,2.8,LY_M1059152,0.436634715,LY,M1059152
Post,2.9000000000000004,SAL_M01007385,0.030498785,SAL,M01007385
Post,2.9000000000000004,SAL_M01043741,3.904264252,SAL,M01043741
Post,2.9000000000000004,SAL_M01043743,1.999123553,SAL,M01043743
Post,2.9000000000000004,SAL_M01059148,0.814121449,SAL,M01059148
Post,2.9000000000000004,SAL_M1059151,0.108414964,SAL,M1059151
Post,2.9000000000000004,SAL_M1059153,1.235482954,SAL,M1059153
Post,2.9000000000000004,LY_M01007386,1.478745255,LY,M01007386
Post,2.9000000000000004,LY_M01007391,0.715454661,LY,M01007391
Post,2.9000000000000004,LY_M01043738,0.573021355,LY,M01043738
Post,2.9000000000000004,LY_M01043742,0.845274046,LY,M01043742
Post,2.9000000000000004,LY_M01059147,0.790913532,LY,M01059147
Post,2.9000000000000004,LY_M1059152,0.446534167,LY,M1059152
Post,3,SAL_M01007385,0.013368911,SAL,M01007385
Post,3,SAL_M01043741,3.380663647,SAL,M01043741
Post,3,SAL_M01043743,1.980904568,SAL,M01043743
Post,3,SAL_M01059148,0.80673926,SAL,M01059148
Post,3,SAL_M1059151,2.225822283,SAL,M1059151
Post,3,SAL_M1059153,1.152108928,SAL,M1059153
Post,3,LY_M01007386,2.0318739,LY,M01007386
Post,3,LY_M01007391,0.731517587,LY,M01007391
Post,3,LY_M01043738,0.564722495,LY,M01043738
Post,3,LY_M01043742,0.884413469,LY,M01043742
Post,3,LY_M01059147,0.86544504,LY,M01059147
Post,3,LY_M1059152,0.424468935,LY,M1059152
Post,3.0999999999999996,SAL_M01007385,-0.024870583,SAL,M01007385
Post,3.0999999999999996,SAL_M01043741,3.67625844,SAL,M01043741
Post,3.0999999999999996,SAL_M01043743,1.854947086,SAL,M01043743
Post,3.0999999999999996,SAL_M01059148,0.654788481,SAL,M01059148
Post,3.0999999999999996,SAL_M1059151,1.935413062,SAL,M1059151
Post,3.0999999999999996,SAL_M1059153,1.077864243,SAL,M1059153
Post,3.0999999999999996,LY_M01007386,1.913907793,LY,M01007386
Post,3.0999999999999996,LY_M01007391,0.698803309,LY,M01007391
Post,3.0999999999999996,LY_M01043738,0.47888382,LY,M01043738
Post,3.0999999999999996,LY_M01043742,0.820763901,LY,M01043742
Post,3.0999999999999996,LY_M01059147,1.026745706,LY,M01059147
Post,3.0999999999999996,LY_M1059152,0.365431406,LY,M1059152
Post,3.1999999999999993,SAL_M01007385,-0.077604824,SAL,M01007385
Post,3.1999999999999993,SAL_M01043741,3.37300902,SAL,M01043741
Post,3.1999999999999993,SAL_M01043743,1.795290463,SAL,M01043743
Post,3.1999999999999993,SAL_M01059148,0.537939025,SAL,M01059148
Post,3.1999999999999993,SAL_M1059151,0.468240295,SAL,M1059151
Post,3.1999999999999993,SAL_M1059153,0.995018277,SAL,M1059153
Post,3.1999999999999993,LY_M01007386,1.684406648,LY,M01007386
Post,3.1999999999999993,LY_M01007391,0.740778618,LY,M01007391
Post,3.1999999999999993,LY_M01043738,0.447217286,LY,M01043738
Post,3.1999999999999993,LY_M01043742,0.93240927,LY,M01043742
Post,3.1999999999999993,LY_M01059147,0.940451021,LY,M01059147
Post,3.1999999999999993,LY_M1059152,0.340168187,LY,M1059152
Post,3.3000000000000007,SAL_M01007385,-0.054196762,SAL,M01007385
Post,3.3000000000000007,SAL_M01043741,3.524467754,SAL,M01043741
Post,3.3000000000000007,SAL_M01043743,1.798243643,SAL,M01043743
Post,3.3000000000000007,SAL_M01059148,0.46232082,SAL,M01059148
Post,3.3000000000000007,SAL_M1059151,0.984240116,SAL,M1059151
Post,3.3000000000000007,SAL_M1059153,0.953367984,SAL,M1059153
Post,3.3000000000000007,LY_M01007386,1.506256787,LY,M01007386
Post,3.3000000000000007,LY_M01007391,0.626139017,LY,M01007391
Post,3.3000000000000007,LY_M01043738,0.503353532,LY,M01043738
Post,3.3000000000000007,LY_M01043742,0.848610072,LY,M01043742
Post,3.3000000000000007,LY_M01059147,0.8379866,LY,M01059147
Post,3.3000000000000007,LY_M1059152,0.353509279,LY,M1059152
Post,3.4000000000000004,SAL_M01007385,1.54257e-4,SAL,M01007385
Post,3.4000000000000004,SAL_M01043741,3.176339862,SAL,M01043741
Post,3.4000000000000004,SAL_M01043743,1.621748183,SAL,M01043743
Post,3.4000000000000004,SAL_M01059148,0.548913872,SAL,M01059148
Post,3.4000000000000004,SAL_M1059151,0.501512139,SAL,M1059151
Post,3.4000000000000004,SAL_M1059153,0.8991781,SAL,M1059153
Post,3.4000000000000004,LY_M01007386,1.923248036,LY,M01007386
Post,3.4000000000000004,LY_M01007391,0.653508518,LY,M01007391
Post,3.4000000000000004,LY_M01043738,0.415948318,LY,M01043738
Post,3.4000000000000004,LY_M01043742,0.651361381,LY,M01043742
Post,3.4000000000000004,LY_M01059147,0.767542465,LY,M01059147
Post,3.4000000000000004,LY_M1059152,0.278612711,LY,M1059152
Post,3.5,SAL_M01007385,0.115911303,SAL,M01007385
Post,3.5,SAL_M01043741,3.008150536,SAL,M01043741
Post,3.5,SAL_M01043743,1.505477554,SAL,M01043743
Post,3.5,SAL_M01059148,0.3380856,SAL,M01059148
Post,3.5,SAL_M1059151,0.726873636,SAL,M1059151
Post,3.5,SAL_M1059153,0.854160881,SAL,M1059153
Post,3.5,LY_M01007386,1.536984361,LY,M01007386
Post,3.5,LY_M01007391,0.5981892,LY,M01007391
Post,3.5,LY_M01043738,0.37917322,LY,M01043738
Post,3.5,LY_M01043742,0.487289626,LY,M01043742
Post,3.5,LY_M01059147,0.610443589,LY,M01059147
Post,3.5,LY_M1059152,0.397214259,LY,M1059152
Post,3.5999999999999996,SAL_M01007385,0.089542695,SAL,M01007385
Post,3.5999999999999996,SAL_M01043741,2.97934857,SAL,M01043741
Post,3.5999999999999996,SAL_M01043743,1.542230554,SAL,M01043743
Post,3.5999999999999996,SAL_M01059148,0.353225032,SAL,M01059148
Post,3.5999999999999996,SAL_M1059151,1.488215837,SAL,M1059151
Post,3.5999999999999996,SAL_M1059153,0.759456629,SAL,M1059153
Post,3.5999999999999996,LY_M01007386,1.878328348,LY,M01007386
Post,3.5999999999999996,LY_M01007391,0.569374144,LY,M01007391
Post,3.5999999999999996,LY_M01043738,0.435048308,LY,M01043738
Post,3.5999999999999996,LY_M01043742,0.460583459,LY,M01043742
Post,3.5999999999999996,LY_M01059147,0.456644524,LY,M01059147
Post,3.5999999999999996,LY_M1059152,0.347573501,LY,M1059152
Post,3.6999999999999993,SAL_M01007385,0.084021255,SAL,M01007385
Post,3.6999999999999993,SAL_M01043741,2.892825393,SAL,M01043741
Post,3.6999999999999993,SAL_M01043743,1.533431852,SAL,M01043743
Post,3.6999999999999993,SAL_M01059148,0.358938259,SAL,M01059148
Post,3.6999999999999993,SAL_M1059151,0.862745509,SAL,M1059151
Post,3.6999999999999993,SAL_M1059153,0.724419472,SAL,M1059153
Post,3.6999999999999993,LY_M01007386,1.954058242,LY,M01007386
Post,3.6999999999999993,LY_M01007391,0.643583415,LY,M01007391
Post,3.6999999999999993,LY_M01043738,0.483761502,LY,M01043738
Post,3.6999999999999993,LY_M01043742,0.519570327,LY,M01043742
Post,3.6999999999999993,LY_M01059147,0.309617298,LY,M01059147
Post,3.6999999999999993,LY_M1059152,0.307450406,LY,M1059152
Post,3.8000000000000007,SAL_M01007385,-0.024052878,SAL,M01007385
Post,3.8000000000000007,SAL_M01043741,2.309405247,SAL,M01043741
Post,3.8000000000000007,SAL_M01043743,1.534425798,SAL,M01043743
Post,3.8000000000000007,SAL_M01059148,0.288104766,SAL,M01059148
Post,3.8000000000000007,SAL_M1059151,1.168221861,SAL,M1059151
Post,3.8000000000000007,SAL_M1059153,0.686124965,SAL,M1059153
Post,3.8000000000000007,LY_M01007386,1.025872503,LY,M01007386
Post,3.8000000000000007,LY_M01007391,0.744596599,LY,M01007391
Post,3.8000000000000007,LY_M01043738,0.457038329,LY,M01043738
Post,3.8000000000000007,LY_M01043742,0.404786778,LY,M01043742
Post,3.8000000000000007,LY_M01059147,0.466612403,LY,M01059147
Post,3.8000000000000007,LY_M1059152,0.298867476,LY,M1059152
Post,3.9000000000000004,SAL_M01007385,-0.024153871,SAL,M01007385
Post,3.9000000000000004,SAL_M01043741,2.32653607,SAL,M01043741
Post,3.9000000000000004,SAL_M01043743,1.4675349,SAL,M01043743
Post,3.9000000000000004,SAL_M01059148,0.364698582,SAL,M01059148
Post,3.9000000000000004,SAL_M1059151,0.952177626,SAL,M1059151
Post,3.9000000000000004,SAL_M1059153,0.636831753,SAL,M1059153
Post,3.9000000000000004,LY_M01007386,1.906122166,LY,M01007386
Post,3.9000000000000004,LY_M01007391,0.567455646,LY,M01007391
Post,3.9000000000000004,LY_M01043738,0.483689344,LY,M01043738
Post,3.9000000000000004,LY_M01043742,0.42708554,LY,M01043742
Post,3.9000000000000004,LY_M01059147,0.565594914,LY,M01059147
Post,3.9000000000000004,LY_M1059152,0.367935328,LY,M1059152
Post,4,SAL_M01007385,-0.046994496,SAL,M01007385
Post,4,SAL_M01043741,2.730212679,SAL,M01043741
Post,4,SAL_M01043743,1.389271782,SAL,M01043743
Post,4,SAL_M01059148,0.402960986,SAL,M01059148
Post,4,SAL_M1059151,0.174785797,SAL,M1059151
Post,4,SAL_M1059153,0.58026516,SAL,M1059153
Post,4,LY_M01007386,1.853391942,LY,M01007386
Post,4,LY_M01007391,0.459321687,LY,M01007391
Post,4,LY_M01043738,0.263272731,LY,M01043738
Post,4,LY_M01043742,0.407712572,LY,M01043742
Post,4,LY_M01059147,0.689667469,LY,M01059147
Post,4,LY_M1059152,0.345909659,LY,M1059152
Post,4.1,SAL_M01007385,0.029022107,SAL,M01007385
Post,4.1,SAL_M01043741,2.051165519,SAL,M01043741
Post,4.1,SAL_M01043743,1.375060329,SAL,M01043743
Post,4.1,SAL_M01059148,0.227765363,SAL,M01059148
Post,4.1,SAL_M1059151,0.430241375,SAL,M1059151
Post,4.1,SAL_M1059153,0.549906385,SAL,M1059153
Post,4.1,LY_M01007386,0.729627163,LY,M01007386
Post,4.1,LY_M01007391,0.316090382,LY,M01007391
Post,4.1,LY_M01043738,0.203928396,LY,M01043738
Post,4.1,LY_M01043742,0.35090605,LY,M01043742
Post,4.1,LY_M01059147,0.724534841,LY,M01059147
Post,4.1,LY_M1059152,0.348769048,LY,M1059152
Post,4.199999999999999,SAL_M01007385,-0.001905538,SAL,M01007385
Post,4.199999999999999,SAL_M01043741,2.738639157,SAL,M01043741
Post,4.199999999999999,SAL_M01043743,1.349466756,SAL,M01043743
Post,4.199999999999999,SAL_M01059148,0.357519009,SAL,M01059148
Post,4.199999999999999,SAL_M1059151,1.927060932,SAL,M1059151
Post,4.199999999999999,SAL_M1059153,0.419291074,SAL,M1059153
Post,4.199999999999999,LY_M01007386,0.963027256,LY,M01007386
Post,4.199999999999999,LY_M01007391,0.409837101,LY,M01007391
Post,4.199999999999999,LY_M01043738,0.223967787,LY,M01043738
Post,4.199999999999999,LY_M01043742,0.451048712,LY,M01043742
Post,4.199999999999999,LY_M01059147,0.604429941,LY,M01059147
Post,4.199999999999999,LY_M1059152,0.337177049,LY,M1059152
Post,4.300000000000001,SAL_M01007385,-0.011912633,SAL,M01007385
Post,4.300000000000001,SAL_M01043741,2.768944936,SAL,M01043741
Post,4.300000000000001,SAL_M01043743,1.242325439,SAL,M01043743
Post,4.300000000000001,SAL_M01059148,0.304997277,SAL,M01059148
Post,4.300000000000001,SAL_M1059151,1.281245061,SAL,M1059151
Post,4.300000000000001,SAL_M1059153,0.45526138,SAL,M1059153
Post,4.300000000000001,LY_M01007386,1.127532303,LY,M01007386
Post,4.300000000000001,LY_M01007391,0.547625118,LY,M01007391
Post,4.300000000000001,LY_M01043738,0.242453799,LY,M01043738
Post,4.300000000000001,LY_M01043742,0.560523741,LY,M01043742
Post,4.300000000000001,LY_M01059147,0.578029551,LY,M01059147
Post,4.300000000000001,LY_M1059152,0.317839668,LY,M1059152
Post,4.4,SAL_M01007385,-0.046000915,SAL,M01007385
Post,4.4,SAL_M01043741,2.739919569,SAL,M01043741
Post,4.4,SAL_M01043743,1.285531884,SAL,M01043743
Post,4.4,SAL_M01059148,0.216258752,SAL,M01059148
Post,4.4,SAL_M1059151,1.615890332,SAL,M1059151
Post,4.4,SAL_M1059153,0.358963513,SAL,M1059153
Post,4.4,LY_M01007386,0.62557292,LY,M01007386
Post,4.4,LY_M01007391,0.585339705,LY,M01007391
Post,4.4,LY_M01043738,0.334388313,LY,M01043738
Post,4.4,LY_M01043742,0.331862567,LY,M01043742
Post,4.4,LY_M01059147,0.379934034,LY,M01059147
Post,4.4,LY_M1059152,0.30240469,LY,M1059152
Post,4.5,SAL_M01007385,-0.127841232,SAL,M01007385
Post,4.5,SAL_M01043741,2.665824914,SAL,M01043741
Post,4.5,SAL_M01043743,1.161966203,SAL,M01043743
Post,4.5,SAL_M01059148,0.09138402,SAL,M01059148
Post,4.5,SAL_M1059151,0.879924943,SAL,M1059151
Post,4.5,SAL_M1059153,0.424477621,SAL,M1059153
Post,4.5,LY_M01007386,1.218433892,LY,M01007386
Post,4.5,LY_M01007391,0.432411536,LY,M01007391
Post,4.5,LY_M01043738,0.337249788,LY,M01043738
Post,4.5,LY_M01043742,0.338395504,LY,M01043742
Post,4.5,LY_M01059147,0.375409846,LY,M01059147
Post,4.5,LY_M1059152,0.235579586,LY,M1059152
Post,4.6,SAL_M01007385,-0.132575978,SAL,M01007385
Post,4.6,SAL_M01043741,2.510969822,SAL,M01043741
Post,4.6,SAL_M01043743,1.156950193,SAL,M01043743
Post,4.6,SAL_M01059148,0.086129109,SAL,M01059148
Post,4.6,SAL_M1059151,1.861395605,SAL,M1059151
Post,4.6,SAL_M1059153,0.405230672,SAL,M1059153
Post,4.6,LY_M01007386,0.623645057,LY,M01007386
Post,4.6,LY_M01007391,0.430816136,LY,M01007391
Post,4.6,LY_M01043738,0.366594681,LY,M01043738
Post,4.6,LY_M01043742,0.45305127,LY,M01043742
Post,4.6,LY_M01059147,0.414404733,LY,M01059147
Post,4.6,LY_M1059152,0.074641766,LY,M1059152
Post,4.699999999999999,SAL_M01007385,-0.109290603,SAL,M01007385
Post,4.699999999999999,SAL_M01043741,2.63242081,SAL,M01043741
Post,4.699999999999999,SAL_M01043743,1.17401962,SAL,M01043743
Post,4.699999999999999,SAL_M01059148,0.160205751,SAL,M01059148
Post,4.699999999999999,SAL_M1059151,0.605972112,SAL,M1059151
Post,4.699999999999999,SAL_M1059153,0.299543545,SAL,M1059153
Post,4.699999999999999,LY_M01007386,1.856154863,LY,M01007386
Post,4.699999999999999,LY_M01007391,0.435878529,LY,M01007391
Post,4.699999999999999,LY_M01043738,0.453216906,LY,M01043738
Post,4.699999999999999,LY_M01043742,0.526703122,LY,M01043742
Post,4.699999999999999,LY_M01059147,0.250016268,LY,M01059147
Post,4.699999999999999,LY_M1059152,0.018748666,LY,M1059152
Post,4.800000000000001,SAL_M01007385,-0.006484512,SAL,M01007385
Post,4.800000000000001,SAL_M01043741,2.123425186,SAL,M01043741
Post,4.800000000000001,SAL_M01043743,1.153132314,SAL,M01043743
Post,4.800000000000001,SAL_M01059148,0.184351994,SAL,M01059148
Post,4.800000000000001,SAL_M1059151,2.145909974,SAL,M1059151
Post,4.800000000000001,SAL_M1059153,0.255610797,SAL,M1059153
Post,4.800000000000001,LY_M01007386,0.748946131,LY,M01007386
Post,4.800000000000001,LY_M01007391,0.261809166,LY,M01007391
Post,4.800000000000001,LY_M01043738,0.533525631,LY,M01043738
Post,4.800000000000001,LY_M01043742,0.482728179,LY,M01043742
Post,4.800000000000001,LY_M01059147,0.155665171,LY,M01059147
Post,4.800000000000001,LY_M1059152,-0.018055745,LY,M1059152
Post,4.9,SAL_M01007385,-0.033596948,SAL,M01007385
Post,4.9,SAL_M01043741,1.874292969,SAL,M01043741
Post,4.9,SAL_M01043743,1.082986698,SAL,M01043743
Post,4.9,SAL_M01059148,0.078145308,SAL,M01059148
Post,4.9,SAL_M1059151,1.731997455,SAL,M1059151
Post,4.9,SAL_M1059153,0.296313012,SAL,M1059153
Post,4.9,LY_M01007386,0.973362264,LY,M01007386
Post,4.9,LY_M01007391,0.304599442,LY,M01007391
Post,4.9,LY_M01043738,0.478703397,LY,M01043738
Post,4.9,LY_M01043742,0.396176495,LY,M01043742
Post,4.9,LY_M01059147,0.252172634,LY,M01059147
Post,4.9,LY_M1059152,0.014749635,LY,M1059152
Post,5,SAL_M01007385,-0.041783098,SAL,M01007385
Post,5,SAL_M01043741,2.136912848,SAL,M01043741
Post,5,SAL_M01043743,1.066516929,SAL,M01043743
Post,5,SAL_M01059148,0.051650716,SAL,M01059148
Post,5,SAL_M1059151,1.256881454,SAL,M1059151
Post,5,SAL_M1059153,0.232690178,SAL,M1059153
Post,5,LY_M01007386,1.291649029,LY,M01007386
Post,5,LY_M01007391,0.386064548,LY,M01007391
Post,5,LY_M01043738,0.478743363,LY,M01043738
Post,5,LY_M01043742,0.384261245,LY,M01043742
Post,5,LY_M01059147,0.07040154,LY,M01059147
Post,5,LY_M1059152,-0.200697768,LY,M1059152
Post,5.1,SAL_M01007385,-0.065787572,SAL,M01007385
Post,5.1,SAL_M01043741,2.000949562,SAL,M01043741
Post,5.1,SAL_M01043743,1.182735481,SAL,M01043743
Post,5.1,SAL_M01059148,0.012476144,SAL,M01059148
Post,5.1,SAL_M1059151,0.561952639,SAL,M1059151
Post,5.1,SAL_M1059153,0.176368725,SAL,M1059153
Post,5.1,LY_M01007386,1.204217898,LY,M01007386
Post,5.1,LY_M01007391,0.337683426,LY,M01007391
Post,5.1,LY_M01043738,0.361105196,LY,M01043738
Post,5.1,LY_M01043742,0.445923733,LY,M01043742
Post,5.1,LY_M01059147,0.199000073,LY,M01059147
Post,5.1,LY_M1059152,-0.133132529,LY,M1059152
Post,5.199999999999999,SAL_M01007385,-0.15159319,SAL,M01007385
Post,5.199999999999999,SAL_M01043741,2.034020315,SAL,M01043741
Post,5.199999999999999,SAL_M01043743,1.157798649,SAL,M01043743
Post,5.199999999999999,SAL_M01059148,0.036019111,SAL,M01059148
Post,5.199999999999999,SAL_M1059151,0.217210022,SAL,M1059151
Post,5.199999999999999,SAL_M1059153,0.280278431,SAL,M1059153
Post,5.199999999999999,LY_M01007386,1.543428655,LY,M01007386
Post,5.199999999999999,LY_M01007391,0.335952218,LY,M01007391
Post,5.199999999999999,LY_M01043738,0.196201667,LY,M01043738
Post,5.199999999999999,LY_M01043742,0.465459652,LY,M01043742
Post,5.199999999999999,LY_M01059147,0.312062359,LY,M01059147
Post,5.199999999999999,LY_M1059152,0.07341454,LY,M1059152
Post,5.300000000000001,SAL_M01007385,-0.125791789,SAL,M01007385
Post,5.300000000000001,SAL_M01043741,2.423121521,SAL,M01043741
Post,5.300000000000001,SAL_M01043743,1.241797028,SAL,M01043743
Post,5.300000000000001,SAL_M01059148,0.094286553,SAL,M01059148
Post,5.300000000000001,SAL_M1059151,0.627732535,SAL,M1059151
Post,5.300000000000001,SAL_M1059153,0.107584293,SAL,M1059153
Post,5.300000000000001,LY_M01007386,2.248660241,LY,M01007386
Post,5.300000000000001,LY_M01007391,0.488588389,LY,M01007391
Post,5.300000000000001,LY_M01043738,0.097468167,LY,M01043738
Post,5.300000000000001,LY_M01043742,0.453551425,LY,M01043742
Post,5.300000000000001,LY_M01059147,0.30662483,LY,M01059147
Post,5.300000000000001,LY_M1059152,0.228493632,LY,M1059152
Post,5.4,SAL_M01007385,-0.174365249,SAL,M01007385
Post,5.4,SAL_M01043741,2.274844255,SAL,M01043741
Post,5.4,SAL_M01043743,1.154745443,SAL,M01043743
Post,5.4,SAL_M01059148,0.004622382,SAL,M01059148
Post,5.4,SAL_M1059151,1.148631649,SAL,M1059151
Post,5.4,SAL_M1059153,0.073395748,SAL,M1059153
Post,5.4,LY_M01007386,1.417021506,LY,M01007386
Post,5.4,LY_M01007391,0.587480031,LY,M01007391
Post,5.4,LY_M01043738,0.092415195,LY,M01043738
Post,5.4,LY_M01043742,0.442384446,LY,M01043742
Post,5.4,LY_M01059147,0.345322195,LY,M01059147
Post,5.4,LY_M1059152,0.291337312,LY,M1059152
Post,5.5,SAL_M01007385,-0.087994806,SAL,M01007385
Post,5.5,SAL_M01043741,2.203847657,SAL,M01043741
Post,5.5,SAL_M01043743,1.129284444,SAL,M01043743
