Subj,Drug,time_mins,activity,bin5mins,bin10mins,bin15mins,bin20mins,bin30mins,bin60mins
1_1,Veh_Amph,54,6,-1,0,0,0,0,0
1_1,Veh_Amph,55,12,-1,0,0,0,0,0
1_1,Veh_Amph,56,31,0,0,0,0,0,0
1_1,Veh_Amph,57,9,0,0,0,0,0,0
1_1,Veh_Amph,58,13,0,0,0,0,0,0
1_1,Veh_Amph,59,3,0,0,0,0,0,0
1_1,Veh_Amph,60,2,0,0,0,0,0,0
1_2,LY_Amph,1,107,-11,-5,-3,-2,-1,0
1_2,LY_Amph,2,100,-11,-5,-3,-2,-1,0
1_2,LY_Amph,3,110,-11,-5,-3,-2,-1,0
1_2,LY_Amph,4,57,-11,-5,-3,-2,-1,0
1_2,LY_Amph,5,23,-11,-5,-3,-2,-1,0
1_2,LY_Amph,6,104,-10,-5,-3,-2,-1,0
1_2,LY_Amph,7,21,-10,-5,-3,-2,-1,0
1_2,LY_Amph,8,99,-10,-5,-3,-2,-1,0
1_2,LY_Amph,9,66,-10,-5,-3,-2,-1,0
1_2,LY_Amph,10,109,-10,-5,-3,-2,-1,0
1_2,LY_Amph,11,56,-9,-4,-3,-2,-1,0
1_2,LY_Amph,12,55,-9,-4,-3,-2,-1,0
1_2,LY_Amph,13,13,-9,-4,-3,-2,-1,0
1_2,LY_Amph,14,22,-9,-4,-3,-2,-1,0
1_2,LY_Amph,15,41,-9,-4,-3,-2,-1,0
1_2,LY_Amph,16,87,-8,-4,-2,-2,-1,0
1_2,LY_Amph,17,108,-8,-4,-2,-2,-1,0
1_2,LY_Amph,18,77,-8,-4,-2,-2,-1,0
1_2,LY_Amph,19,55,-8,-4,-2,-2,-1,0
1_2,LY_Amph,20,66,-8,-4,-2,-2,-1,0
1_2,LY_Amph,21,59,-7,-3,-2,-1,-1,0
1_2,LY_Amph,22,40,-7,-3,-2,-1,-1,0
1_2,LY_Amph,23,41,-7,-3,-2,-1,-1,0
1_2,LY_Amph,24,30,-7,-3,-2,-1,-1,0
1_2,LY_Amph,25,15,-7,-3,-2,-1,-1,0
1_2,LY_Amph,26,11,-6,-3,-2,-1,-1,0
1_2,LY_Amph,27,35,-6,-3,-2,-1,-1,0
1_2,LY_Amph,28,108,-6,-3,-2,-1,-1,0
1_2,LY_Amph,29,114,-6,-3,-2,-1,-1,0
1_2,LY_Amph,30,55,-6,-3,-2,-1,-1,0
1_2,LY_Amph,31,31,-5,-2,-1,-1,0,0
1_2,LY_Amph,32,37,-5,-2,-1,-1,0,0
1_2,LY_Amph,33,56,-5,-2,-1,-1,0,0
1_2,LY_Amph,34,27,-5,-2,-1,-1,0,0
1_2,LY_Amph,35,11,-5,-2,-1,-1,0,0
1_2,LY_Amph,36,91,-4,-2,-1,-1,0,0
1_2,LY_Amph,37,46,-4,-2,-1,-1,0,0
1_2,LY_Amph,38,92,-4,-2,-1,-1,0,0
1_2,LY_Amph,39,85,-4,-2,-1,-1,0,0
1_2,LY_Amph,40,91,-4,-2,-1,-1,0,0
1_2,LY_Amph,41,55,-3,-1,-1,0,0,0
1_2,LY_Amph,42,9,-3,-1,-1,0,0,0
1_2,LY_Amph,43,0,-3,-1,-1,0,0,0
1_2,LY_Amph,44,6,-3,-1,-1,0,0,0
1_2,LY_Amph,45,48,-3,-1,-1,0,0,0
1_2,LY_Amph,46,62,-2,-1,0,0,0,0
1_2,LY_Amph,47,130,-2,-1,0,0,0,0
1_2,LY_Amph,48,95,-2,-1,0,0,0,0
1_2,LY_Amph,49,64,-2,-1,0,0,0,0
1_2,LY_Amph,50,88,-2,-1,0,0,0,0
1_2,LY_Amph,51,63,-1,0,0,0,0,0
1_2,LY_Amph,52,26,-1,0,0,0,0,0
1_2,LY_Amph,53,12,-1,0,0,0,0,0
1_2,LY_Amph,54,13,-1,0,0,0,0,0
1_2,LY_Amph,55,6,-1,0,0,0,0,0
1_2,LY_Amph,56,15,0,0,0,0,0,0
1_2,LY_Amph,57,5,0,0,0,0,0,0
1_2,LY_Amph,58,8,0,0,0,0,0,0
1_2,LY_Amph,59,51,0,0,0,0,0,0
1_2,LY_Amph,60,47,0,0,0,0,0,0
1_3,Veh_Veh,1,109,-11,-5,-3,-2,-1,0
1_3,Veh_Veh,2,67,-11,-5,-3,-2,-1,0
1_3,Veh_Veh,3,44,-11,-5,-3,-2,-1,0
1_3,Veh_Veh,4,84,-11,-5,-3,-2,-1,0
1_3,Veh_Veh,5,80,-11,-5,-3,-2,-1,0
1_3,Veh_Veh,6,39,-10,-5,-3,-2,-1,0
1_3,Veh_Veh,7,64,-10,-5,-3,-2,-1,0
1_3,Veh_Veh,8,44,-10,-5,-3,-2,-1,0
1_3,Veh_Veh,9,22,-10,-5,-3,-2,-1,0
1_3,Veh_Veh,10,10,-10,-5,-3,-2,-1,0
1_3,Veh_Veh,11,40,-9,-4,-3,-2,-1,0
1_3,Veh_Veh,12,3,-9,-4,-3,-2,-1,0
1_3,Veh_Veh,13,5,-9,-4,-3,-2,-1,0
1_3,Veh_Veh,14,6,-9,-4,-3,-2,-1,0
1_3,Veh_Veh,15,3,-9,-4,-3,-2,-1,0
1_3,Veh_Veh,16,3,-8,-4,-2,-2,-1,0
1_3,Veh_Veh,17,51,-8,-4,-2,-2,-1,0
1_3,Veh_Veh,18,43,-8,-4,-2,-2,-1,0
1_3,Veh_Veh,19,95,-8,-4,-2,-2,-1,0
1_3,Veh_Veh,20,29,-8,-4,-2,-2,-1,0
1_3,Veh_Veh,21,65,-7,-3,-2,-1,-1,0
1_3,Veh_Veh,22,54,-7,-3,-2,-1,-1,0
1_3,Veh_Veh,23,25,-7,-3,-2,-1,-1,0
1_3,Veh_Veh,24,0,-7,-3,-2,-1,-1,0
1_3,Veh_Veh,25,0,-7,-3,-2,-1,-1,0
1_3,Veh_Veh,26,16,-6,-3,-2,-1,-1,0
1_3,Veh_Veh,27,0,-6,-3,-2,-1,-1,0
1_3,Veh_Veh,28,3,-6,-3,-2,-1,-1,0
1_3,Veh_Veh,29,19,-6,-3,-2,-1,-1,0
1_3,Veh_Veh,30,0,-6,-3,-2,-1,-1,0
1_3,Veh_Veh,31,8,-5,-2,-1,-1,0,0
1_3,Veh_Veh,32,33,-5,-2,-1,-1,0,0
1_3,Veh_Veh,33,71,-5,-2,-1,-1,0,0
1_3,Veh_Veh,34,14,-5,-2,-1,-1,0,0
1_3,Veh_Veh,35,47,-5,-2,-1,-1,0,0
1_3,Veh_Veh,36,35,-4,-2,-1,-1,0,0
1_3,Veh_Veh,37,22,-4,-2,-1,-1,0,0
1_3,Veh_Veh,38,9,-4,-2,-1,-1,0,0
1_3,Veh_Veh,39,16,-4,-2,-1,-1,0,0
1_3,Veh_Veh,40,19,-4,-2,-1,-1,0,0
1_3,Veh_Veh,41,47,-3,-1,-1,0,0,0
1_3,Veh_Veh,42,48,-3,-1,-1,0,0,0
1_3,Veh_Veh,43,53,-3,-1,-1,0,0,0
1_3,Veh_Veh,44,56,-3,-1,-1,0,0,0
1_3,Veh_Veh,45,45,-3,-1,-1,0,0,0
1_3,Veh_Veh,46,1,-2,-1,0,0,0,0
1_3,Veh_Veh,47,9,-2,-1,0,0,0,0
1_3,Veh_Veh,48,52,-2,-1,0,0,0,0
1_3,Veh_Veh,49,64,-2,-1,0,0,0,0
1_3,Veh_Veh,50,34,-2,-1,0,0,0,0
1_3,Veh_Veh,51,38,-1,0,0,0,0,0
1_3,Veh_Veh,52,36,-1,0,0,0,0,0
1_3,Veh_Veh,53,21,-1,0,0,0,0,0
1_3,Veh_Veh,54,48,-1,0,0,0,0,0
1_3,Veh_Veh,55,26,-1,0,0,0,0,0
1_3,Veh_Veh,56,5,0,0,0,0,0,0
1_3,Veh_Veh,57,0,0,0,0,0,0,0
1_3,Veh_Veh,58,0,0,0,0,0,0,0
1_3,Veh_Veh,59,31,0,0,0,0,0,0
1_3,Veh_Veh,60,16,0,0,0,0,0,0
1_4,Veh_LY,1,108,-11,-5,-3,-2,-1,0
1_4,Veh_LY,2,82,-11,-5,-3,-2,-1,0
1_4,Veh_LY,3,54,-11,-5,-3,-2,-1,0
1_4,Veh_LY,4,104,-11,-5,-3,-2,-1,0
1_4,Veh_LY,5,28,-11,-5,-3,-2,-1,0
1_4,Veh_LY,6,69,-10,-5,-3,-2,-1,0
1_4,Veh_LY,7,71,-10,-5,-3,-2,-1,0
1_4,Veh_LY,8,30,-10,-5,-3,-2,-1,0
1_4,Veh_LY,9,27,-10,-5,-3,-2,-1,0
1_4,Veh_LY,10,21,-10,-5,-3,-2,-1,0
1_4,Veh_LY,11,42,-9,-4,-3,-2,-1,0
1_4,Veh_LY,12,77,-9,-4,-3,-2,-1,0
1_4,Veh_LY,13,53,-9,-4,-3,-2,-1,0
1_4,Veh_LY,14,44,-9,-4,-3,-2,-1,0
1_4,Veh_LY,15,23,-9,-4,-3,-2,-1,0
1_4,Veh_LY,16,6,-8,-4,-2,-2,-1,0
1_4,Veh_LY,17,19,-8,-4,-2,-2,-1,0
1_4,Veh_LY,18,21,-8,-4,-2,-2,-1,0
1_4,Veh_LY,19,65,-8,-4,-2,-2,-1,0
1_4,Veh_LY,20,77,-8,-4,-2,-2,-1,0
1_4,Veh_LY,21,76,-7,-3,-2,-1,-1,0
1_4,Veh_LY,22,23,-7,-3,-2,-1,-1,0
1_4,Veh_LY,23,4,-7,-3,-2,-1,-1,0
1_4,Veh_LY,24,1,-7,-3,-2,-1,-1,0
1_4,Veh_LY,25,6,-7,-3,-2,-1,-1,0
1_4,Veh_LY,26,5,-6,-3,-2,-1,-1,0
1_4,Veh_LY,27,26,-6,-3,-2,-1,-1,0
1_4,Veh_LY,28,12,-6,-3,-2,-1,-1,0
1_4,Veh_LY,29,13,-6,-3,-2,-1,-1,0
1_4,Veh_LY,30,5,-6,-3,-2,-1,-1,0
1_4,Veh_LY,31,18,-5,-2,-1,-1,0,0
1_4,Veh_LY,32,23,-5,-2,-1,-1,0,0
1_4,Veh_LY,33,42,-5,-2,-1,-1,0,0
1_4,Veh_LY,34,6,-5,-2,-1,-1,0,0
1_4,Veh_LY,35,4,-5,-2,-1,-1,0,0
1_4,Veh_LY,36,50,-4,-2,-1,-1,0,0
1_4,Veh_LY,37,77,-4,-2,-1,-1,0,0
1_4,Veh_LY,38,24,-4,-2,-1,-1,0,0
1_4,Veh_LY,39,15,-4,-2,-1,-1,0,0
1_4,Veh_LY,40,15,-4,-2,-1,-1,0,0
1_4,Veh_LY,41,18,-3,-1,-1,0,0,0
1_4,Veh_LY,42,41,-3,-1,-1,0,0,0
1_4,Veh_LY,43,4,-3,-1,-1,0,0,0
1_4,Veh_LY,44,1,-3,-1,-1,0,0,0
1_4,Veh_LY,45,2,-3,-1,-1,0,0,0
1_4,Veh_LY,46,1,-2,-1,0,0,0,0
1_4,Veh_LY,47,0,-2,-1,0,0,0,0
1_4,Veh_LY,48,2,-2,-1,0,0,0,0
1_4,Veh_LY,49,2,-2,-1,0,0,0,0
1_4,Veh_LY,50,17,-2,-1,0,0,0,0
1_4,Veh_LY,51,23,-1,0,0,0,0,0
1_4,Veh_LY,52,21,-1,0,0,0,0,0
1_4,Veh_LY,53,53,-1,0,0,0,0,0
1_4,Veh_LY,54,32,-1,0,0,0,0,0
1_4,Veh_LY,55,19,-1,0,0,0,0,0
1_4,Veh_LY,56,23,0,0,0,0,0,0
1_4,Veh_LY,57,21,0,0,0,0,0,0
1_4,Veh_LY,58,17,0,0,0,0,0,0
1_4,Veh_LY,59,21,0,0,0,0,0,0
1_4,Veh_LY,60,48,0,0,0,0,0,0
2_1,Veh_Veh,1,142,-11,-5,-3,-2,-1,0
2_1,Veh_Veh,2,135,-11,-5,-3,-2,-1,0
2_1,Veh_Veh,3,23,-11,-5,-3,-2,-1,0
2_1,Veh_Veh,4,143,-11,-5,-3,-2,-1,0
2_1,Veh_Veh,5,99,-11,-5,-3,-2,-1,0
2_1,Veh_Veh,6,87,-10,-5,-3,-2,-1,0
2_1,Veh_Veh,7,103,-10,-5,-3,-2,-1,0
2_1,Veh_Veh,8,75,-10,-5,-3,-2,-1,0
2_1,Veh_Veh,9,23,-10,-5,-3,-2,-1,0
2_1,Veh_Veh,10,42,-10,-5,-3,-2,-1,0
2_1,Veh_Veh,11,56,-9,-4,-3,-2,-1,0
2_1,Veh_Veh,12,79,-9,-4,-3,-2,-1,0
2_1,Veh_Veh,13,70,-9,-4,-3,-2,-1,0
2_1,Veh_Veh,14,97,-9,-4,-3,-2,-1,0
2_1,Veh_Veh,15,70,-9,-4,-3,-2,-1,0
2_1,Veh_Veh,16,87,-8,-4,-2,-2,-1,0
2_1,Veh_Veh,17,87,-8,-4,-2,-2,-1,0
2_1,Veh_Veh,18,77,-8,-4,-2,-2,-1,0
2_1,Veh_Veh,19,95,-8,-4,-2,-2,-1,0
2_1,Veh_Veh,20,72,-8,-4,-2,-2,-1,0
2_1,Veh_Veh,21,112,-7,-3,-2,-1,-1,0
2_1,Veh_Veh,22,95,-7,-3,-2,-1,-1,0
2_1,Veh_Veh,23,40,-7,-3,-2,-1,-1,0
2_1,Veh_Veh,24,48,-7,-3,-2,-1,-1,0
2_1,Veh_Veh,25,38,-7,-3,-2,-1,-1,0
2_1,Veh_Veh,26,13,-6,-3,-2,-1,-1,0
2_1,Veh_Veh,27,47,-6,-3,-2,-1,-1,0
2_1,Veh_Veh,28,78,-6,-3,-2,-1,-1,0
2_1,Veh_Veh,29,68,-6,-3,-2,-1,-1,0
2_1,Veh_Veh,30,86,-6,-3,-2,-1,-1,0
2_1,Veh_Veh,31,88,-5,-2,-1,-1,0,0
2_1,Veh_Veh,32,84,-5,-2,-1,-1,0,0
2_1,Veh_Veh,33,111,-5,-2,-1,-1,0,0
2_1,Veh_Veh,34,76,-5,-2,-1,-1,0,0
2_1,Veh_Veh,35,73,-5,-2,-1,-1,0,0
2_1,Veh_Veh,36,78,-4,-2,-1,-1,0,0
2_1,Veh_Veh,37,36,-4,-2,-1,-1,0,0
2_1,Veh_Veh,38,0,-4,-2,-1,-1,0,0
2_1,Veh_Veh,39,41,-4,-2,-1,-1,0,0
2_1,Veh_Veh,40,77,-4,-2,-1,-1,0,0
2_1,Veh_Veh,41,66,-3,-1,-1,0,0,0
2_1,Veh_Veh,42,78,-3,-1,-1,0,0,0
2_1,Veh_Veh,43,81,-3,-1,-1,0,0,0
2_1,Veh_Veh,44,60,-3,-1,-1,0,0,0
2_1,Veh_Veh,45,94,-3,-1,-1,0,0,0
2_1,Veh_Veh,46,62,-2,-1,0,0,0,0
2_1,Veh_Veh,47,44,-2,-1,0,0,0,0
2_1,Veh_Veh,48,36,-2,-1,0,0,0,0
2_1,Veh_Veh,49,47,-2,-1,0,0,0,0
2_1,Veh_Veh,50,89,-2,-1,0,0,0,0
2_1,Veh_Veh,51,19,-1,0,0,0,0,0
2_1,Veh_Veh,52,73,-1,0,0,0,0,0
2_1,Veh_Veh,53,89,-1,0,0,0,0,0
2_1,Veh_Veh,54,54,-1,0,0,0,0,0
2_1,Veh_Veh,55,18,-1,0,0,0,0,0
2_1,Veh_Veh,56,20,0,0,0,0,0,0
2_1,Veh_Veh,57,0,0,0,0,0,0,0
2_1,Veh_Veh,58,9,0,0,0,0,0,0
2_1,Veh_Veh,59,85,0,0,0,0,0,0
2_1,Veh_Veh,60,50,0,0,0,0,0,0
2_2,Veh_LY,1,120,-11,-5,-3,-2,-1,0
2_2,Veh_LY,2,110,-11,-5,-3,-2,-1,0
2_2,Veh_LY,3,144,-11,-5,-3,-2,-1,0
2_2,Veh_LY,4,102,-11,-5,-3,-2,-1,0
2_2,Veh_LY,5,104,-11,-5,-3,-2,-1,0
2_2,Veh_LY,6,81,-10,-5,-3,-2,-1,0
2_2,Veh_LY,7,78,-10,-5,-3,-2,-1,0
2_2,Veh_LY,8,45,-10,-5,-3,-2,-1,0
2_2,Veh_LY,9,49,-10,-5,-3,-2,-1,0
2_2,Veh_LY,10,35,-10,-5,-3,-2,-1,0
2_2,Veh_LY,11,52,-9,-4,-3,-2,-1,0
2_2,Veh_LY,12,97,-9,-4,-3,-2,-1,0
2_2,Veh_LY,13,47,-9,-4,-3,-2,-1,0
2_2,Veh_LY,14,45,-9,-4,-3,-2,-1,0
2_2,Veh_LY,15,45,-9,-4,-3,-2,-1,0
2_2,Veh_LY,16,18,-8,-4,-2,-2,-1,0
2_2,Veh_LY,17,13,-8,-4,-2,-2,-1,0
2_2,Veh_LY,18,10,-8,-4,-2,-2,-1,0
2_2,Veh_LY,19,5,-8,-4,-2,-2,-1,0
2_2,Veh_LY,20,21,-8,-4,-2,-2,-1,0
2_2,Veh_LY,21,30,-7,-3,-2,-1,-1,0
2_2,Veh_LY,22,73,-7,-3,-2,-1,-1,0
2_2,Veh_LY,23,69,-7,-3,-2,-1,-1,0
2_2,Veh_LY,24,9,-7,-3,-2,-1,-1,0
2_2,Veh_LY,25,10,-7,-3,-2,-1,-1,0
2_2,Veh_LY,26,9,-6,-3,-2,-1,-1,0
2_2,Veh_LY,27,3,-6,-3,-2,-1,-1,0
2_2,Veh_LY,28,18,-6,-3,-2,-1,-1,0
2_2,Veh_LY,29,26,-6,-3,-2,-1,-1,0
2_2,Veh_LY,30,112,-6,-3,-2,-1,-1,0
2_2,Veh_LY,31,81,-5,-2,-1,-1,0,0
2_2,Veh_LY,32,26,-5,-2,-1,-1,0,0
2_2,Veh_LY,33,41,-5,-2,-1,-1,0,0
2_2,Veh_LY,34,51,-5,-2,-1,-1,0,0
2_2,Veh_LY,35,44,-5,-2,-1,-1,0,0
2_2,Veh_LY,36,22,-4,-2,-1,-1,0,0
2_2,Veh_LY,37,9,-4,-2,-1,-1,0,0
2_2,Veh_LY,38,15,-4,-2,-1,-1,0,0
2_2,Veh_LY,39,1,-4,-2,-1,-1,0,0
2_2,Veh_LY,40,14,-4,-2,-1,-1,0,0
2_2,Veh_LY,41,34,-3,-1,-1,0,0,0
2_2,Veh_LY,42,64,-3,-1,-1,0,0,0
2_2,Veh_LY,43,55,-3,-1,-1,0,0,0
2_2,Veh_LY,44,63,-3,-1,-1,0,0,0
2_2,Veh_LY,45,47,-3,-1,-1,0,0,0
2_2,Veh_LY,46,34,-2,-1,0,0,0,0
2_2,Veh_LY,47,57,-2,-1,0,0,0,0
2_2,Veh_LY,48,86,-2,-1,0,0,0,0
2_2,Veh_LY,49,16,-2,-1,0,0,0,0
2_2,Veh_LY,50,25,-2,-1,0,0,0,0
2_2,Veh_LY,51,57,-1,0,0,0,0,0
2_2,Veh_LY,52,6,-1,0,0,0,0,0
2_2,Veh_LY,53,6,-1,0,0,0,0,0
2_2,Veh_LY,54,15,-1,0,0,0,0,0
2_2,Veh_LY,55,18,-1,0,0,0,0,0
2_2,Veh_LY,56,6,0,0,0,0,0,0
2_2,Veh_LY,57,8,0,0,0,0,0,0
2_2,Veh_LY,58,4,0,0,0,0,0,0
2_2,Veh_LY,59,9,0,0,0,0,0,0
2_2,Veh_LY,60,9,0,0,0,0,0,0
2_3,Veh_Amph,1,85,-11,-5,-3,-2,-1,0
2_3,Veh_Amph,2,109,-11,-5,-3,-2,-1,0
2_3,Veh_Amph,3,63,-11,-5,-3,-2,-1,0
2_3,Veh_Amph,4,71,-11,-5,-3,-2,-1,0
2_3,Veh_Amph,5,76,-11,-5,-3,-2,-1,0
2_3,Veh_Amph,6,82,-10,-5,-3,-2,-1,0
2_3,Veh_Amph,7,59,-10,-5,-3,-2,-1,0
2_3,Veh_Amph,8,32,-10,-5,-3,-2,-1,0
2_3,Veh_Amph,9,63,-10,-5,-3,-2,-1,0
2_3,Veh_Amph,10,44,-10,-5,-3,-2,-1,0
2_3,Veh_Amph,11,38,-9,-4,-3,-2,-1,0
2_3,Veh_Amph,12,40,-9,-4,-3,-2,-1,0
2_3,Veh_Amph,13,31,-9,-4,-3,-2,-1,0
2_3,Veh_Amph,14,17,-9,-4,-3,-2,-1,0
2_3,Veh_Amph,15,53,-9,-4,-3,-2,-1,0
2_3,Veh_Amph,16,78,-8,-4,-2,-2,-1,0
2_3,Veh_Amph,17,48,-8,-4,-2,-2,-1,0
2_3,Veh_Amph,18,51,-8,-4,-2,-2,-1,0
2_3,Veh_Amph,19,33,-8,-4,-2,-2,-1,0
2_3,Veh_Amph,20,45,-8,-4,-2,-2,-1,0
2_3,Veh_Amph,21,31,-7,-3,-2,-1,-1,0
2_3,Veh_Amph,22,0,-7,-3,-2,-1,-1,0
2_3,Veh_Amph,23,43,-7,-3,-2,-1,-1,0
2_3,Veh_Amph,24,24,-7,-3,-2,-1,-1,0
2_3,Veh_Amph,25,37,-7,-3,-2,-1,-1,0
2_3,Veh_Amph,26,61,-6,-3,-2,-1,-1,0
2_3,Veh_Amph,27,102,-6,-3,-2,-1,-1,0
2_3,Veh_Amph,28,61,-6,-3,-2,-1,-1,0
2_3,Veh_Amph,29,70,-6,-3,-2,-1,-1,0
2_3,Veh_Amph,30,46,-6,-3,-2,-1,-1,0
2_3,Veh_Amph,31,21,-5,-2,-1,-1,0,0
2_3,Veh_Amph,32,30,-5,-2,-1,-1,0,0
2_3,Veh_Amph,33,34,-5,-2,-1,-1,0,0
2_3,Veh_Amph,34,26,-5,-2,-1,-1,0,0
2_3,Veh_Amph,35,73,-5,-2,-1,-1,0,0
2_3,Veh_Amph,36,47,-4,-2,-1,-1,0,0
2_3,Veh_Amph,37,79,-4,-2,-1,-1,0,0
2_3,Veh_Amph,38,30,-4,-2,-1,-1,0,0
2_3,Veh_Amph,39,84,-4,-2,-1,-1,0,0
2_3,Veh_Amph,40,60,-4,-2,-1,-1,0,0
2_3,Veh_Amph,41,43,-3,-1,-1,0,0,0
2_3,Veh_Amph,42,57,-3,-1,-1,0,0,0
2_3,Veh_Amph,43,55,-3,-1,-1,0,0,0
2_3,Veh_Amph,44,81,-3,-1,-1,0,0,0
2_3,Veh_Amph,45,23,-3,-1,-1,0,0,0
2_3,Veh_Amph,46,67,-2,-1,0,0,0,0
2_3,Veh_Amph,47,74,-2,-1,0,0,0,0
2_3,Veh_Amph,48,57,-2,-1,0,0,0,0
2_3,Veh_Amph,49,55,-2,-1,0,0,0,0
2_3,Veh_Amph,50,46,-2,-1,0,0,0,0
2_3,Veh_Amph,51,33,-1,0,0,0,0,0
2_3,Veh_Amph,52,15,-1,0,0,0,0,0
2_3,Veh_Amph,53,19,-1,0,0,0,0,0
2_3,Veh_Amph,54,12,-1,0,0,0,0,0
2_3,Veh_Amph,55,15,-1,0,0,0,0,0
2_3,Veh_Amph,56,13,0,0,0,0,0,0
2_3,Veh_Amph,57,3,0,0,0,0,0,0
2_3,Veh_Amph,58,4,0,0,0,0,0,0
2_3,Veh_Amph,59,48,0,0,0,0,0,0
2_3,Veh_Amph,60,13,0,0,0,0,0,0
2_4,LY_Amph,1,113,-11,-5,-3,-2,-1,0
2_4,LY_Amph,2,79,-11,-5,-3,-2,-1,0
2_4,LY_Amph,3,87,-11,-5,-3,-2,-1,0
2_4,LY_Amph,4,80,-11,-5,-3,-2,-1,0
2_4,LY_Amph,5,46,-11,-5,-3,-2,-1,0
2_4,LY_Amph,6,10,-10,-5,-3,-2,-1,0
2_4,LY_Amph,7,20,-10,-5,-3,-2,-1,0
2_4,LY_Amph,8,89,-10,-5,-3,-2,-1,0
2_4,LY_Amph,9,78,-10,-5,-3,-2,-1,0
2_4,LY_Amph,10,24,-10,-5,-3,-2,-1,0
2_4,LY_Amph,11,26,-9,-4,-3,-2,-1,0
2_4,LY_Amph,12,2,-9,-4,-3,-2,-1,0
2_4,LY_Amph,13,1,-9,-4,-3,-2,-1,0
2_4,LY_Amph,14,35,-9,-4,-3,-2,-1,0
2_4,LY_Amph,15,52,-9,-4,-3,-2,-1,0
2_4,LY_Amph,16,86,-8,-4,-2,-2,-1,0
2_4,LY_Amph,17,104,-8,-4,-2,-2,-1,0
2_4,LY_Amph,18,61,-8,-4,-2,-2,-1,0
2_4,LY_Amph,19,22,-8,-4,-2,-2,-1,0
2_4,LY_Amph,20,57,-8,-4,-2,-2,-1,0
2_4,LY_Amph,21,15,-7,-3,-2,-1,-1,0
2_4,LY_Amph,22,59,-7,-3,-2,-1,-1,0
2_4,LY_Amph,23,19,-7,-3,-2,-1,-1,0
2_4,LY_Amph,24,30,-7,-3,-2,-1,-1,0
