Subj,Drug,time_mins,activity,bin5mins,bin10mins,bin15mins,bin20mins,bin30mins,bin60mins
2_4,LY_Amph,25,8,-7,-3,-2,-1,-1,0
2_4,LY_Amph,26,3,-6,-3,-2,-1,-1,0
2_4,LY_Amph,27,38,-6,-3,-2,-1,-1,0
2_4,LY_Amph,28,7,-6,-3,-2,-1,-1,0
2_4,LY_Amph,29,6,-6,-3,-2,-1,-1,0
2_4,LY_Amph,30,1,-6,-3,-2,-1,-1,0
2_4,LY_Amph,31,18,-5,-2,-1,-1,0,0
2_4,LY_Amph,32,26,-5,-2,-1,-1,0,0
2_4,LY_Amph,33,12,-5,-2,-1,-1,0,0
2_4,LY_Amph,34,13,-5,-2,-1,-1,0,0
2_4,LY_Amph,35,14,-5,-2,-1,-1,0,0
2_4,LY_Amph,36,17,-4,-2,-1,-1,0,0
2_4,LY_Amph,37,0,-4,-2,-1,-1,0,0
2_4,LY_Amph,38,8,-4,-2,-1,-1,0,0
2_4,LY_Amph,39,39,-4,-2,-1,-1,0,0
2_4,LY_Amph,40,63,-4,-2,-1,-1,0,0
2_4,LY_Amph,41,70,-3,-1,-1,0,0,0
2_4,LY_Amph,42,31,-3,-1,-1,0,0,0
2_4,LY_Amph,43,31,-3,-1,-1,0,0,0
2_4,LY_Amph,44,90,-3,-1,-1,0,0,0
2_4,LY_Amph,45,49,-3,-1,-1,0,0,0
2_4,LY_Amph,46,83,-2,-1,0,0,0,0
2_4,LY_Amph,47,29,-2,-1,0,0,0,0
2_4,LY_Amph,48,64,-2,-1,0,0,0,0
2_4,LY_Amph,49,46,-2,-1,0,0,0,0
2_4,LY_Amph,50,53,-2,-1,0,0,0,0
2_4,LY_Amph,51,19,-1,0,0,0,0,0
2_4,LY_Amph,52,15,-1,0,0,0,0,0
2_4,LY_Amph,53,7,-1,0,0,0,0,0
2_4,LY_Amph,54,8,-1,0,0,0,0,0
2_4,LY_Amph,55,38,-1,0,0,0,0,0
2_4,LY_Amph,56,10,0,0,0,0,0,0
2_4,LY_Amph,57,12,0,0,0,0,0,0
2_4,LY_Amph,58,16,0,0,0,0,0,0
2_4,LY_Amph,59,18,0,0,0,0,0,0
2_4,LY_Amph,60,17,0,0,0,0,0,0
3_1,Veh_Amph,1,149,-11,-5,-3,-2,-1,0
3_1,Veh_Amph,2,118,-11,-5,-3,-2,-1,0
3_1,Veh_Amph,3,94,-11,-5,-3,-2,-1,0
3_1,Veh_Amph,4,114,-11,-5,-3,-2,-1,0
3_1,Veh_Amph,5,31,-11,-5,-3,-2,-1,0
3_1,Veh_Amph,6,84,-10,-5,-3,-2,-1,0
3_1,Veh_Amph,7,79,-10,-5,-3,-2,-1,0
3_1,Veh_Amph,8,23,-10,-5,-3,-2,-1,0
3_1,Veh_Amph,9,105,-10,-5,-3,-2,-1,0
3_1,Veh_Amph,10,37,-10,-5,-3,-2,-1,0
3_1,Veh_Amph,11,42,-9,-4,-3,-2,-1,0
3_1,Veh_Amph,12,40,-9,-4,-3,-2,-1,0
3_1,Veh_Amph,13,44,-9,-4,-3,-2,-1,0
3_1,Veh_Amph,14,57,-9,-4,-3,-2,-1,0
3_1,Veh_Amph,15,23,-9,-4,-3,-2,-1,0
3_1,Veh_Amph,16,17,-8,-4,-2,-2,-1,0
3_1,Veh_Amph,17,35,-8,-4,-2,-2,-1,0
3_1,Veh_Amph,18,57,-8,-4,-2,-2,-1,0
3_1,Veh_Amph,19,51,-8,-4,-2,-2,-1,0
3_1,Veh_Amph,20,76,-8,-4,-2,-2,-1,0
3_1,Veh_Amph,21,81,-7,-3,-2,-1,-1,0
3_1,Veh_Amph,22,49,-7,-3,-2,-1,-1,0
3_1,Veh_Amph,23,6,-7,-3,-2,-1,-1,0
3_1,Veh_Amph,24,40,-7,-3,-2,-1,-1,0
3_1,Veh_Amph,25,7,-7,-3,-2,-1,-1,0
3_1,Veh_Amph,26,7,-6,-3,-2,-1,-1,0
3_1,Veh_Amph,27,21,-6,-3,-2,-1,-1,0
3_1,Veh_Amph,28,40,-6,-3,-2,-1,-1,0
3_1,Veh_Amph,29,98,-6,-3,-2,-1,-1,0
3_1,Veh_Amph,30,36,-6,-3,-2,-1,-1,0
3_1,Veh_Amph,31,25,-5,-2,-1,-1,0,0
3_1,Veh_Amph,32,13,-5,-2,-1,-1,0,0
3_1,Veh_Amph,33,27,-5,-2,-1,-1,0,0
3_1,Veh_Amph,34,23,-5,-2,-1,-1,0,0
3_1,Veh_Amph,35,22,-5,-2,-1,-1,0,0
3_1,Veh_Amph,36,39,-4,-2,-1,-1,0,0
3_1,Veh_Amph,37,36,-4,-2,-1,-1,0,0
3_1,Veh_Amph,38,32,-4,-2,-1,-1,0,0
3_1,Veh_Amph,39,14,-4,-2,-1,-1,0,0
3_1,Veh_Amph,40,71,-4,-2,-1,-1,0,0
3_1,Veh_Amph,41,100,-3,-1,-1,0,0,0
3_1,Veh_Amph,42,26,-3,-1,-1,0,0,0
3_1,Veh_Amph,43,12,-3,-1,-1,0,0,0
3_1,Veh_Amph,44,14,-3,-1,-1,0,0,0
3_1,Veh_Amph,45,47,-3,-1,-1,0,0,0
3_1,Veh_Amph,46,10,-2,-1,0,0,0,0
3_1,Veh_Amph,47,10,-2,-1,0,0,0,0
3_1,Veh_Amph,48,11,-2,-1,0,0,0,0
3_1,Veh_Amph,49,6,-2,-1,0,0,0,0
3_1,Veh_Amph,50,4,-2,-1,0,0,0,0
3_1,Veh_Amph,51,2,-1,0,0,0,0,0
3_1,Veh_Amph,52,23,-1,0,0,0,0,0
3_1,Veh_Amph,53,3,-1,0,0,0,0,0
3_1,Veh_Amph,54,7,-1,0,0,0,0,0
3_1,Veh_Amph,55,1,-1,0,0,0,0,0
3_1,Veh_Amph,56,1,0,0,0,0,0,0
3_1,Veh_Amph,57,15,0,0,0,0,0,0
3_1,Veh_Amph,58,18,0,0,0,0,0,0
3_1,Veh_Amph,59,22,0,0,0,0,0,0
3_1,Veh_Amph,60,20,0,0,0,0,0,0
3_2,Veh_LY,1,139,-11,-5,-3,-2,-1,0
3_2,Veh_LY,2,58,-11,-5,-3,-2,-1,0
3_2,Veh_LY,3,89,-11,-5,-3,-2,-1,0
3_2,Veh_LY,4,111,-11,-5,-3,-2,-1,0
3_2,Veh_LY,5,107,-11,-5,-3,-2,-1,0
3_2,Veh_LY,6,70,-10,-5,-3,-2,-1,0
3_2,Veh_LY,7,31,-10,-5,-3,-2,-1,0
3_2,Veh_LY,8,48,-10,-5,-3,-2,-1,0
3_2,Veh_LY,9,30,-10,-5,-3,-2,-1,0
3_2,Veh_LY,10,9,-10,-5,-3,-2,-1,0
3_2,Veh_LY,11,6,-9,-4,-3,-2,-1,0
3_2,Veh_LY,12,34,-9,-4,-3,-2,-1,0
3_2,Veh_LY,13,50,-9,-4,-3,-2,-1,0
3_2,Veh_LY,14,73,-9,-4,-3,-2,-1,0
3_2,Veh_LY,15,54,-9,-4,-3,-2,-1,0
3_2,Veh_LY,16,3,-8,-4,-2,-2,-1,0
3_2,Veh_LY,17,0,-8,-4,-2,-2,-1,0
3_2,Veh_LY,18,30,-8,-4,-2,-2,-1,0
3_2,Veh_LY,19,13,-8,-4,-2,-2,-1,0
3_2,Veh_LY,20,20,-8,-4,-2,-2,-1,0
3_2,Veh_LY,21,32,-7,-3,-2,-1,-1,0
3_2,Veh_LY,22,15,-7,-3,-2,-1,-1,0
3_2,Veh_LY,23,22,-7,-3,-2,-1,-1,0
3_2,Veh_LY,24,6,-7,-3,-2,-1,-1,0
3_2,Veh_LY,25,43,-7,-3,-2,-1,-1,0
3_2,Veh_LY,26,44,-6,-3,-2,-1,-1,0
3_2,Veh_LY,27,65,-6,-3,-2,-1,-1,0
3_2,Veh_LY,28,78,-6,-3,-2,-1,-1,0
3_2,Veh_LY,29,11,-6,-3,-2,-1,-1,0
3_2,Veh_LY,30,0,-6,-3,-2,-1,-1,0
3_2,Veh_LY,31,17,-5,-2,-1,-1,0,0
3_2,Veh_LY,32,24,-5,-2,-1,-1,0,0
3_2,Veh_LY,33,58,-5,-2,-1,-1,0,0
3_2,Veh_LY,34,77,-5,-2,-1,-1,0,0
3_2,Veh_LY,35,66,-5,-2,-1,-1,0,0
3_2,Veh_LY,36,45,-4,-2,-1,-1,0,0
3_2,Veh_LY,37,53,-4,-2,-1,-1,0,0
3_2,Veh_LY,38,28,-4,-2,-1,-1,0,0
3_2,Veh_LY,39,95,-4,-2,-1,-1,0,0
3_2,Veh_LY,40,50,-4,-2,-1,-1,0,0
3_2,Veh_LY,41,51,-3,-1,-1,0,0,0
3_2,Veh_LY,42,16,-3,-1,-1,0,0,0
3_2,Veh_LY,43,59,-3,-1,-1,0,0,0
3_2,Veh_LY,44,9,-3,-1,-1,0,0,0
3_2,Veh_LY,45,66,-3,-1,-1,0,0,0
3_2,Veh_LY,46,44,-2,-1,0,0,0,0
3_2,Veh_LY,47,53,-2,-1,0,0,0,0
3_2,Veh_LY,48,39,-2,-1,0,0,0,0
3_2,Veh_LY,49,9,-2,-1,0,0,0,0
3_2,Veh_LY,50,40,-2,-1,0,0,0,0
3_2,Veh_LY,51,2,-1,0,0,0,0,0
3_2,Veh_LY,52,13,-1,0,0,0,0,0
3_2,Veh_LY,53,6,-1,0,0,0,0,0
3_2,Veh_LY,54,1,-1,0,0,0,0,0
3_2,Veh_LY,55,1,-1,0,0,0,0,0
3_2,Veh_LY,56,7,0,0,0,0,0,0
3_2,Veh_LY,57,6,0,0,0,0,0,0
3_2,Veh_LY,58,19,0,0,0,0,0,0
3_2,Veh_LY,59,9,0,0,0,0,0,0
3_2,Veh_LY,60,15,0,0,0,0,0,0
3_3,LY_Amph,1,87,-11,-5,-3,-2,-1,0
3_3,LY_Amph,2,103,-11,-5,-3,-2,-1,0
3_3,LY_Amph,3,109,-11,-5,-3,-2,-1,0
3_3,LY_Amph,4,48,-11,-5,-3,-2,-1,0
3_3,LY_Amph,5,120,-11,-5,-3,-2,-1,0
3_3,LY_Amph,6,56,-10,-5,-3,-2,-1,0
3_3,LY_Amph,7,58,-10,-5,-3,-2,-1,0
3_3,LY_Amph,8,108,-10,-5,-3,-2,-1,0
3_3,LY_Amph,9,115,-10,-5,-3,-2,-1,0
3_3,LY_Amph,10,117,-10,-5,-3,-2,-1,0
3_3,LY_Amph,11,60,-9,-4,-3,-2,-1,0
3_3,LY_Amph,12,9,-9,-4,-3,-2,-1,0
3_3,LY_Amph,13,0,-9,-4,-3,-2,-1,0
3_3,LY_Amph,14,29,-9,-4,-3,-2,-1,0
3_3,LY_Amph,15,139,-9,-4,-3,-2,-1,0
3_3,LY_Amph,16,91,-8,-4,-2,-2,-1,0
3_3,LY_Amph,17,89,-8,-4,-2,-2,-1,0
3_3,LY_Amph,18,45,-8,-4,-2,-2,-1,0
3_3,LY_Amph,19,40,-8,-4,-2,-2,-1,0
3_3,LY_Amph,20,41,-8,-4,-2,-2,-1,0
3_3,LY_Amph,21,66,-7,-3,-2,-1,-1,0
3_3,LY_Amph,22,88,-7,-3,-2,-1,-1,0
3_3,LY_Amph,23,64,-7,-3,-2,-1,-1,0
3_3,LY_Amph,24,45,-7,-3,-2,-1,-1,0
3_3,LY_Amph,25,59,-7,-3,-2,-1,-1,0
3_3,LY_Amph,26,71,-6,-3,-2,-1,-1,0
3_3,LY_Amph,27,36,-6,-3,-2,-1,-1,0
3_3,LY_Amph,28,77,-6,-3,-2,-1,-1,0
3_3,LY_Amph,29,80,-6,-3,-2,-1,-1,0
3_3,LY_Amph,30,85,-6,-3,-2,-1,-1,0
3_3,LY_Amph,31,90,-5,-2,-1,-1,0,0
3_3,LY_Amph,32,119,-5,-2,-1,-1,0,0
3_3,LY_Amph,33,42,-5,-2,-1,-1,0,0
3_3,LY_Amph,34,53,-5,-2,-1,-1,0,0
3_3,LY_Amph,35,10,-5,-2,-1,-1,0,0
3_3,LY_Amph,36,5,-4,-2,-1,-1,0,0
3_3,LY_Amph,37,56,-4,-2,-1,-1,0,0
3_3,LY_Amph,38,37,-4,-2,-1,-1,0,0
3_3,LY_Amph,39,56,-4,-2,-1,-1,0,0
3_3,LY_Amph,40,117,-4,-2,-1,-1,0,0
3_3,LY_Amph,41,116,-3,-1,-1,0,0,0
3_3,LY_Amph,42,78,-3,-1,-1,0,0,0
3_3,LY_Amph,43,82,-3,-1,-1,0,0,0
3_3,LY_Amph,44,40,-3,-1,-1,0,0,0
3_3,LY_Amph,45,57,-3,-1,-1,0,0,0
3_3,LY_Amph,46,125,-2,-1,0,0,0,0
3_3,LY_Amph,47,103,-2,-1,0,0,0,0
3_3,LY_Amph,48,69,-2,-1,0,0,0,0
3_3,LY_Amph,49,67,-2,-1,0,0,0,0
3_3,LY_Amph,50,51,-2,-1,0,0,0,0
3_3,LY_Amph,51,47,-1,0,0,0,0,0
3_3,LY_Amph,52,103,-1,0,0,0,0,0
3_3,LY_Amph,53,76,-1,0,0,0,0,0
3_3,LY_Amph,54,22,-1,0,0,0,0,0
3_3,LY_Amph,55,6,-1,0,0,0,0,0
3_3,LY_Amph,56,13,0,0,0,0,0,0
3_3,LY_Amph,57,33,0,0,0,0,0,0
3_3,LY_Amph,58,80,0,0,0,0,0,0
3_3,LY_Amph,59,73,0,0,0,0,0,0
3_3,LY_Amph,60,90,0,0,0,0,0,0
3_4,Veh_Veh,1,110,-11,-5,-3,-2,-1,0
3_4,Veh_Veh,2,80,-11,-5,-3,-2,-1,0
3_4,Veh_Veh,3,106,-11,-5,-3,-2,-1,0
3_4,Veh_Veh,4,125,-11,-5,-3,-2,-1,0
3_4,Veh_Veh,5,59,-11,-5,-3,-2,-1,0
3_4,Veh_Veh,6,55,-10,-5,-3,-2,-1,0
3_4,Veh_Veh,7,37,-10,-5,-3,-2,-1,0
3_4,Veh_Veh,8,48,-10,-5,-3,-2,-1,0
3_4,Veh_Veh,9,35,-10,-5,-3,-2,-1,0
3_4,Veh_Veh,10,57,-10,-5,-3,-2,-1,0
3_4,Veh_Veh,11,95,-9,-4,-3,-2,-1,0
3_4,Veh_Veh,12,47,-9,-4,-3,-2,-1,0
3_4,Veh_Veh,13,42,-9,-4,-3,-2,-1,0
3_4,Veh_Veh,14,8,-9,-4,-3,-2,-1,0
3_4,Veh_Veh,15,2,-9,-4,-3,-2,-1,0
3_4,Veh_Veh,16,16,-8,-4,-2,-2,-1,0
3_4,Veh_Veh,17,59,-8,-4,-2,-2,-1,0
3_4,Veh_Veh,18,16,-8,-4,-2,-2,-1,0
3_4,Veh_Veh,19,40,-8,-4,-2,-2,-1,0
3_4,Veh_Veh,20,30,-8,-4,-2,-2,-1,0
3_4,Veh_Veh,21,37,-7,-3,-2,-1,-1,0
3_4,Veh_Veh,22,50,-7,-3,-2,-1,-1,0
3_4,Veh_Veh,23,38,-7,-3,-2,-1,-1,0
3_4,Veh_Veh,24,31,-7,-3,-2,-1,-1,0
3_4,Veh_Veh,25,109,-7,-3,-2,-1,-1,0
3_4,Veh_Veh,26,66,-6,-3,-2,-1,-1,0
3_4,Veh_Veh,27,14,-6,-3,-2,-1,-1,0
3_4,Veh_Veh,28,29,-6,-3,-2,-1,-1,0
3_4,Veh_Veh,29,28,-6,-3,-2,-1,-1,0
3_4,Veh_Veh,30,29,-6,-3,-2,-1,-1,0
3_4,Veh_Veh,31,35,-5,-2,-1,-1,0,0
3_4,Veh_Veh,32,61,-5,-2,-1,-1,0,0
3_4,Veh_Veh,33,86,-5,-2,-1,-1,0,0
3_4,Veh_Veh,34,95,-5,-2,-1,-1,0,0
3_4,Veh_Veh,35,46,-5,-2,-1,-1,0,0
3_4,Veh_Veh,36,48,-4,-2,-1,-1,0,0
3_4,Veh_Veh,37,59,-4,-2,-1,-1,0,0
3_4,Veh_Veh,38,33,-4,-2,-1,-1,0,0
3_4,Veh_Veh,39,25,-4,-2,-1,-1,0,0
3_4,Veh_Veh,40,10,-4,-2,-1,-1,0,0
3_4,Veh_Veh,41,5,-3,-1,-1,0,0,0
3_4,Veh_Veh,42,5,-3,-1,-1,0,0,0
3_4,Veh_Veh,43,26,-3,-1,-1,0,0,0
3_4,Veh_Veh,44,37,-3,-1,-1,0,0,0
3_4,Veh_Veh,45,68,-3,-1,-1,0,0,0
3_4,Veh_Veh,46,103,-2,-1,0,0,0,0
3_4,Veh_Veh,47,39,-2,-1,0,0,0,0
3_4,Veh_Veh,48,67,-2,-1,0,0,0,0
3_4,Veh_Veh,49,48,-2,-1,0,0,0,0
3_4,Veh_Veh,50,29,-2,-1,0,0,0,0
3_4,Veh_Veh,51,16,-1,0,0,0,0,0
3_4,Veh_Veh,52,5,-1,0,0,0,0,0
3_4,Veh_Veh,53,13,-1,0,0,0,0,0
3_4,Veh_Veh,54,3,-1,0,0,0,0,0
3_4,Veh_Veh,55,92,-1,0,0,0,0,0
3_4,Veh_Veh,56,98,0,0,0,0,0,0
3_4,Veh_Veh,57,42,0,0,0,0,0,0
3_4,Veh_Veh,58,29,0,0,0,0,0,0
3_4,Veh_Veh,59,40,0,0,0,0,0,0
3_4,Veh_Veh,60,17,0,0,0,0,0,0
4_1,LY_Amph,1,133,-11,-5,-3,-2,-1,0
4_1,LY_Amph,2,95,-11,-5,-3,-2,-1,0
4_1,LY_Amph,3,77,-11,-5,-3,-2,-1,0
4_1,LY_Amph,4,44,-11,-5,-3,-2,-1,0
4_1,LY_Amph,5,80,-11,-5,-3,-2,-1,0
4_1,LY_Amph,6,48,-10,-5,-3,-2,-1,0
4_1,LY_Amph,7,61,-10,-5,-3,-2,-1,0
4_1,LY_Amph,8,43,-10,-5,-3,-2,-1,0
4_1,LY_Amph,9,7,-10,-5,-3,-2,-1,0
4_1,LY_Amph,10,10,-10,-5,-3,-2,-1,0
4_1,LY_Amph,11,4,-9,-4,-3,-2,-1,0
4_1,LY_Amph,12,22,-9,-4,-3,-2,-1,0
4_1,LY_Amph,13,49,-9,-4,-3,-2,-1,0
4_1,LY_Amph,14,35,-9,-4,-3,-2,-1,0
4_1,LY_Amph,15,34,-9,-4,-3,-2,-1,0
4_1,LY_Amph,16,27,-8,-4,-2,-2,-1,0
4_1,LY_Amph,17,23,-8,-4,-2,-2,-1,0
4_1,LY_Amph,18,8,-8,-4,-2,-2,-1,0
4_1,LY_Amph,19,48,-8,-4,-2,-2,-1,0
4_1,LY_Amph,20,88,-8,-4,-2,-2,-1,0
4_1,LY_Amph,21,7,-7,-3,-2,-1,-1,0
4_1,LY_Amph,22,0,-7,-3,-2,-1,-1,0
4_1,LY_Amph,23,0,-7,-3,-2,-1,-1,0
4_1,LY_Amph,24,0,-7,-3,-2,-1,-1,0
4_1,LY_Amph,25,0,-7,-3,-2,-1,-1,0
4_1,LY_Amph,26,1,-6,-3,-2,-1,-1,0
4_1,LY_Amph,27,9,-6,-3,-2,-1,-1,0
4_1,LY_Amph,28,66,-6,-3,-2,-1,-1,0
4_1,LY_Amph,29,47,-6,-3,-2,-1,-1,0
4_1,LY_Amph,30,24,-6,-3,-2,-1,-1,0
4_1,LY_Amph,31,21,-5,-2,-1,-1,0,0
4_1,LY_Amph,32,9,-5,-2,-1,-1,0,0
4_1,LY_Amph,33,17,-5,-2,-1,-1,0,0
4_1,LY_Amph,34,24,-5,-2,-1,-1,0,0
4_1,LY_Amph,35,20,-5,-2,-1,-1,0,0
4_1,LY_Amph,36,0,-4,-2,-1,-1,0,0
4_1,LY_Amph,37,9,-4,-2,-1,-1,0,0
4_1,LY_Amph,38,9,-4,-2,-1,-1,0,0
4_1,LY_Amph,39,17,-4,-2,-1,-1,0,0
4_1,LY_Amph,40,7,-4,-2,-1,-1,0,0
4_1,LY_Amph,41,4,-3,-1,-1,0,0,0
4_1,LY_Amph,42,10,-3,-1,-1,0,0,0
4_1,LY_Amph,43,49,-3,-1,-1,0,0,0
4_1,LY_Amph,44,48,-3,-1,-1,0,0,0
4_1,LY_Amph,45,63,-3,-1,-1,0,0,0
4_1,LY_Amph,46,24,-2,-1,0,0,0,0
4_1,LY_Amph,47,23,-2,-1,0,0,0,0
4_1,LY_Amph,48,21,-2,-1,0,0,0,0
4_1,LY_Amph,49,2,-2,-1,0,0,0,0
4_1,LY_Amph,50,10,-2,-1,0,0,0,0
4_1,LY_Amph,51,3,-1,0,0,0,0,0
4_1,LY_Amph,52,48,-1,0,0,0,0,0
4_1,LY_Amph,53,33,-1,0,0,0,0,0
4_1,LY_Amph,54,10,-1,0,0,0,0,0
4_1,LY_Amph,55,47,-1,0,0,0,0,0
4_1,LY_Amph,56,25,0,0,0,0,0,0
4_1,LY_Amph,57,69,0,0,0,0,0,0
4_1,LY_Amph,58,75,0,0,0,0,0,0
4_1,LY_Amph,59,27,0,0,0,0,0,0
4_1,LY_Amph,60,19,0,0,0,0,0,0
4_2,Veh_LY,1,166,-11,-5,-3,-2,-1,0
4_2,Veh_LY,2,147,-11,-5,-3,-2,-1,0
4_2,Veh_LY,3,71,-11,-5,-3,-2,-1,0
4_2,Veh_LY,4,42,-11,-5,-3,-2,-1,0
4_2,Veh_LY,5,131,-11,-5,-3,-2,-1,0
4_2,Veh_LY,6,81,-10,-5,-3,-2,-1,0
4_2,Veh_LY,7,98,-10,-5,-3,-2,-1,0
4_2,Veh_LY,8,77,-10,-5,-3,-2,-1,0
4_2,Veh_LY,9,99,-10,-5,-3,-2,-1,0
4_2,Veh_LY,10,55,-10,-5,-3,-2,-1,0
4_2,Veh_LY,11,51,-9,-4,-3,-2,-1,0
4_2,Veh_LY,12,17,-9,-4,-3,-2,-1,0
4_2,Veh_LY,13,72,-9,-4,-3,-2,-1,0
4_2,Veh_LY,14,134,-9,-4,-3,-2,-1,0
4_2,Veh_LY,15,64,-9,-4,-3,-2,-1,0
4_2,Veh_LY,16,28,-8,-4,-2,-2,-1,0
4_2,Veh_LY,17,12,-8,-4,-2,-2,-1,0
4_2,Veh_LY,18,59,-8,-4,-2,-2,-1,0
4_2,Veh_LY,19,61,-8,-4,-2,-2,-1,0
4_2,Veh_LY,20,105,-8,-4,-2,-2,-1,0
4_2,Veh_LY,21,27,-7,-3,-2,-1,-1,0
4_2,Veh_LY,22,9,-7,-3,-2,-1,-1,0
4_2,Veh_LY,23,44,-7,-3,-2,-1,-1,0
4_2,Veh_LY,24,45,-7,-3,-2,-1,-1,0
4_2,Veh_LY,25,54,-7,-3,-2,-1,-1,0
4_2,Veh_LY,26,103,-6,-3,-2,-1,-1,0
4_2,Veh_LY,27,89,-6,-3,-2,-1,-1,0
4_2,Veh_LY,28,68,-6,-3,-2,-1,-1,0
4_2,Veh_LY,29,55,-6,-3,-2,-1,-1,0
4_2,Veh_LY,30,70,-6,-3,-2,-1,-1,0
4_2,Veh_LY,31,38,-5,-2,-1,-1,0,0
4_2,Veh_LY,32,61,-5,-2,-1,-1,0,0
4_2,Veh_LY,33,89,-5,-2,-1,-1,0,0
4_2,Veh_LY,34,60,-5,-2,-1,-1,0,0
4_2,Veh_LY,35,77,-5,-2,-1,-1,0,0
4_2,Veh_LY,36,98,-4,-2,-1,-1,0,0
4_2,Veh_LY,37,101,-4,-2,-1,-1,0,0
4_2,Veh_LY,38,61,-4,-2,-1,-1,0,0
4_2,Veh_LY,39,77,-4,-2,-1,-1,0,0
4_2,Veh_LY,40,78,-4,-2,-1,-1,0,0
4_2,Veh_LY,41,110,-3,-1,-1,0,0,0
4_2,Veh_LY,42,96,-3,-1,-1,0,0,0
4_2,Veh_LY,43,29,-3,-1,-1,0,0,0
4_2,Veh_LY,44,21,-3,-1,-1,0,0,0
4_2,Veh_LY,45,22,-3,-1,-1,0,0,0
4_2,Veh_LY,46,15,-2,-1,0,0,0,0
4_2,Veh_LY,47,12,-2,-1,0,0,0,0
4_2,Veh_LY,48,13,-2,-1,0,0,0,0
4_2,Veh_LY,49,76,-2,-1,0,0,0,0
4_2,Veh_LY,50,49,-2,-1,0,0,0,0
4_2,Veh_LY,51,30,-1,0,0,0,0,0
4_2,Veh_LY,52,8,-1,0,0,0,0,0
4_2,Veh_LY,53,51,-1,0,0,0,0,0
4_2,Veh_LY,54,103,-1,0,0,0,0,0
4_2,Veh_LY,55,76,-1,0,0,0,0,0
4_2,Veh_LY,56,118,0,0,0,0,0,0
4_2,Veh_LY,57,139,0,0,0,0,0,0
4_2,Veh_LY,58,60,0,0,0,0,0,0
4_2,Veh_LY,59,71,0,0,0,0,0,0
4_2,Veh_LY,60,19,0,0,0,0,0,0
4_3,Veh_Amph,1,126,-11,-5,-3,-2,-1,0
4_3,Veh_Amph,2,76,-11,-5,-3,-2,-1,0
4_3,Veh_Amph,3,88,-11,-5,-3,-2,-1,0
4_3,Veh_Amph,4,78,-11,-5,-3,-2,-1,0
4_3,Veh_Amph,5,43,-11,-5,-3,-2,-1,0
4_3,Veh_Amph,6,68,-10,-5,-3,-2,-1,0
4_3,Veh_Amph,7,67,-10,-5,-3,-2,-1,0
4_3,Veh_Amph,8,62,-10,-5,-3,-2,-1,0
4_3,Veh_Amph,9,50,-10,-5,-3,-2,-1,0
4_3,Veh_Amph,10,56,-10,-5,-3,-2,-1,0
4_3,Veh_Amph,11,20,-9,-4,-3,-2,-1,0
4_3,Veh_Amph,12,10,-9,-4,-3,-2,-1,0
4_3,Veh_Amph,13,3,-9,-4,-3,-2,-1,0
4_3,Veh_Amph,14,36,-9,-4,-3,-2,-1,0
4_3,Veh_Amph,15,76,-9,-4,-3,-2,-1,0
4_3,Veh_Amph,16,78,-8,-4,-2,-2,-1,0
4_3,Veh_Amph,17,93,-8,-4,-2,-2,-1,0
4_3,Veh_Amph,18,38,-8,-4,-2,-2,-1,0
4_3,Veh_Amph,19,6,-8,-4,-2,-2,-1,0
4_3,Veh_Amph,20,2,-8,-4,-2,-2,-1,0
4_3,Veh_Amph,21,1,-7,-3,-2,-1,-1,0
4_3,Veh_Amph,22,2,-7,-3,-2,-1,-1,0
4_3,Veh_Amph,23,2,-7,-3,-2,-1,-1,0
4_3,Veh_Amph,24,5,-7,-3,-2,-1,-1,0
4_3,Veh_Amph,25,28,-7,-3,-2,-1,-1,0
4_3,Veh_Amph,26,40,-6,-3,-2,-1,-1,0
4_3,Veh_Amph,27,79,-6,-3,-2,-1,-1,0
4_3,Veh_Amph,28,58,-6,-3,-2,-1,-1,0
4_3,Veh_Amph,29,60,-6,-3,-2,-1,-1,0
4_3,Veh_Amph,30,30,-6,-3,-2,-1,-1,0
4_3,Veh_Amph,31,50,-5,-2,-1,-1,0,0
4_3,Veh_Amph,32,11,-5,-2,-1,-1,0,0
4_3,Veh_Amph,33,14,-5,-2,-1,-1,0,0
4_3,Veh_Amph,34,39,-5,-2,-1,-1,0,0
4_3,Veh_Amph,35,52,-5,-2,-1,-1,0,0
4_3,Veh_Amph,36,30,-4,-2,-1,-1,0,0
4_3,Veh_Amph,37,54,-4,-2,-1,-1,0,0
4_3,Veh_Amph,38,29,-4,-2,-1,-1,0,0
4_3,Veh_Amph,39,38,-4,-2,-1,-1,0,0
4_3,Veh_Amph,40,13,-4,-2,-1,-1,0,0
4_3,Veh_Amph,41,3,-3,-1,-1,0,0,0
4_3,Veh_Amph,42,1,-3,-1,-1,0,0,0
4_3,Veh_Amph,43,4,-3,-1,-1,0,0,0
4_3,Veh_Amph,44,24,-3,-1,-1,0,0,0
4_3,Veh_Amph,45,12,-3,-1,-1,0,0,0
4_3,Veh_Amph,46,25,-2,-1,0,0,0,0
4_3,Veh_Amph,47,41,-2,-1,0,0,0,0
4_3,Veh_Amph,48,59,-2,-1,0,0,0,0
4_3,Veh_Amph,49,48,-2,-1,0,0,0,0
4_3,Veh_Amph,50,37,-2,-1,0,0,0,0
4_3,Veh_Amph,51,7,-1,0,0,0,0,0
4_3,Veh_Amph,52,6,-1,0,0,0,0,0
4_3,Veh_Amph,53,3,-1,0,0,0,0,0
