Voltage,drug,nA
0.036947791,Sal,-0.103584874
0.036947791,LY,-0.308236912
0.030120482,Sal,-0.104295784
0.030120482,LY,-0.321558897
0.023293173,Sal,-0.105480718
0.023293173,LY,-0.332651757
0.016465863,Sal,-0.107123551
0.016465863,LY,-0.341336998
0.009638554,Sal,-0.109151275
0.009638554,LY,-0.347618976
0.002811245,Sal,-0.111459214
0.002811245,LY,-0.351680177
-0.004016064,Sal,-0.113943982
-0.004016064,LY,-0.353854272
-0.010843373,Sal,-0.116529513
-0.010843373,LY,-0.3545756
-0.017670683,Sal,-0.119182152
-0.017670683,LY,-0.354317281
-0.024497992,Sal,-0.121913745
-0.024497992,LY,-0.353526917
-0.031325301,Sal,-0.124773236
-0.031325301,LY,-0.352575509
-0.038152610000000003,Sal,-0.12783497
-0.038152610000000003,LY,-0.351730516
-0.04497992,Sal,-0.131187824
-0.04497992,LY,-0.351146816
-0.051807229,Sal,-0.134922957
-0.051807229,LY,-0.350870879
-0.058634538,Sal,-0.139118592
-0.058634538,LY,-0.350855772
-0.065461847,Sal,-0.143816935
-0.065461847,LY,-0.350977591
-0.072289157,Sal,-0.149000002
-0.072289157,LY,-0.351055728
-0.079116466,Sal,-0.154589098
-0.079116466,LY,-0.350898434
-0.085943775,Sal,-0.160470946
-0.085943775,LY,-0.350378266
-0.092771084,Sal,-0.166530645
-0.092771084,LY,-0.349506816
-0.099598394,Sal,-0.17268909
-0.099598394,LY,-0.348480906
-0.106425703,Sal,-0.178943111
-0.106425703,LY,-0.347697191
-0.113253012,Sal,-0.185379569
-0.113253012,LY,-0.347730477
-0.120080321,Sal,-0.192143036
-0.120080321,LY,-0.349268464
-0.126907631,Sal,-0.199378314
-0.126907631,LY,-0.353014211
-0.13373494,Sal,-0.207181129
-0.13373494,LY,-0.359573979
-0.140562249,Sal,-0.215568049
-0.140562249,LY,-0.369341473
-0.147389558,Sal,-0.224469031
-0.147389558,LY,-0.382399122
-0.154216867,Sal,-0.233749332
-0.154216867,LY,-0.398469914
-0.161044177,Sal,-0.243249215
-0.161044177,LY,-0.416941548
-0.167871486,Sal,-0.25281363
-0.167871486,LY,-0.436955901
-0.174698795,Sal,-0.262293613
-0.174698795,LY,-0.457531396
-0.181526104,Sal,-0.271519664
-0.181526104,LY,-0.477673946
-0.188353414,Sal,-0.28026749
-0.188353414,LY,-0.496449449
-0.195180723,Sal,-0.288244933
-0.195180723,LY,-0.513028218
-0.202008032,Sal,-0.295107257
-0.202008032,LY,-0.526715708
-0.208835341,Sal,-0.300492083
-0.208835341,LY,-0.536959654
-0.215662651,Sal,-0.304076912
-0.215662651,LY,-0.543332801
-0.22248996,Sal,-0.305648483
-0.22248996,LY,-0.545508288
-0.229317269,Sal,-0.305139401
-0.229317269,LY,-0.543225675
-0.236144578,Sal,-0.302617106
-0.236144578,LY,-0.536249582
-0.242971888,Sal,-0.298263324
-0.242971888,LY,-0.524365887
-0.249799197,Sal,-0.292356479
-0.249799197,LY,-0.507444202
-0.256626506,Sal,-0.285232727
-0.256626506,LY,-0.485538177
-0.263453815,Sal,-0.277235177
-0.263453815,LY,-0.458992542
-0.270281124,Sal,-0.26868098
-0.270281124,LY,-0.428528555
-0.277108434,Sal,-0.259839751
-0.277108434,LY,-0.395254296
-0.283935743,Sal,-0.250907768
-0.283935743,LY,-0.360575745
-0.290763052,Sal,-0.241992728
-0.290763052,LY,-0.326046966
-0.297590361,Sal,-0.233125436
-0.297590361,LY,-0.293204902
-0.304417671,Sal,-0.22428257
-0.304417671,LY,-0.263413842
-0.31124498,Sal,-0.21539548
-0.31124498,LY,-0.237743102
-0.318072289,Sal,-0.206351823
-0.318072289,LY,-0.216901952
-0.324899598,Sal,-0.19701741
-0.324899598,LY,-0.201230465
-0.331726908,Sal,-0.187278715
-0.331726908,LY,-0.19070938
-0.338554217,Sal,-0.177075008
-0.338554217,LY,-0.184970683
-0.345381526,Sal,-0.166402413
-0.345381526,LY,-0.183332779
-0.352208835,Sal,-0.155304811
-0.352208835,LY,-0.184866465
-0.359036145,Sal,-0.143870265
-0.359036145,LY,-0.188478453
-0.365863454,Sal,-0.132229528
-0.365863454,LY,-0.193024432
-0.372690763,Sal,-0.120546052
-0.372690763,LY,-0.197455618
-0.379518072,Sal,-0.109003663
-0.379518072,LY,-0.200960897
-0.386345382,Sal,-0.097792719
-0.386345382,LY,-0.203058407
-0.393172691,Sal,-0.086623375
-0.393172691,LY,-0.204624453
-0.4,Sal,-0.07629404
-0.4,LY,-0.203847316
