subject,date,drug,channel,uniqueID,includeSubj,trialexclude,trialNum,rewardMagnitude,responselatency,MagEntry10sPre,MagEntry10sPost,AUC5s,peak5s,latency2peak5s
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,7,4,15,3,1,11.59775031,2.21171927,4.6
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,8,2,16,4,1,37.35005079,1.375581437,2.8
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,9,1,9,1,1,5.365657622,0.563510373,2.1
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,10,2,8,5,3,15.57420612,0.74000586,1
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,11,1,0,2,1,5.214405198,0.876291964,1.5
69,20141211,SAL,0,69_20141211_0_SAL,TRUE,FALSE,12,4,10,1,1,29.56724229,1.198775317,3.7
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,1,2,5,0,2,27.67549619,1.16498323,1.2
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,2,1,7,1,1,20.96972215,1.022834605,1.3
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,3,4,13,4,1,33.03788533,1.788641153,2.2
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,4,1,0,0,0,17.44654792,1.389722448,5
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,TRUE,5,4,9,4,1,37.00727363,1.20479567,3.1
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,TRUE,6,2,4,3,1,12.51858372,0.91883909,1
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,7,4,1452,4,0,23.79671967,1.189750002,3.7
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,8,2,678,0,0,33.13723618,1.83974998,3.9
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,9,1,66,0,1,12.850837,1.06929055,1.8
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,TRUE,10,2,0,5,0,28.54686895,1.43475108,4.3
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,FALSE,11,1,0,0,0,7.880304866,2.238535715,3.1
71,20141212,SAL,0,71_20141212_0_SAL,FALSE,TRUE,12,4,0,0,0,23.02541043,1.211316483,2.5
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,1,2,14,6,7,18.80119402,3.136487173,2
71,20141216,LY,0,71_20141216_0_LY,FALSE,TRUE,2,1,37,1,2,25.7678818,1.272613092,4.7
71,20141216,LY,0,71_20141216_0_LY,FALSE,TRUE,3,4,12,0,1,35.59152904,1.597365695,4.5
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,4,1,21,3,1,9.385868634,0.85615882,0.1
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,5,4,6,1,4,46.6822871,1.734839521,5
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,6,2,993,1,0,6.880338208,0.960240637,2.3
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,7,4,8,11,1,39.77595909,1.69850786,2.7
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,8,2,579,0,0,9.260743149,0.844755698,2.5
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,9,1,0,0,1,15.84436359,0.905500186,3.4
71,20141216,LY,0,71_20141216_0_LY,FALSE,TRUE,10,2,0,0,1,28.22940026,1.386814993,1.4
71,20141216,LY,0,71_20141216_0_LY,FALSE,TRUE,11,1,56,2,4,19.54154061,1.046695631,2.8
71,20141216,LY,0,71_20141216_0_LY,FALSE,FALSE,12,4,22,8,1,36.99894444,1.286021628,3.6
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,1,2,4,0,3,26.69877077,1.278546817,1.5
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,2,1,1,0,3,18.14987148,0.911789635,3
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,3,4,5,2,1,45.75013388,1.692074418,3.2
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,4,1,3,0,7,27.41821687,1.125186401,1
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,5,4,1,0,1,22.85444058,1.834420569,3.9
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,6,2,2,0,2,11.79662023,0.966374552,3.6
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,7,4,2,0,1,35.68555474,1.19567993,4.6
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,8,2,2,0,2,20.20547335,1.182735965,4
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,9,1,1,0,1,9.997134895,0.64147668,1.2
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,10,2,0,0,1,10.16646788,1.599228641,3.6
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,11,1,1,1,2,7.291832151,2.672652696,4.5
72,20141210,LY,0,72_20141210_0_LY,TRUE,FALSE,12,4,,2,0,23.93483615,1.433630905,4.7
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,1,2,9,1,2,13.82860854,0.900712017,2.9
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,2,1,2,0,2,10.56552236,0.826642708,0.7
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,3,4,1,3,2,10.59307782,1.261914349,4.6
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,4,1,25,4,5,8.546903271,0.539567925,3.8
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,5,4,25,0,2,20.21753064,1.136415259,4.3
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,6,2,12,2,1,7.039523261,0.776005803,1.9
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,7,4,11,0,2,2.308825402,0.450668016,3.4
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,8,2,0,6,1,4.818638453,2.035388065,2.9
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,9,1,3,0,4,4.807738564,0.505533299,1.3
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,10,2,10,0,1,1.751763699,0.322246256,3
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,11,1,1,3,1,-4.207338849,0.313607823,2
72,20141212,SAL,0,72_20141212_0_SAL,TRUE,FALSE,12,4,4,0,1,9.997953825,0.919040825,1.8
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,1,2,0,2,3,12.82096843,1.132350764,1.5
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,2,1,9,0,3,11.13893521,0.746209729,1.5
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,3,4,16,3,4,17.85660781,1.996365779,4.2
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,4,1,47,1,5,19.42966638,0.699517209,3.7
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,5,4,12,4,3,12.34802813,0.796162674,3.2
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,6,2,0,6,3,5.893988045,0.606206667,2.3
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,7,4,13,3,2,17.82644655,2.206307269,4.3
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,8,2,13,1,2,9.86619267,1.286189919,3.3
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,9,1,8,2,4,0.434808385,0.281637511,3.6
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,TRUE,10,2,37,3,3,6.910278538,0.67031585,4.6
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,11,1,1,6,11,9.001753361,0.533039925,1.3
29,20130227,SAL,1,29_20130227_1_SAL,TRUE,FALSE,12,4,4,1,1,18.73283547,1.66698051,4
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,1,2,10,0,3,15.73670206,1.145328956,1.3
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,2,1,31,2,1,11.83107983,0.731276913,1.8
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,3,4,5,0,4,20.08029133,1.125322722,5
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,4,1,11,0,6,15.2587217,0.867670283,3.6
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,5,4,4,0,1,14.1012614,0.894281058,2.2
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,6,2,0,1,4,15.84449962,0.951318338,2.1
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,7,4,27,1,3,24.45347923,0.976717214,3.8
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,8,2,19,3,4,10.0857503,0.544263148,4.2
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,9,1,29,0,3,14.26550818,0.650449042,4.8
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,10,2,4,2,2,10.32843032,1.353319713,4.9
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,11,1,3,3,1,3.297842618,1.768653907,3
29,20130301,LY,1,29_20130301_1_LY,TRUE,FALSE,12,4,3,0,1,15.67742315,0.805559445,4.6
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,1,2,21,0,2,10.87844929,0.600820129,0.6
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,2,1,4,0,6,9.624231682,0.712117408,1
32,20130227,LY,1,32_20130227_1_LY,TRUE,TRUE,3,4,47,1,3,9.832446434,0.476386271,1.6
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,4,1,3,7,4,20.21695476,0.866622095,1
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,5,4,0,1,1,41.23554484,2.953770772,4.5
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,6,2,32,0,3,36.13541388,1.165472118,3.5
32,20130227,LY,1,32_20130227_1_LY,TRUE,TRUE,7,4,0,2,1,33.49576905,1.315355422,3.3
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,8,2,0,5,3,10.1871134,0.548281114,0.9
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,9,1,35,8,5,7.171037884,0.997431536,3.1
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,10,2,18,2,4,23.09577396,0.942586954,3.9
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,11,1,26,0,4,21.97465135,0.907575932,3
32,20130227,LY,1,32_20130227_1_LY,TRUE,FALSE,12,4,8,1,2,32.4067663,1.794276033,4.4
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,1,2,12,2,8,11.08836593,0.556889904,5
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,2,1,30,5,1,7.880702024,0.562796598,0.7
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,3,4,14,2,7,15.13148627,0.709236813,1.7
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,4,1,5,2,6,13.18410914,0.651607998,2.2
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,5,4,12,1,2,10.70626384,0.520611707,4.6
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,6,2,6,4,4,10.91345519,0.857444755,1.4
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,7,4,5,1,5,6.383563001,0.407291752,1.1
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,8,2,3,2,6,3.523849961,0.774639391,3.8
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,9,1,14,2,2,2.95337015,0.478322273,1.1
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,10,2,5,3,6,0.250617102,0.856815359,3.5
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,11,1,31,4,2,4.599330089,0.580191732,1.5
32,20130301,SAL,1,32_20130301_1_SAL,TRUE,FALSE,12,4,7,5,1,16.33826906,1.636258168,4.2
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,1,2,12,0,3,7.099426993,0.70779623,1.6
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,2,1,2,0,3,1.648975255,0.813736136,0.7
34,20130227,LY,1,34_20130227_1_LY,TRUE,TRUE,3,4,6,0,9,20.98918377,0.81638525,0.8
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,4,1,1,0,8,11.86453027,0.976519869,1.1
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,5,4,2,0,2,29.77021288,1.62295784,3.4
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,6,2,20,0,11,19.29378635,0.73070861,2.2
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,7,4,20,0,6,36.39999182,1.135326726,4.5
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,8,2,6,0,7,21.82689434,0.901259769,1.2
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,9,1,1,2,3,19.16306289,1.861632035,3.4
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,10,2,1,0,2,25.33727347,1.265678206,4.8
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,11,1,3,1,5,19.96815964,1.752124592,4.1
34,20130227,LY,1,34_20130227_1_LY,TRUE,FALSE,12,4,1,12,1,28.82403709,2.059520259,3.3
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,1,2,6,0,2,3.868363344,0.572399915,0.4
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,2,1,11,8,1,8.486472808,0.659557286,1.3
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,3,4,2,6,1,11.64174528,2.292229218,3.9
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,4,1,2,0,2,11.73751552,0.736831285,0.7
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,5,4,6,0,1,26.76864341,1.009355867,2.2
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,6,2,1,0,2,12.92411385,1.045904213,1
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,7,4,1,3,1,32.17133611,1.156478333,4.3
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,8,2,3,0,1,26.61637629,1.75900077,4.9
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,9,1,3,4,4,15.69161231,1.516028259,4.6
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,10,2,0,2,0,15.64599971,1.220854924,2
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,11,1,1,3,2,16.63433299,1.027635449,4.4
34,20130301,SAL,1,34_20130301_1_SAL,TRUE,FALSE,12,4,5,4,1,21.92746119,2.376255068,3.6
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,1,2,19,0,2,-11.40000941,0.424723125,1
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,2,1,13,0,1,-17.54381205,0.090488826,0.9
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,TRUE,3,4,23,0,2,43.25209535,2.440813072,4.5
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,4,1,11,1,2,4.115230475,0.520970426,0.7
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,5,4,10,0,4,-11.86816665,0.637530892,0.7
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,6,2,18,0,2,-18.60801669,0.467340115,0.6
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,7,4,18,0,2,6.964397412,0.577061318,3.7
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,8,2,16,0,2,-8.365862088,0.926491289,3.5
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,9,1,46,3,3,-15.57962489,0.264483774,1.5
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,10,2,5,1,1,-8.307563671,0.367204376,3.7
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,11,1,20,2,1,0.808666287,0.33752794,3.8
52,20130911,SAL,1,52_20130911_1_SAL,TRUE,FALSE,12,4,10,0,1,5.824192749,0.623746776,2.9
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,1,2,2,2,7,10.57827538,0.56351057,5
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,2,1,627,0,0,-4.610418781,0.177452676,0.6
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,3,4,21,0,1,10.87151808,0.88962621,4
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,4,1,399,0,0,3.468631573,0.482942456,4.4
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,5,4,3,6,1,-5.633836422,0.071812597,1.6
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,6,2,16,4,9,-1.576943975,0.44637679,2.6
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,7,4,4,1,7,6.119783561,0.412745029,3.1
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,8,2,0,8,4,1.707031964,0.204698746,3.9
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,9,1,3,8,6,12.44165157,0.504466811,0.9
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,10,2,1,1,5,-2.952458902,0.335072341,3.3
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,11,1,2,3,6,2.93867193,0.615377354,4.3
52,20130913,LY,1,52_20130913_1_LY,TRUE,FALSE,12,4,4,2,1,9.755584105,0.4909545,4.7
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,1,2,48,0,1,1.278425978,0.554618606,1.1
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,2,1,3,0,5,10.84738895,1.231222295,3.6
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,3,4,5,1,1,6.646217711,0.705381761,0.6
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,4,1,45,0,3,7.995830012,0.46680072,2.5
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,5,4,11,1,3,8.340903704,0.890546071,2.7
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,6,2,0,4,0,4.31698691,1.082747474,1.5
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,7,4,5,2,2,20.80085814,3.768313357,4.3
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,8,2,3,6,2,3.110466302,0.760645834,0.7
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,9,1,6,4,4,0.406201815,0.855462142,0.9
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,10,2,0,2,1,-0.866346505,0.707550702,0.8
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,11,1,0,6,0,-8.320455394,0.662929182,0.7
54,20140617,LY,1,54_20140617_1_LY,TRUE,FALSE,12,4,2,3,1,19.47048765,1.680607731,0.8
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,TRUE,1,2,21,1,1,25.11705766,1.526043792,2.6
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,TRUE,2,1,6,1,4,22.5783699,1.517688778,1.4
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,3,4,7,3,1,52.32362799,2.369344154,2
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,4,1,11,1,3,18.09382871,0.934573851,1.6
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,5,4,2,2,1,23.70102788,1.248242001,0.7
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,6,2,4,2,1,2.206071926,0.747935199,3.6
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,7,4,10,5,2,13.90914145,0.95304001,1.9
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,8,2,6,5,3,7.419418557,1.235733254,0.6
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,9,1,24,2,4,21.53069953,1.09345633,3.4
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,10,2,7,2,2,27.44252702,1.515968187,3.8
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,11,1,21,2,3,17.60988534,1.009180366,1.7
54,20140619,SAL,1,54_20140619_1_SAL,TRUE,FALSE,12,4,5,1,1,20.51100459,1.16983,4.5
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,TRUE,1,2,13,0,2,8.221179254,0.72111038,2.7
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,2,1,6,1,3,12.53045187,0.854860941,0.5
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,3,4,13,2,4,22.95642239,1.739591005,3.3
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,TRUE,4,1,20,0,4,-10.4057164,0.090276036,2.1
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,5,4,6,0,4,37.24169091,2.393507059,3.9
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,6,2,6,0,3,12.17334104,1.280423499,4.2
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,7,4,0,1,3,32.51917369,1.431847302,3.1
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,8,2,17,3,2,6.199264338,0.563965015,4.3
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,9,1,4,1,2,6.778588828,1.310731568,0.9
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,10,2,23,1,3,14.77352323,1.617968744,4
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,11,1,14,3,3,12.36087347,0.744929606,4.1
55,20140617,SAL,1,55_20140617_1_SAL,TRUE,FALSE,12,4,4,3,1,31.12653559,1.828717175,3.8
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,1,2,12,0,4,36.90475194,1.852214094,4.6
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,2,1,30,0,2,12.0556143,0.839935227,0.6
55,20140619,LY,1,55_20140619_1_LY,TRUE,TRUE,3,4,10,0,3,53.8894852,2.690242554,3.8
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,4,1,17,2,3,15.44313539,0.68716241,0.6
55,20140619,LY,1,55_20140619_1_LY,TRUE,TRUE,5,4,9,0,2,40.01433572,1.833796871,2.5
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,6,2,27,2,2,21.49722044,0.89286809,3.2
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,7,4,14,0,2,28.04798465,1.149320993,1.7
55,20140619,LY,1,55_20140619_1_LY,TRUE,TRUE,8,2,6,0,6,9.624970345,0.757429606,1.2
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,9,1,4,0,3,20.84131524,0.846371156,1.2
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,10,2,4,0,2,19.25181275,1.73069081,2.6
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,11,1,2,0,3,-6.558925008,0.890011554,1.1
55,20140619,LY,1,55_20140619_1_LY,TRUE,FALSE,12,4,3,0,1,28.3269546,1.230219696,3.4
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,1,2,10,0,4,-4.376080993,0.565535391,4.1
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,2,1,5,2,2,6.608656286,0.584695317,4
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,3,4,8,1,5,-9.63517188,0.245528719,1.7
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,4,1,4,0,5,5.985622001,0.963259452,3.9
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,5,4,25,2,5,-0.918963374,0.313356484,4.8
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,6,2,2,3,5,0.416651776,0.664678938,3.8
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,7,4,5,1,5,-18.43410645,0.225386838,3.7
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,8,2,6,0,5,8.332446831,0.995280925,3.9
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,9,1,3,0,4,-10.8702525,0.230000128,0.8
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,10,2,7,0,4,7.596660324,0.687989986,3.1
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,11,1,0,1,1,11.78519213,0.579964128,4.5
56,20140617,LY,1,56_20140617_1_LY,FALSE,FALSE,12,4,3,0,1,3.610197085,1.075932024,3.5
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,1,2,8,0,4,1.092224287,0.50249629,3
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,2,1,0,3,5,0.22439602,0.253884211,3.5
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,3,4,0,2,2,11.57050527,0.677751172,2
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,4,1,1,7,6,10.98832264,0.62970611,1.3
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,5,4,16,0,3,11.68589308,0.589098641,2.3
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,6,2,6,0,1,4.312084535,0.479121115,1.4
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,7,4,10,2,2,12.4479709,0.796423107,4.9
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,8,2,14,3,2,14.26369465,1.591170477,4.4
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,9,1,6,3,3,6.459783161,0.410673708,2.5
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,10,2,9,0,2,7.987803917,0.486513446,3.7
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,11,1,9,3,2,1.13458161,0.246552339,0.7
56,20140619,SAL,1,56_20140619_1_SAL,FALSE,FALSE,12,4,0,4,0,14.21126837,1.037442017,4.2
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,1,2,12,0,3,5.490913128,0.452149052,1.5
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,2,1,4,0,3,10.70898246,0.737977667,4.7
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,3,4,62,0,1,5.355569171,0.438930606,2.4
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,4,1,24,0,4,3.150996775,0.340881288,1.5
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,5,4,6,0,3,6.13376008,0.536228306,3.4
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,6,2,0,0,1,9.162819592,1.343590707,3
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,7,4,11,0,4,6.555447764,1.209281405,4.5
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,8,2,7,4,9,11.53647089,0.704013985,1.4
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,9,1,4,3,5,10.92710387,1.029914097,4.3
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,10,2,10,6,5,14.44016267,0.853397459,3.2
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,11,1,9,9,5,8.776726285,0.66886286,2.2
57,20140618,SAL,1,57_20140618_1_SAL,TRUE,FALSE,12,4,10,0,1,9.150792621,1.415585988,1.7
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,1,2,2,3,5,18.83826653,1.232955625,1
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,2,1,3,3,6,22.81706018,1.055335827,2.6
