day,session,room,Subj,Feeding,Amph,bin5mins,activity,bin10mins,bin15mins,bin20mins,bin30mins,bin60mins
1,1,53,3,Food Dep,2.5,1,1392.603523,1,1,1,1,1
1,1,53,3,Food Dep,2.5,2,1266.274669,1,1,1,1,1
1,1,53,3,Food Dep,2.5,3,1471.858895,2,1,1,1,1
1,1,53,3,Food Dep,2.5,4,1970.226137,2,2,1,1,1
1,1,53,3,Food Dep,2.5,5,2286.903702,3,2,2,1,1
1,1,53,3,Food Dep,2.5,6,2893.197831,3,2,2,1,1
1,1,53,3,Food Dep,2.5,7,3523.486058,4,3,2,2,1
1,1,53,3,Food Dep,2.5,8,3439.346305,4,3,2,2,1
1,1,53,3,Food Dep,2.5,9,3429.350771,5,3,3,2,1
1,1,53,3,Food Dep,2.5,10,4102.604511,5,4,3,2,1
1,1,53,3,Food Dep,2.5,11,4198.311314,6,4,3,2,1
1,1,53,3,Food Dep,2.5,12,4160.702998,6,4,3,2,1
1,1,53,3,Food Dep,2.5,13,4166.244946,7,5,4,3,2
1,1,53,3,Food Dep,2.5,14,4349.268179,7,5,4,3,2
1,1,53,3,Food Dep,2.5,15,3944.562798,8,5,4,3,2
1,1,53,3,Food Dep,2.5,16,3654.712293,8,6,4,3,2
1,1,53,3,Food Dep,2.5,17,3390.380358,9,6,5,3,2
1,1,53,3,Food Dep,2.5,18,3247.303476,9,6,5,3,2
1,1,53,3,Food Dep,2.5,19,3499.52593,10,7,5,4,2
1,1,53,3,Food Dep,2.5,20,2875.449477,10,7,5,4,2
1,1,53,3,Food Dep,2.5,21,2791.860124,11,7,6,4,2
1,1,53,3,Food Dep,2.5,22,2476.905075,11,8,6,4,2
1,1,53,3,Food Dep,2.5,23,1871.845314,12,8,6,4,2
1,1,53,3,Food Dep,2.5,24,1424.524508,12,8,6,4,2
1,1,53,4,Food Dep,2.5,-11,1478.225348,-5,-3,-2,-1,-0
1,1,53,4,Food Dep,2.5,-10,1024.118795,-5,-3,-2,-1,-0
1,1,53,4,Food Dep,2.5,-9,676.1753,-4,-3,-2,-1,-0
1,1,53,4,Food Dep,2.5,-8,450.733969,-4,-2,-2,-1,-0
1,1,53,4,Food Dep,2.5,-7,946.08218,-3,-2,-1,-1,-0
1,1,53,4,Food Dep,2.5,-6,526.714376,-3,-2,-1,-1,-0
1,1,53,4,Food Dep,2.5,-5,655.632263,-2,-1,-1,-0,-0
1,1,53,4,Food Dep,2.5,-4,193.443478,-2,-1,-1,-0,-0
1,1,53,4,Food Dep,2.5,-3,470.780551,-1,-1,-0,-0,-0
1,1,53,4,Food Dep,2.5,-2,641.683289,-1,-0,-0,-0,-0
1,1,53,4,Food Dep,2.5,-1,699.756726,-0,-0,-0,-0,-0
1,1,53,4,Food Dep,2.5,0,209.818606,0,0,0,0,0
1,1,53,4,Food Dep,2.5,1,568.037755,1,1,1,1,1
1,1,53,4,Food Dep,2.5,2,1237.330792,1,1,1,1,1
1,1,53,4,Food Dep,2.5,3,1226.190707,2,1,1,1,1
1,1,53,4,Food Dep,2.5,4,1235.719718,2,2,1,1,1
1,1,53,4,Food Dep,2.5,5,1554.905611,3,2,2,1,1
1,1,53,4,Food Dep,2.5,6,2054.152252,3,2,2,1,1
1,1,53,4,Food Dep,2.5,7,3154.452052,4,3,2,2,1
1,1,53,4,Food Dep,2.5,8,3307.390058,4,3,2,2,1
1,1,53,4,Food Dep,2.5,9,3937.444268,5,3,3,2,1
1,1,53,4,Food Dep,2.5,10,3615.976803,5,4,3,2,1
1,1,53,4,Food Dep,2.5,11,3971.874379,6,4,3,2,1
1,1,53,4,Food Dep,2.5,12,3673.844768,6,4,3,2,1
1,1,53,4,Food Dep,2.5,13,3576.409982,7,5,4,3,2
1,1,53,4,Food Dep,2.5,14,3175.189888,7,5,4,3,2
1,1,53,4,Food Dep,2.5,15,3417.728949,8,5,4,3,2
1,1,53,4,Food Dep,2.5,16,3286.255872,8,6,4,3,2
1,1,53,4,Food Dep,2.5,17,3472.495143,9,6,5,3,2
1,1,53,4,Food Dep,2.5,18,3663.082351,9,6,5,3,2
1,1,53,4,Food Dep,2.5,19,3631.304705,10,7,5,4,2
1,1,53,4,Food Dep,2.5,20,3593.464364,10,7,5,4,2
1,1,53,4,Food Dep,2.5,21,3318.463795,11,7,6,4,2
1,1,53,4,Food Dep,2.5,22,2561.887428,11,8,6,4,2
1,1,53,4,Food Dep,2.5,23,2554.615202,12,8,6,4,2
1,1,53,4,Food Dep,2.5,24,2706.982019,12,8,6,4,2
1,1,53,5,Food Dep,1,-11,1484.196557,-5,-3,-2,-1,-0
1,1,53,5,Food Dep,1,-10,1413.345205,-5,-3,-2,-1,-0
1,1,53,5,Food Dep,1,-9,714.219882,-4,-3,-2,-1,-0
1,1,53,5,Food Dep,1,-8,565.593962,-4,-2,-2,-1,-0
1,1,53,5,Food Dep,1,-7,599.196551,-3,-2,-1,-1,-0
1,1,53,5,Food Dep,1,-6,825.916711,-3,-2,-1,-1,-0
1,1,53,5,Food Dep,1,-5,659.330792,-2,-1,-1,-0,-0
1,1,53,5,Food Dep,1,-4,375.190107,-2,-1,-1,-0,-0
1,1,53,5,Food Dep,1,-3,233.297249,-1,-1,-0,-0,-0
1,1,53,5,Food Dep,1,-2,350.154828,-1,-0,-0,-0,-0
1,1,53,5,Food Dep,1,-1,973.713425,-0,-0,-0,-0,-0
1,1,53,5,Food Dep,1,0,575.440734,0,0,0,0,0
1,1,53,5,Food Dep,1,1,449.138542,1,1,1,1,1
1,1,53,5,Food Dep,1,2,745.966847,1,1,1,1,1
1,1,53,5,Food Dep,1,3,806.987493,2,1,1,1,1
1,1,53,5,Food Dep,1,4,1096.992129,2,2,1,1,1
1,1,53,5,Food Dep,1,5,1359.891024,3,2,2,1,1
1,1,53,5,Food Dep,1,6,1467.705402,3,2,2,1,1
1,1,53,5,Food Dep,1,7,1514.679349,4,3,2,2,1
1,1,53,5,Food Dep,1,8,1383.103482,4,3,2,2,1
1,1,53,5,Food Dep,1,9,1761.211242,5,3,3,2,1
1,1,53,5,Food Dep,1,10,1873.5307,5,4,3,2,1
1,1,53,5,Food Dep,1,11,1748.763213,6,4,3,2,1
1,1,53,5,Food Dep,1,12,1694.992942,6,4,3,2,1
1,1,53,5,Food Dep,1,13,1462.268085,7,5,4,3,2
1,1,53,5,Food Dep,1,14,1391.206277,7,5,4,3,2
1,1,53,5,Food Dep,1,15,1133.182962,8,5,4,3,2
1,1,53,5,Food Dep,1,16,1480.982759,8,6,4,3,2
1,1,53,5,Food Dep,1,17,1405.02936,9,6,5,3,2
1,1,53,5,Food Dep,1,18,1362.196867,9,6,5,3,2
1,1,53,5,Food Dep,1,19,1376.545615,10,7,5,4,2
1,1,53,5,Food Dep,1,20,1433.430727,10,7,5,4,2
1,1,53,5,Food Dep,1,21,1119.949869,11,7,6,4,2
1,1,53,5,Food Dep,1,22,1292.885419,11,8,6,4,2
1,1,53,5,Food Dep,1,23,1402.635975,12,8,6,4,2
1,1,53,5,Food Dep,1,24,991.311937,12,8,6,4,2
1,1,53,6,Food Dep,1,-11,1911.099192,-5,-3,-2,-1,-0
1,1,53,6,Food Dep,1,-10,1413.347733,-5,-3,-2,-1,-0
1,1,53,6,Food Dep,1,-9,864.47163,-4,-3,-2,-1,-0
1,1,53,6,Food Dep,1,-8,572.044087,-4,-2,-2,-1,-0
1,1,53,6,Food Dep,1,-7,333.921819,-3,-2,-1,-1,-0
1,1,53,6,Food Dep,1,-6,266.703641,-3,-2,-1,-1,-0
1,1,53,6,Food Dep,1,-5,1045.443806,-2,-1,-1,-0,-0
1,1,53,6,Food Dep,1,-4,752.042475,-2,-1,-1,-0,-0
1,1,53,6,Food Dep,1,-3,229.187896,-1,-1,-0,-0,-0
1,1,53,6,Food Dep,1,-2,368.73129,-1,-0,-0,-0,-0
1,1,53,6,Food Dep,1,-1,421.741609,-0,-0,-0,-0,-0
1,1,53,6,Food Dep,1,0,418.658745,0,0,0,0,0
1,1,53,6,Food Dep,1,1,421.982563,1,1,1,1,1
1,1,53,6,Food Dep,1,2,712.149649,1,1,1,1,1
1,1,53,6,Food Dep,1,3,1349.137973,2,1,1,1,1
1,1,53,6,Food Dep,1,4,1583.317548,2,2,1,1,1
1,1,53,6,Food Dep,1,5,1292.923803,3,2,2,1,1
1,1,53,6,Food Dep,1,6,1361.442146,3,2,2,1,1
1,1,53,6,Food Dep,1,7,1429.651935,4,3,2,2,1
1,1,53,6,Food Dep,1,8,1285.977865,4,3,2,2,1
1,1,53,6,Food Dep,1,9,1333.731268,5,3,3,2,1
1,1,53,6,Food Dep,1,10,1232.435591,5,4,3,2,1
1,1,53,6,Food Dep,1,11,1088.538809,6,4,3,2,1
1,1,53,6,Food Dep,1,12,1215.100848,6,4,3,2,1
1,1,53,6,Food Dep,1,13,1049.094831,7,5,4,3,2
1,1,53,6,Food Dep,1,14,1078.292295,7,5,4,3,2
1,1,53,6,Food Dep,1,15,1099.128121,8,5,4,3,2
1,1,53,6,Food Dep,1,16,1026.223448,8,6,4,3,2
1,1,53,6,Food Dep,1,17,1174.868347,9,6,5,3,2
1,1,53,6,Food Dep,1,18,973.717552,9,6,5,3,2
1,1,53,6,Food Dep,1,19,1022.437597,10,7,5,4,2
1,1,53,6,Food Dep,1,20,955.980876,10,7,5,4,2
1,1,53,6,Food Dep,1,21,973.625516,11,7,6,4,2
1,1,53,6,Food Dep,1,22,988.682207,11,8,6,4,2
1,1,53,6,Food Dep,1,23,817.039569,12,8,6,4,2
1,1,53,6,Food Dep,1,24,1366.092275,12,8,6,4,2
1,1,53,7,Food Dep,0,-11,1636.335977,-5,-3,-2,-1,-0
1,1,53,7,Food Dep,0,-10,835.233682,-5,-3,-2,-1,-0
1,1,53,7,Food Dep,0,-9,229.681504,-4,-3,-2,-1,-0
1,1,53,7,Food Dep,0,-8,591.407478,-4,-2,-2,-1,-0
1,1,53,7,Food Dep,0,-7,313.918651,-3,-2,-1,-1,-0
1,1,53,7,Food Dep,0,-6,166.413414,-3,-2,-1,-1,-0
1,1,53,7,Food Dep,0,-5,161.778298,-2,-1,-1,-0,-0
1,1,53,7,Food Dep,0,-4,141.553215,-2,-1,-1,-0,-0
1,1,53,7,Food Dep,0,-3,407.042878,-1,-1,-0,-0,-0
1,1,53,7,Food Dep,0,-2,807.058402,-1,-0,-0,-0,-0
1,1,53,7,Food Dep,0,-1,631.22896,-0,-0,-0,-0,-0
1,1,53,7,Food Dep,0,0,783.759492,0,0,0,0,0
1,1,53,7,Food Dep,0,1,567.543784,1,1,1,1,1
1,1,53,7,Food Dep,0,2,202.745573,1,1,1,1,1
1,1,53,7,Food Dep,0,3,160.910623,2,1,1,1,1
1,1,53,7,Food Dep,0,4,653.439818,2,2,1,1,1
1,1,53,7,Food Dep,0,5,411.931009,3,2,2,1,1
1,1,53,7,Food Dep,0,6,129.078083,3,2,2,1,1
1,1,53,7,Food Dep,0,7,140.629241,4,3,2,2,1
1,1,53,7,Food Dep,0,8,195.456305,4,3,2,2,1
1,1,53,7,Food Dep,0,9,442.718972,5,3,3,2,1
1,1,53,7,Food Dep,0,10,527.934624,5,4,3,2,1
1,1,53,7,Food Dep,0,11,138.67296,6,4,3,2,1
1,1,53,7,Food Dep,0,12,140.895591,6,4,3,2,1
1,1,53,7,Food Dep,0,13,632.460247,7,5,4,3,2
1,1,53,7,Food Dep,0,14,171.24777,7,5,4,3,2
1,1,53,7,Food Dep,0,15,716.200622,8,5,4,3,2
1,1,53,7,Food Dep,0,16,415.180827,8,6,4,3,2
1,1,53,7,Food Dep,0,17,702.668993,9,6,5,3,2
1,1,53,7,Food Dep,0,18,582.492131,9,6,5,3,2
1,1,53,7,Food Dep,0,19,556.025289,10,7,5,4,2
1,1,53,7,Food Dep,0,20,218.244355,10,7,5,4,2
1,1,53,7,Food Dep,0,21,167.249277,11,7,6,4,2
1,1,53,7,Food Dep,0,22,166.206147,11,8,6,4,2
1,1,53,7,Food Dep,0,23,312.302296,12,8,6,4,2
1,1,53,7,Food Dep,0,24,438.709087,12,8,6,4,2
1,1,57,57,Ad Lib,0,-11,1475.662356,-5,-3,-2,-1,-0
1,1,57,57,Ad Lib,0,-10,948.570824,-5,-3,-2,-1,-0
1,1,57,57,Ad Lib,0,-9,950.762956,-4,-3,-2,-1,-0
1,1,57,57,Ad Lib,0,-8,562.885922,-4,-2,-2,-1,-0
1,1,57,57,Ad Lib,0,-7,519.788077,-3,-2,-1,-1,-0
1,1,57,57,Ad Lib,0,-6,524.861609,-3,-2,-1,-1,-0
1,1,57,57,Ad Lib,0,-5,940.91204,-2,-1,-1,-0,-0
1,1,57,57,Ad Lib,0,-4,611.111479,-2,-1,-1,-0,-0
1,1,57,57,Ad Lib,0,-3,185.308135,-1,-1,-0,-0,-0
1,1,57,57,Ad Lib,0,-2,650.187452,-1,-0,-0,-0,-0
1,1,57,57,Ad Lib,0,-1,359.973645,-0,-0,-0,-0,-0
1,1,57,57,Ad Lib,0,0,344.581235,0,0,0,0,0
1,1,57,57,Ad Lib,0,1,116.108745,1,1,1,1,1
1,1,57,57,Ad Lib,0,2,32.236238,1,1,1,1,1
1,1,57,57,Ad Lib,0,3,569.242368,2,1,1,1,1
1,1,57,57,Ad Lib,0,4,668.708833,2,2,1,1,1
1,1,57,57,Ad Lib,0,5,397.05393,3,2,2,1,1
1,1,57,57,Ad Lib,0,6,373.011022,3,2,2,1,1
1,1,57,57,Ad Lib,0,7,81.458408,4,3,2,2,1
1,1,57,57,Ad Lib,0,8,120.079085,4,3,2,2,1
1,1,57,57,Ad Lib,0,9,36.270986,5,3,3,2,1
1,1,57,57,Ad Lib,0,10,18.457236,5,4,3,2,1
1,1,57,57,Ad Lib,0,11,31.134447,6,4,3,2,1
1,1,57,57,Ad Lib,0,12,14.776308,6,4,3,2,1
1,1,57,57,Ad Lib,0,13,88.001149,7,5,4,3,2
1,1,57,57,Ad Lib,0,14,32.803109,7,5,4,3,2
1,1,57,57,Ad Lib,0,15,36.066955,8,5,4,3,2
1,1,57,57,Ad Lib,0,16,427.726586,8,6,4,3,2
1,1,57,57,Ad Lib,0,17,62.586769,9,6,5,3,2
1,1,57,57,Ad Lib,0,18,25.407132,9,6,5,3,2
1,1,57,57,Ad Lib,0,19,36.234382,10,7,5,4,2
1,1,57,57,Ad Lib,0,20,8.954611,10,7,5,4,2
1,1,57,57,Ad Lib,0,21,29.728227,11,7,6,4,2
1,1,57,57,Ad Lib,0,22,13.268627,11,8,6,4,2
1,1,57,57,Ad Lib,0,23,15.025347,12,8,6,4,2
1,1,57,57,Ad Lib,0,24,NA,12,8,6,4,2
1,1,57,58,Ad Lib,1,-11,1262.591231,-5,-3,-2,-1,-0
1,1,57,58,Ad Lib,1,-10,960.819472,-5,-3,-2,-1,-0
1,1,57,58,Ad Lib,1,-9,704.445714,-4,-3,-2,-1,-0
1,1,57,58,Ad Lib,1,-8,468.550242,-4,-2,-2,-1,-0
1,1,57,58,Ad Lib,1,-7,155.527611,-3,-2,-1,-1,-0
1,1,57,58,Ad Lib,1,-6,14.094962,-3,-2,-1,-1,-0
1,1,57,58,Ad Lib,1,-5,12.736236,-2,-1,-1,-0,-0
1,1,57,58,Ad Lib,1,-4,14.352422,-2,-1,-1,-0,-0
1,1,57,58,Ad Lib,1,-3,352.38999,-1,-1,-0,-0,-0
1,1,57,58,Ad Lib,1,-2,661.607784,-1,-0,-0,-0,-0
1,1,57,58,Ad Lib,1,-1,342.85019,-0,-0,-0,-0,-0
1,1,57,58,Ad Lib,1,0,21.647268,0,0,0,0,0
1,1,57,58,Ad Lib,1,1,808.919531,1,1,1,1,1
1,1,57,58,Ad Lib,1,2,826.831124,1,1,1,1,1
1,1,57,58,Ad Lib,1,3,823.992435,2,1,1,1,1
1,1,57,58,Ad Lib,1,4,986.433345,2,2,1,1,1
1,1,57,58,Ad Lib,1,5,1031.303375,3,2,2,1,1
1,1,57,58,Ad Lib,1,6,1025.728023,3,2,2,1,1
1,1,57,58,Ad Lib,1,7,1019.994373,4,3,2,2,1
1,1,57,58,Ad Lib,1,8,1082.436391,4,3,2,2,1
1,1,57,58,Ad Lib,1,9,890.462051,5,3,3,2,1
1,1,57,58,Ad Lib,1,10,1093.436173,5,4,3,2,1
1,1,57,58,Ad Lib,1,11,722.880268,6,4,3,2,1
1,1,57,58,Ad Lib,1,12,992.367243,6,4,3,2,1
1,1,57,58,Ad Lib,1,13,791.422669,7,5,4,3,2
1,1,57,58,Ad Lib,1,14,901.549531,7,5,4,3,2
1,1,57,58,Ad Lib,1,15,719.590833,8,5,4,3,2
1,1,57,58,Ad Lib,1,16,858.266167,8,6,4,3,2
1,1,57,58,Ad Lib,1,17,850.257744,9,6,5,3,2
1,1,57,58,Ad Lib,1,18,567.678307,9,6,5,3,2
1,1,57,58,Ad Lib,1,19,590.248678,10,7,5,4,2
1,1,57,58,Ad Lib,1,20,530.225638,10,7,5,4,2
1,1,57,58,Ad Lib,1,21,402.939876,11,7,6,4,2
1,1,57,58,Ad Lib,1,22,377.715074,11,8,6,4,2
1,1,57,58,Ad Lib,1,23,478.871349,12,8,6,4,2
1,1,57,58,Ad Lib,1,24,NA,12,8,6,4,2
1,1,57,59,Ad Lib,1,-11,1434.062968,-5,-3,-2,-1,-0
1,1,57,59,Ad Lib,1,-10,481.010102,-5,-3,-2,-1,-0
1,1,57,59,Ad Lib,1,-9,633.256581,-4,-3,-2,-1,-0
1,1,57,59,Ad Lib,1,-8,413.085143,-4,-2,-2,-1,-0
1,1,57,59,Ad Lib,1,-7,274.611986,-3,-2,-1,-1,-0
1,1,57,59,Ad Lib,1,-6,309.790504,-3,-2,-1,-1,-0
1,1,57,59,Ad Lib,1,-5,60.390365,-2,-1,-1,-0,-0
1,1,57,59,Ad Lib,1,-4,17.497725,-2,-1,-1,-0,-0
1,1,57,59,Ad Lib,1,-3,9.014491,-1,-1,-0,-0,-0
1,1,57,59,Ad Lib,1,-2,236.460819,-1,-0,-0,-0,-0
1,1,57,59,Ad Lib,1,-1,732.315819,-0,-0,-0,-0,-0
1,1,57,59,Ad Lib,1,0,247.215799,0,0,0,0,0
1,1,57,59,Ad Lib,1,1,71.529225,1,1,1,1,1
1,1,57,59,Ad Lib,1,2,491.86149,1,1,1,1,1
1,1,57,59,Ad Lib,1,3,492.080336,2,1,1,1,1
1,1,57,59,Ad Lib,1,4,351.553452,2,2,1,1,1
1,1,57,59,Ad Lib,1,5,555.449856,3,2,2,1,1
1,1,57,59,Ad Lib,1,6,465.735578,3,2,2,1,1
1,1,57,59,Ad Lib,1,7,633.537374,4,3,2,2,1
1,1,57,59,Ad Lib,1,8,735.576912,4,3,2,2,1
1,1,57,59,Ad Lib,1,9,176.19637,5,3,3,2,1
1,1,57,59,Ad Lib,1,10,346.115903,5,4,3,2,1
1,1,57,59,Ad Lib,1,11,414.24223,6,4,3,2,1
1,1,57,59,Ad Lib,1,12,224.349676,6,4,3,2,1
1,1,57,59,Ad Lib,1,13,322.752169,7,5,4,3,2
1,1,57,59,Ad Lib,1,14,656.130489,7,5,4,3,2
1,1,57,59,Ad Lib,1,15,509.885624,8,5,4,3,2
1,1,57,59,Ad Lib,1,16,182.570373,8,6,4,3,2
1,1,57,59,Ad Lib,1,17,457.29596,9,6,5,3,2
1,1,57,59,Ad Lib,1,18,214.65773,9,6,5,3,2
1,1,57,59,Ad Lib,1,19,17.30998,10,7,5,4,2
1,1,57,59,Ad Lib,1,20,10.378047,10,7,5,4,2
1,1,57,59,Ad Lib,1,21,502.612041,11,7,6,4,2
1,1,57,59,Ad Lib,1,22,839.938822,11,8,6,4,2
1,1,57,59,Ad Lib,1,23,620.070112,12,8,6,4,2
1,1,57,59,Ad Lib,1,24,NA,12,8,6,4,2
1,1,57,60,Ad Lib,2.5,-11,1087.217202,-5,-3,-2,-1,-0
1,1,57,60,Ad Lib,2.5,-10,665.115755,-5,-3,-2,-1,-0
1,1,57,60,Ad Lib,2.5,-9,409.46825,-4,-3,-2,-1,-0
1,1,57,60,Ad Lib,2.5,-8,50.554907,-4,-2,-2,-1,-0
1,1,57,60,Ad Lib,2.5,-7,39.045239,-3,-2,-1,-1,-0
1,1,57,60,Ad Lib,2.5,-6,12.972033,-3,-2,-1,-1,-0
1,1,57,60,Ad Lib,2.5,-5,16.676608,-2,-1,-1,-0,-0
1,1,57,60,Ad Lib,2.5,-4,9.912407,-2,-1,-1,-0,-0
1,1,57,60,Ad Lib,2.5,-3,563.058733,-1,-1,-0,-0,-0
1,1,57,60,Ad Lib,2.5,-2,238.785854,-1,-0,-0,-0,-0
1,1,57,60,Ad Lib,2.5,-1,146.645561,-0,-0,-0,-0,-0
1,1,57,60,Ad Lib,2.5,0,25.832138,0,0,0,0,0
1,1,57,60,Ad Lib,2.5,1,793.371335,1,1,1,1,1
1,1,57,60,Ad Lib,2.5,2,809.751368,1,1,1,1,1
1,1,57,60,Ad Lib,2.5,3,622.151088,2,1,1,1,1
1,1,57,60,Ad Lib,2.5,4,919.331483,2,2,1,1,1
1,1,57,60,Ad Lib,2.5,5,1099.009104,3,2,2,1,1
1,1,57,60,Ad Lib,2.5,6,1523.039096,3,2,2,1,1
1,1,57,60,Ad Lib,2.5,7,1661.957691,4,3,2,2,1
1,1,57,60,Ad Lib,2.5,8,1933.769036,4,3,2,2,1
1,1,57,60,Ad Lib,2.5,9,2209.387164,5,3,3,2,1
1,1,57,60,Ad Lib,2.5,10,2093.442441,5,4,3,2,1
1,1,57,60,Ad Lib,2.5,11,2155.257107,6,4,3,2,1
1,1,57,60,Ad Lib,2.5,12,1999.94556,6,4,3,2,1
1,1,57,60,Ad Lib,2.5,13,1955.7137,7,5,4,3,2
1,1,57,60,Ad Lib,2.5,14,1855.69224,7,5,4,3,2
1,1,57,60,Ad Lib,2.5,15,2200.164983,8,5,4,3,2
1,1,57,60,Ad Lib,2.5,16,2038.160319,8,6,4,3,2
1,1,57,60,Ad Lib,2.5,17,2084.260453,9,6,5,3,2
1,1,57,60,Ad Lib,2.5,18,2110.000501,9,6,5,3,2
1,1,57,60,Ad Lib,2.5,19,2108.651563,10,7,5,4,2
1,1,57,60,Ad Lib,2.5,20,1921.05009,10,7,5,4,2
1,1,57,60,Ad Lib,2.5,21,2056.689178,11,7,6,4,2
1,1,57,60,Ad Lib,2.5,22,1902.424106,11,8,6,4,2
1,1,57,60,Ad Lib,2.5,23,1747.231376,12,8,6,4,2
1,1,57,60,Ad Lib,2.5,24,NA,12,8,6,4,2
1,1,57,61,Ad Lib,2.5,-11,1247.123707,-5,-3,-2,-1,-0
1,1,57,61,Ad Lib,2.5,-10,1035.620508,-5,-3,-2,-1,-0
1,1,57,61,Ad Lib,2.5,-9,696.192598,-4,-3,-2,-1,-0
1,1,57,61,Ad Lib,2.5,-8,634.291739,-4,-2,-2,-1,-0
1,1,57,61,Ad Lib,2.5,-7,548.117537,-3,-2,-1,-1,-0
1,1,57,61,Ad Lib,2.5,-6,539.604584,-3,-2,-1,-1,-0
1,1,57,61,Ad Lib,2.5,-5,92.481586,-2,-1,-1,-0,-0
1,1,57,61,Ad Lib,2.5,-4,52.108035,-2,-1,-1,-0,-0
1,1,57,61,Ad Lib,2.5,-3,8.849468,-1,-1,-0,-0,-0
1,1,57,61,Ad Lib,2.5,-2,9.021565,-1,-0,-0,-0,-0
1,1,57,61,Ad Lib,2.5,-1,18.236198,-0,-0,-0,-0,-0
1,1,57,61,Ad Lib,2.5,0,15.963283,0,0,0,0,0
1,1,57,61,Ad Lib,2.5,1,596.327912,1,1,1,1,1
1,1,57,61,Ad Lib,2.5,2,708.443637,1,1,1,1,1
1,1,57,61,Ad Lib,2.5,3,741.762585,2,1,1,1,1
1,1,57,61,Ad Lib,2.5,4,1014.610568,2,2,1,1,1
1,1,57,61,Ad Lib,2.5,5,1400.557331,3,2,2,1,1
1,1,57,61,Ad Lib,2.5,6,1773.420081,3,2,2,1,1
1,1,57,61,Ad Lib,2.5,7,1729.831794,4,3,2,2,1
1,1,57,61,Ad Lib,2.5,8,1842.671686,4,3,2,2,1
1,1,57,61,Ad Lib,2.5,9,1784.22986,5,3,3,2,1
1,1,57,61,Ad Lib,2.5,10,1742.955267,5,4,3,2,1
1,1,57,61,Ad Lib,2.5,11,1870.287447,6,4,3,2,1
1,1,57,61,Ad Lib,2.5,12,1703.136908,6,4,3,2,1
1,1,57,61,Ad Lib,2.5,13,1478.775821,7,5,4,3,2
1,1,57,61,Ad Lib,2.5,14,1359.381148,7,5,4,3,2
1,1,57,61,Ad Lib,2.5,15,1340.477957,8,5,4,3,2
1,1,57,61,Ad Lib,2.5,16,1306.524766,8,6,4,3,2
1,1,57,61,Ad Lib,2.5,17,1103.825466,9,6,5,3,2
1,1,57,61,Ad Lib,2.5,18,1314.754003,9,6,5,3,2
1,1,57,61,Ad Lib,2.5,19,1190.209074,10,7,5,4,2
1,1,57,61,Ad Lib,2.5,20,943.822416,10,7,5,4,2
1,1,57,61,Ad Lib,2.5,21,506.792742,11,7,6,4,2
1,1,57,61,Ad Lib,2.5,22,806.716533,11,8,6,4,2
1,1,57,61,Ad Lib,2.5,23,533.843468,12,8,6,4,2
1,1,57,61,Ad Lib,2.5,24,NA,12,8,6,4,2
1,1,57,62,Ad Lib,5,-11,1014.251992,-5,-3,-2,-1,-0
1,1,57,62,Ad Lib,5,-10,904.435801,-5,-3,-2,-1,-0
1,1,57,62,Ad Lib,5,-9,282.475947,-4,-3,-2,-1,-0
1,1,57,62,Ad Lib,5,-8,475.468137,-4,-2,-2,-1,-0
1,1,57,62,Ad Lib,5,-7,526.191974,-3,-2,-1,-1,-0
1,1,57,62,Ad Lib,5,-6,182.169795,-3,-2,-1,-1,-0
1,1,57,62,Ad Lib,5,-5,56.157266,-2,-1,-1,-0,-0
1,1,57,62,Ad Lib,5,-4,13.302132,-2,-1,-1,-0,-0
1,1,57,62,Ad Lib,5,-3,14.929675,-1,-1,-0,-0,-0
1,1,57,62,Ad Lib,5,-2,18.666878,-1,-0,-0,-0,-0
1,1,57,62,Ad Lib,5,-1,787.126865,-0,-0,-0,-0,-0
1,1,57,62,Ad Lib,5,0,507.021832,0,0,0,0,0
1,1,57,62,Ad Lib,5,1,786.623765,1,1,1,1,1
1,1,57,62,Ad Lib,5,2,770.785527,1,1,1,1,1
1,1,57,62,Ad Lib,5,3,845.196784,2,1,1,1,1
1,1,57,62,Ad Lib,5,4,1371.824385,2,2,1,1,1
1,1,57,62,Ad Lib,5,5,1896.438945,3,2,2,1,1
1,1,57,62,Ad Lib,5,6,1352.773259,3,2,2,1,1
1,1,57,62,Ad Lib,5,7,1392.887993,4,3,2,2,1
1,1,57,62,Ad Lib,5,8,1517.727919,4,3,2,2,1
1,1,57,62,Ad Lib,5,9,1223.286683,5,3,3,2,1
1,1,57,62,Ad Lib,5,10,1162.293575,5,4,3,2,1
1,1,57,62,Ad Lib,5,11,1190.588916,6,4,3,2,1
1,1,57,62,Ad Lib,5,12,1261.126627,6,4,3,2,1
1,1,57,62,Ad Lib,5,13,1319.052268,7,5,4,3,2
1,1,57,62,Ad Lib,5,14,1340.86161,7,5,4,3,2
1,1,57,62,Ad Lib,5,15,1462.881914,8,5,4,3,2
1,1,57,62,Ad Lib,5,16,1359.17073,8,6,4,3,2
1,1,57,62,Ad Lib,5,17,1299.922486,9,6,5,3,2
1,1,57,62,Ad Lib,5,18,1334.536576,9,6,5,3,2
1,1,57,62,Ad Lib,5,19,936.125753,10,7,5,4,2
1,1,57,62,Ad Lib,5,20,946.260704,10,7,5,4,2
1,1,57,62,Ad Lib,5,21,589.238376,11,7,6,4,2
1,1,57,62,Ad Lib,5,22,720.967714,11,8,6,4,2
1,1,57,62,Ad Lib,5,23,575.007299,12,8,6,4,2
