folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,1,134.54,194.54,4,1.48000000000002,0,0,0,0,0,0,0,0,1,2,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,2,194.54,254.54,0,0,1,5.90000000000001,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,3,254.54,314.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,4,314.54,374.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,5,374.54,434.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,6,434.54,494.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,7,494.54,554.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,8,554.54,614.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,9,614.54,674.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,10,674.54,734.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P71,CRFRepeatTest5P71_Rat35.csv,35____,71,13,1,C,Marios,305,11,734.54,794.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
