folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,1,162.64,222.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,2,222.64,282.64,0,0,2,0.759999999999991,0,0,0,0,0,0,0,0,1,1.99999999999997,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,3,282.64,342.64,0,0,2,1.75999999999999,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,4,342.64,402.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,5,402.64,462.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,6,462.64,522.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,7,522.64,582.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,8,582.64,642.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,9,642.64,702.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,10,702.64,762.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,11,762.64,822.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,12,822.64,882.64,0,0,1,2.06000000000006,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,13,882.64,942.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,14,942.64,1002.64,0,0,1,0.879999999999996,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,15,1002.64,1062.64,0,0,1,2.53999999999996,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,16,1062.64,1122.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,17,1122.64,1182.64,0,0,1,0.779999999999973,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,18,1182.64,1242.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,19,1242.64,1302.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,20,1302.64,1362.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,21,1362.64,1422.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,22,1422.64,1482.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,23,1482.64,1542.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,24,1542.64,1602.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,25,1602.64,1662.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,26,1662.64,1722.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,27,1722.64,1782.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,28,1782.64,1842.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,29,1842.64,1902.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P74,CRFRepeatTest5P74_Rat11.csv,11____,74,2,1,C,Marios,305,30,1902.64,1962.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
