folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,1,377.14,437.14,1,0.519999999999982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,2,437.14,497.14,0,0,2,1.43999999999994,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,3,497.14,557.14,4,3.53999999999996,0,0,0,0,0,0,1,2,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,4,557.14,617.14,1,1.89999999999998,0,0,0,0,0,0,1,2,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,5,617.14,677.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,6,677.14,737.14,1,0.220000000000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,7,737.14,797.14,1,1.83999999999992,0,0,0,0,0,0,1,2,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,8,797.14,857.14,1,0.219999999999914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,9,857.14,917.14,2,3.34000000000003,4,3.60000000000002,0,0,0,0,1,2,0,0,2,4,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,10,917.14,977.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,11,977.14,1037.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest5_Day26,CRFRepeatTest5P65,CRFRepeatTest5P65_Rat15.csv,15____,65,1,1,C,Marios,306,12,1037.14,1097.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
