folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Period,state_ID,CS_name,Stage,Day
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,2,1032,9,0,0,0,0,0,0,0,0,A,Pre,PreCS,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,2,1033,10,0,0,0,0,0,0,0,0,A,Pre,PreCS,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,3,1034,1,0,0,0,0,0,0,0,0,A,CS,Click,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,3,1035,2,0,0,0,0,0,0,0,0,A,CS,Click,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1036,1,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1037,2,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1038,3,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1039,4,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1040,5,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1041,6,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1042,7,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1043,8,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1044,9,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,5,8,1045,10,0,0,0,0,0,0,0,0,A,Post,Pelletx3,A+++/---,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1280,1,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1281,2,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1282,3,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1283,4,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1284,5,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1285,6,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1286,7,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1287,8,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1288,9,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,2,1289,10,0,0,0,0,0,0,0,0,A,Pre,PreCS,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,4,1290,1,0,0,0,0,0,0,0,0,A,CS,Noise,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,4,1291,2,0,0,0,0,0,0,0,0,A,CS,Noise,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1292,1,0,0,0,0,1,0.440000000000055,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1293,2,0,0,0,0,0,1,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1294,3,0,0,0,0,0,1,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1295,4,0,0,0,0,0,1,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1296,5,0,0,0,0,0,1,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1297,6,0,0,0,0,0,0.0999999999999091,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1298,7,0,0,0,0,0,0,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1299,8,0,0,0,0,0,0,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1300,9,0,0,0,0,0,0,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,6,7,1301,10,0,0,0,0,0,0,0,0,A,Post,Pelletx1,B+/-,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1488,1,0,0,0,0,0,0.440000000000055,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1489,2,0,0,0,0,1,0.299999999999955,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1490,3,0,0,0,0,3,0.3599999999999,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1491,4,0,0,0,0,0,0,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1492,5,0,0,0,0,0,0,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1493,6,0,0,0,0,0,0,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1494,7,0,0,0,0,0,0,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1495,8,0,0,0,0,1,0.0399999999999636,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1496,9,0,0,0,0,0,0,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,2,1497,10,0,0,0,0,1,0.3599999999999,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1498,1,0,0,0,0,1,0.480000000000018,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1499,2,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1500,3,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1501,4,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1502,5,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1503,6,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1504,7,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1505,8,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1506,9,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1507,10,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1508,11,0,0,0,0,0,0.0599999999999454,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1509,12,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1510,13,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1511,14,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1512,15,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,5,1513,16,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1514,1,0,0,0,0,1,0.619999999999891,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1515,2,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1516,3,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1517,4,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1518,5,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1519,6,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1520,7,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1521,8,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1522,9,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,7,7,1523,10,0,0,0,0,0,1,0,0,A,Post,Pelletx1,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1646,1,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1647,2,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1648,3,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1649,4,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1650,5,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1651,6,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1652,7,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1653,8,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1654,9,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,2,1655,10,0,0,0,0,0,0,0,0,A,Pre,PreCS,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1656,1,0,0,0,0,1,0.240000000000009,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1657,2,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1658,3,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1659,4,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1660,5,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1661,6,0,0,0,0,0,0.420000000000073,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1662,7,0,0,0,0,0,0,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1663,8,0,0,0,0,1,0.440000000000055,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1664,9,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,6,1665,10,0,0,0,0,0,1,0,0,A,CS,Siren,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1666,1,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1667,2,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1668,3,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1669,4,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1670,5,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1671,6,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1672,7,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1673,8,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1674,9,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,8,8,1675,10,0,0,0,0,0,1,0,0,A,Post,Pelletx3,C+++,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1942,1,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1943,2,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1944,3,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1945,4,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1946,5,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1947,6,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1948,7,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1949,8,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1950,9,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,2,1951,10,0,0,0,0,0,1,0,0,A,Pre,PreCS,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,5,1952,1,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,5,1953,2,0,0,0,0,0,1,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,5,1954,3,0,0,0,0,0,0.0799999999999272,0,0,A,CS,Tone,D+,Stage1,Day1
CRF_Acq_Stage1_Day1,CRFAcqStage1Day1A,CRFAcqStage1Day1A_Rat33.csv,33____,10,6,1,B,Marios,20,9,5,1955,4,0,0,0,0,0,0,0,0,A,CS,Tone,D+,Stage1,Day1
