Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,7,1,38____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,5601,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,5692,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,6322,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,6324,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,6327,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,6347,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,8750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,9250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,9750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,10375,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,10474,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,10548,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,10553,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,10555,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,10558,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,11817,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,11821,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,11828,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,11875,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,14750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,15250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,15750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,18455,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,18459,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,18469,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,18477,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,18480,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,18555,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,20250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,20750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,21250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,21589,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,21595,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,21602,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,21625,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,25104,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,25115,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,26750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,27250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,27750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,29045,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,29049,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,29050,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,29053,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,30444,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,30452,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,30456,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,30470,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,30478,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,30485,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,30486,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,30505,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,31400,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,31900,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,32400,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,36650,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,37150,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,37640,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,37650,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,7,1,38____,37933,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,38503,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,38511,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,38519,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,38528,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,38571,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,38579,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,38896,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,39020,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,39290,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,39302,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,39304,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,7,1,38____,39367,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,7,1,38____,39620,1,0,0,0,0,1,0,0,0,0,0
