Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,12,1,14____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,730,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,733,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,6085,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,6095,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,6097,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,6228,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,7995,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,8034,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,9250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,9750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,10250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,12810,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,12812,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,13465,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,13484,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,13518,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,13522,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,13596,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,13662,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,16500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,16996,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,17000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,17060,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,17500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,20906,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,21172,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,22084,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,22107,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,22110,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,22112,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,22115,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,22217,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,23250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,23513,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,23586,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,23750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,24250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,24283,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,24294,1,0,0,0,0,1,0,0,0,1,0
C,Marios,2,32,12,1,14____,24469,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,24652,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,24817,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,25229,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,25252,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,26875,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,26892,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,26945,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,26967,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,27779,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,27786,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,28957,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,29119,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,29250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,29750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,30250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,30284,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,30290,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,30542,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,30620,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,33912,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,34059,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,34060,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,34195,1,0,0,0,0,1,0,0,0,1,0
C,Marios,2,32,12,1,14____,34203,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,34224,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,34228,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,34512,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,34519,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,34892,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,34923,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,36250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,36750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,37250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,37715,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,37721,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,37727,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,37780,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,38598,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,38683,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,38801,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,38808,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,38812,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,38918,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,39126,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,39145,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,39728,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,39781,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,39874,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,39924,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,40042,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,40111,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,40214,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,40236,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,40900,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,41081,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,41100,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,41400,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,41564,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,41675,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,41765,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,41852,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,41900,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,12,1,14____,41943,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,41949,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,41972,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,42051,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,42115,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,42139,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,42161,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,12,1,14____,42189,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,12,1,14____,42704,1,0,0,0,0,1,0,0,0,0,0
