Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,33,5,1,40____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,5,1,40____,108,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,118,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,126,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,135,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,143,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,209,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,2572,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,2617,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,5750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,5,1,40____,6250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,5,1,40____,6616,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6618,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6638,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6640,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6643,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6645,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6649,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,5,1,40____,6784,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6887,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6890,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6909,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,6940,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,6949,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,7011,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,10250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,5,1,40____,10507,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,10511,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,10529,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,10546,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,10627,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,5,1,40____,10629,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,5,1,40____,10639,2,0,0,0,0,1,0,0,0,0,0
