Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,5,1,34____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,1311,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,1312,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,1315,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,1333,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,4975,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,4980,1,0,0,0,0,1,0,0,0,1,0
C,Marios,2,32,5,1,34____,5172,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,8750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,9156,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,9217,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,9250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,9750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,10862,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,10930,1,0,0,0,0,1,0,0,0,1,0
C,Marios,2,32,5,1,34____,10932,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,12650,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,5,1,34____,12780,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,5,1,34____,14250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,14750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,5,1,34____,15250,3,1,0,0,0,0,0,0,0,0,0
