Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,33,13,1,41____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,2455,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,2532,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,5750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,6250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,6750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,8550,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,8553,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,8596,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,8602,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,8624,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,8629,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,8649,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,8663,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,8665,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,8809,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,10225,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,10321,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,12000,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,12197,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,12199,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,12224,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,12232,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,12235,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,12260,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,12500,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,13000,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,13,1,41____,14070,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,14213,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,13,1,41____,16019,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,13,1,41____,16027,1,0,0,0,0,0,0,0,0,1,0
