Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,33,1,1,15____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,135,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,184,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,8430,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,8434,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,8439,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,8554,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,9787,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,9804,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,10750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,11250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,11750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,17364,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,17367,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,17373,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,17474,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,17500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,18000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,18500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,20493,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,20521,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,20609,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,20650,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,21993,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,22000,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,22500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,23000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,23500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,24292,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,24356,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,24835,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,24837,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,24839,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,24906,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,25048,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,25223,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,25314,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,25455,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,27358,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,27381,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,27750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,28250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,28750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,32373,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,32457,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,32462,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,32576,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,32876,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,32995,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,33087,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,33095,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,33096,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,33165,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,34553,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,34579,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,34704,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,34750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,34751,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,35250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,35490,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,35555,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,35733,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,35750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,33,1,1,15____,35907,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,35919,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,33,1,1,15____,36121,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,33,1,1,15____,39250,1,2,0,0,0,0,0,0,0,0,0
