Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,10,1,12____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,4196,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,4215,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,4218,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,4276,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,4839,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,4879,1,0,0,0,0,1,0,0,0,1,0
C,Marios,2,32,10,1,12____,5024,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,8750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,9250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,9750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,12173,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,12213,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,14049,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,14091,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,14500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,15000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,15387,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,15420,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,15500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,20409,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,20420,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,20424,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,20442,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,20446,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,20496,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,20644,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,20646,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,20647,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,20657,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,21000,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,21500,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,22000,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,23582,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,23591,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,25500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,26000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,26500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,32250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,32750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,33250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,36192,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,36197,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,36211,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,36450,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,36658,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,36661,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,36909,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,36965,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,37500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,38000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,38500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,43750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,44250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,44750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,46464,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,46468,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,46472,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,46484,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,46485,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,46885,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,50750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,10,1,12____,50798,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,50806,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,50809,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,10,1,12____,50812,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,10,1,12____,50814,2,0,0,0,0,1,0,0,0,0,0
