Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,15,1,39____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,5204,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,5210,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,5216,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,5296,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,5338,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,5340,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,7596,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,7720,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,7722,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,7724,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,7757,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,7760,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,9250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,9750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,10250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,13369,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,13381,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,13392,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,13399,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,13420,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,13424,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,13425,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,13428,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,13437,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,13459,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,15250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,15750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,15967,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,15969,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,15971,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,15987,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,16001,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,16003,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,16025,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,16044,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,16050,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,16061,3,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,16222,3,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,16250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,16364,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,17849,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,17858,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,17948,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,18117,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,20500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,21000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,21500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,24412,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,24584,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,24990,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,24994,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,26662,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,26668,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,26698,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,26732,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,27500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,28000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,28500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,30961,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,31109,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,32406,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,32761,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,33250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,15,1,39____,33375,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,33379,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,33450,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,15,1,39____,33478,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,15,1,39____,33527,2,0,0,0,0,1,0,0,0,0,0
