Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,LLR_On,RLR_On,Mag_On,A4_On,LLR_Off,RLR_Off,Mag_Off,A4_Off
C,Marios,2,32,4,1,13____,0,0,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,3750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,4250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,4750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,7464,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,7467,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,7478,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,7485,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,7486,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,7489,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,9250,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,9750,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,10250,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,11720,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,11847,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,11848,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,11852,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,12532,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,12641,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,13750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,14250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,14750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,19500,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,20000,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,20500,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,23626,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,23797,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,23900,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,24033,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,24233,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,24324,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,24425,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,24505,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,24750,1,2,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,24961,2,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,24983,2,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,25250,2,3,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,25750,3,1,0,0,0,0,0,0,0,0,0
C,Marios,2,32,4,1,13____,26455,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,26737,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,26937,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,26967,1,0,0,0,0,0,0,0,0,1,0
C,Marios,2,32,4,1,13____,28925,1,0,0,0,0,1,0,0,0,0,0
C,Marios,2,32,4,1,13____,29095,1,0,0,0,0,0,0,0,0,1,0
