Period,Time,SAL_M01007385,SAL_M01043741,SAL_M01043743,SAL_M01059148,SAL_M1059151,SAL_M1059153,LY_M01007386,LY_M01007391,LY_M01043738,LY_M01043742,LY_M01059147,LY_M1059152
Pre,0.4,-0.343670143,0.072992173,-0.203852665,-0.63836381,0.572885506,-0.759515035,-0.356120396,-0.139692855,-0.495692573,0.191255694,-0.662541692,-0.24096849
Pre,0.5,-0.197769104,0.278316991,-0.168418296,-0.702768365,-0.056049483,-0.71782765,-0.392461122,-0.179304333,-0.508358314,0.209875052,-0.641849296,-0.234137575
Pre,0.6,-0.041594589,0.21618888,-0.111563342,-0.68013123,1.830034183,-0.758536953,-0.476209358,-0.464526766,-0.487969374,0.009258072,-0.614816523,-0.183822732
Pre,0.7,-0.055424077,0.488580037,-0.114448658,-0.550837096,0.688668947,-0.852965732,-1.158184459,-0.444643911,-0.464556447,0.035587803,-0.550497304,-0.122754105
Pre,0.8,-0.142381687,-0.229728533,-0.20171851,-0.397055138,-0.010905653,-0.887722922,-0.498145474,-0.432848001,-0.584404876,0.227456827,-0.578891466,-0.080421138
Pre,0.9,-0.229893958,0.251782962,-0.217222111,-0.44007031,0.526556355,-0.924398023,-0.127335718,-0.135989154,-0.702837501,0.071730648,-0.588041487,-0.073820076
Pre,1,-0.213001538,0.097122377,-0.346610665,-0.412848961,0.603278996,-1.076047228,-0.048733073,-0.125509713,-0.740149152,0.12335121,-0.549836392,-0.124105719
Pre,1.1,-0.200717106,0.408815718,-0.599551274,-0.461249796,0.911160949,-0.808130352,-0.810297869,-0.1587862,-0.714452746,0.195040874,-0.545550984,-0.22647157
Pre,1.2,-0.0830406,-0.692494923,-0.803446403,-0.414928159,-0.285313108,-0.699398818,0.392549654,-0.27281158,-0.73180491,0.199275919,-0.578658072,-0.307911292
Pre,1.3,-0.043325673,0.363104967,-0.517230601,-0.501057762,1.003393008,-0.662790347,-0.809633197,-0.411610383,-0.783531758,0.06767975,-0.556683319,-0.358176346
Pre,1.4,-0.055655133,0.463216337,-0.292318764,-0.62265112,-0.585618889,-0.76086487,-0.303255784,-0.351062809,-0.82187014,0.129715157,-0.580273618,-0.304996357
Pre,1.5,-0.144166824,0.168324246,-0.21968829,-0.607454229,1.600993583,-0.832232645,-0.197112424,-0.407559788,-0.592330707,-0.021225169,-0.591654171,-0.269560958
Pre,1.6,-0.296844224,-0.531845907,-0.164913867,-0.594135146,0.00358062,-1.025519051,-0.399564432,-0.544220255,-0.501402352,-0.542845271,-0.613857978,-0.210379363
Pre,1.7,-0.342456659,0.113844307,-0.110757781,-0.594211124,0.359766213,-1.02457998,-0.778291844,-0.571340285,-0.397075418,-0.281048956,-0.574696425,-0.073738667
Pre,1.8,-0.264828993,0.106790236,-0.141115919,-0.482945888,-0.157249442,-0.85043975,-0.376899559,-0.459980257,-0.395432783,-0.054576951,-0.604840703,-0.048733936
Pre,1.9,-0.200019555,-0.062902234,-0.15743726,-0.301071012,0.111566415,-0.833233184,-0.129183194,-0.418017385,-0.480759771,0.238780334,-0.560446158,-0.071311269
Pre,2,-0.206388654,0.258910343,-0.106033777,-0.278519046,-0.55011822,-0.806102167,-0.611443947,-0.343399135,-0.454035856,0.436086167,-0.493561696,-0.024971597
Pre,2.1,-0.189634985,0.282997447,-0.109785373,-0.45527733,-0.303241264,-0.823795264,-0.357327614,-0.542699593,-0.409179078,0.634254425,-0.606048332,-0.137195875
Pre,2.2,-0.341599963,0.102921529,-0.130457366,-0.501447362,-0.307115281,-0.984454114,-0.592556026,-0.585896075,-0.477631286,0.475829113,-0.603083994,-0.129124873
Pre,2.3,-0.302013443,0.099349045,-0.133829591,-0.443349151,-0.156273606,-0.980715349,0.114058449,-0.327590022,-0.459819677,0.75587369,-0.579223704,-0.349019864
Pre,2.4,-0.316865462,-0.3066837,-0.155674535,-0.39566623,0.322577095,-0.831242702,-0.23847882,-0.186707604,-0.47884289,0.720482605,-0.608796898,-0.399743934
Pre,2.5,-0.305065096,-0.005545421,-0.161549278,-0.405042194,0.660104573,-0.816813221,-0.090527409,-0.113013075,-0.58835082,0.702663792,-0.528232511,-0.37426946
Pre,2.6,-0.249251886,-0.310004639,-0.132358889,-0.362585043,0.021509459,-0.898649473,0.162449903,-0.137239241,-0.587042097,0.676403507,-0.532577173,-0.352428784
Pre,2.7,-0.216838088,0.001250234,-0.080220218,-0.467937095,0.073309262,-0.900187912,-0.588520044,-0.100518885,-0.52551663,0.613070529,-0.607125554,-0.183316827
Pre,2.8,-0.20343522,-0.641579086,-0.034486071,-0.545560098,1.16558328,-0.897169617,-0.011423912,-0.279999027,-0.519118508,0.762593639,-0.528008246,-0.040910648
Pre,2.9,-0.300189489,-0.317363316,-0.16497918,-0.354395008,0.706693455,-1.029608389,0.498552254,-0.472305623,-0.523215483,0.628065198,-0.52797971,0.051441815
Pre,3,-0.468189369,-0.314366004,-0.167951278,-0.280702619,0.686244367,-1.096685127,-0.270785751,-0.690662021,-0.568814035,0.200357013,-0.610712368,0.120785145
Pre,3.1,-0.358065333,-0.222206227,-0.276642766,-0.326148717,0.101953251,-0.939456381,0.170380305,-0.502777454,-0.507300695,0.271074266,-0.578629149,0.077836406
Pre,3.2,-0.274830174,0.098943134,-0.631985059,-0.305581472,-0.641928714,-0.768539814,-0.249215589,-0.417409608,-0.555605286,-0.011924841,-0.593860815,0.047953545
Pre,3.3,-0.264338106,-0.536403166,-0.536417166,-0.422670279,-0.536252615,-0.710315672,-0.304730773,-0.119810887,-0.513555809,-0.026709101,-0.550030119,0.037757326
Pre,3.4,-0.203238631,-0.212180071,-0.309547611,-0.490082026,0.024987529,-0.890137269,0.235991358,-0.149728534,-0.629050758,0.116618245,-0.552706724,-0.080175711
Pre,3.5,-0.173322313,0.487893806,-0.077381423,-0.563047379,1.128886561,-0.97214234,0.022924867,-0.350505165,-0.683866629,0.241898744,-0.483111642,-0.116424067
Pre,3.6,-0.292606278,-0.516757128,-0.074275493,-0.712890293,0.183579983,-0.985092973,0.339605873,-0.439324137,-0.744436617,0.143882094,-0.443913756,-0.202394718
Pre,3.7,-0.307086274,0.145445842,-0.064059139,-0.535597015,-1.038832015,-0.94877958,-0.232959506,-0.511427304,-0.640778641,0.182776134,-0.490512792,-0.281843415
Pre,3.8,-0.225595924,0.578304947,-0.123256253,-0.508384059,0.370227562,-0.933003135,-0.589740108,-0.494278095,-0.658450606,0.22211238,-0.529917035,-0.302106458
Pre,3.9,-0.171349067,0.028024387,-0.141892548,-0.379876988,0.014907014,-0.767115248,0.016011913,-0.504831025,-0.679019287,0.35407344,-0.498565705,-0.159585183
Pre,4,-0.129163129,0.169462631,-0.115506152,-0.449290238,0.878971153,-0.812413355,0.017844387,-0.341578346,-0.583855402,0.164111313,-0.474471802,-0.07079715
Pre,4.1,-0.145081012,0.095595739,-0.09713308,-0.365363652,0.358342808,-0.961012795,0.787302467,-0.445720132,-0.498160023,0.184491342,-0.410887451,-0.022165304
Pre,4.2,-0.26521836,0.220423212,-0.053954599,-0.446210083,-0.233405955,-1.016878484,-0.134248136,-0.477251142,-0.470347535,0.090129698,-0.492488639,-0.002443831
Pre,4.3,-0.382880532,0.463531669,-0.12993814,-0.456722387,0.036970338,-0.90693508,-0.416851173,-0.321633558,-0.512379058,0.04180423,-0.573065865,-0.112854699
Pre,4.4,-0.258966513,0.558197979,-0.147509579,-0.442322264,-1.931702053,-0.867603109,0.270364064,-0.303134939,-0.444206026,-0.131112201,-0.560999031,-0.102689099
Pre,4.5,-0.28691544,-0.037829049,-0.233464137,-0.437765621,-0.512505832,-0.816505391,-0.012993587,-0.339349252,-0.436576326,0.13098117,-0.540101976,-0.102042937
Pre,4.6,-0.238971495,0.322346023,-0.457597222,-0.441980319,-0.501957653,-1.024920488,-0.795803292,-0.389832238,-0.533048537,-0.04761578,-0.57719373,-0.149354741
Pre,4.7,-0.266004242,0.213894355,-0.456464726,-0.368614272,1.036319784,-1.033438184,0.218556635,-0.508734176,-0.448888634,-0.405796307,-0.535080256,-0.220179244
Pre,4.8,-0.412059302,-0.288338968,-0.265112767,-0.547206884,0.580652071,-0.941399815,0.050843357,-0.460792232,-0.470234042,-0.056342675,-0.619101245,-0.223577651
Pre,4.9,-0.422958714,0.034670309,-0.138766003,-0.672492829,0.113741565,-0.964638185,-0.068436166,-0.319006888,-0.66900811,-0.093926252,-0.592336332,-0.335249342
Pre,5,-0.199021987,-0.377279522,-0.413427531,-0.822527831,-0.730589617,-0.74552029,-0.075951591,-0.409894106,-0.69020182,-0.290859854,-0.511303639,-0.266828615
Pre,5.1,0.187221533,-0.432606659,-0.55627413,-0.300669907,-0.735952296,0.369719675,-1.130361085,-0.126642537,-0.240392657,-0.263860169,-0.096566213,-0.009342547
Pre,5.2,0.442665104,-0.433320942,-0.18723485,0.514731438,0.902525305,1.273420313,-0.608475588,0.425026375,0.399179511,-0.053842337,0.637516361,0.131351495
Pre,5.3,0.660242153,0.023407124,0.661882913,1.33581791,0.293561151,2.018100699,0.502971497,0.927299393,1.372161872,0.310403238,1.356966099,0.381986456
Pre,5.4,0.794768902,0.416859349,2.193968033,2.183030579,1.485907577,2.732784776,1.649285756,1.5050606,2.161214769,0.901971166,2.038199961,0.895926224
Pre,5.5,0.860676776,0.645657853,3.516453226,2.806957491,2.81448929,3.321985868,3.636132393,1.910288941,2.749613066,1.793949934,2.61625332,1.213961343
Pre,5.6,1.008127493,0.922189164,4.679374558,3.339324886,3.898381172,3.859558341,5.338508159,2.498450234,3.269953043,3.073948999,3.184548651,1.6016244
Pre,5.7,1.069988599,1.621875545,5.926875411,3.82846103,4.962480421,4.204810935,6.599404945,2.805785878,3.708592977,4.270198741,3.675721905,1.983945115
Pre,5.8,1.07675821,1.765115435,7.025414678,4.354770828,5.295092914,4.675876611,7.547251436,3.343105462,4.077385898,5.401574247,4.19562044,2.312457588
Pre,5.9,1.05225334,2.67015467,7.768316518,4.432915106,7.010751104,4.647772604,9.104736464,3.407164426,3.859870269,6.722011995,4.344090909,2.658689982
Pre,6,0.981946982,2.286584593,7.97792876,4.191250079,5.179096945,4.587169442,9.446538397,3.31913969,3.484316045,7.199215246,4.280145402,2.742530279
Pre,6.1,0.958960204,2.293883242,7.645451743,4.084343923,5.808287425,4.323919476,9.031621134,3.146330955,3.091243665,7.500926985,4.121904604,2.633281469
Pre,6.2,0.785361188,2.910676223,7.370826233,3.737324797,5.156891208,4.097349962,8.691976501,2.781766422,2.652543806,7.521977651,3.915537609,2.466041302
Pre,6.3,0.791245508,3.922411848,6.977211565,3.505848277,5.094532586,3.800921322,7.401756796,2.529978789,2.399116249,7.311367181,3.715508645,2.346204815
Pre,6.4,0.660459457,4.071507081,6.424273534,3.164118258,5.283501384,3.625919558,7.068332485,2.322752457,2.048189457,7.13802381,3.463175701,2.186442611
Pre,6.5,0.515647523,3.165021905,5.994295483,2.875963714,5.945955452,3.335436569,5.910874557,2.070906127,1.752381816,6.857552465,3.130024333,2.107190741
Pre,6.6,0.569553076,3.55842961,5.622539582,2.61663023,2.434568966,3.136631672,4.911199882,2.002215437,1.518948948,6.508305844,2.826745792,1.882057545
Pre,6.7,0.493480616,3.955153221,5.066473121,2.397845848,3.401933592,3.034203903,5.308378457,1.750344256,1.388960474,5.973371673,2.608550829,1.808072914
Pre,6.8,0.397483941,3.723884964,4.768870881,2.047141185,4.895711563,2.760814907,4.544385193,1.554977328,1.25372852,5.337923717,2.472864266,1.619476111
Pre,6.9,0.381005927,4.285109794,4.271739017,1.94568884,4.118285129,2.487866896,4.762246794,1.362032793,1.160007179,4.85246497,2.268943708,1.562167707
Pre,7,0.316768151,3.998892747,4.000314501,1.681974527,3.071244293,2.347591686,3.544521075,1.317342635,0.993014197,4.530925437,2.107251125,1.477812202
Pre,7.1,0.420598072,3.232851815,3.718527175,1.51891208,3.359667651,2.172154474,3.601242131,1.084074733,0.895993841,4.276682848,1.906798696,1.390916229
Pre,7.2,0.318219734,3.676885088,3.36183254,1.444475424,2.927806056,2.047324988,3.374727027,1.138163279,0.856369071,3.890931849,1.715670708,1.340189303
Pre,7.3,0.202532728,4.047309785,3.049855023,1.29055241,2.864397007,1.949924909,3.134485063,1.036916503,0.753124771,3.532136417,1.600333274,1.165346548
Pre,7.4,0.12623271,3.688702596,2.910078195,1.19937525,2.274291866,1.744048721,3.258984326,0.800723106,0.744610091,3.381689115,1.538933949,1.109479863
Pre,7.5,0.185140588,3.735902032,2.682684373,1.021497559,2.853028941,1.677700462,2.70321864,0.790006242,0.709805913,3.1102856,1.408299287,1.058302647
Pre,7.6,0.192478598,3.609608379,2.541598984,0.899356963,1.665101679,1.483177799,2.213756337,0.70484163,0.623720871,2.94685712,1.315908687,1.029927606
Pre,7.7,0.232406386,3.402415141,2.464591439,0.860740912,2.325806788,1.42083805,2.480275156,0.773238155,0.630444436,2.837134218,1.25389747,0.990881883
Pre,7.8,0.245069323,2.87118289,2.260660453,0.800988269,1.869147746,1.36713595,2.253211791,0.665170285,0.515898745,2.726298062,1.039229922,0.877411768
Pre,7.9,0.293480502,2.805251968,2.059829566,0.686337298,3.055863958,1.245522275,1.272308568,0.626649435,0.425104472,2.697727755,0.949208621,0.885809812
Pre,8,0.110900078,2.607494056,1.974771284,0.563299961,2.223495475,1.131504864,1.545252605,0.641401399,0.40441469,2.512538628,0.870148994,0.873893525
Pre,8.1,0.073457077,2.338795596,1.836491368,0.486136757,0.627136409,1.030414826,1.477933372,0.543342192,0.375649652,2.263799977,0.859930333,0.778400967
Pre,8.2,-0.06951157,2.427908313,1.907966895,0.537856402,2.326143911,1.036582112,1.316429234,0.583545326,0.397492756,2.44882431,0.79886112,0.786338426
Pre,8.3,-0.178939726,2.829823316,1.882095437,0.393068785,2.064510348,0.921143675,1.490168763,0.504429093,0.311308051,2.272411736,0.700566401,0.723723867
Pre,8.4,-0.11770106,2.480154784,1.808821204,0.396890807,1.388216418,0.857720372,1.246821587,0.486840282,0.298403851,2.255608189,0.622651932,0.666663649
Pre,8.5,0.001794278,2.817711353,1.805343179,0.360743377,2.415392897,0.857502009,1.191042646,0.295403451,0.269919816,2.164673768,0.54946226,0.689196825
Pre,8.6,-0.027072906,3.054152312,1.67226408,0.320893039,0.713440125,0.778816513,0.299225577,0.331301607,0.200697305,2.15873734,0.582780195,0.705404301
Pre,8.7,0.019247196,2.630505217,1.545130925,0.260248527,1.042283334,0.762055562,0.382914168,0.132405934,0.167200015,2.194588662,0.568880504,0.619077736
Pre,8.8,0.067357871,1.984183986,1.672293646,0.144099752,0.883977012,0.773753457,0.998483077,0.269741305,0.149119391,1.788542154,0.481404612,0.704064681
Pre,8.9,0.127897185,1.869240105,1.602628876,0.08644135,1.952633587,0.639608889,0.574306764,0.261226003,0.186317975,1.867309462,0.417329535,0.661737582
Pre,9,0.133062085,2.765139991,1.591172421,0.166012272,0.996964262,0.538677059,0.619325156,0.289246827,0.242134696,2.174110329,0.34053266,0.528901032
Pre,9.1,0.096512074,2.489495591,1.479558582,0.026662077,1.359319576,0.58409476,1.28343398,0.111258496,0.188387443,2.039271159,0.361996559,0.551209683
Pre,9.2,0.118866783,2.133496498,1.568497768,0.047014042,0.927532947,0.442568394,0.626600986,0.00559635,0.139051338,1.753543923,0.359507173,0.529281185
Pre,9.3,-0.070314973,1.792934063,1.343974999,0.111735453,0.4751243,0.395634785,0.966642976,0.037031904,0.084571385,1.830843499,0.326992385,0.492273774
Pre,9.4,-0.059913572,1.828386532,1.278237387,0.125154636,0.354494515,0.43127274,0.534160247,0.019941358,0.151559796,1.855349408,0.211340225,0.451653029
Pre,9.5,-0.218691644,2.180481027,1.172876015,0.014624525,-0.047438333,0.312388242,0.95168919,0.090121518,0.069965793,2.003652052,0.128433746,0.529230782
Pre,9.6,-0.290871259,1.947672989,1.255718458,0.107265291,0.715848208,0.323556204,1.303840745,0.070047545,0.09903829,1.862864679,0.103232832,0.496071027
Pre,9.7,-0.201631069,1.87125258,1.267662348,-0.162863777,-0.311276328,0.443490482,1.198114533,0.077193979,0.181298315,1.681262234,0.136210449,0.347713768
Pre,9.8,-0.142273907,2.037983525,1.261159229,-0.225410344,0.521013195,0.212028407,0.824936894,0.004944169,0.142028199,1.891692468,0.098636491,0.395191585
Pre,9.9,-0.052314764,1.091640864,1.244839147,-0.186643332,1.411496621,0.247412699,0.820419547,0.033297453,0.14516543,1.9399909,0.063067499,0.302573241
Pre,10,0.060756691,1.644763401,1.303370184,-0.255443442,0.774359775,0.208186539,1.152546954,0.016778484,0.142383884,1.733813466,0.106863379,0.327622567
Pre,10.1,-0.025094942,2.07740697,1.188301866,-0.362813965,0.885461518,0.157427349,0.007896429,0.045086434,0.157359601,1.576368349,-0.003834226,0.344833468
Pre,10.2,-0.112183469,1.63510189,1.105104928,-0.397125875,0.080635663,0.148474327,0.358386766,0.22024707,0.143149584,1.564731603,-0.003018701,0.422046364
Pre,10.3,-0.123144773,1.196546808,1.298690387,-0.361278302,-0.269852689,0.197875754,1.348311482,0.114035561,0.166726024,1.59704562,0.018282826,0.244190383
Pre,10.4,-0.031192874,1.508621964,1.406564483,-0.372588829,-0.199097043,0.072343376,0.756265224,0.079873392,0.155090929,1.48775886,0.022016747,0.264611543
Pre,10.5,-0.113169808,1.521786172,1.462834636,-0.209682914,0.470188487,0.118824431,1.027991534,0.003300824,0.03436081,1.552156071,0.037907427,0.224759251
Pre,10.6,-0.124303051,1.927498035,1.469932264,-0.271039488,1.353787806,0.063895071,1.131627225,0.081292833,-0.10415992,1.723296057,-0.054115503,0.240572125
Pre,10.7,-0.18059135,1.284583132,1.479376702,-0.352662334,0.824809541,0.116580546,0.618451569,0.107441994,0.002131299,1.828632552,-0.099248815,0.248221032
Pre,10.8,-0.060496435,1.417488897,1.583452656,-0.385407448,1.168883362,0.160136977,0.697767584,0.157375884,-0.033057411,1.845084146,-0.135864877,0.236001889
Pre,10.9,-0.006058669,1.330594951,1.543207946,-0.558430645,1.155118411,0.103865455,0.398006594,0.196598879,0.00818567,1.900800747,-0.122204794,0.291789547
Pre,11,0.10804083,0.940661174,1.403364025,-0.328528773,0.084833579,0.11583428,0.589654359,-0.04489095,0.099384076,1.830356532,-0.088250657,0.204793052
Pre,11.1,0.044825799,0.712262255,1.399861921,-0.262685696,0.494232302,-0.0011097,0.37927784,0.030465469,0.196117443,1.905058956,-0.061563389,0.144241335
Pre,11.2,0.038262693,0.738234606,1.405055884,-0.256346573,0.393039981,0.079447216,0.767524348,-0.049500299,0.15396083,1.684904237,-0.115414118,0.179161926
Pre,11.3,-0.208132878,1.714219843,1.273832235,-0.256593799,0.476957309,0.025138797,0.119029278,-0.03343107,0.099703561,1.374615913,-0.162732572,0.188531872
Pre,11.4,-0.332190542,1.219417182,1.239672796,-0.180234172,0.505497408,-0.106208042,-0.099109598,0.151763026,0.09825164,1.370575432,-0.167051702,0.339711777
Pre,11.5,-0.221729129,1.01189445,1.180641391,-0.354237674,1.133618375,-0.253832102,0.93770604,0.104154229,0.094564899,1.562768414,-0.19114529,0.392700038
Pre,11.6,0.009310045,1.286113407,1.113654907,-0.374389154,-0.215232627,-0.132181677,0.090449934,0.026318775,0.074435192,1.575858333,-0.180305909,0.327398675
Pre,11.7,0.133418301,0.843704914,1.012812805,-0.420628103,0.371703899,-0.050301233,0.836238119,-0.060115391,0.12997333,1.420751927,-0.123204639,0.216784244
Pre,11.8,0.20059915,1.421617316,1.108008079,-0.439035447,-0.933967945,0.012903591,0.206444335,0.027917512,0.061926282,1.025395466,-0.146601803,0.225892989
Pre,11.9,0.174890667,1.174023143,1.278343125,-0.375911764,-0.121321847,-0.150688655,0.622892701,-0.044602262,-0.01096074,0.979702713,-0.173423066,0.134646537
Pre,12,0.168078092,0.839077636,1.445269917,-0.644009567,-0.374024102,-0.128147571,0.662598777,-0.070272787,-0.047071719,1.240964721,-0.174536538,0.20500573
Pre,12.1,0.01715791,0.647648892,1.556458085,-0.622472898,1.006689214,-0.144217758,0.772608784,-0.111313179,-0.095349988,1.381316105,-0.246562572,0.149843657
Pre,12.2,-0.210142244,1.290006875,1.551686935,-0.505585161,-0.663217627,-0.027135142,0.081336174,-0.191226305,-0.164659777,1.379326749,-0.164631341,0.145411095
Pre,12.3,-0.173223353,0.90798486,1.487372042,-0.387125108,0.399777861,-0.093934532,0.546101724,-0.166232633,-0.179539387,1.500741468,-0.190640051,0.105354577
Pre,12.4,-0.10408583,1.073449516,1.308828491,-0.278182602,-0.716969631,-0.018360527,1.193535689,-0.182444946,-0.034434153,1.417841891,-0.218671915,0.101500174
Pre,12.5,-0.086297301,1.451938556,1.10978502,-0.342264297,-0.429058999,0.026568676,0.652888495,-0.085225429,0.055366891,1.412618925,-0.232722271,0.119903454
Pre,12.6,0.057183743,0.717276486,0.952130969,-0.35174661,0.669399703,-0.054050829,0.790115258,0.209625093,0.066900938,1.342092207,-0.250010868,0.250968718
Pre,12.7,-0.010848175,0.701410738,1.225818699,-0.416544833,0.5683606,-0.06913607,0.504444804,0.143359945,0.028833199,1.384235041,-0.304766491,0.174699079
Pre,12.8,0.034889204,0.58420124,1.342703811,-0.530648508,0.256027651,-0.100220965,1.086540658,0.007061634,-0.097191687,1.236539905,-0.191604702,0.180160693
Pre,12.9,0.019463077,1.078760858,1.661539724,-0.414442299,-0.33820727,-0.197268556,0.50290298,-0.227591917,-0.032128898,0.972147638,-0.154854565,0.205115111
Pre,13,0.094110237,1.105539711,1.811206796,-0.271443869,-0.272160207,-0.196680387,0.95228822,-0.134778801,0.057991274,0.988941816,-0.171661512,0.136776839
Pre,13.1,0.014034899,0.870261903,1.82113476,-0.232387127,1.404131487,-0.056034945,0.945002861,-0.291458795,0.011473392,0.850583816,-0.219840094,-0.029953581
Pre,13.2,-0.019337436,0.552144042,1.667295831,-0.403657897,-0.597582828,-0.079733511,0.591135718,-0.412070685,0.050261704,0.998842155,-0.278671981,0.033921148
Pre,13.3,-0.109736047,0.574505114,1.541519241,-0.546091686,1.002134971,-0.140656946,0.455447072,-0.117988745,0.016528882,1.022581002,-0.275133521,0.118469422
Pre,13.4,-0.05399198,0.370768671,1.366882615,-0.43601318,-0.02144936,-0.201027696,0.517585749,-0.053647547,-0.00617053,0.828698663,-0.165927219,0.166345286
Pre,13.5,-0.138247022,0.717072291,1.254791557,-0.43738974,0.798333285,-0.228299422,0.63775336,-0.032586679,-0.094202337,0.953975622,-0.213401195,0.25003264
Pre,13.6,0.052875694,1.269789208,1.183170743,-0.499531548,0.589561634,0.01564766,0.29543215,-0.120431938,-0.141416881,0.96062295,-0.194912367,0.195108532
Pre,13.7,0.093011108,0.470809819,1.291718928,-0.54833285,0.170648576,-0.038620575,1.078301941,-0.044541649,-0.192309408,1.202772822,-0.143864872,0.049896839
Pre,13.8,0.227906457,1.23151975,1.357434127,-0.570420653,-0.213614777,-0.196959026,0.788782796,-0.134775766,-0.145540058,1.135323715,-0.184185229,0.09347508
Pre,13.9,0.097751991,0.627983526,1.260030319,-0.500401549,0.458427622,-0.362784502,0.662264543,-0.067986597,-0.071107386,1.188194168,-0.205809519,0.108577298
Pre,14,0.058653061,1.136837286,1.330869328,-0.432487086,1.034533153,-0.239445824,1.144141707,0.049786212,-0.056560748,1.188744665,-0.229421771,0.089199135
Pre,14.1,0.06332626,0.127332849,1.384647434,-0.298694148,-0.428707418,-0.207481179,1.18815763,-0.153361327,-0.020090879,1.225534881,-0.169869641,0.132447829
Pre,14.2,-0.003836705,0.327059968,1.453428589,-0.296503966,-0.001867281,-0.214052068,0.269573576,-0.153220857,0.01280679,1.217608448,-0.155096869,0.176140753
Pre,14.3,-0.244624333,0.728137744,1.487902815,-0.29495152,0.779561493,-0.214453049,0.81407252,-0.031075783,-0.063847653,1.093229662,-0.168112958,0.1484784
Pre,14.4,-0.155366884,0.677680996,1.520817136,-0.341655577,0.452279787,-0.208999175,0.885726136,-0.113499236,-0.09245756,1.201919652,-0.206653224,0.140497082
Pre,14.5,-0.084349762,0.707960606,1.530790895,-0.486188947,0.147959309,-0.237519844,0.548972396,-0.124465942,-0.002571366,1.176677957,-0.237172766,0.070138498
Pre,14.6,0.036789312,1.048145793,1.363642481,-0.546170783,0.12382454,-0.265624922,0.441748774,-0.151988946,0.037157261,0.911722019,-0.26119129,0.019074849
Pre,14.7,0.040808315,1.318901974,1.184309286,-0.567407411,-0.319655652,-0.218907965,0.918907709,-0.162320869,-0.004485606,0.82331553,-0.229556093,0.003784782
Pre,14.8,0.08394019,0.793849889,0.939703631,-0.446787787,-0.335868272,-0.220929127,0.545391709,-0.160930956,-0.034073026,0.78390471,-0.183027824,-0.002838699
Pre,14.9,0.086222255,0.732051274,1.019489588,-0.447358275,0.175527163,-0.190324036,0.752499484,-0.089115006,-0.07417003,0.946967613,-0.218133804,-0.066594952
