RewardMagnitude,Time,R29_20130227_0_SAL,R34_20130301_0_SAL,R52_20130911_0_SAL,R54_20140619_0_SAL,R56_20140619_0_SAL,R57_20140618_0_SAL,R58_20140620_0_SAL,R69_20141211_0_SAL,R72_20141212_0_SAL,R29_20130227_1_SAL,R32_20130301_1_SAL,R34_20130301_1_SAL,R52_20130911_1_SAL,R54_20140619_1_SAL,R55_20140617_1_SAL,R57_20140618_1_SAL,R69_20141211_1_SAL,R72_20141212_1_SAL,R29_20130301_0_LY,R34_20130227_0_LY,R52_20130913_0_LY,R54_20140617_0_LY,R56_20140617_0_LY,R57_20140620_0_LY,R58_20140618_0_LY,R69_20141209_0_LY,R72_20141210_0_LY,R29_20130301_1_LY,R32_20130227_1_LY,R34_20130227_1_LY,R52_20130913_1_LY,R54_20140617_1_LY,R55_20140619_1_LY,R57_20140620_1_LY,R69_20141209_1_LY,R72_20141210_1_LY
1,11.3,0.014949547,-0.069463156,0.070776319,-0.188224824,-0.091665307,-0.333007805,-0.307747499,-0.164304565,-0.049458233,0.133380332,-0.265305091,0.044112553,-0.536697509,0.105362919,0.035110266,0.195068994,-0.146607493,-0.172818877,-0.030537804,0.00848415,-0.24116662,-0.044844218,-0.147036817,0.084964883,-0.000915792,0.097300139,0.079560759,0.028368194,-0.094864942,0.091155051,-0.164497946,-0.313286171,0.050053159,0.112304599,0.102060051,-0.119237241
1,11.4,0.007692057,-0.070973283,0.060678335,-0.201802445,-0.103070079,-0.352420361,-0.317980573,-0.167465282,-0.069570632,0.125939166,-0.256053025,0.028580804,-0.589584205,0.08432389,-0.012577026,0.194363106,-0.153681164,-0.172763448,-0.058947785,-0.01036527,-0.237884703,-0.075172691,-0.212951385,0.093704671,-0.027466799,0.116458141,0.055100783,-0.004327672,-0.104067116,0.065209927,-0.1562995,-0.342267597,0.009639989,0.120956877,0.107516362,-0.159399637
1,11.5,0.015936885,-0.121614263,0.029137358,-0.228020496,-0.108659171,-0.411920044,-0.287395344,-0.203246026,-0.094813437,0.136766062,-0.25907416,-0.0050511,-0.595501507,0.113634289,-0.020326045,0.190076771,-0.175287685,-0.16888685,-0.064121416,-0.024232238,-0.2189623,-0.065802012,-0.217945404,0.103254484,-0.040307523,0.089666231,0.054196727,-0.0177549,-0.068634523,0.043869444,-0.149927199,-0.355313679,0.038453945,0.18795062,0.063029752,-0.149845943
1,11.6,0.048647622,-0.116543811,0.004064206,-0.220436065,-0.100074522,-0.414634725,-0.287338193,-0.213671167,0.007601411,0.159994067,-0.250523644,-0.017276204,-0.580670577,0.184840059,-0.085978257,0.208389211,-0.187657138,-0.079201768,-0.071247185,-0.05943861,-0.203950101,-0.088359094,-0.206640095,0.106298191,-0.056729292,0.113673486,-0.072669097,-0.025210993,-0.082152175,0.034634806,-0.134016049,-0.380638905,-0.044125091,0.217819097,0.050975253,-0.217706355
1,11.7,0.055771266,-0.131226016,0.037121082,-0.225789008,-0.075348186,-0.438282457,-0.302099539,-0.227219355,0.003139706,0.162669223,-0.332632936,-0.019381751,-0.562219023,0.15711754,-0.081195789,0.230206845,-0.201449187,-0.079166122,-0.146738569,-0.029534758,-0.231844819,-0.085904287,-0.200537204,0.152681772,-0.071937793,0.127465937,-0.067627504,-0.031839534,-0.039051458,0.052619634,-0.139247668,-0.400390966,-0.041497196,0.284004016,0.065342493,-0.217479303
1,11.8,0.063002268,-0.122919672,0.041774652,-0.227903001,-0.095771682,-0.478578059,-0.342987229,-0.268572599,-0.013150677,0.169698776,-0.307600208,-0.007779073,-0.578992639,0.194393066,-0.08423804,0.18720277,-0.212728193,-0.094451227,-0.123660608,-0.013004017,-0.213629493,-0.099902204,-0.187374405,0.144673738,-0.056680726,0.131010575,-0.086023292,-0.022830146,-0.028413409,0.042354943,-0.120826804,-0.413066134,-0.086498428,0.292392906,0.057012013,-0.246977301
1,11.9,0.042529519,-0.140322749,0.02910046,-0.205522563,-0.081421262,-0.472575145,-0.326561024,-0.283534218,-0.016858452,0.154983973,-0.29188175,-0.02191679,-0.578777132,0.238984061,-0.089475931,0.206892689,-0.222672841,-0.10332643,-0.101068834,-0.002970214,-0.171419336,-0.076456535,-0.210094848,0.170338502,-0.023246148,0.119198007,-0.10562189,-0.018344294,-0.007289057,0.04585923,-0.094209106,-0.409975142,-0.125228534,0.317007997,0.042624412,-0.260959275
1,12,0.01923072,-0.12451792,0.017664736,-0.225391336,-0.079598014,-0.491596008,-0.466218168,-0.340295968,-0.010185205,0.139707677,-0.282498339,-0.017605508,-0.575067353,0.268217032,-0.118277721,0.16609442,-0.28898135,-0.138345642,-0.093312784,0.056355095,-0.186549768,-0.086834866,-0.21575787,0.143533613,-0.059923613,0.116227749,-0.136580222,-0.01287008,-0.006088953,0.087877617,-0.110846595,-0.429022654,-0.212805044,0.290033595,0.060337043,-0.292006079
1,12.1,-0.005611951,-0.117093381,0.053272847,-0.217910219,-0.107646178,-0.475260395,-0.486979734,-0.357566489,-0.030769258,0.111707353,-0.288210332,-0.016986722,-0.57403853,0.279163565,-0.134331273,0.191039153,-0.317735858,-0.155833405,-0.094317797,0.085149674,-0.192721269,-0.091383925,-0.245380746,0.148742817,-0.044250858,0.088811968,-0.122252904,-0.009376398,0.027506583,0.088242993,-0.106298996,-0.443310294,-0.218182069,0.28784378,0.051861842,-0.296090024
1,12.2,-0.026766349,-0.128269448,0.013072012,-0.197076183,-0.145430548,-0.433505938,-0.512902483,-0.331334317,-0.00538782,0.084453091,-0.235534548,-0.035691843,-0.536747062,0.318535238,-0.148170481,0.206845276,-0.267605451,-0.136220484,-0.06286841,0.048629057,-0.174624686,-0.120402226,-0.246547221,0.146395293,-0.024990854,0.065342581,-0.114052499,0.002429557,0.028438905,0.060876877,-0.084598044,-0.469440845,-0.319018187,0.267798619,0.028386732,-0.297227771
1,12.3,-0.051435457,-0.162356242,0.03960769,-0.213548389,-0.140720958,-0.41986371,-0.520036677,-0.29044133,-0.006724535,0.081628743,-0.288825732,-0.049274382,-0.491353426,0.326517259,-0.18251625,0.236002499,-0.256779154,-0.139956182,-0.092445747,0.050049999,-0.178416206,-0.10233153,-0.273739299,0.151018336,-0.021997386,0.06049143,-0.125706842,-0.009744152,-0.008770792,0.058707328,-0.0887949,-0.458318769,-0.338244702,0.283314121,0.026829123,-0.314631754
1,12.4,-0.037221425,-0.181715613,0.050691597,-0.23851281,-0.155015832,-0.433044416,-0.548893306,-0.26831397,0.003948215,0.092990053,-0.29603865,-0.063628283,-0.453175973,0.30112159,-0.152442171,0.276818524,-0.21826207,-0.147936303,-0.117083947,0.078157586,-0.216935713,-0.116727245,-0.274854013,0.126439124,-0.041255628,0.051149188,-0.122940352,0.023565748,-0.025276574,0.078046076,-0.114105246,-0.456076346,-0.318885888,0.267677737,0.017513552,-0.311183741
1,12.5,-0.005206979,-0.214309899,0.074659128,-0.270006816,-0.171724879,-0.428776185,-0.400656585,-0.149617137,0.024050535,0.114857746,-0.320486118,-0.086490863,-0.432961834,0.279730667,-0.119952063,0.290431103,-0.100326116,-0.129203682,-0.125261547,0.019304384,-0.208392988,-0.100952247,-0.280369813,0.166141354,-0.017914438,0.039235046,-0.080576675,0.017753418,-0.031365645,0.057816282,-0.086055819,-0.443565066,-0.253972782,0.292685951,0.020554624,-0.286990515
1,12.6,-0.004718769,-0.264710657,0.03887448,-0.291434173,-0.183879094,-0.465220538,-0.351120586,-0.123287703,0.016598773,0.116367112,-0.330571849,-0.117183861,-0.484584941,0.278079049,-0.116413002,0.257198515,-0.0845481,-0.151079854,-0.139779166,0.001381736,-0.195799952,-0.111411469,-0.270943346,0.177688308,-0.057247375,0.044001674,-0.090139153,-0.002015513,-0.02241128,0.054656617,-0.062381049,-0.414115927,-0.292137052,0.302969086,0.016961075,-0.290092409
1,12.7,0.028712479,-0.280734121,0.03427188,-0.318435342,-0.159855554,-0.509749813,-0.335620162,-0.112741676,-0.004357274,0.157650562,-0.312147021,-0.11986633,-0.556684716,0.291182133,-0.080301654,0.211868541,-0.11982461,-0.180220803,-0.183015259,0.034178464,-0.212609158,-0.091485303,-0.274196646,0.139018866,-0.098784888,0.056840482,-0.096590998,-0.017484648,-0.009056934,0.078847324,-0.059187894,-0.381886386,-0.248641671,0.293854665,0.038039607,-0.292398555
1,12.8,0.055037802,-0.263551407,-0.029155916,-0.334958619,-0.146280623,-0.503041054,-0.280521978,-0.166400201,0.005996112,0.133359429,-0.299070747,-0.137830246,-0.569962207,0.24691229,-0.051366016,0.226743615,-0.166724479,-0.171268575,-0.190401982,-0.003453207,-0.204551423,-0.127233368,-0.265010067,0.151858195,-0.126412316,0.028274803,-0.092914318,-0.026069064,0.027910461,0.059520441,-0.052617245,-0.409330547,-0.238404634,0.307793857,0.032673218,-0.26807791
1,12.9,0.064586129,-0.260917434,-0.027512324,-0.343573258,-0.135753736,-0.492117377,-0.245028629,-0.162730141,0.02460236,0.134620028,-0.282793905,-0.148820121,-0.577361206,0.267194128,-0.072686284,0.175138409,-0.19682155,-0.161854201,-0.2008687,-0.052749815,-0.206230411,-0.142383521,-0.26023806,0.190428203,-0.135355049,0.032302187,-0.085559331,-0.066687322,0.052016496,0.027492062,-0.064940028,-0.415568529,-0.242721442,0.354690687,0.072692302,-0.272054575
1,13,0.075129185,-0.281093909,-0.05809471,-0.348325923,-0.142215027,-0.531694546,-0.242301502,-0.238850991,0.003950478,0.127768426,-0.281620384,-0.154038678,-0.563984352,0.275601704,-0.084458884,0.200573492,-0.275472781,-0.185185693,-0.220950113,-0.015867504,-0.17976572,-0.140788321,-0.261099934,0.150825632,-0.137081333,0.047886619,-0.122680588,-0.085328825,0.063243128,0.012863798,-0.062306385,-0.432725596,-0.258874387,0.36113062,0.073271876,-0.293870251
1,13.1,0.06589563,-0.267960065,-0.094070894,-0.355718142,-0.135463136,-0.534552564,-0.19734154,-0.216832729,0.040064925,0.106419563,-0.271308317,-0.129300343,-0.545863272,0.272339731,-0.046867455,0.210388785,-0.257906407,-0.168647712,-0.231496278,-0.029950467,-0.176015847,-0.159865458,-0.228152407,0.134466064,-0.108352634,0.053692417,-0.125447448,-0.093447613,0.06686504,0.004299585,-0.082375755,-0.456085717,-0.228999138,0.407355777,0.104972406,-0.2768159
1,13.2,0.062862132,-0.274864144,-0.114758436,-0.372067058,-0.169331983,-0.531801455,-0.146971609,-0.211256831,0.033984667,0.101395356,-0.268325069,-0.14045906,-0.520776467,0.256896716,-0.100639685,0.255339979,-0.261004302,-0.17771415,-0.236730252,-0.016458287,-0.131347966,-0.174533819,-0.236881838,0.132716728,-0.074492432,0.034694756,-0.134809455,-0.104212503,0.036037521,0.001615817,-0.081084319,-0.487130162,-0.265633341,0.420636538,0.108081884,-0.271005518
1,13.3,0.027927341,-0.324150937,-0.066402593,-0.353379866,-0.191414939,-0.562733539,-0.170728769,-0.192083944,0.027460484,0.085708083,-0.26111791,-0.16034219,-0.535429913,0.278018558,-0.14012148,0.247769596,-0.24478282,-0.193649462,-0.24200238,0.015544599,-0.146148861,-0.177488281,-0.232407428,0.097493964,-0.049373805,0.051352081,-0.142048081,-0.108839871,0.007553786,0.015076987,-0.090470428,-0.502251812,-0.307343748,0.4051874,0.114285531,-0.296512847
1,13.4,0.038774071,-0.349721925,-0.082352893,-0.384411044,-0.214581053,-0.538582652,-0.090654363,-0.276371434,0.025788022,0.079682627,-0.275886594,-0.17525592,-0.550238966,0.248235718,-0.13893017,0.277090723,-0.271413869,-0.194890482,-0.229665411,0.006092912,-0.128743801,-0.186963008,-0.231526786,0.050127907,-0.017458081,0.046825579,-0.124894663,-0.092716657,0.002871959,0.010260775,-0.077206615,-0.509186058,-0.328827383,0.362631123,0.094598172,-0.306673643
1,13.5,0.01743363,-0.362252239,-0.088411405,-0.397875038,-0.23100556,-0.495524602,-0.095908023,-0.265752389,0.041481533,0.072779584,-0.274815187,-0.192106225,-0.60806654,0.218104999,-0.143475872,0.288250199,-0.258554972,-0.182888576,-0.221471227,-0.011136403,-0.141597824,-0.216567981,-0.245846985,0.050685837,-0.016902872,0.009090934,-0.119099325,-0.089321239,0.011241831,0.026501366,-0.075896578,-0.496350952,-0.360884708,0.351955717,0.087511013,-0.32715808
1,13.6,0.010994726,-0.391087763,-0.082646028,-0.430643286,-0.238194842,-0.498132657,-0.161944179,-0.299231382,0.015402257,0.08894026,-0.295017829,-0.225353044,-0.604973749,0.161120847,-0.175094376,0.287917437,-0.279217402,-0.211304996,-0.216269389,-0.018112134,-0.140479013,-0.202044494,-0.261674637,0.063770892,-0.032687415,-0.012642252,-0.071845176,-0.075531602,0.002974516,0.016334448,-0.07739793,-0.489102446,-0.406169691,0.332134559,0.056429955,-0.322428414
1,13.7,-0.018809158,-0.390269802,-0.082961433,-0.453747051,-0.207175369,-0.55001211,-0.183239709,-0.279764675,0.032157609,0.057866499,-0.324928579,-0.224946139,-0.618348606,0.137858442,-0.17416392,0.255583911,-0.230897176,-0.208173598,-0.205222975,-0.060951851,-0.157383437,-0.217420698,-0.269320703,0.071657288,-0.03915516,-0.00258714,-0.052986811,-0.066268093,-0.00150096,0.014011819,-0.082938894,-0.49215452,-0.385210465,0.358630447,0.063377775,-0.335708574
1,13.8,-0.030082687,-0.379109252,-0.134675686,-0.49709912,-0.224782908,-0.603558149,-0.186288251,-0.282561675,0.036154233,0.072639583,-0.288970411,-0.203669798,-0.607811214,0.104698258,-0.162900089,0.245687934,-0.218022012,-0.20426537,-0.188320676,-0.083684325,-0.123811568,-0.212372462,-0.275884905,0.09121082,-0.010086928,-0.037707842,-0.048071654,-0.048994757,0.004432752,0.004460073,-0.070763581,-0.485657707,-0.381817888,0.375692584,0.055758938,-0.340210769
1,13.9,-0.075558151,-0.360558694,-0.149105191,-0.489050379,-0.215943205,-0.662736864,-0.259275729,-0.231156466,0.027773447,0.089238454,-0.279464426,-0.187899196,-0.615416784,0.078240006,-0.163125373,0.215320004,-0.171646664,-0.199481722,-0.21368479,-0.069021041,-0.119250034,-0.243441738,-0.285402812,0.094949176,-0.016933925,-0.072207224,-0.063216834,-0.073239985,-0.003854243,0.005600957,-0.064437497,-0.511106249,-0.381341361,0.378676783,0.042123987,-0.323992847
1,14,-0.098480059,-0.328449673,-0.128290569,-0.472532458,-0.208970071,-0.675748688,-0.25676541,-0.206777695,0.020005667,0.077661011,-0.270861632,-0.170373972,-0.604298081,0.065388597,-0.179690994,0.196217092,-0.179175201,-0.203154671,-0.205171593,-0.078754895,-0.116598347,-0.252184051,-0.258366119,0.108407913,-0.053171795,-0.041559613,-0.063338695,-0.072499252,-0.023253447,-0.014507502,-0.077972147,-0.522706721,-0.364768026,0.38315581,0.055094403,-0.301102862
1,14.1,-0.077189135,-0.302484207,-0.109027914,-0.482685946,-0.227665482,-0.691982056,-0.299598568,-0.203479812,0.028802195,0.087868303,-0.273838622,-0.143050565,-0.619151255,0.05419532,-0.188986778,0.197877656,-0.16981467,-0.196033338,-0.239621894,-0.066302089,-0.137588261,-0.263921793,-0.263807317,0.090597871,-0.052447382,-0.102892589,-0.075064351,-0.1189122,-0.046368636,0.022522536,-0.075722166,-0.545225593,-0.305331153,0.356275748,0.012296551,-0.302647711
1,14.2,-0.058276233,-0.286316913,-0.100925062,-0.464150403,-0.25285298,-0.655396648,-0.307629677,-0.2961614,0.026679572,0.098012005,-0.249574442,-0.140149132,-0.602735039,0.029807143,-0.201865107,0.212906834,-0.287990465,-0.177524659,-0.246038902,-0.070489175,-0.135534684,-0.276498674,-0.267201221,0.07781802,-0.054125215,-0.133374664,-0.083620408,-0.134457632,-0.033927466,0.00487754,-0.063830852,-0.541014814,-0.274388148,0.328873422,-0.009097844,-0.291661813
1,14.3,-0.030801971,-0.271560482,-0.079241361,-0.483448719,-0.259993998,-0.660530194,-0.299736788,-0.306997664,-0.001288895,0.101772491,-0.29020851,-0.142406294,-0.613075203,-0.020195389,-0.187108202,0.216764583,-0.307112597,-0.193898562,-0.271007973,-0.073653529,-0.151067688,-0.288497391,-0.266986798,0.052115367,-0.109432094,-0.135780796,-0.066390709,-0.182736899,-0.04012845,0.008127278,-0.045529647,-0.53350364,-0.240832866,0.307340197,-0.009585701,-0.272950088
1,14.4,-0.022751279,-0.286809936,-0.066621318,-0.507832152,-0.255838926,-0.668735668,-0.313659977,-0.332274041,-0.010437813,0.081784786,-0.308731255,-0.155094439,-0.593776263,-0.040178474,-0.204495436,0.202525377,-0.344480202,-0.213838676,-0.266353523,-0.037912843,-0.166021421,-0.254829676,-0.26205648,0.053756014,-0.120422617,-0.14326083,-0.055711956,-0.179078247,-0.053088899,0.027717958,-0.059068589,-0.512913235,-0.199456673,0.31163371,0.010024915,-0.269963847
1,14.5,0.054353799,-0.297297055,-0.075563298,-0.517834661,-0.266981405,-0.696500146,-0.349286386,-0.329750356,-0.029743454,0.112233347,-0.331457562,-0.16304743,-0.606174582,-0.051054928,-0.22269452,0.188892286,-0.330651787,-0.231337836,-0.278577692,-0.031456399,-0.164914951,-0.27981457,-0.287304268,0.070095252,-0.114773914,-0.168188724,-0.040199777,-0.177213503,-0.061016749,0.028155763,-0.065579082,-0.513675077,-0.183969508,0.320272335,0.01610274,-0.270410066
1,14.6,0.013203766,-0.316709151,-0.06852977,-0.503809639,-0.250878504,-0.708286164,-0.329716022,-0.347736903,-0.057517595,0.089827001,-0.320976831,-0.191495114,-0.605678177,-0.054105565,-0.219266614,0.216405929,-0.345037999,-0.246990981,-0.255273312,0.000167375,-0.151728562,-0.273270874,-0.300056241,0.075379843,-0.119578238,-0.111792388,-0.052284701,-0.162167241,-0.03169319,0.0310907,-0.059468478,-0.523801979,-0.139532875,0.329874805,0.061150899,-0.274074944
1,14.7,-0.013225053,-0.338623251,-0.060062131,-0.510954219,-0.252069555,-0.729722708,-0.368222526,-0.330936372,-0.101944472,0.082012087,-0.331244559,-0.21608526,-0.639652179,-0.055803173,-0.197265401,0.20211438,-0.293757109,-0.300838487,-0.264544233,0.004669941,-0.149222044,-0.276241505,-0.290419059,0.061687266,-0.141959358,-0.143838859,-0.029433508,-0.170055355,-0.030860413,0.031870376,-0.061598588,-0.501319241,-0.144533203,0.30959938,0.05657768,-0.28618469
1,14.8,-0.021702621,-0.332673967,-0.018433125,-0.47520885,-0.25632994,-0.674294184,-0.377277704,-0.300466355,-0.08481734,0.055429854,-0.335543687,-0.228611861,-0.627844496,-0.010116411,-0.231495673,0.22030475,-0.268635358,-0.279879526,-0.264627726,0.086473798,-0.140758621,-0.288498932,-0.284673461,0.078133753,-0.124978354,-0.113269642,-0.035043223,-0.170504562,-0.042790271,0.065445135,-0.080322649,-0.471168774,-0.15424948,0.321977107,0.065272235,-0.295264683
1,14.9,-0.090417206,-0.31854293,0.01769079,-0.46188198,-0.269641183,-0.647481299,-0.381571806,-0.311085286,-0.109737583,0.005653614,-0.317736934,-0.242133583,-0.629130764,-0.01341368,-0.217587485,0.272540323,-0.264219914,-0.283206511,-0.279426933,0.125280717,-0.14809157,-0.288811077,-0.269099465,0.050315254,-0.127691491,-0.091386511,-0.013389949,-0.213703102,-0.016614493,0.106284277,-0.055484249,-0.456078071,-0.127426958,0.306124436,0.047264128,-0.292677594
1,15,-0.057070908,-0.229768229,0.098371491,-0.436061317,-0.311959521,-0.502502799,-0.301878537,-0.231163626,-0.06389628,-0.059758101,-0.336717525,-0.202153289,-0.514135984,0.033959309,-0.291887123,0.318419258,-0.228372632,-0.197019439,-0.251008554,0.320227412,-0.091997295,-0.333378017,-0.267401776,0.055310454,-0.101490528,-0.015968301,-0.041334408,-0.2187332,-0.089704612,0.161634141,-0.081062305,-0.372695304,-0.277051902,0.315394644,0.077782825,-0.297364822
2,0.1,-0.022992609,-0.109095105,0.092368891,0.081007107,-0.054871991,-0.040200242,0.168636552,0.109364454,0.142639185,0.05526622,-0.038692785,-0.065412258,0.379011396,0.028467299,-0.145234147,0.158931145,0.076587068,0.056051376,0.040771075,0.020768624,0.09758698,0.095832371,-0.150117987,-0.086301492,-0.138558779,-0.108849006,-0.179177759,0.035611925,0.063093346,-0.110076828,0.144006704,-0.028924159,-0.143892193,0.040634432,0.039854006,-0.190900786
2,0.2,-0.028330217,-0.010805541,0.026876024,0.084537532,-0.039281596,-0.035784205,0.201451516,0.116809428,0.128129882,0.064746621,0.032355215,-0.034196168,0.489573702,0.062261352,-0.145957008,0.105082026,0.104547079,0.068735364,-0.003876817,-0.042611586,0.038368499,0.138652327,-0.137334929,-0.132860863,-0.132225707,-0.120187945,-0.172909013,-0.028021063,0.026041055,-0.062980615,0.127970868,0.046489425,-0.141586126,0.000603746,-0.000571576,-0.214631302
2,0.3,-0.059555628,-0.051309702,0.047425915,0.072084327,-0.039074159,-0.044463963,0.215370917,0.081286629,0.106155352,0.020538226,0.023465681,-0.07931248,0.542807315,0.055591547,-0.166475691,0.07713906,0.090941866,0.043250917,-0.014706139,-0.038294451,0.064150274,0.089581345,-0.13099136,-0.137875107,-0.133014903,-0.165061398,-0.164728188,-0.024108478,0.074721397,-0.036671626,0.117917219,0.020505986,-0.094215725,0.019704681,-0.01861863,-0.221323926
2,0.4,-0.077967467,-0.017107493,0.038937761,0.063744364,-0.030492319,-0.043521805,0.220787814,0.063785299,0.110157684,0.028641122,0.052512321,-0.053451901,0.55523218,0.052474484,-0.191596319,0.067263619,0.081743712,0.045088267,-0.035955125,-0.060064022,0.050601644,0.087162888,-0.128924076,-0.155054481,-0.139122095,-0.17273863,-0.151412901,-0.045999344,0.073230858,-0.036266597,0.104143124,0.017582174,-0.085341977,0.006262712,-0.018380136,-0.221604413
2,0.5,-0.074040458,-0.027196257,0.066968503,0.067096248,-0.027243653,-0.042884165,0.217842624,0.048008081,0.085003064,0.04500108,0.02047554,-0.063988708,0.57989221,0.047784869,-0.191213096,0.072614026,0.078189552,0.002930103,-0.061973637,-0.041055444,0.050964065,0.070379882,-0.103927077,-0.168075472,-0.140071612,-0.225726281,-0.14237379,-0.041628676,0.076799328,-0.035774572,0.113299946,-0.003653224,-0.104284523,0.002525914,-0.02286486,-0.207922947
2,0.6,-0.093824644,-0.070113925,0.099807451,0.058761139,-0.012357147,-0.044384654,0.211383494,0.016396981,0.066996488,0.007161954,0.02399731,-0.08018457,0.518897501,0.040393632,-0.185160967,0.051418816,0.066237078,-0.00645867,-0.07355124,-0.020510953,0.069018698,0.041438627,-0.101992602,-0.151783444,-0.149214309,-0.232600402,-0.142537706,-0.042112077,0.066700719,-0.043877345,0.096362511,-0.021082813,-0.115656526,0.003212013,-0.023127456,-0.199623915
2,0.7,-0.095072678,-0.063898135,0.141530497,0.055607548,-0.006668946,-0.05850191,0.189210332,0.00945416,0.052844636,0.009081519,0.019718454,-0.074930071,0.554045342,0.03579329,-0.188011908,0.042445533,0.078282973,-0.034147126,-0.074302293,-0.065367795,0.052119029,0.054263244,-0.097708448,-0.149468204,-0.165670797,-0.23060239,-0.133265238,-0.046902406,0.044341388,-0.060228773,0.077887825,-0.048239036,-0.144790668,-0.010803934,-0.025574185,-0.176967634
2,0.8,-0.07836847,-0.044245796,0.125343865,0.046403242,-0.008907849,-0.028300645,0.154789999,-0.004580885,0.054956243,0.025249745,0.032262321,-0.045953568,0.482322027,0.012244194,-0.169856191,0.049016076,0.066149482,-0.030477938,-0.094155792,-0.033851401,0.038803632,0.04146186,-0.081452196,-0.124580365,-0.178046034,-0.186637354,-0.157266119,-0.062294695,0.025576074,-0.050408381,0.097297757,-0.048136632,-0.176704371,-0.018820902,0.003777839,-0.179267646
2,0.9,-0.058970595,-0.07364254,0.121700013,0.038067401,-0.018779875,-0.053612738,0.128082893,-0.00637571,0.032380269,0.011958374,0.008626881,-0.07525346,0.493481145,0.001138008,-0.139245941,0.020248751,0.066421742,-0.05033354,-0.0799878,-0.053331562,0.034282294,0.034385746,-0.075709145,-0.114266548,-0.170420692,-0.178968144,-0.166964155,-0.06186919,0.054358312,-0.044239464,0.096860774,-0.042109232,-0.201984967,-0.013350555,0.006964401,-0.177834335
2,1,-0.063253666,-0.082134789,0.105570939,0.001557784,-0.032573493,-0.053127087,0.090282523,-0.018815048,0.040449817,-0.00576319,0.024330594,-0.077774219,0.515006523,-0.056675271,-0.130889658,0.007277563,0.049977848,-0.036059519,-0.053838262,-0.063232124,0.022374053,0.012291721,-0.087693004,-0.086264381,-0.151277145,-0.144692269,-0.182305607,-0.051907192,0.0569798,-0.04006081,0.085691601,-0.048641066,-0.232542018,0.001474829,0.014372195,-0.188567621
2,1.1,-0.066138476,-0.072074962,0.109732337,-0.006791662,-0.042080933,-0.051087244,0.060345372,-0.018541162,0.068561584,0.000980609,0.02390191,-0.077767069,0.527071078,-0.063224296,-0.127894906,0.031745802,0.063333978,-0.015724344,-0.067086883,-0.110822763,-0.001432086,0.030743472,-0.072144508,-0.098384237,-0.136580283,-0.150318867,-0.181800721,-0.05429468,0.067563925,-0.054509289,0.080326779,-0.059923623,-0.212085195,0.006323814,0.013804447,-0.197417499
2,1.2,-0.051632576,-0.040952581,0.093659903,-0.021127784,-0.0315491,-0.037128615,0.033368597,-0.005843023,0.063790985,0.018423473,0.0249868,-0.059429955,0.509764737,-0.080461928,-0.102036021,0.045296509,0.044109035,-0.020117819,-0.044064973,-0.109014226,-0.002395794,0.039204138,-0.052774703,-0.10296265,-0.132120184,-0.165091319,-0.188348165,-0.036020629,0.045546391,-0.071158176,0.073815558,-0.016829752,-0.245088397,0.004770174,0.0151402,-0.209168078
2,1.3,-0.078937147,-0.056130959,0.09834016,-0.039095062,-0.026246715,-0.055057111,0.014442074,0.030979977,0.049903779,-0.010999093,0.010975577,-0.091590963,0.514660398,-0.088103499,-0.117925566,0.043095929,0.046740988,-0.020992165,-0.032146398,-0.159359927,-0.015728707,0.045931691,-0.066092068,-0.107730812,-0.126026929,-0.179875293,-0.175432474,-0.008824533,0.024968485,-0.125810898,0.031020065,0.001554161,-0.260218931,0.005622453,0.005803649,-0.218980927
2,1.4,-0.084645878,-0.044400233,0.106112043,-0.046121283,-0.026829134,-0.041984063,-0.002134264,0.05856349,0.055953415,-0.011178978,0.012786937,-0.084638062,0.483488756,-0.096183136,-0.140952059,0.060443939,0.046618316,-0.020784553,-0.029430807,-0.153323753,-0.022642812,0.059550972,-0.046981735,-0.108063028,-0.110970088,-0.18823253,-0.171498355,0.019333842,-0.027931952,-0.136825216,0.01647348,0.024402769,-0.256919862,0.004320579,-0.01520638,-0.22428866
2,1.5,-0.070229727,-0.02588127,0.088429506,-0.032470437,-0.018202196,-0.032005191,0.023074671,0.04597368,0.045598958,0.030528946,0.011033681,-0.090913503,0.458366874,-0.094884387,-0.167334956,0.076545773,0.034256482,-0.029775682,-0.026289708,-0.174437197,-0.034112971,0.068895829,-0.02027696,-0.117491047,-0.125529405,-0.188062757,-0.18040289,0.024645489,-0.051127769,-0.161861762,-0.006053406,0.021568291,-0.235827335,0.015721749,-0.016811265,-0.210429473
2,1.6,-0.069883751,-0.020190849,0.079855656,-0.037012474,-0.017184072,-0.051086344,0.01510577,0.070071046,0.015684169,0.030163631,-0.014911702,-0.090005256,0.450335174,-0.114532583,-0.176468231,0.01927646,0.014243141,-0.061749076,-0.002229626,-0.151957145,-0.019966077,0.048635506,-0.014403034,-0.098713599,-0.137604075,-0.195170153,-0.18808563,0.038387512,-0.069674917,-0.140089871,-0.025470934,0.020705901,-0.256575957,0.014317581,-0.014973993,-0.21409187
