Voltage,Sal,LY
0.740160643,0.792162938,1.494056601
0.746987952,0.780210202,1.47949368
0.753815261,0.767243257,1.4615642
0.76064257,0.753723466,1.44023484
0.76746988,0.740122118,1.415537011
0.774297189,0.726905032,1.387602766
0.781124498,0.714506572,1.356694157
0.787951807,0.703285398,1.323213185
0.794779116,0.693514273,1.287679681
0.801606426,0.685394823,1.250697831
0.808433735,0.679046694,1.212932378
0.815261044,0.674488599,1.17508539
0.822088353,0.671649911,1.13785858
0.828915663,0.670393282,1.101896723
0.835742972,0.670521247,1.067724119
0.842570281,0.671783441,1.035698354
0.84939759,0.673899078,1.005990626
0.8562249,0.67657509,0.978598999
0.863052209,0.679506842,0.953407726
0.869879518,0.682383213,0.930264673
0.876706827,0.684916124,0.909022074
0.883534137,0.6868734,0.889539441
0.890361446,0.688083875,0.871680578
0.897188755,0.688420151,0.85530077
0.904016064,0.687777157,0.840221218
0.910843373,0.686048939,0.826219791
0.917670683,0.683121299,0.813039397
0.924497992,0.678901358,0.800388361
0.931325301,0.673355771,0.78794332
0.93815261,0.666519611,0.775376434
0.94497992,0.658481987,0.762395395
0.951807229,0.649364593,0.748784845
0.958634538,0.63929828,0.734443364
0.965461847,0.628406098,0.719388271
0.972289157,0.616798601,0.703718892
0.979116466,0.604575416,0.687572866
0.985943775,0.591819192,0.671093323
0.992771084,0.578580535,0.654399024
0.999598394,0.564870398,0.637569073
1.006425703,0.550669072,0.620645708
1.013253012,0.535951237,0.603640273
1.020080321,0.520724205,0.586548048
1.026907631,0.505055659,0.569369018
1.03373494,0.489066939,0.552111544
1.040562249,0.47290178,0.53478621
1.047389558,0.456682789,0.517400702
1.054216867,0.440469226,0.499944247
1.061044177,0.424257875,0.482383878
1.067871486,0.408032527,0.464696863
1.074698795,0.391808408,0.446905065
1.081526104,0.375653198,0.429082157
1.088353414,0.359702015,0.41133742
1.095180723,0.344146823,0.393772129
1.102008032,0.329192966,0.376422702
1.108835341,0.315026784,0.359228514
1.115662651,0.301815081,0.342036682
1.12248996,0.289717178,0.324640109
1.129317269,0.27890169,0.306844452
1.136144578,0.269570161,0.288532717
1.142971888,0.26196849,0.26969117
1.149799197,0.256361808,0.250399497
1.156626506,0.252977562,0.230801192
1.163453815,0.251945043,0.211048128
1.170281124,0.253260745,0.191237892
1.177108434,0.256787786,0.171397294
1.183935743,0.262274164,0.151514425
1.190763052,0.269383156,0.131575027
1.197590361,0.277734734,0.11159386
1.204417671,0.28693358,0.091648806
1.21124498,0.296567262,0.071899967
1.218072289,0.306192496,0.052582104
1.224899598,0.315321481,0.033982811
1.231726908,0.323409257,0.016417055
1.238554217,0.329869014,0.000191476
1.245381526,0.334142723,-0.014451437
1.252208835,0.335807547,-0.027393065
1.259036145,0.334671673,-0.03866752
1.265863454,0.330824965,-0.048439993
1.272690763,0.324623881,-0.056942632
1.279518072,0.316609595,-0.064404824
1.286345382,0.307392633,-0.071013705
1.293172691,0.297549287,-0.076908605
1.3,0.287550409,-0.082206707
1.3,0.277724196,-0.087054198
1.293172691,0.268255171,-0.091662555
1.286345382,0.259208202,-0.096291065
1.279518072,0.250552593,-0.101187235
1.272690763,0.242183117,-0.106527776
1.265863454,0.233949449,-0.112401644
1.259036145,0.225680069,-0.118848821
1.252208835,0.217185083,-0.12592834
1.245381526,0.208257426,-0.133783933
1.238554217,0.198691462,-0.142679465
1.231726908,0.188313169,-0.152962703
1.224899598,0.177021827,-0.164960515
1.218072289,0.164843597,-0.178877212
1.21124498,0.151963332,-0.194736473
1.204417671,0.138693309,-0.212349938
1.197590361,0.125388469,-0.231313783
1.190763052,0.112361365,-0.251037971
1.183935743,0.099835066,-0.270785318
1.177108434,0.087946521,-0.289720347
1.170281124,0.076806536,-0.306979367
1.163453815,0.066583206,-0.321741726
1.156626506,0.057534903,-0.333293339
1.149799197,0.049968214,-0.341091041
1.142971888,0.044166631,-0.344801529
1.136144578,0.040329279,-0.344296122
1.129317269,0.038541126,-0.339638
1.12248996,0.038799285,-0.331083979
1.115662651,0.041072117,-0.31907743
1.108835341,0.045323332,-0.304220236
1.102008032,0.051487975,-0.287224355
1.095180723,0.059441441,-0.268836135
1.088353414,0.068976799,-0.249747076
1.081526104,0.079794769,-0.230526571
1.074698795,0.091529057,-0.211600763
1.067871486,0.103794955,-0.193280504
1.061044177,0.116203997,-0.17581517
1.054216867,0.128328323,-0.159427877
1.047389558,0.139671327,-0.144320918
1.040562249,0.149687829,-0.130680921
1.03373494,0.157833488,-0.11868376
1.026907631,0.163620727,-0.108480802
1.020080321,0.166684467,-0.100182782
1.013253012,0.166840147,-0.093847474
1.006425703,0.164106228,-0.089452948
0.999598394,0.158701487,-0.086877461
0.992771084,0.151034956,-0.08591853
0.985943775,0.141673732,-0.086334737
0.979116466,0.131272069,-0.087878282
0.972289157,0.120475593,-0.090304284
0.965461847,0.10983242,-0.09336056
0.958634538,0.099737107,-0.096776063
0.951807229,0.090421165,-0.100257788
0.94497992,0.081992798,-0.103498823
0.93815261,0.074501027,-0.106203703
0.931325301,0.067973976,-0.108116051
0.924497992,0.062417947,-0.109024288
0.917670683,0.057812919,-0.108759502
0.910843373,0.054113252,-0.107216386
0.904016064,0.051238748,-0.10439125
0.897188755,0.049075838,-0.100406339
0.890361446,0.047497122,-0.095504596
0.883534137,0.046367435,-0.090011303
0.876706827,0.04554264,-0.084265554
0.869879518,0.044891833,-0.078549032
0.863052209,0.044324054,-0.073045357
0.8562249,0.043794855,-0.06783846
0.84939759,0.043295416,-0.06294179
0.842570281,0.042825919,-0.058334425
0.835742972,0.042373423,-0.053977736
0.828915663,0.041914955,-0.049814405
0.822088353,0.041427037,-0.045763199
0.815261044,0.04088976,-0.041718166
0.808433735,0.040291116,-0.037564195
0.801606426,0.039619731,-0.033210306
0.794779116,0.038851879,-0.028626776
0.787951807,0.037959741,-0.023873378
0.781124498,0.036931299,-0.019107784
0.774297189,0.035772182,-0.014561524
0.76746988,0.034491166,-0.01048943
0.76064257,0.033087798,-0.00712838
0.753815261,0.031549874,-0.00468334
0.746987952,0.029866081,-0.003318817
0.740160643,0.028053619,-0.003156959
0.733333333,0.02617802,-0.004299729
0.726506024,0.024344319,-0.006845265
0.719678715,0.022675944,-0.010871866
0.712851406,0.021303679,-0.016413064
0.706024096,0.020360492,-0.023434682
0.699196787,0.019983462,-0.031804789
0.692369478,0.02032809,-0.041277373
0.685542169,0.021570641,-0.051509369
0.678714859,0.023880214,-0.06209433
0.67188755,0.027376104,-0.072600542
0.665060241,0.032088113,-0.08261939
0.658232932,0.037932177,-0.091812678
0.651405622,0.04471152,-0.099940483
0.644578313,0.052139037,-0.106870278
0.637751004,0.059867748,-0.112564174
0.630923695,0.067518797,-0.117038618
0.624096386,0.074707181,-0.120325142
0.617269076,0.081070504,-0.122461907
0.610441767,0.086295486,-0.123502214
0.603614458,0.090138034,-0.123522051
0.596787149,0.092437724,-0.122631835
0.589959839,0.093121147,-0.12098525
0.58313253,0.092194597,-0.11876604
0.576305221,0.089735776,-0.116162208
0.569477912,0.085893519,-0.113354989
0.562650602,0.080893767,-0.110523004
0.555823293,0.075030506,-0.107842271
0.548995984,0.068633038,-0.105481443
0.542168675,0.062023714,-0.103604619
0.535341365,0.055467077,-0.102372799
0.528514056,0.049117989,-0.101921575
0.521686747,0.042994625,-0.102321948
0.514859438,0.036978442,-0.103555577
0.508032129,0.030838241,-0.105514539
0.501204819,0.024291752,-0.108018716
0.49437751,0.017088146,-0.11084776
0.487550201,0.009070681,-0.11377407
0.480722892,0.000209207,-0.116580749
0.473895582,-0.009388339,-0.119062847
0.467068273,-0.019494301,-0.121026676
0.460240964,-0.029811121,-0.122313264
0.453413655,-0.040018808,-0.122842624
0.446586345,-0.049800977,-0.122646335
0.439759036,-0.058869694,-0.121879994
0.432931727,-0.066993941,-0.120814624
0.426104418,-0.074021246,-0.119794059
0.419277108,-0.079899267,-0.119173757
0.412449799,-0.084695813,-0.119270308
0.40562249,-0.088602639,-0.12033119
0.398795181,-0.091918879,-0.122523379
0.391967871,-0.095007897,-0.125927884
0.385140562,-0.09822435,-0.130527265
0.378313253,-0.101839951,-0.13619435
0.371485944,-0.105998762,-0.142698125
0.364658635,-0.110700584,-0.149727826
0.357831325,-0.115809301,-0.156927113
0.351004016,-0.121094345,-0.163935062
0.344176707,-0.126288154,-0.170430159
0.337349398,-0.131128953,-0.176162677
0.330522088,-0.135390236,-0.180961114
0.323694779,-0.138907281,-0.184720662
0.31686747,-0.141588898,-0.187396254
0.310040161,-0.143405519,-0.189003511
0.303212851,-0.144359427,-0.189617695
0.296385542,-0.144449025,-0.189383886
0.289558233,-0.143643515,-0.188541492
0.282730924,-0.141876826,-0.187421433
0.275903614,-0.139068339,-0.186395651
0.269076305,-0.135182975,-0.185806688
0.262248996,-0.1303066,-0.185899126
0.255421687,-0.124682347,-0.186774609
0.248594378,-0.118690002,-0.188398157
0.241767068,-0.112785604,-0.190642469
0.234939759,-0.107420063,-0.193333805
0.22811245,-0.10296245,-0.196282482
0.221285141,-0.099654303,-0.199286187
0.214457831,-0.097605089,-0.20211008
0.207630522,-0.096812225,-0.204479869
0.200803213,-0.097169553,-0.20610107
0.193975904,-0.098459048,-0.206686892
0.187148594,-0.100361566,-0.205999454
0.180321285,-0.102499228,-0.203902477
0.173493976,-0.104487172,-0.200393466
0.166666667,-0.105986936,-0.195612772
0.159839357,-0.106767011,-0.189847848
0.153012048,-0.106752264,-0.183520023
0.146184739,-0.106030379,-0.177148126
0.13935743,-0.104815636,-0.171307231
0.13253012,-0.103396381,-0.166583954
0.125702811,-0.102074411,-0.163524163
0.118875502,-0.101099815,-0.1625793
0.112048193,-0.100622806,-0.164063747
0.105220884,-0.100672875,-0.168144257
0.098393574,-0.101160806,-0.174859224
0.091566265,-0.101906136,-0.184136612
0.084738956,-0.102687943,-0.195801488
0.077911647,-0.103306208,-0.209580512
0.071084337,-0.103639318,-0.225093367
0.064257028,-0.103677661,-0.241836371
0.057429719,-0.103518945,-0.259193522
0.05060241,-0.10333091,-0.276487568
0.0437751,-0.103299612,-0.293042371
0.036947791,-0.103584874,-0.308236912
0.030120482,-0.104295784,-0.321558897
0.023293173,-0.105480718,-0.332651757
0.016465863,-0.107123551,-0.341336998
0.009638554,-0.109151275,-0.347618976
0.002811245,-0.111459214,-0.351680177
-0.004016064,-0.113943982,-0.353854272
-0.010843373,-0.116529513,-0.3545756
-0.017670683,-0.119182152,-0.354317281
-0.024497992,-0.121913745,-0.353526917
-0.031325301,-0.124773236,-0.352575509
-0.03815261,-0.12783497,-0.351730516
-0.04497992,-0.131187824,-0.351146816
-0.051807229,-0.134922957,-0.350870879
-0.058634538,-0.139118592,-0.350855772
-0.065461847,-0.143816935,-0.350977591
-0.072289157,-0.149000002,-0.351055728
-0.079116466,-0.154589098,-0.350898434
-0.085943775,-0.160470946,-0.350378266
-0.092771084,-0.166530645,-0.349506816
-0.099598394,-0.17268909,-0.348480906
-0.106425703,-0.178943111,-0.347697191
-0.113253012,-0.185379569,-0.347730477
-0.120080321,-0.192143036,-0.349268464
-0.126907631,-0.199378314,-0.353014211
-0.13373494,-0.207181129,-0.359573979
-0.140562249,-0.215568049,-0.369341473
-0.147389558,-0.224469031,-0.382399122
-0.154216867,-0.233749332,-0.398469914
-0.161044177,-0.243249215,-0.416941548
-0.167871486,-0.25281363,-0.436955901
-0.174698795,-0.262293613,-0.457531396
-0.181526104,-0.271519664,-0.477673946
-0.188353414,-0.28026749,-0.496449449
-0.195180723,-0.288244933,-0.513028218
-0.202008032,-0.295107257,-0.526715708
-0.208835341,-0.300492083,-0.536959654
-0.215662651,-0.304076912,-0.543332801
-0.22248996,-0.305648483,-0.545508288
-0.229317269,-0.305139401,-0.543225675
-0.236144578,-0.302617106,-0.536249582
-0.242971888,-0.298263324,-0.524365887
-0.249799197,-0.292356479,-0.507444202
-0.256626506,-0.285232727,-0.485538177
-0.263453815,-0.277235177,-0.458992542
-0.270281124,-0.26868098,-0.428528555
-0.277108434,-0.259839751,-0.395254296
-0.283935743,-0.250907768,-0.360575745
-0.290763052,-0.241992728,-0.326046966
-0.297590361,-0.233125436,-0.293204902
-0.304417671,-0.22428257,-0.263413842
-0.31124498,-0.21539548,-0.237743102
-0.318072289,-0.206351823,-0.216901952
-0.324899598,-0.19701741,-0.201230465
-0.331726908,-0.187278715,-0.19070938
-0.338554217,-0.177075008,-0.184970683
-0.345381526,-0.166402413,-0.183332779
-0.352208835,-0.155304811,-0.184866465
-0.359036145,-0.143870265,-0.188478453
-0.365863454,-0.132229528,-0.193024432
-0.372690763,-0.120546052,-0.197455618
-0.379518072,-0.109003663,-0.200960897
-0.386345382,-0.097792719,-0.203058407
-0.393172691,-0.086623375,-0.204624453
-0.4,-0.07629404,-0.203847316
