day,session,room,Subj,Feeding,Amph,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1,1,53,7,Food Dep,0,1636.335977,835.233682,229.681504,591.407478,313.918651,166.413414,161.778298,141.553215,407.042878,807.058402,631.22896,783.759492,567.543784,202.745573,160.910623,653.439818,411.931009,129.078083,140.629241,195.456305,442.718972,527.934624,138.67296,140.895591,632.460247,171.24777,716.200622,415.180827,702.668993,582.492131,556.025289,218.244355,167.249277,166.206147,312.302296,438.709087
1,1,57,57,Ad Lib,0,1475.662356,948.570824,950.762956,562.885922,519.788077,524.861609,940.91204,611.111479,185.308135,650.187452,359.973645,344.581235,116.108745,32.236238,569.242368,668.708833,397.05393,373.011022,81.458408,120.079085,36.270986,18.457236,31.134447,14.776308,88.001149,32.803109,36.066955,427.726586,62.586769,25.407132,36.234382,8.954611,29.728227,13.268627,15.025347,
1,1,57,58,Ad Lib,1,1262.591231,960.819472,704.445714,468.550242,155.527611,14.094962,12.736236,14.352422,352.38999,661.607784,342.85019,21.647268,808.919531,826.831124,823.992435,986.433345,1031.303375,1025.728023,1019.994373,1082.436391,890.462051,1093.436173,722.880268,992.367243,791.422669,901.549531,719.590833,858.266167,850.257744,567.678307,590.248678,530.225638,402.939876,377.715074,478.871349,
1,1,57,59,Ad Lib,1,1434.062968,481.010102,633.256581,413.085143,274.611986,309.790504,60.390365,17.497725,9.014491,236.460819,732.315819,247.215799,71.529225,491.86149,492.080336,351.553452,555.449856,465.735578,633.537374,735.576912,176.19637,346.115903,414.24223,224.349676,322.752169,656.130489,509.885624,182.570373,457.29596,214.65773,17.30998,10.378047,502.612041,839.938822,620.070112,
1,1,57,60,Ad Lib,2.5,1087.217202,665.115755,409.46825,50.554907,39.045239,12.972033,16.676608,9.912407,563.058733,238.785854,146.645561,25.832138,793.371335,809.751368,622.151088,919.331483,1099.009104,1523.039096,1661.957691,1933.769036,2209.387164,2093.442441,2155.257107,1999.94556,1955.7137,1855.69224,2200.164983,2038.160319,2084.260453,2110.000501,2108.651563,1921.05009,2056.689178,1902.424106,1747.231376,
1,1,57,61,Ad Lib,2.5,1247.123707,1035.620508,696.192598,634.291739,548.117537,539.604584,92.481586,52.108035,8.849468,9.021565,18.236198,15.963283,596.327912,708.443637,741.762585,1014.610568,1400.557331,1773.420081,1729.831794,1842.671686,1784.22986,1742.955267,1870.287447,1703.136908,1478.775821,1359.381148,1340.477957,1306.524766,1103.825466,1314.754003,1190.209074,943.822416,506.792742,806.716533,533.843468,
1,1,57,62,Ad Lib,5,1014.251992,904.435801,282.475947,475.468137,526.191974,182.169795,56.157266,13.302132,14.929675,18.666878,787.126865,507.021832,786.623765,770.785527,845.196784,1371.824385,1896.438945,1352.773259,1392.887993,1517.727919,1223.286683,1162.293575,1190.588916,1261.126627,1319.052268,1340.86161,1462.881914,1359.17073,1299.922486,1334.536576,936.125753,946.260704,589.238376,720.967714,575.007299,
1,1,57,63,Ad Lib,5,1897.423848,1290.162762,870.300329,838.551773,467.816673,368.608408,836.128085,371.730992,140.073206,95.053947,24.751317,18.504605,1136.581178,1723.303324,1438.296394,1410.879361,1446.651701,1293.670551,790.734538,521.894835,321.881028,254.027922,333.846578,272.047069,305.995203,268.059559,365.500563,396.065346,484.417651,431.933665,572.678683,710.080519,577.500934,701.837233,774.336874,
1,1,57,8,Food Dep,0,1185.943735,775.172381,520.725439,626.792976,204.759924,492.028672,412.772625,339.537069,441.178709,24.826982,565.735773,422.678208,524.129116,427.748733,319.226915,16.628694,225.689808,14.907488,38.33785,302.871772,657.525867,434.652422,458.420549,396.734015,490.139888,43.054276,38.942808,302.574535,369.609763,189.154296,118.228849,8.957738,7.788631,19.841777,315.189556,
1,1,57,9,Food Dep,0,1417.965289,1089.37569,537.766227,19.295262,18.046518,546.635631,407.00878,360.338023,323.627623,143.728113,21.525271,20.810793,90.788911,770.439128,658.885881,109.365606,18.742192,31.730499,28.27139,49.625704,182.638156,890.336144,192.950068,439.829424,429.672747,237.984857,379.83221,25.766967,34.810019,25.002691,214.932185,281.810826,532.419732,623.017401,465.662301,
1,1,57,10,Food Dep,1,1285.254116,901.654598,334.901185,506.910987,501.456003,211.221428,116.718783,761.711771,275.731848,89.30619,478.998988,764.680094,1270.100234,1777.241066,1831.203502,1725.499247,1834.186511,1548.964869,1869.938051,1708.428577,1623.79251,1662.131225,1411.557929,1476.364558,1336.781791,1476.864652,1525.226696,1148.071948,1257.802497,1274.738705,1422.733974,1258.874653,1074.596455,1255.754576,693.08385,
1,1,57,11,Food Dep,1,1335.494403,962.671817,597.871224,779.55674,393.357736,471.903681,653.688262,211.547437,332.51673,872.430277,626.046863,462.923083,966.443608,1384.387386,1511.195076,1691.080882,1556.130859,1496.031111,1577.865226,1614.819922,1420.851229,1498.643956,1532.213717,1344.599568,1362.675223,1503.731843,1217.88843,1096.652628,989.344704,1373.166598,1222.659491,1456.200368,1347.117035,1284.077665,949.694566,
1,1,57,12,Food Dep,2.5,1280.422631,627.863923,735.425409,16.243258,15.993443,22.959916,20.134373,18.29269,79.599527,303.727664,80.462964,51.973769,629.775255,910.179884,1109.632922,1629.581354,2378.953602,2903.425076,3375.853531,3250.314289,3016.118342,3016.149108,3134.816608,3231.785929,3208.748511,3126.869476,3082.753388,3319.649345,2917.395449,2997.368444,2638.756631,2409.634582,2090.972667,2008.594796,1993.463249,
1,1,57,13,Food Dep,2.5,1150.582294,677.343268,415.717464,92.865309,201.920132,636.342452,295.478388,168.273607,68.857402,14.59753,11.142602,15.7024,699.619097,941.138582,1135.183579,1396.525899,1819.593852,1970.616792,2035.435937,2342.974722,2404.113336,2392.13174,2275.554023,2267.593962,1996.026081,1930.557964,1868.647382,1768.359516,1247.806581,1157.185201,966.674461,880.020328,500.34655,619.845532,337.100676,
1,1,57,14,Food Dep,5,1161.486551,697.686329,444.412745,575.851707,308.961481,29.949163,174.211497,148.317564,235.960841,153.946209,151.071383,30.708084,822.470573,945.546897,1822.841117,2387.286578,2222.164503,923.380173,497.110465,378.986131,283.25552,285.163287,257.862175,239.983208,215.37598,213.427823,173.581533,163.396136,146.530396,167.131271,185.040707,170.924725,172.83488,157.428854,139.173363,
1,1,57,15,Food Dep,5,1236.176425,577.399368,284.505811,175.216046,202.615824,172.372258,328.595534,106.25906,125.383922,294.851911,30.661762,258.777856,291.609717,828.435413,636.017231,423.057051,434.027606,473.982198,447.04487,554.256984,554.652365,605.877413,570.157846,443.783682,330.984386,231.43778,233.308197,212.65608,186.290966,209.670024,239.20142,227.047566,202.746651,232.29643,237.846266,
2,2,53,16,Food Dep,1,1392.446772,791.777326,883.805521,396.588963,199.338816,151.176769,215.007584,661.54282,910.997853,822.938807,1036.443089,808.538477,345.857146,393.651954,778.815967,1224.561661,1431.941661,1340.885883,1449.033412,1564.329146,1460.430585,1186.207043,1038.932422,1298.467019,1020.41366,1252.042743,1215.398764,920.657517,929.025468,994.069633,907.703484,713.656251,865.765943,920.58797,731.615102,989.830867
2,2,53,17,Food Dep,5,1656.796982,995.833319,888.494861,466.413996,1070.61116,312.142205,853.148069,847.874771,498.208868,479.936699,418.146512,863.581126,1742.24798,2233.856041,2915.76405,3119.227048,3036.000283,2829.646276,2710.505873,2359.362757,2101.839301,1856.128274,1741.30556,1851.514624,1856.503218,1826.495464,1482.42225,1340.438114,1531.148963,1341.564956,1524.116991,1179.712439,1269.100037,887.43614,891.514007,868.012057
2,2,53,18,Food Dep,2.5,1641.361166,1104.342547,1109.779484,1136.541219,1202.613708,866.93764,888.1857,1004.970704,1006.989325,852.953043,625.799231,872.291843,1151.793484,833.312526,1045.064984,1197.527334,1597.34498,1980.037835,2372.805699,2455.628195,2687.559302,3086.887062,3278.354338,3036.677725,2662.600675,2485.908673,2148.455555,2024.390623,1835.572361,1696.066681,1493.588217,1601.353608,1580.477088,1466.276194,1640.489956,1845.030752
2,2,53,19,Food Dep,2.5,1854.410639,1157.531858,931.468846,989.874559,581.168326,401.816245,817.440378,991.536258,684.173849,269.16832,555.745769,876.753726,1528.382348,1347.731581,1455.93923,1731.588491,1983.674788,2285.901203,2744.829631,2629.972987,2743.283055,2748.562186,2828.531102,2651.309322,2258.135183,2518.278314,1945.65461,1608.213101,1398.465226,1136.242476,1420.675263,1142.212597,1030.264078,1279.484525,926.377028,988.53003
2,2,53,20,Food Dep,5,1189.076779,1082.699898,806.094259,478.151452,299.312003,799.067239,484.503737,541.332384,666.270547,229.9307,730.43916,576.065404,468.761371,703.053521,1124.035359,995.13862,841.255285,823.811102,830.215594,968.351707,1028.475486,980.648522,1041.026079,1159.888103,1159.835049,1106.832358,1107.529991,1192.920989,1234.374379,1234.47384,1270.753522,1088.448152,1198.243007,1120.083617,1416.895117,1388.752174
2,2,53,21,Food Dep,1,1057.385962,627.609481,202.830075,269.857546,794.907941,322.452365,189.364279,225.126127,122.540947,199.228609,369.014708,723.795871,756.087561,1318.698244,1254.336226,1387.655278,1441.373292,1325.658716,1455.151166,1462.713152,1297.342813,1137.356834,1309.098088,1230.379236,1153.385911,1188.284181,1146.929582,1225.909,1271.877609,753.790854,882.358077,760.00713,1154.429931,854.156235,931.705661,599.086482
2,2,53,22,Food Dep,0,1511.228656,860.492364,832.399991,666.51777,273.282327,201.245819,532.397579,884.519672,871.097751,505.281955,261.553645,678.581437,594.364014,269.404765,153.65725,156.4866,740.673487,483.413125,203.212914,365.441201,217.022793,306.146599,244.017379,805.587789,185.109872,179.137785,219.537399,169.023365,194.041304,453.051851,204.033268,149.805543,817.125152,183.11557,251.028481,211.381651
2,2,53,23,Food Dep,0,1624.12204,774.418093,513.69894,664.147025,215.1294,573.951626,732.873245,1008.970632,382.870536,386.154025,485.984961,546.063734,463.893041,399.246837,207.483051,212.496819,248.121408,452.925522,197.094041,500.635603,534.606179,214.792901,373.913326,173.170277,282.024728,610.189501,459.631028,386.724126,266.138362,297.168757,295.936443,397.362962,209.831729,536.915125,304.730997,263.625821
2,2,53,64,Ad Lib,0,1560.321605,1154.131431,1048.285676,653.457027,887.129325,673.256859,803.670192,784.269287,847.8288,664.33392,519.26082,797.907837,988.841664,631.634255,174.775225,915.900024,695.78024,186.484964,177.372471,360.9106,218.817201,292.245109,206.862766,242.782936,185.665077,142.88437,175.472778,145.427015,189.527069,242.206899,150.479891,143.422216,201.661602,162.435477,305.767849,287.704099
2,2,53,65,Ad Lib,1,1777.1792,1073.923185,872.914392,1211.516973,493.679413,760.433715,173.76567,1002.393655,954.185426,963.358372,533.577757,992.777461,879.981891,1303.258674,1572.326048,1722.950207,1461.555661,1556.665683,1714.422516,1585.265234,1438.956552,1269.372665,1187.054561,1371.443696,1315.044486,1169.40096,1166.075822,1111.031483,1053.376863,942.629823,942.065158,528.98368,1091.688595,916.42155,571.620647,517.153572
2,2,53,66,Ad Lib,1,1433.827441,884.019788,936.795718,521.590748,1122.551954,588.822283,391.778636,851.550704,554.074147,882.583211,499.648224,679.924764,512.962602,707.878063,1150.38528,998.418142,1010.376637,897.988979,1154.128727,1036.862452,960.767324,821.507066,851.48117,743.965301,1001.933088,1114.265303,874.146158,845.39269,1145.333049,861.189599,823.221997,953.979634,949.892529,902.22001,779.928885,656.704706
2,2,53,67,Ad Lib,5,1860.884112,1443.517689,795.321972,733.908779,240.107558,337.007057,178.900899,125.476863,537.298399,362.508789,174.59419,179.806227,857.072866,1363.302007,2271.724373,2238.45545,919.360341,573.67456,488.415887,478.97097,484.318157,450.66526,517.450858,563.332248,517.770663,512.362068,549.256063,564.670502,780.272945,742.054631,1513.976475,2050.13281,1578.355909,2104.561891,2027.627889,1767.390141
2,2,53,68,Ad Lib,2.5,1868.52872,1424.762315,1296.088954,872.834618,471.11327,149.296614,216.467751,1149.902659,1113.666133,702.924557,806.66556,995.580614,1334.231785,1590.184919,1489.722834,1865.957176,1946.507366,2190.843823,2462.40012,2202.316311,2173.297825,2348.143216,2090.230521,1939.856077,1956.233907,1799.579315,1965.667401,1929.331999,1634.215986,1437.697269,1235.152154,1029.923274,1096.970325,876.341031,629.280139,581.449821
2,2,53,69,Ad Lib,2.5,1445.673382,1065.256207,1013.815112,869.078313,1022.795914,615.872512,917.415906,416.178832,966.489283,762.076469,488.18198,954.4216,1168.894258,781.38701,801.930157,939.06594,1333.987805,2132.347778,2123.088172,2493.330968,2738.838293,2680.525898,2751.898382,2740.914126,2649.104785,2376.649398,2314.17002,2291.927015,2354.575565,2243.492064,2167.87087,2050.379873,1906.139063,1753.925793,1399.901446,1350.838747
2,2,53,70,Ad Lib,5,1751.315658,1187.539945,1046.121116,640.626659,1121.684708,917.508305,674.57311,803.55548,816.951089,430.190958,281.749655,199.743559,1475.40913,1355.81154,1882.559896,2857.045003,3518.838061,3328.921217,3169.159726,3090.214074,2350.254365,1312.94725,844.585988,743.949863,900.094046,1085.243268,1135.016125,1652.566694,1698.312494,1901.120204,1385.734586,1505.364491,1486.852729,1076.583475,1150.218423,1175.36086
2,2,57,24,Food Dep,5,940.222644,209.209935,411.019856,13.133412,13.774423,36.575636,370.454261,649.833739,26.097183,17.727945,13.941542,157.878785,210.561632,794.465716,783.477552,921.108415,2487.582701,2046.419166,1181.772983,958.655926,599.665117,486.769533,366.04117,438.283297,424.216479,359.647401,514.411313,534.417217,611.717148,659.211385,671.074033,589.765619,360.137856,596.598598,978.162612,1248.109409
2,2,57,25,Food Dep,5,1038.799001,402.696987,600.561648,187.997406,326.27382,155.260833,68.582739,218.240025,221.587947,505.196059,44.926489,316.407059,633.293156,635.592043,423.967266,430.815856,595.80404,506.887204,473.548983,518.899164,518.985514,418.236336,419.977945,432.114213,581.608608,680.710885,511.283036,515.031567,623.322425,567.635855,512.547324,560.397745,400.110215,338.436757,354.934809,414.950031
2,2,57,26,Food Dep,2.5,933.869831,428.368371,134.595412,245.624983,233.043185,216.031173,10.779579,16.518696,60.01407,464.192667,57.939368,239.844355,109.566123,54.996236,176.28801,423.033377,1082.353619,1283.24355,1450.314704,1268.013199,1421.795201,1418.782003,1379.496091,1273.921148,1051.278024,1011.371525,1150.907823,1197.389249,1013.061605,1121.058328,1075.374725,1101.643139,1016.184012,1071.302694,1043.186325,1110.131809
2,2,57,27,Food Dep,0,1256.157627,457.721139,370.449936,373.945341,14.957796,609.699911,413.044,255.678033,19.340341,11.855726,123.276941,10.977675,517.481159,257.574662,15.945578,19.414609,51.950908,605.654093,92.039205,74.307001,12.194981,21.393572,443.749535,94.249587,77.91164,577.629462,289.887405,311.484972,17.002779,95.198976,1120.443782,643.087465,176.737544,18.612428,307.253369,540.491365
2,2,57,28,Food Dep,1,1175.99531,643.283376,376.327322,609.37279,88.300573,254.962051,517.536984,198.411539,50.45332,497.798967,52.861033,678.188158,547.012128,831.303163,950.811083,1142.417449,1041.429067,1247.038645,1191.25887,1226.526888,1256.019015,1028.950766,890.262993,873.710968,564.768488,911.549556,803.397618,485.314504,640.453376,449.806629,558.832633,496.336205,507.803505,20.244381,288.256968,391.813798
2,2,57,29,Food Dep,1,984.289565,631.665307,238.277288,457.175826,226.2842,251.433605,219.618566,457.138687,164.184039,12.733007,20.939568,37.704786,449.165296,567.014619,651.649024,880.908016,1104.236992,1018.401827,1131.879164,1057.052588,850.525255,1021.826085,840.429472,591.541123,769.768689,530.038724,670.556201,383.237096,868.591485,583.529488,538.949155,728.098769,588.029847,357.537431,613.861603,480.651239
2,2,57,30,Food Dep,2.5,1189.316643,409.40369,598.123297,440.197512,584.399758,504.146448,374.307013,23.578364,470.164402,116.356397,424.107752,194.268347,1459.958977,1966.403864,1587.721083,1342.006449,1420.30064,1663.912658,1908.018177,1933.731592,1986.518109,1659.765247,1902.665579,1627.426826,1786.751212,1640.801603,1699.587813,1692.601052,1670.346764,1745.188397,1419.574427,1306.306295,1567.454083,1164.172966,1303.203357,1276.341945
2,2,57,71,Ad Lib,5,1011.141553,631.317872,580.581048,441.798761,144.702413,699.792402,471.125437,114.395461,260.400148,434.410518,543.284595,271.218421,974.936474,902.193882,1219.787756,2277.575677,2860.914303,3456.202875,3854.817386,4100.204676,4410.434227,4168.565082,3887.498773,3939.706647,3739.019605,3667.829255,3766.635998,3455.817805,3380.137875,3483.199788,3136.15254,2829.463176,2587.106658,2247.954474,2083.172451,1644.779879
2,2,57,72,Ad Lib,5,1892.021005,971.104261,813.07237,829.001741,237.435245,1000.941715,305.477139,34.498043,35.502409,30.895595,79.234249,326.814635,1681.956669,1947.576686,2285.583271,1879.767537,1342.443241,756.609338,656.916347,562.81877,590.301215,587.863485,602.104605,498.128173,476.478245,444.324311,389.797712,436.971286,334.994746,297.11461,267.871456,269.428152,219.34492,188.647107,140.288949,203.90843
2,2,57,73,Ad Lib,2.5,2043.757027,1028.701503,604.042408,359.528564,657.480836,872.593947,649.375239,763.067703,734.539817,130.302672,275.015656,191.611966,857.691229,1287.978984,972.435713,1298.289388,1274.836469,1881.411765,1891.414044,1970.297703,1979.147983,1887.88322,1735.480601,1576.641971,1462.3202,1421.038973,1470.270011,822.824651,961.854972,864.300686,989.77957,531.627869,689.655452,617.990071,887.116143,600.646589
2,2,57,74,Ad Lib,2.5,1754.539908,902.092599,756.373961,696.869229,365.016242,377.101491,492.242385,490.020847,552.000374,395.369571,514.003716,331.11281,1062.461641,695.974234,746.313552,825.838575,834.724558,926.861178,841.893227,873.399717,804.207453,831.647666,836.993444,651.932877,805.224384,1027.422638,908.503836,998.954782,972.883195,1116.623299,1186.288942,950.018148,1074.122325,908.037108,1211.93613,1005.645126
2,2,57,75,Ad Lib,1,1646.087599,1315.798777,809.710028,762.732313,639.361971,475.610369,459.667499,141.56319,21.475417,765.296613,352.590258,803.48701,624.745876,513.064709,660.906849,866.113204,859.544359,1220.328325,1265.622074,889.484391,959.784247,1104.770681,935.382504,676.565171,809.940689,745.210372,564.050538,645.211783,581.78896,553.350203,523.606367,555.143525,381.636521,434.467143,615.603364,426.289207
2,2,57,76,Ad Lib,1,1309.394782,831.008893,563.113658,15.794732,793.809581,755.665503,600.475793,179.326293,283.739091,638.466151,704.067487,43.646346,1451.515716,1037.701742,1079.964305,1089.372899,1156.078715,1337.471634,1420.300706,1307.316542,1334.587527,1271.864143,1206.345138,830.147728,1053.626011,745.827458,961.499426,704.197437,569.318446,796.686522,637.751111,805.715498,539.016319,838.061548,633.653064,220.901637
2,2,57,77,Ad Lib,0,1808.736414,1221.844123,936.307986,508.130895,53.513788,10.567629,749.873709,748.092933,359.760603,61.609619,8.225402,22.917061,547.129637,10.806836,10.475198,7.619983,8.580981,70.487785,10.244519,11.619619,19.434034,6.987868,10.675298,48.652231,11.223297,9.545035,8.758432,11.181548,25.605872,10.610214,35.476586,5.956065,10.064217,17.625072,11.080226,66.080544
2,2,57,78,Ad Lib,0,1381.630847,714.631107,641.894904,62.295144,56.065518,7.264461,22.014262,15.304807,385.377175,11.392069,8.523509,30.268303,741.360524,471.076021,144.488583,244.81241,348.777313,138.260959,9.483339,27.42478,14.752932,14.064004,9.179486,6.476601,78.124565,16.282788,24.7282,9.13986,27.899394,7.483738,11.052732,21.196134,13.167408,31.528919,5.011855,7.912508
2,3,53,79,Ad Lib,2.5,2106.424547,1603.84836,1134.364644,891.421969,479.702026,691.01443,915.134799,568.609124,186.598068,197.883335,248.880662,213.171782,1279.510385,1161.0135,1503.737758,1442.429241,1601.124205,1656.6953,1771.5741,1809.344899,1197.490846,2051.121203,2043.411753,1586.710266,1887.532514,1685.799071,1681.081664,1914.455916,1703.14619,1737.334154,1862.811781,1662.291735,1727.537252,863.268077,1686.880593,1381.211185
2,3,53,80,Ad Lib,1,2096.38977,1292.654291,942.147277,718.268322,359.407112,279.513851,394.383074,1805.755938,385.9169,332.78612,253.996688,361.811533,887.998977,1345.80354,1274.253362,1559.918318,1338.513901,1538.232206,1431.029764,1316.198289,1391.465915,1365.449486,1251.597889,1114.71513,1338.059875,1153.486126,1014.56941,1254.558439,1268.945525,980.419034,871.333862,682.165793,1356.15599,558.662562,517.591146,619.926092
2,3,53,81,Ad Lib,0,2163.370445,1386.210696,1224.085414,1463.149343,924.467518,1150.997754,1212.429031,1414.082093,624.167599,1081.970755,693.201351,1449.946878,1559.917925,987.23242,934.478812,982.321621,916.757912,610.700353,1148.376354,560.754999,1015.79625,250.409956,466.331344,325.640063,210.187648,235.848308,258.952112,404.775214,880.021548,388.812017,325.32319,270.877,701.521605,800.174145,453.851075,330.285063
2,3,53,82,Ad Lib,5,1716.859729,912.749552,675.249942,512.921964,298.117529,215.09713,209.213294,443.261822,304.708893,232.173034,299.581975,275.049835,989.266308,1092.009797,1983.494201,2698.182673,2411.616163,1870.378034,1102.136293,953.416852,1039.409998,1088.280042,1148.244807,859.428863,769.869261,850.012852,903.23027,628.18855,499.447231,568.725674,481.91214,482.275741,483.403172,458.122598,472.034099,454.05665
2,3,53,31,Food Dep,1,1284.289899,956.28934,562.408315,495.814822,532.969655,460.657057,959.47114,1277.201524,1898.020065,1032.442834,944.365499,667.166086,232.139607,426.056941,1690.591535,2104.830399,2366.280111,1979.805983,1780.489429,1788.121246,1537.875604,1674.39112,1351.461113,1579.114131,1556.973939,1307.353022,1147.599312,1099.946118,1013.603449,920.267771,1167.874176,836.072806,1111.160498,735.317282,415.287856,737.847377
