folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur,counterbalancing,sex,Left_LeverCueID,Right_LeverCueID,CS_LeftLeverName,CS_RightLeverName,TestCondition,Test,Day
RepeatTest1_Day24,CRFRepeatTest1P73,CRFRepeatTest1P73_Rat9.csv,9_____,73,1,1,C,Marios,293,26,1626.1,1686.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Tone,Siren,C++,D+,P100_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P73,CRFRepeatTest1P73_Rat9.csv,9_____,73,1,1,C,Marios,293,27,1686.1,1746.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Tone,Siren,C++,D+,P100_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P73,CRFRepeatTest1P73_Rat9.csv,9_____,73,1,1,C,Marios,293,28,1746.1,1806.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Tone,Siren,C++,D+,P100_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P73,CRFRepeatTest1P73_Rat9.csv,9_____,73,1,1,C,Marios,293,29,1806.1,1866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Tone,Siren,C++,D+,P100_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P73,CRFRepeatTest1P73_Rat9.csv,9_____,73,1,1,C,Marios,293,30,1866.1,1926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Tone,Siren,C++,D+,P100_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P74,CRFRepeatTest1P74_Rat36.csv,36____,74,6,1,C,Marios,293,0,,,,,,,,,,,,,,,,,,,C,M,Siren,Tone,B+-,A++--,P50_HighVsLow,RepeatTest1,Day24
RepeatTest1_Day24,CRFRepeatTest1P74,CRFRepeatTest1P74_Rat38.csv,38____,74,7,1,C,Marios,293,0,,,,,,,,,,,,,,,,,,,A,M,Siren,Tone,D+,C++,P100_HighVsLow,RepeatTest1,Day24
RepeatTest2_Day24,CRFRepeatTest2P63,CRFRepeatTest2P63_Rat36.csv,36____,63,6,1,C,Marios,295,0,,,,,,,,,,,,,,,,,,,C,M,Click,Noise,C++,D+,P100_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P63,CRFRepeatTest2P63_Rat38.csv,38____,63,7,1,C,Marios,295,0,,,,,,,,,,,,,,,,,,,A,M,Click,Noise,A++--,B+-,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,1,353.42,413.42,0,0,1,0.899999999999977,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,2,413.42,473.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,3,473.42,533.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,4,533.42,593.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,5,593.42,653.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,6,653.42,713.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,7,713.42,773.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,8,773.42,833.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,9,833.42,893.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,10,893.42,953.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,11,953.42,1013.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,12,1013.42,1073.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,13,1073.42,1133.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,14,1133.42,1193.42,0,0,1,0.340000000000146,0,0,0,0,1,0.340000000000146,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,15,1193.42,1253.42,0,0,1,9.09999999999991,0,0,0,0,0,1.65999999999985,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,16,1253.42,1313.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,17,1313.42,1373.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,18,1373.42,1433.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,19,1433.42,1493.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,20,1493.42,1553.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,21,1553.42,1613.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,22,1613.42,1673.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,23,1673.42,1733.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,24,1733.42,1793.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,25,1793.42,1853.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,26,1853.42,1913.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,27,1913.42,1973.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,28,1973.42,2033.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,29,2033.42,2093.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P64,CRFRepeatTest2P64_Rat9.csv,9_____,64,1,1,C,Marios,295,30,2093.42,2153.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,F,Noise,Click,B+-,A++--,P50_HighVsLow,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,1,2155.74,2215.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,2,2215.74,2275.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,3,2275.74,2335.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,4,2335.74,2395.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,5,2395.74,2455.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,6,2455.74,2515.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,7,2515.74,2575.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,8,2575.74,2635.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,9,2635.74,2695.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,10,2695.74,2755.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,11,2755.74,2815.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,12,2815.74,2875.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,13,2875.74,2935.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,14,2935.74,2995.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,15,2995.74,3055.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,16,3055.74,3115.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,17,3115.74,3175.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,18,3175.74,3235.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,19,3235.74,3295.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,20,3295.74,3355.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,21,3355.74,3415.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,22,3415.74,3475.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,23,3475.74,3535.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,24,3535.74,3595.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,25,3595.74,3655.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,26,3655.74,3715.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,27,3715.74,3775.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,28,3775.74,3835.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,29,3835.74,3895.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat10.csv,10____,65,9,1,C,Marios,295,30,3895.74,3955.74,1,0.139999999999873,1,0.0399999999999636,0,0,0,0,0,0,0,0,0,0,0,0,B,F,Click,Tone,B+-,D+,Low_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,1,2281.8,2341.8,1,0.880000000000109,1,1.26000000000022,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,2,2341.8,2401.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,3,2401.8,2461.8,1,0.239999999999782,0,0,0,0,0,0,1,2,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,4,2461.8,2521.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,5,2521.8,2581.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,6,2581.8,2641.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,7,2641.8,2701.8,1,1.09999999999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,8,2701.8,2761.8,1,0.5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,9,2761.8,2821.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,10,2821.8,2881.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,11,2881.8,2941.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,12,2941.8,3001.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,13,3001.8,3061.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,14,3061.8,3121.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,15,3121.8,3181.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,16,3181.8,3241.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,17,3241.8,3301.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,18,3301.8,3361.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,19,3361.8,3421.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,20,3421.8,3481.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,21,3481.8,3541.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,22,3541.8,3601.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,23,3601.8,3661.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,24,3661.8,3721.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
RepeatTest2_Day24,CRFRepeatTest2P65,CRFRepeatTest2P65_Rat15.csv,15____,65,1,1,C,Marios,296,25,3721.8,3781.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Click,Tone,C++,A++--,High_100Vs50,RepeatTest2,Day24
