folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,1,390.34,450.34,0,0,1,0.560000000000002,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,2,450.34,510.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,3,510.34,570.34,1,0.439999999999941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,4,570.34,630.34,3,4.90000000000021,0,0,0,0,0,0,0,0,0,0,2,4,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,5,630.34,690.34,1,1.08000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,6,690.34,750.34,1,3.20000000000005,0,0,0,0,0,0,0,0,0,0,1,2,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,7,750.34,810.34,0,0,3,1.17999999999995,0,0,0,0,0,0,1,2,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,8,810.34,870.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,9,870.34,930.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,10,930.34,990.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,11,990.34,1050.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,12,1050.34,1110.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,13,1110.34,1170.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,14,1170.34,1230.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,15,1230.34,1290.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,16,1290.34,1350.34,1,0.400000000000091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,17,1350.34,1410.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,18,1410.34,1470.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,19,1470.34,1530.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,20,1530.34,1590.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest1_Day24,CRFRepeatTest1P70,CRFRepeatTest1P70_Rat16.csv,16____,70,9,1,C,Marios,294,21,1590.34,1650.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
