folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionB1,LPLDiscreteTrialAcquisitionB1_Rat43.csv,43____,27,13,1,C,Marios,137,1,0,450,2,0.220000000000027,3,1.38,0,0,0,0,0,0,0,0
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionB1,LPLDiscreteTrialAcquisitionB1_Rat43.csv,43____,27,13,1,C,Marios,137,2,450,900,0,0,0,0,0,0,0,0,0,0,0,0
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionB1,LPLDiscreteTrialAcquisitionB1_Rat43.csv,43____,27,13,1,C,Marios,137,3,900,1350,0,0,7,2.31999999999971,0,0,0,0,0,0,0,0
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionB1,LPLDiscreteTrialAcquisitionB1_Rat43.csv,43____,27,13,1,C,Marios,137,4,1350,1800,6,1.06000000000017,1,3.43999999999983,0,0,0,0,0,0,0,0
