folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionA1,LPLDiscreteTrialAcquisitionA1_Rat17.csv,17____,26,1,1,C,Marios,137,1,0,450,14,2.99999999999991,2,32.28,0,0,0,0,3,15,1,5
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionA1,LPLDiscreteTrialAcquisitionA1_Rat17.csv,17____,26,1,1,C,Marios,137,2,450,900,9,1.94000000000005,2,76.5,0,0,0,0,2,10,0,0
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionA1,LPLDiscreteTrialAcquisitionA1_Rat17.csv,17____,26,1,1,C,Marios,137,3,900,1350,1,0.0999999999999091,0,0,0,0,0,0,0,0,0,0
LPL_DiscreteTrialAcquisition_Day5,LPLDiscreteTrialAcquisitionA1,LPLDiscreteTrialAcquisitionA1_Rat17.csv,17____,26,1,1,C,Marios,137,4,1350,1800,0,0,1,1.11999999999989,0,0,0,0,0,0,0,0
