folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16B,LPLReAcquisitionRR2Day16B_Rat24.csv,24____,17,9,1,C,Marios,301,1,0,600,2,0.519999999999996,13,9.05999999999995,0,0,0,0,6,30,0,0,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16B,LPLReAcquisitionRR2Day16B_Rat24.csv,24____,17,9,1,C,Marios,301,2,600,1200,12,3.39999999999975,17,21.6000000000005,0,0,0,0,3,15,5,25,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16B,LPLReAcquisitionRR2Day16B_Rat24.csv,24____,17,9,1,C,Marios,301,3,1200,1800,8,6.5,49,54.6999999999998,0,0,0,0,13,65,2,10,0,0,0,0
