folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat17.csv,17____,16,1,1,C,Marios,300,1,0,600,31,9.19999999999993,12,121.18,0,0,0,0,13,65,2,10,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat17.csv,17____,16,1,1,C,Marios,300,2,600,1200,17,7.08000000000038,11,147.4,0,0,0,0,6,30,4,20,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat17.csv,17____,16,1,1,C,Marios,300,3,1200,1800,15,11.0399999999997,5,12.7800000000002,0,0,0,0,6,30,0,0,0,0,0,0
