folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,Flash_2_freq,Flash_2_dur,Steady_2_freq,Steady_2_dur
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat44.csv,44____,16,6,1,C,Marios,300,1,0,600,56,12.2599999999999,7,0.46000000000015,0,0,0,0,16,80,3,15,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat44.csv,44____,16,6,1,C,Marios,300,2,600,1200,15,4.17999999999995,2,0.139999999999986,0,0,0,0,4,20,0,0,0,0,0,0
LPL_ReAcquisitionRR2_Sated1week_Day16,LPLReAcquisitionRR2Day16A,LPLReAcquisitionRR2Day16A_Rat44.csv,44____,16,6,1,C,Marios,300,3,1200,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
