Day,Subject,Cue,US,CS_id,CS_name,Infusion,InfusionGroup,GroupCueID,CS,na.rm,PreCS,CS_Pre,Latency_mean,Latency_median
16,1,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,1.5833333333333333,TRUE,1.0833333333333333,0.5,8.055833333333334,4.635
16,2,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,2.1666666666666665,TRUE,0.6666666666666666,1.5,23.8275,4.255
16,3,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,0.6666666666666666,TRUE,0.25,0.4166666666666667,22.675,8.025
16,4,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,4.583333333333333,TRUE,0.3333333333333333,4.25,3.226666666666667,2.155
16,5,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,2.0833333333333335,TRUE,0.5833333333333334,1.5,5.6625,4.505
16,6,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,3.9166666666666665,TRUE,1.6666666666666667,2.25,4.1875,3.645
16,7,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,0,TRUE,0.3333333333333333,-0.3333333333333333,63.02333333333333,69.995
16,8,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,2.6666666666666665,TRUE,0.16666666666666666,2.5,5.546666666666666,4.2
16,9,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,0.5,TRUE,0.9166666666666666,-0.4166666666666667,15.395833333333332,10.46
16,10,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,2.6666666666666665,TRUE,2.4166666666666665,0.25,4.403333333333333,4.365
16,11,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,0.9166666666666666,TRUE,0.5833333333333334,0.3333333333333333,15.5475,9.72
16,12,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,1.5833333333333333,TRUE,0.5833333333333334,1,13.2025,8.325
16,13,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,0.5,TRUE,0.5,0,16.175,10.325
16,14,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,1.4166666666666667,TRUE,0.3333333333333333,1.0833333333333333,31.096666666666664,9.045
16,15,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,3.3333333333333335,TRUE,0.9166666666666666,2.4166666666666665,8.373333333333333,3.27
16,16,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,2.75,TRUE,1.4166666666666667,1.3333333333333333,4.305833333333333,4.255
16,17,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,3.25,TRUE,0.5833333333333334,2.6666666666666665,5.0925,4.755
16,18,Z,0,10,MagFlash,Post-Surgery,Saline,Saline: Z-,3.0833333333333335,TRUE,0.5833333333333334,2.5,4.4175,3.255
16,19,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,4.833333333333333,TRUE,0.5,4.333333333333333,2.691666666666667,2.795
16,20,Z,0,10,MagFlash,Post-Surgery,Muscimol,Muscimol: Z-,4.583333333333333,TRUE,0.3333333333333333,4.25,3.398333333333333,2.81
