Day,Subject,Cue,US,CS_id,CS_name,InfusionGroup,GroupCueID,CS,na.rm,PreCS,CS_Pre,Latency_mean,Latency_median
13,24,B,0,1,Noise,Saline,Saline: B-,4.333333333333333,TRUE,0.16666666666666666,4.166666666666667,2.911666666666667,2.485
13,24,BX,0,7,Noise+Light_off,Saline,Saline: BX-,1.5,TRUE,0.16666666666666666,1.3333333333333333,23.565,9.035
13,25,B,0,1,Noise,Muscimol,Muscimol: B-,2.8333333333333335,TRUE,0,2.8333333333333335,13.82,3.205
13,25,BX,0,6,Noise+Panel,Muscimol,Muscimol: BX-,1.5,TRUE,0,1.5,17.261666666666667,7.53
13,26,B,0,2,Click,Muscimol,Muscimol: B-,2.6666666666666665,TRUE,2.1666666666666665,0.5,5.9366666666666665,4.405
13,26,BX,0,8,Click+Panel,Muscimol,Muscimol: BX-,2.6666666666666665,TRUE,1.6666666666666667,1,6.76,6.37
13,28,B,0,2,Click,Muscimol,Muscimol: B-,1,TRUE,0.3333333333333333,0.6666666666666666,9.46,8.66
13,28,BX,0,9,Click+Light_off,Muscimol,Muscimol: BX-,3,TRUE,0.6666666666666666,2.3333333333333335,20.113333333333333,3.725
13,29,B,0,2,Click,Saline,Saline: B-,5.333333333333333,TRUE,0,5.333333333333333,3.82,2.915
13,29,BX,0,8,Click+Panel,Saline,Saline: BX-,2.8333333333333335,TRUE,0,2.8333333333333335,20.98,4.69
13,30,B,0,1,Noise,Muscimol,Muscimol: B-,2.3333333333333335,TRUE,0.5,1.8333333333333333,25.605,5.095
13,30,BX,0,7,Noise+Light_off,Muscimol,Muscimol: BX-,0.6666666666666666,TRUE,0.16666666666666666,0.5,22.428333333333335,14.26
13,31,B,0,2,Click,Saline,Saline: B-,1.6666666666666667,TRUE,0.8333333333333334,0.8333333333333334,22.203333333333333,5.22
13,31,BX,0,9,Click+Light_off,Saline,Saline: BX-,1.8333333333333333,TRUE,0,1.8333333333333333,22.313333333333336,4.1
13,32,B,0,1,Noise,Saline,Saline: B-,3.5,TRUE,0.3333333333333333,3.1666666666666665,4.71,4.175
13,32,BX,0,7,Noise+Light_off,Saline,Saline: BX-,0.6666666666666666,TRUE,0.5,0.16666666666666666,8.696666666666665,8.615
