Experiment,Group,Subject,Stage,Period,Day,MagEntries
SKR073,Sham,30,Acq,CSPre,Day 3,3.81
SKR073,Sham,30,Acq,CSPre,Day 4,5.03
SKR073,Sham,30,Acq,CSPre,Day 5,3.79
SKR073,Sham,30,Acq,CSPre,Day 6,0.32
SKR073,Sham,30,Acq,CSPre,Day 7,0.86
SKR073,Sham,32,Acq,PreCS,Day 1,2.376666667
SKR073,Sham,32,Acq,PreCS,Day 2,0.516666667
SKR073,Sham,32,Acq,PreCS,Day 3,1.126666667
SKR073,Sham,32,Acq,PreCS,Day 4,2.043333333
SKR073,Sham,32,Acq,PreCS,Day 5,1.126666667
SKR073,Sham,32,Acq,PreCS,Day 6,1.21
SKR073,Sham,32,Acq,PreCS,Day 7,1.94
SKR073,Sham,32,Acq,CS,Day 1,4.706666667
SKR073,Sham,32,Acq,CS,Day 2,3.57
SKR073,Sham,32,Acq,CS,Day 3,5.293333333
SKR073,Sham,32,Acq,CS,Day 4,6.896666667
SKR073,Sham,32,Acq,CS,Day 5,6.456666667
SKR073,Sham,32,Acq,CS,Day 6,5.066666667
SKR073,Sham,32,Acq,CS,Day 7,4.523333333
SKR073,Sham,32,Acq,CSPre,Day 1,2.33
SKR073,Sham,32,Acq,CSPre,Day 2,3.05
SKR073,Sham,32,Acq,CSPre,Day 3,4.16
SKR073,Sham,32,Acq,CSPre,Day 4,4.86
SKR073,Sham,32,Acq,CSPre,Day 5,5.33
SKR073,Sham,32,Acq,CSPre,Day 6,3.86
SKR073,Sham,32,Acq,CSPre,Day 7,2.58
SKR064,OFC,9,Acq,PreCS,Day 1,1.44
SKR064,OFC,9,Acq,PreCS,Day 2,0.626666667
SKR064,OFC,9,Acq,PreCS,Day 3,1.77
SKR064,OFC,9,Acq,PreCS,Day 4,2.813333333
SKR064,OFC,9,Acq,PreCS,Day 5,2.646666667
SKR064,OFC,9,Acq,PreCS,Day 6,3.876666667
SKR064,OFC,9,Acq,PreCS,Day 7,6.623333333
SKR064,OFC,9,Acq,CS,Day 1,4.04
SKR064,OFC,9,Acq,CS,Day 2,5.19
SKR064,OFC,9,Acq,CS,Day 3,11.60333333
SKR064,OFC,9,Acq,CS,Day 4,13.37666667
SKR064,OFC,9,Acq,CS,Day 5,11.62666667
SKR064,OFC,9,Acq,CS,Day 6,14.16666667
SKR064,OFC,9,Acq,CS,Day 7,13.69
SKR064,OFC,9,Acq,CSPre,Day 1,2.6
SKR064,OFC,9,Acq,CSPre,Day 2,4.56
SKR064,OFC,9,Acq,CSPre,Day 3,9.83
SKR064,OFC,9,Acq,CSPre,Day 4,10.57
SKR064,OFC,9,Acq,CSPre,Day 5,8.98
SKR064,OFC,9,Acq,CSPre,Day 6,10.29
SKR064,OFC,9,Acq,CSPre,Day 7,7.07
SKR064,OFC,10,Acq,PreCS,Day 1,2.523333333
SKR064,OFC,10,Acq,PreCS,Day 2,1.706666667
SKR064,OFC,10,Acq,PreCS,Day 3,1.44
SKR064,OFC,10,Acq,PreCS,Day 4,2.71
SKR064,OFC,10,Acq,PreCS,Day 5,2.293333333
SKR064,OFC,10,Acq,PreCS,Day 6,3.666666667
SKR064,OFC,10,Acq,PreCS,Day 7,4.04
SKR064,OFC,10,Acq,CS,Day 1,3.273333333
SKR064,OFC,10,Acq,CS,Day 2,5.02
SKR064,OFC,10,Acq,CS,Day 3,6.126666667
SKR064,OFC,10,Acq,CS,Day 4,7.813333333
SKR064,OFC,10,Acq,CS,Day 5,8.543333333
SKR064,OFC,10,Acq,CS,Day 6,8.023333333
SKR064,OFC,10,Acq,CS,Day 7,9.583333333
SKR064,OFC,10,Acq,CSPre,Day 1,0.75
SKR064,OFC,10,Acq,CSPre,Day 2,3.31
SKR064,OFC,10,Acq,CSPre,Day 3,4.69
SKR064,OFC,10,Acq,CSPre,Day 4,5.1
SKR064,OFC,10,Acq,CSPre,Day 5,6.25
SKR064,OFC,10,Acq,CSPre,Day 6,4.35
SKR064,OFC,10,Acq,CSPre,Day 7,5.54
SKR064,OFC,11,Acq,PreCS,Day 1,1.5
SKR064,OFC,11,Acq,PreCS,Day 2,1.713333333
SKR064,OFC,11,Acq,PreCS,Day 3,3.083333333
SKR064,OFC,11,Acq,PreCS,Day 4,2.48
SKR064,OFC,11,Acq,PreCS,Day 5,3.666666667
SKR064,OFC,11,Acq,PreCS,Day 6,4.65
SKR064,OFC,11,Acq,PreCS,Day 7,9.146666667
SKR064,OFC,11,Acq,CS,Day 1,3.02
SKR064,OFC,11,Acq,CS,Day 2,2.77
SKR064,OFC,11,Acq,CS,Day 3,5.46
SKR064,OFC,11,Acq,CS,Day 4,6.253333333
SKR064,OFC,11,Acq,CS,Day 5,14.52333333
SKR064,OFC,11,Acq,CS,Day 6,18.39666667
SKR064,OFC,11,Acq,CS,Day 7,16
SKR064,OFC,11,Acq,CSPre,Day 1,1.52
SKR064,OFC,11,Acq,CSPre,Day 2,1.06
SKR064,OFC,11,Acq,CSPre,Day 3,2.38
SKR064,OFC,11,Acq,CSPre,Day 4,3.77
SKR064,OFC,11,Acq,CSPre,Day 5,10.85
SKR064,OFC,11,Acq,CSPre,Day 6,13.75
SKR064,OFC,11,Acq,CSPre,Day 7,6.85
SKR064,OFC,12,Acq,PreCS,Day 1,2.126666667
SKR064,OFC,12,Acq,PreCS,Day 2,1.063333333
SKR064,OFC,12,Acq,PreCS,Day 3,2.603333333
SKR064,OFC,12,Acq,PreCS,Day 4,2.606666667
SKR064,OFC,12,Acq,PreCS,Day 5,2.566666667
SKR064,OFC,12,Acq,PreCS,Day 6,2.666666667
SKR064,OFC,12,Acq,PreCS,Day 7,3.603333333
SKR064,OFC,12,Acq,CS,Day 1,3.146666667
SKR064,OFC,12,Acq,CS,Day 2,4.293333333
SKR064,OFC,12,Acq,CS,Day 3,8.52
SKR064,OFC,12,Acq,CS,Day 4,14.85666667
SKR064,OFC,12,Acq,CS,Day 5,18.31333333
SKR064,OFC,12,Acq,CS,Day 6,18.04333333
SKR064,OFC,12,Acq,CS,Day 7,16.91666667
SKR064,OFC,12,Acq,CSPre,Day 1,1.02
SKR064,OFC,12,Acq,CSPre,Day 2,3.23
SKR064,OFC,12,Acq,CSPre,Day 3,5.92
SKR064,OFC,12,Acq,CSPre,Day 4,12.25
SKR064,OFC,12,Acq,CSPre,Day 5,15.74
SKR064,OFC,12,Acq,CSPre,Day 6,15.37
SKR064,OFC,12,Acq,CSPre,Day 7,13.32
SKR064,OFC,14,Acq,PreCS,Day 1,4.213333333
SKR064,OFC,14,Acq,PreCS,Day 2,3.77
SKR064,OFC,14,Acq,PreCS,Day 3,8.02
SKR064,OFC,14,Acq,PreCS,Day 4,6.646666667
SKR064,OFC,14,Acq,PreCS,Day 5,5.98
SKR064,OFC,14,Acq,PreCS,Day 6,5.666666667
SKR064,OFC,14,Acq,PreCS,Day 7,5.563333333
SKR064,OFC,14,Acq,CS,Day 1,6.5
SKR064,OFC,14,Acq,CS,Day 2,12.25
SKR064,OFC,14,Acq,CS,Day 3,18.79333333
SKR064,OFC,14,Acq,CS,Day 4,18.87666667
SKR064,OFC,14,Acq,CS,Day 5,19.43666667
SKR064,OFC,14,Acq,CS,Day 6,16.21
SKR064,OFC,14,Acq,CS,Day 7,16.77
SKR064,OFC,14,Acq,CSPre,Day 1,2.29
SKR064,OFC,14,Acq,CSPre,Day 2,8.48
SKR064,OFC,14,Acq,CSPre,Day 3,10.77
SKR064,OFC,14,Acq,CSPre,Day 4,12.23
SKR064,OFC,14,Acq,CSPre,Day 5,13.46
SKR064,OFC,14,Acq,CSPre,Day 6,10.54
SKR064,OFC,14,Acq,CSPre,Day 7,11.21
SKR064,OFC,15,Acq,PreCS,Day 1,2.563333333
SKR064,OFC,15,Acq,PreCS,Day 2,2.333333333
SKR064,OFC,15,Acq,PreCS,Day 3,2.983333333
SKR064,OFC,15,Acq,PreCS,Day 4,4.71
SKR064,OFC,15,Acq,PreCS,Day 5,7.15
SKR064,OFC,15,Acq,PreCS,Day 6,3.813333333
SKR064,OFC,15,Acq,PreCS,Day 7,5.353333333
SKR064,OFC,15,Acq,CS,Day 1,3.396666667
SKR064,OFC,15,Acq,CS,Day 2,4.77
SKR064,OFC,15,Acq,CS,Day 3,9.166666667
SKR064,OFC,15,Acq,CS,Day 4,13.91666667
SKR064,OFC,15,Acq,CS,Day 5,13.46333333
SKR064,OFC,15,Acq,CS,Day 6,17.08666667
SKR064,OFC,15,Acq,CS,Day 7,14.25333333
SKR064,OFC,15,Acq,CSPre,Day 1,0.84
SKR064,OFC,15,Acq,CSPre,Day 2,2.44
SKR064,OFC,15,Acq,CSPre,Day 3,6.19
SKR064,OFC,15,Acq,CSPre,Day 4,9.21
SKR064,OFC,15,Acq,CSPre,Day 5,6.31
SKR064,OFC,15,Acq,CSPre,Day 6,13.28
SKR064,OFC,15,Acq,CSPre,Day 7,8.9
SKR064,OFC,16,Acq,PreCS,Day 1,2.293333333
SKR064,OFC,16,Acq,PreCS,Day 2,1.56
SKR064,OFC,16,Acq,PreCS,Day 3,0.92
SKR064,OFC,16,Acq,PreCS,Day 4,1.896666667
SKR064,OFC,16,Acq,PreCS,Day 5,2.003333333
SKR064,OFC,16,Acq,PreCS,Day 6,7.333333333
SKR064,OFC,16,Acq,PreCS,Day 7,3.44
SKR064,OFC,16,Acq,CS,Day 1,3.813333333
SKR064,OFC,16,Acq,CS,Day 2,5.753333333
SKR064,OFC,16,Acq,CS,Day 3,6.583333333
SKR064,OFC,16,Acq,CS,Day 4,10.37666667
SKR064,OFC,16,Acq,CS,Day 5,12.19
SKR064,OFC,16,Acq,CS,Day 6,24.96
SKR064,OFC,16,Acq,CS,Day 7,22.44
SKR064,OFC,16,Acq,CSPre,Day 1,1.52
SKR064,OFC,16,Acq,CSPre,Day 2,4.19
SKR064,OFC,16,Acq,CSPre,Day 3,5.66
SKR064,OFC,16,Acq,CSPre,Day 4,8.48
SKR064,OFC,16,Acq,CSPre,Day 5,10.19
SKR064,OFC,16,Acq,CSPre,Day 6,17.63
SKR064,OFC,16,Acq,CSPre,Day 7,19
SKR073,OFC,2,Acq,PreCS,Day 1,1.916666667
SKR073,OFC,2,Acq,PreCS,Day 2,2.98
SKR073,OFC,2,Acq,PreCS,Day 3,1.103333333
SKR073,OFC,2,Acq,PreCS,Day 4,2.086666667
SKR073,OFC,2,Acq,PreCS,Day 5,2.543333333
SKR073,OFC,2,Acq,PreCS,Day 6,8.103333333
SKR073,OFC,2,Acq,PreCS,Day 7,6.356666667
SKR073,OFC,2,Acq,CS,Day 1,3.356666667
SKR073,OFC,2,Acq,CS,Day 2,5.313333333
SKR073,OFC,2,Acq,CS,Day 3,7.23
SKR073,OFC,2,Acq,CS,Day 4,7.416666667
SKR073,OFC,2,Acq,CS,Day 5,13.71
SKR073,OFC,2,Acq,CS,Day 6,18.19
SKR073,OFC,2,Acq,CS,Day 7,17.94
SKR073,OFC,2,Acq,CSPre,Day 1,1.44
SKR073,OFC,2,Acq,CSPre,Day 2,2.33
SKR073,OFC,2,Acq,CSPre,Day 3,6.13
SKR073,OFC,2,Acq,CSPre,Day 4,5.33
SKR073,OFC,2,Acq,CSPre,Day 5,11.17
SKR073,OFC,2,Acq,CSPre,Day 6,10.09
SKR073,OFC,2,Acq,CSPre,Day 7,11.58
SKR073,OFC,4,Acq,PreCS,Day 1,1.666666667
SKR073,OFC,4,Acq,PreCS,Day 2,1.48
SKR073,OFC,4,Acq,PreCS,Day 3,1.336666667
SKR073,OFC,4,Acq,PreCS,Day 4,2.336666667
SKR073,OFC,4,Acq,PreCS,Day 5,2.336666667
SKR073,OFC,4,Acq,PreCS,Day 6,2.856666667
SKR073,OFC,4,Acq,PreCS,Day 7,2.606666667
SKR073,OFC,4,Acq,CS,Day 1,3.25
SKR073,OFC,4,Acq,CS,Day 2,4.98
SKR073,OFC,4,Acq,CS,Day 3,4.793333333
SKR073,OFC,4,Acq,CS,Day 4,6.106666667
SKR073,OFC,4,Acq,CS,Day 5,5.523333333
SKR073,OFC,4,Acq,CS,Day 6,7.75
SKR073,OFC,4,Acq,CS,Day 7,3.69
SKR073,OFC,4,Acq,CSPre,Day 1,1.58
SKR073,OFC,4,Acq,CSPre,Day 2,3.5
SKR073,OFC,4,Acq,CSPre,Day 3,3.45
SKR073,OFC,4,Acq,CSPre,Day 4,3.77
SKR073,OFC,4,Acq,CSPre,Day 5,3.18
SKR073,OFC,4,Acq,CSPre,Day 6,4.89
SKR073,OFC,4,Acq,CSPre,Day 7,1.08
SKR073,OFC,6,Acq,PreCS,Day 1,0.416666667
SKR073,OFC,6,Acq,PreCS,Day 2,0.98
SKR073,OFC,6,Acq,PreCS,Day 3,0.813333333
SKR073,OFC,6,Acq,PreCS,Day 4,1.626666667
SKR073,OFC,6,Acq,PreCS,Day 5,2.813333333
SKR073,OFC,6,Acq,PreCS,Day 6,5.503333333
SKR073,OFC,6,Acq,PreCS,Day 7,5.043333333
SKR073,OFC,6,Acq,CS,Day 1,1.646666667
SKR073,OFC,6,Acq,CS,Day 2,3.65
SKR073,OFC,6,Acq,CS,Day 3,5.333333333
SKR073,OFC,6,Acq,CS,Day 4,6.253333333
SKR073,OFC,6,Acq,CS,Day 5,13.5
SKR073,OFC,6,Acq,CS,Day 6,14.21
SKR073,OFC,6,Acq,CS,Day 7,13.79333333
SKR073,OFC,6,Acq,CSPre,Day 1,1.23
SKR073,OFC,6,Acq,CSPre,Day 2,2.67
SKR073,OFC,6,Acq,CSPre,Day 3,4.52
SKR073,OFC,6,Acq,CSPre,Day 4,4.62
SKR073,OFC,6,Acq,CSPre,Day 5,10.69
SKR073,OFC,6,Acq,CSPre,Day 6,8.71
SKR073,OFC,6,Acq,CSPre,Day 7,8.75
SKR073,OFC,11,Acq,PreCS,Day 1,1.713333333
SKR073,OFC,11,Acq,PreCS,Day 2,0.626666667
SKR073,OFC,11,Acq,PreCS,Day 3,1.4
SKR073,OFC,11,Acq,PreCS,Day 4,1.023333333
SKR073,OFC,11,Acq,PreCS,Day 5,0.92
SKR073,OFC,11,Acq,PreCS,Day 6,0.98
SKR073,OFC,11,Acq,PreCS,Day 7,1.21
SKR073,OFC,11,Acq,CS,Day 1,3.566666667
SKR073,OFC,11,Acq,CS,Day 2,4.21
SKR073,OFC,11,Acq,CS,Day 3,6.94
SKR073,OFC,11,Acq,CS,Day 4,6.233333333
SKR073,OFC,11,Acq,CS,Day 5,7.71
SKR073,OFC,11,Acq,CS,Day 6,9.043333333
SKR073,OFC,11,Acq,CS,Day 7,7.416666667
SKR073,OFC,11,Acq,CSPre,Day 1,1.86
SKR073,OFC,11,Acq,CSPre,Day 2,3.58
SKR073,OFC,11,Acq,CSPre,Day 3,5.54
SKR073,OFC,11,Acq,CSPre,Day 4,5.21
SKR073,OFC,11,Acq,CSPre,Day 5,6.79
SKR073,OFC,11,Acq,CSPre,Day 6,8.06
SKR073,OFC,11,Acq,CSPre,Day 7,6.21
SKR073,OFC,13,Acq,PreCS,Day 1,2.023333333
SKR073,OFC,13,Acq,PreCS,Day 2,1.836666667
SKR073,OFC,13,Acq,PreCS,Day 3,0.896666667
SKR073,OFC,13,Acq,PreCS,Day 4,1.063333333
SKR073,OFC,13,Acq,PreCS,Day 5,2.25
SKR073,OFC,13,Acq,PreCS,Day 6,4.21
SKR073,OFC,13,Acq,PreCS,Day 7,4.356666667
SKR073,OFC,13,Acq,CS,Day 1,2.52
SKR073,OFC,13,Acq,CS,Day 2,3.416666667
SKR073,OFC,13,Acq,CS,Day 3,4.333333333
SKR073,OFC,13,Acq,CS,Day 4,4.69
SKR073,OFC,13,Acq,CS,Day 5,7.48
SKR073,OFC,13,Acq,CS,Day 6,9.686666667
SKR073,OFC,13,Acq,CS,Day 7,13.81
SKR073,OFC,13,Acq,CSPre,Day 1,0.5
SKR073,OFC,13,Acq,CSPre,Day 2,1.58
SKR073,OFC,13,Acq,CSPre,Day 3,3.43
SKR073,OFC,13,Acq,CSPre,Day 4,3.63
SKR073,OFC,13,Acq,CSPre,Day 5,5.23
SKR073,OFC,13,Acq,CSPre,Day 6,5.48
SKR073,OFC,13,Acq,CSPre,Day 7,9.45
SKR073,OFC,15,Acq,PreCS,Day 1,0.873333333
SKR073,OFC,15,Acq,PreCS,Day 2,0.77
SKR073,OFC,15,Acq,PreCS,Day 3,0.793333333
SKR073,OFC,15,Acq,PreCS,Day 4,1.373333333
SKR073,OFC,15,Acq,PreCS,Day 5,0.94
SKR073,OFC,15,Acq,PreCS,Day 6,2.086666667
SKR073,OFC,15,Acq,PreCS,Day 7,1.126666667
SKR073,OFC,15,Acq,CS,Day 1,2.106666667
SKR073,OFC,15,Acq,CS,Day 2,2.856666667
SKR073,OFC,15,Acq,CS,Day 3,2.313333333
SKR073,OFC,15,Acq,CS,Day 4,3.563333333
SKR073,OFC,15,Acq,CS,Day 5,4.916666667
SKR073,OFC,15,Acq,CS,Day 6,5.123333333
SKR073,OFC,15,Acq,CS,Day 7,4.23
SKR073,OFC,15,Acq,CSPre,Day 1,1.24
SKR073,OFC,15,Acq,CSPre,Day 2,2.09
SKR073,OFC,15,Acq,CSPre,Day 3,1.52
SKR073,OFC,15,Acq,CSPre,Day 4,2.19
SKR073,OFC,15,Acq,CSPre,Day 5,3.98
SKR073,OFC,15,Acq,CSPre,Day 6,3.03
SKR073,OFC,15,Acq,CSPre,Day 7,3.1
SKR073,OFC,18,Acq,PreCS,Day 1,2.586666667
SKR073,OFC,18,Acq,PreCS,Day 2,2.126666667
SKR073,OFC,18,Acq,PreCS,Day 3,2.023333333
SKR073,OFC,18,Acq,PreCS,Day 4,2.44
SKR073,OFC,18,Acq,PreCS,Day 5,3.75
SKR073,OFC,18,Acq,PreCS,Day 6,2.75
SKR073,OFC,18,Acq,PreCS,Day 7,4.5
SKR073,OFC,18,Acq,CS,Day 1,4.063333333
SKR073,OFC,18,Acq,CS,Day 2,5.103333333
SKR073,OFC,18,Acq,CS,Day 3,10.25333333
SKR073,OFC,18,Acq,CS,Day 4,10.87333333
SKR073,OFC,18,Acq,CS,Day 5,17.10333333
SKR073,OFC,18,Acq,CS,Day 6,21.70666667
SKR073,OFC,18,Acq,CS,Day 7,25.20666667
SKR073,OFC,18,Acq,CSPre,Day 1,1.47
SKR073,OFC,18,Acq,CSPre,Day 2,2.97
SKR073,OFC,18,Acq,CSPre,Day 3,8.23
SKR073,OFC,18,Acq,CSPre,Day 4,8.43
SKR073,OFC,18,Acq,CSPre,Day 5,13.35
SKR073,OFC,18,Acq,CSPre,Day 6,18.96
SKR073,OFC,18,Acq,CSPre,Day 7,20.71
SKR073,OFC,20,Acq,PreCS,Day 1,2.25
SKR073,OFC,20,Acq,PreCS,Day 2,1.296666667
SKR073,OFC,20,Acq,PreCS,Day 3,1.813333333
SKR073,OFC,20,Acq,PreCS,Day 4,2.48
SKR073,OFC,20,Acq,PreCS,Day 5,2.586666667
SKR073,OFC,20,Acq,PreCS,Day 6,2.143333333
SKR073,OFC,20,Acq,PreCS,Day 7,3.73
SKR073,OFC,20,Acq,CS,Day 1,4.65
SKR073,OFC,20,Acq,CS,Day 2,5.356666667
SKR073,OFC,20,Acq,CS,Day 3,6.083333333
SKR073,OFC,20,Acq,CS,Day 4,10.77
SKR073,OFC,20,Acq,CS,Day 5,10.19
SKR073,OFC,20,Acq,CS,Day 6,8.356666667
SKR073,OFC,20,Acq,CS,Day 7,8.5
SKR073,OFC,20,Acq,CSPre,Day 1,2.4
SKR073,OFC,20,Acq,CSPre,Day 2,4.06
SKR073,OFC,20,Acq,CSPre,Day 3,4.27
SKR073,OFC,20,Acq,CSPre,Day 4,8.29
SKR073,OFC,20,Acq,CSPre,Day 5,7.6
SKR073,OFC,20,Acq,CSPre,Day 6,6.22
SKR073,OFC,20,Acq,CSPre,Day 7,4.77
SKR073,OFC,22,Acq,PreCS,Day 1,1.69
SKR073,OFC,22,Acq,PreCS,Day 2,2
SKR073,OFC,22,Acq,PreCS,Day 3,2.146666667
SKR073,OFC,22,Acq,PreCS,Day 4,2.69
SKR073,OFC,22,Acq,PreCS,Day 5,1.083333333
SKR073,OFC,22,Acq,PreCS,Day 6,2
SKR073,OFC,22,Acq,PreCS,Day 7,4.54
SKR073,OFC,22,Acq,CS,Day 1,2.983333333
SKR073,OFC,22,Acq,CS,Day 2,4.416666667
SKR073,OFC,22,Acq,CS,Day 3,5.856666667
SKR073,OFC,22,Acq,CS,Day 4,6.52
SKR073,OFC,22,Acq,CS,Day 5,4.96
SKR073,OFC,22,Acq,CS,Day 6,2.396666667
SKR073,OFC,22,Acq,CS,Day 7,6.873333333
SKR073,OFC,22,Acq,CSPre,Day 1,1.29
SKR073,OFC,22,Acq,CSPre,Day 2,2.42
SKR073,OFC,22,Acq,CSPre,Day 3,3.71
SKR073,OFC,22,Acq,CSPre,Day 4,3.83
SKR073,OFC,22,Acq,CSPre,Day 5,3.88
SKR073,OFC,22,Acq,CSPre,Day 6,0.4
SKR073,OFC,22,Acq,CSPre,Day 7,2.33
SKR073,OFC,24,Acq,PreCS,Day 1,2.813333333
SKR073,OFC,24,Acq,PreCS,Day 2,1.4
SKR073,OFC,24,Acq,PreCS,Day 3,1.38
SKR073,OFC,24,Acq,PreCS,Day 4,2.21
SKR073,OFC,24,Acq,PreCS,Day 5,2.73
SKR073,OFC,24,Acq,PreCS,Day 6,2.396666667
SKR073,OFC,24,Acq,PreCS,Day 7,2.416666667
SKR073,OFC,24,Acq,CS,Day 1,4.146666667
SKR073,OFC,24,Acq,CS,Day 2,4.043333333
SKR073,OFC,24,Acq,CS,Day 3,4.896666667
SKR073,OFC,24,Acq,CS,Day 4,5.583333333
SKR073,OFC,24,Acq,CS,Day 5,9.313333333
SKR073,OFC,24,Acq,CS,Day 6,10.14666667
SKR073,OFC,24,Acq,CS,Day 7,8.103333333
SKR073,OFC,24,Acq,CSPre,Day 1,1.34
SKR073,OFC,24,Acq,CSPre,Day 2,2.64
SKR073,OFC,24,Acq,CSPre,Day 3,3.52
SKR073,OFC,24,Acq,CSPre,Day 4,3.37
SKR073,OFC,24,Acq,CSPre,Day 5,6.58
SKR073,OFC,24,Acq,CSPre,Day 6,7.75
SKR073,OFC,24,Acq,CSPre,Day 7,5.68
SKR073,OFC,29,Acq,PreCS,Day 1,3.666666667
SKR073,OFC,29,Acq,PreCS,Day 2,1.126666667
SKR073,OFC,29,Acq,PreCS,Day 3,1.793333333
SKR073,OFC,29,Acq,PreCS,Day 4,1.48
SKR073,OFC,29,Acq,PreCS,Day 5,2.293333333
SKR073,OFC,29,Acq,PreCS,Day 6,3.583333333
SKR073,OFC,29,Acq,PreCS,Day 7,3.69
SKR073,OFC,29,Acq,CS,Day 1,4.44
SKR073,OFC,29,Acq,CS,Day 2,6.67
SKR073,OFC,29,Acq,CS,Day 3,8.73
SKR073,OFC,29,Acq,CS,Day 4,6.833333333
SKR073,OFC,29,Acq,CS,Day 5,9.543333333
SKR073,OFC,29,Acq,CS,Day 6,13.33333333
SKR073,OFC,29,Acq,CS,Day 7,8.98
SKR073,OFC,29,Acq,CSPre,Day 1,0.77
SKR073,OFC,29,Acq,CSPre,Day 2,5.54
SKR073,OFC,29,Acq,CSPre,Day 3,6.94
SKR073,OFC,29,Acq,CSPre,Day 4,5.35
SKR073,OFC,29,Acq,CSPre,Day 5,7.25
SKR073,OFC,29,Acq,CSPre,Day 6,9.75
SKR073,OFC,29,Acq,CSPre,Day 7,5.29
