Experiment,Group,Subject,Stage,Period,Day,MagEntries
SKR073,SHAM,23,Acq,PreCS,Day 11,1.375
SKR073,SHAM,23,Acq,PreCS,Day 12,2.125
SKR073,SHAM,23,Acq,PreCS,Day 13,0.375
SKR073,SHAM,23,Acq,PreCS,Day 14,2.1875
SKR073,SHAM,23,Acq,PreCS,Day 15,1.6875
SKR073,SHAM,23,Acq,PreCS,Day 16,1.125
SKR073,SHAM,23,Acq,PreCS,Day 17,0.9375
SKR073,SHAM,23,Acq,PreCS,Day 18,1.4375
SKR073,SHAM,23,Acq,PreCS,Day 19,1.1875
SKR073,SHAM,23,Acq,PreCS,Day 20,1.0625
SKR073,SHAM,23,Acq,PreCS,Day 21,1.125
SKR073,SHAM,23,Acq,CS,Day 1,5.4375
SKR073,SHAM,23,Acq,CS,Day 2,6.25
SKR073,SHAM,23,Acq,CS,Day 3,5.1875
SKR073,SHAM,23,Acq,CS,Day 4,5.8125
SKR073,SHAM,23,Acq,CS,Day 5,6.875
SKR073,SHAM,23,Acq,CS,Day 6,3.375
SKR073,SHAM,23,Acq,CS,Day 7,2.5625
SKR073,SHAM,23,Acq,CS,Day 8,3
SKR073,SHAM,23,Acq,CS,Day 9,4.8125
SKR073,SHAM,23,Acq,CS,Day 10,7.3125
SKR073,SHAM,23,Acq,CS,Day 11,8.625
SKR073,SHAM,23,Acq,CS,Day 12,6.4375
SKR073,SHAM,23,Acq,CS,Day 13,2.1875
SKR073,SHAM,23,Acq,CS,Day 14,3.3125
SKR073,SHAM,23,Acq,CS,Day 15,3.1875
SKR073,SHAM,23,Acq,CS,Day 16,2.3125
SKR073,SHAM,23,Acq,CS,Day 17,2.5625
SKR073,SHAM,23,Acq,CS,Day 18,2.5
SKR073,SHAM,23,Acq,CS,Day 19,1.5625
SKR073,SHAM,23,Acq,CS,Day 20,1.5625
SKR073,SHAM,23,Acq,CS,Day 21,1.8125
SKR073,SHAM,26,Acq,PreCS,Day 1,1.9375
SKR073,SHAM,26,Acq,PreCS,Day 2,1.5
SKR073,SHAM,26,Acq,PreCS,Day 3,1.4375
SKR073,SHAM,26,Acq,PreCS,Day 4,0.5625
SKR073,SHAM,26,Acq,PreCS,Day 5,0.5625
SKR073,SHAM,26,Acq,PreCS,Day 6,1.0625
SKR073,SHAM,26,Acq,PreCS,Day 7,0.375
SKR073,SHAM,26,Acq,PreCS,Day 8,0.9375
SKR073,SHAM,26,Acq,PreCS,Day 9,0.5
SKR073,SHAM,26,Acq,PreCS,Day 10,0.5625
SKR073,SHAM,26,Acq,PreCS,Day 11,0.25
SKR073,SHAM,26,Acq,PreCS,Day 12,0.75
SKR073,SHAM,26,Acq,PreCS,Day 13,1.25
SKR073,SHAM,26,Acq,PreCS,Day 14,0.375
SKR073,SHAM,26,Acq,PreCS,Day 15,0.5
SKR073,SHAM,26,Acq,PreCS,Day 16,0.0625
SKR073,SHAM,26,Acq,PreCS,Day 17,1.0625
SKR073,SHAM,26,Acq,PreCS,Day 18,0.375
SKR073,SHAM,26,Acq,PreCS,Day 19,0.5625
SKR073,SHAM,26,Acq,PreCS,Day 20,0.9375
SKR073,SHAM,26,Acq,PreCS,Day 21,2.6875
SKR073,SHAM,26,Acq,CS,Day 1,3.75
SKR073,SHAM,26,Acq,CS,Day 2,4
SKR073,SHAM,26,Acq,CS,Day 3,4.75
SKR073,SHAM,26,Acq,CS,Day 4,2
SKR073,SHAM,26,Acq,CS,Day 5,2.8125
SKR073,SHAM,26,Acq,CS,Day 6,3.6875
SKR073,SHAM,26,Acq,CS,Day 7,4.875
SKR073,SHAM,26,Acq,CS,Day 8,4.625
SKR073,SHAM,26,Acq,CS,Day 9,4.125
SKR073,SHAM,26,Acq,CS,Day 10,4.375
SKR073,SHAM,26,Acq,CS,Day 11,5.3125
SKR073,SHAM,26,Acq,CS,Day 12,6.4375
SKR073,SHAM,26,Acq,CS,Day 13,6.9375
SKR073,SHAM,26,Acq,CS,Day 14,5.5
SKR073,SHAM,26,Acq,CS,Day 15,4.9375
SKR073,SHAM,26,Acq,CS,Day 16,5.6875
SKR073,SHAM,26,Acq,CS,Day 17,6
SKR073,SHAM,26,Acq,CS,Day 18,4.875
SKR073,SHAM,26,Acq,CS,Day 19,6.9375
SKR073,SHAM,26,Acq,CS,Day 20,6.375
SKR073,SHAM,26,Acq,CS,Day 21,6.1875
SKR073,SHAM,28,Acq,PreCS,Day 1,3.375
SKR073,SHAM,28,Acq,PreCS,Day 2,3.9375
SKR073,SHAM,28,Acq,PreCS,Day 3,3.875
SKR073,SHAM,28,Acq,PreCS,Day 4,0.125
SKR073,SHAM,28,Acq,PreCS,Day 5,1.6875
SKR073,SHAM,28,Acq,PreCS,Day 6,0.5
SKR073,SHAM,28,Acq,PreCS,Day 7,0.6875
SKR073,SHAM,28,Acq,PreCS,Day 8,0.5625
SKR073,SHAM,28,Acq,PreCS,Day 9,1
SKR073,SHAM,28,Acq,PreCS,Day 10,0.6875
SKR073,SHAM,28,Acq,PreCS,Day 11,0.4375
SKR073,SHAM,28,Acq,PreCS,Day 12,1.25
SKR073,SHAM,28,Acq,PreCS,Day 13,0.4375
SKR073,SHAM,28,Acq,PreCS,Day 14,0.625
SKR073,SHAM,28,Acq,PreCS,Day 15,1
SKR073,SHAM,28,Acq,PreCS,Day 16,1.875
SKR073,SHAM,28,Acq,PreCS,Day 17,1.125
SKR073,SHAM,28,Acq,PreCS,Day 18,0.75
SKR073,SHAM,28,Acq,PreCS,Day 19,2.375
SKR073,SHAM,28,Acq,PreCS,Day 20,1.5625
SKR073,SHAM,28,Acq,PreCS,Day 21,2.5625
SKR073,SHAM,28,Acq,CS,Day 1,4.0625
SKR073,SHAM,28,Acq,CS,Day 2,6.9375
SKR073,SHAM,28,Acq,CS,Day 3,8.1875
SKR073,SHAM,28,Acq,CS,Day 4,8.5
SKR073,SHAM,28,Acq,CS,Day 5,7.8125
SKR073,SHAM,28,Acq,CS,Day 6,6.4375
SKR073,SHAM,28,Acq,CS,Day 7,5.5
SKR073,SHAM,28,Acq,CS,Day 8,8.3125
SKR073,SHAM,28,Acq,CS,Day 9,8.0625
SKR073,SHAM,28,Acq,CS,Day 10,5.3125
SKR073,SHAM,28,Acq,CS,Day 11,3.375
SKR073,SHAM,28,Acq,CS,Day 12,2.5625
SKR073,SHAM,28,Acq,CS,Day 13,2.5
SKR073,SHAM,28,Acq,CS,Day 14,1.9375
SKR073,SHAM,28,Acq,CS,Day 15,4.9375
SKR073,SHAM,28,Acq,CS,Day 16,5.125
SKR073,SHAM,28,Acq,CS,Day 17,5.6875
SKR073,SHAM,28,Acq,CS,Day 18,5.125
SKR073,SHAM,28,Acq,CS,Day 19,8.875
SKR073,SHAM,28,Acq,CS,Day 20,6.6875
SKR073,SHAM,28,Acq,CS,Day 21,7.4375
SKR073,SHAM,30,Acq,PreCS,Day 1,2.625
SKR073,SHAM,30,Acq,PreCS,Day 2,2.25
SKR073,SHAM,30,Acq,PreCS,Day 3,5.0625
SKR073,SHAM,30,Acq,PreCS,Day 4,3.3125
SKR073,SHAM,30,Acq,PreCS,Day 5,2.6875
SKR073,SHAM,30,Acq,PreCS,Day 6,2
SKR073,SHAM,30,Acq,PreCS,Day 7,3.3125
SKR073,SHAM,30,Acq,PreCS,Day 8,2.625
SKR073,SHAM,30,Acq,PreCS,Day 9,1.5625
SKR073,SHAM,30,Acq,PreCS,Day 10,1.5625
SKR073,SHAM,30,Acq,PreCS,Day 11,2.0625
SKR073,SHAM,30,Acq,PreCS,Day 12,3.5625
SKR073,SHAM,30,Acq,PreCS,Day 13,3.4375
SKR073,SHAM,30,Acq,PreCS,Day 14,2.5
SKR073,SHAM,30,Acq,PreCS,Day 15,4.9375
SKR073,SHAM,30,Acq,PreCS,Day 16,9.25
SKR073,SHAM,30,Acq,PreCS,Day 17,9.5
SKR073,SHAM,30,Acq,PreCS,Day 18,8.375
SKR073,SHAM,30,Acq,PreCS,Day 19,9.6875
SKR073,SHAM,30,Acq,PreCS,Day 20,9.125
SKR073,SHAM,30,Acq,PreCS,Day 21,9
SKR073,SHAM,30,Acq,CS,Day 1,4.9375
SKR073,SHAM,30,Acq,CS,Day 2,4.5625
SKR073,SHAM,30,Acq,CS,Day 3,6.125
SKR073,SHAM,30,Acq,CS,Day 4,4
SKR073,SHAM,30,Acq,CS,Day 5,4.5625
SKR073,SHAM,30,Acq,CS,Day 6,6.5
SKR073,SHAM,30,Acq,CS,Day 7,6.75
SKR073,SHAM,30,Acq,CS,Day 8,6.375
SKR073,SHAM,30,Acq,CS,Day 9,5.8125
SKR073,SHAM,30,Acq,CS,Day 10,6.9375
SKR073,SHAM,30,Acq,CS,Day 11,7.25
SKR073,SHAM,30,Acq,CS,Day 12,8.0625
SKR073,SHAM,30,Acq,CS,Day 13,7
SKR073,SHAM,30,Acq,CS,Day 14,6.375
SKR073,SHAM,30,Acq,CS,Day 15,8.875
SKR073,SHAM,30,Acq,CS,Day 16,8.9375
SKR073,SHAM,30,Acq,CS,Day 17,9.5
SKR073,SHAM,30,Acq,CS,Day 18,9.625
SKR073,SHAM,30,Acq,CS,Day 19,10.5
SKR073,SHAM,30,Acq,CS,Day 20,9.1875
SKR073,SHAM,30,Acq,CS,Day 21,10.6875
SKR073,SHAM,32,Acq,PreCS,Day 1,3.5
SKR073,SHAM,32,Acq,PreCS,Day 2,2.25
SKR073,SHAM,32,Acq,PreCS,Day 3,1.375
SKR073,SHAM,32,Acq,PreCS,Day 4,0.666666667
SKR073,SHAM,32,Acq,PreCS,Day 5,0.375
SKR073,SHAM,32,Acq,PreCS,Day 6,0.5
SKR073,SHAM,32,Acq,PreCS,Day 7,0.9375
SKR073,SHAM,32,Acq,PreCS,Day 8,1.1875
SKR073,SHAM,32,Acq,PreCS,Day 9,1.25
SKR073,SHAM,32,Acq,PreCS,Day 10,2.1875
SKR073,SHAM,32,Acq,PreCS,Day 11,1.5
SKR073,SHAM,32,Acq,PreCS,Day 12,2.4375
SKR073,SHAM,32,Acq,PreCS,Day 13,0.6875
SKR073,SHAM,32,Acq,PreCS,Day 14,1.5
SKR073,SHAM,32,Acq,PreCS,Day 15,1.1875
SKR073,SHAM,32,Acq,PreCS,Day 16,1.3125
SKR073,SHAM,32,Acq,PreCS,Day 17,1.375
SKR073,SHAM,32,Acq,PreCS,Day 18,0.9375
SKR073,SHAM,32,Acq,PreCS,Day 19,1.875
SKR073,SHAM,32,Acq,PreCS,Day 20,1.75
SKR073,SHAM,32,Acq,PreCS,Day 21,2.1875
SKR073,SHAM,32,Acq,CS,Day 1,4.0625
SKR073,SHAM,32,Acq,CS,Day 2,5.0625
SKR073,SHAM,32,Acq,CS,Day 3,5
SKR073,SHAM,32,Acq,CS,Day 4,3.333333333
SKR073,SHAM,32,Acq,CS,Day 5,4.6875
SKR073,SHAM,32,Acq,CS,Day 6,2.6875
SKR073,SHAM,32,Acq,CS,Day 7,4.875
SKR073,SHAM,32,Acq,CS,Day 8,4.5
SKR073,SHAM,32,Acq,CS,Day 9,6.5
SKR073,SHAM,32,Acq,CS,Day 10,6.8125
SKR073,SHAM,32,Acq,CS,Day 11,7.375
SKR073,SHAM,32,Acq,CS,Day 12,6.5
SKR073,SHAM,32,Acq,CS,Day 13,7.0625
SKR073,SHAM,32,Acq,CS,Day 14,5.5
SKR073,SHAM,32,Acq,CS,Day 15,6.8125
SKR073,SHAM,32,Acq,CS,Day 16,5.6875
SKR073,SHAM,32,Acq,CS,Day 17,5.125
SKR073,SHAM,32,Acq,CS,Day 18,4.375
SKR073,SHAM,32,Acq,CS,Day 19,4
SKR073,SHAM,32,Acq,CS,Day 20,5.1875
SKR073,SHAM,32,Acq,CS,Day 21,4.375
SKR064,Sham,1,Acq,PreCS,Day 1,1.375
SKR064,Sham,1,Acq,PreCS,Day 2,1.3125
SKR064,Sham,1,Acq,PreCS,Day 3,1.5
SKR064,Sham,1,Acq,PreCS,Day 4,2.75
SKR064,Sham,1,Acq,PreCS,Day 5,0.4375
SKR064,Sham,1,Acq,PreCS,Day 6,0.8125
SKR064,Sham,1,Acq,PreCS,Day 7,1.1875
SKR064,Sham,1,Acq,PreCS,Day 8,0.5
SKR064,Sham,1,Acq,PreCS,Day 9,1.125
SKR064,Sham,1,Acq,PreCS,Day 10,1.875
SKR064,Sham,1,Acq,PreCS,Day 11,0.6875
SKR064,Sham,1,Acq,PreCS,Day 12,1.875
SKR064,Sham,1,Acq,PreCS,Day 13,1.0625
SKR064,Sham,1,Acq,PreCS,Day 14,1.8125
SKR064,Sham,1,Acq,PreCS,Day 15,3.625
SKR064,Sham,1,Acq,PreCS,Day 16,1.4375
SKR064,Sham,1,Acq,PreCS,Day 17,1.8125
SKR064,Sham,1,Acq,PreCS,Day 18,2.0625
SKR064,Sham,1,Acq,PreCS,Day 19,2.1875
SKR064,Sham,1,Acq,PreCS,Day 20,0.8125
SKR064,Sham,1,Acq,PreCS,Day 21,0.6875
SKR064,Sham,1,Acq,CS,Day 1,1.9375
SKR064,Sham,1,Acq,CS,Day 2,2.75
SKR064,Sham,1,Acq,CS,Day 3,3.3125
SKR064,Sham,1,Acq,CS,Day 4,4.9375
SKR064,Sham,1,Acq,CS,Day 5,4.5
SKR064,Sham,1,Acq,CS,Day 6,4.625
SKR064,Sham,1,Acq,CS,Day 7,5.375
SKR064,Sham,1,Acq,CS,Day 8,4.875
SKR064,Sham,1,Acq,CS,Day 9,5.25
SKR064,Sham,1,Acq,CS,Day 10,5.5625
SKR064,Sham,1,Acq,CS,Day 11,6.375
SKR064,Sham,1,Acq,CS,Day 12,7.375
SKR064,Sham,1,Acq,CS,Day 13,6.875
SKR064,Sham,1,Acq,CS,Day 14,7.9375
SKR064,Sham,1,Acq,CS,Day 15,7.125
SKR064,Sham,1,Acq,CS,Day 16,7.5
SKR064,Sham,1,Acq,CS,Day 17,7.6875
SKR064,Sham,1,Acq,CS,Day 18,8
SKR064,Sham,1,Acq,CS,Day 19,7.125
SKR064,Sham,1,Acq,CS,Day 20,4.375
SKR064,Sham,1,Acq,CS,Day 21,6.0625
SKR064,Sham,2,Acq,PreCS,Day 1,1.6875
SKR064,Sham,2,Acq,PreCS,Day 2,1.5625
SKR064,Sham,2,Acq,PreCS,Day 3,1.5
SKR064,Sham,2,Acq,PreCS,Day 4,1.8125
SKR064,Sham,2,Acq,PreCS,Day 5,1.125
SKR064,Sham,2,Acq,PreCS,Day 6,1.125
SKR064,Sham,2,Acq,PreCS,Day 7,1
SKR064,Sham,2,Acq,PreCS,Day 8,1.5
SKR064,Sham,2,Acq,PreCS,Day 9,1.0625
SKR064,Sham,2,Acq,PreCS,Day 10,0.625
SKR064,Sham,2,Acq,PreCS,Day 11,0.3125
SKR064,Sham,2,Acq,PreCS,Day 12,0.625
SKR064,Sham,2,Acq,PreCS,Day 13,0.625
SKR064,Sham,2,Acq,PreCS,Day 14,2.5
SKR064,Sham,2,Acq,PreCS,Day 15,1.25
SKR064,Sham,2,Acq,PreCS,Day 16,1.375
SKR064,Sham,2,Acq,PreCS,Day 17,1.5
SKR064,Sham,2,Acq,PreCS,Day 18,2.125
SKR064,Sham,2,Acq,PreCS,Day 19,2.875
SKR064,Sham,2,Acq,PreCS,Day 20,0.875
SKR064,Sham,2,Acq,PreCS,Day 21,0.625
SKR064,Sham,2,Acq,CS,Day 1,3.125
SKR064,Sham,2,Acq,CS,Day 2,2.6875
SKR064,Sham,2,Acq,CS,Day 3,4.625
SKR064,Sham,2,Acq,CS,Day 4,4.5625
SKR064,Sham,2,Acq,CS,Day 5,3.4375
SKR064,Sham,2,Acq,CS,Day 6,4.0625
SKR064,Sham,2,Acq,CS,Day 7,3.9375
SKR064,Sham,2,Acq,CS,Day 8,4.0625
SKR064,Sham,2,Acq,CS,Day 9,2.875
SKR064,Sham,2,Acq,CS,Day 10,2.8125
SKR064,Sham,2,Acq,CS,Day 11,2.9375
SKR064,Sham,2,Acq,CS,Day 12,4
SKR064,Sham,2,Acq,CS,Day 13,3.9375
SKR064,Sham,2,Acq,CS,Day 14,4.875
SKR064,Sham,2,Acq,CS,Day 15,4.9375
SKR064,Sham,2,Acq,CS,Day 16,5
SKR064,Sham,2,Acq,CS,Day 17,5.5
SKR064,Sham,2,Acq,CS,Day 18,7.4375
SKR064,Sham,2,Acq,CS,Day 19,6.8125
SKR064,Sham,2,Acq,CS,Day 20,6.875
SKR064,Sham,2,Acq,CS,Day 21,9.25
SKR064,Sham,3,Acq,PreCS,Day 1,0.9375
SKR064,Sham,3,Acq,PreCS,Day 2,1.125
SKR064,Sham,3,Acq,PreCS,Day 3,2.5
SKR064,Sham,3,Acq,PreCS,Day 4,2.8125
SKR064,Sham,3,Acq,PreCS,Day 5,1.3125
SKR064,Sham,3,Acq,PreCS,Day 6,1.75
SKR064,Sham,3,Acq,PreCS,Day 7,1.875
SKR064,Sham,3,Acq,PreCS,Day 8,2.875
SKR064,Sham,3,Acq,PreCS,Day 9,2.0625
SKR064,Sham,3,Acq,PreCS,Day 10,1.25
SKR064,Sham,3,Acq,PreCS,Day 11,1.3125
SKR064,Sham,3,Acq,PreCS,Day 12,1.1875
SKR064,Sham,3,Acq,PreCS,Day 13,1
SKR064,Sham,3,Acq,PreCS,Day 14,0.6875
SKR064,Sham,3,Acq,PreCS,Day 15,0.8125
SKR064,Sham,3,Acq,PreCS,Day 16,2.0625
SKR064,Sham,3,Acq,PreCS,Day 17,2.4375
SKR064,Sham,3,Acq,PreCS,Day 18,4.625
SKR064,Sham,3,Acq,PreCS,Day 19,6.5625
SKR064,Sham,3,Acq,PreCS,Day 20,4.625
SKR064,Sham,3,Acq,PreCS,Day 21,3.375
SKR064,Sham,3,Acq,CS,Day 1,1.5625
SKR064,Sham,3,Acq,CS,Day 2,1.6875
SKR064,Sham,3,Acq,CS,Day 3,4
SKR064,Sham,3,Acq,CS,Day 4,6.25
SKR064,Sham,3,Acq,CS,Day 5,6.375
SKR064,Sham,3,Acq,CS,Day 6,6.375
SKR064,Sham,3,Acq,CS,Day 7,7.4375
SKR064,Sham,3,Acq,CS,Day 8,8.4375
SKR064,Sham,3,Acq,CS,Day 9,7.875
SKR064,Sham,3,Acq,CS,Day 10,7.5625
SKR064,Sham,3,Acq,CS,Day 11,5.0625
SKR064,Sham,3,Acq,CS,Day 12,5.5
SKR064,Sham,3,Acq,CS,Day 13,6.75
SKR064,Sham,3,Acq,CS,Day 14,4.75
SKR064,Sham,3,Acq,CS,Day 15,5.5
SKR064,Sham,3,Acq,CS,Day 16,7.75
SKR064,Sham,3,Acq,CS,Day 17,9.125
SKR064,Sham,3,Acq,CS,Day 18,12.4375
SKR064,Sham,3,Acq,CS,Day 19,11.25
SKR064,Sham,3,Acq,CS,Day 20,8.75
SKR064,Sham,3,Acq,CS,Day 21,10.6875
SKR064,Sham,4,Acq,PreCS,Day 1,2.6875
SKR064,Sham,4,Acq,PreCS,Day 2,2.5
SKR064,Sham,4,Acq,PreCS,Day 3,1.625
SKR064,Sham,4,Acq,PreCS,Day 4,1.8125
SKR064,Sham,4,Acq,PreCS,Day 5,0.4375
SKR064,Sham,4,Acq,PreCS,Day 6,0.75
SKR064,Sham,4,Acq,PreCS,Day 7,0.6875
SKR064,Sham,4,Acq,PreCS,Day 8,0.25
SKR064,Sham,4,Acq,PreCS,Day 9,1.0625
SKR064,Sham,4,Acq,PreCS,Day 10,1.125
SKR064,Sham,4,Acq,PreCS,Day 11,0.5625
SKR064,Sham,4,Acq,PreCS,Day 12,0.9375
SKR064,Sham,4,Acq,PreCS,Day 13,0.6875
SKR064,Sham,4,Acq,PreCS,Day 14,1.125
SKR064,Sham,4,Acq,PreCS,Day 15,1.9375
SKR064,Sham,4,Acq,PreCS,Day 16,1.375
SKR064,Sham,4,Acq,PreCS,Day 17,1.1875
SKR064,Sham,4,Acq,PreCS,Day 18,3.625
SKR064,Sham,4,Acq,PreCS,Day 19,5.375
SKR064,Sham,4,Acq,PreCS,Day 20,1.6875
SKR064,Sham,4,Acq,PreCS,Day 21,1.0625
SKR064,Sham,4,Acq,CS,Day 1,2.9375
SKR064,Sham,4,Acq,CS,Day 2,3.6875
SKR064,Sham,4,Acq,CS,Day 3,5.125
SKR064,Sham,4,Acq,CS,Day 4,5.9375
SKR064,Sham,4,Acq,CS,Day 5,5.6875
SKR064,Sham,4,Acq,CS,Day 6,6.3125
SKR064,Sham,4,Acq,CS,Day 7,7.375
SKR064,Sham,4,Acq,CS,Day 8,6.3125
SKR064,Sham,4,Acq,CS,Day 9,6.0625
SKR064,Sham,4,Acq,CS,Day 10,5.5625
SKR064,Sham,4,Acq,CS,Day 11,5.9375
SKR064,Sham,4,Acq,CS,Day 12,6.6875
SKR064,Sham,4,Acq,CS,Day 13,6.0625
SKR064,Sham,4,Acq,CS,Day 14,5.9375
SKR064,Sham,4,Acq,CS,Day 15,6.8125
SKR064,Sham,4,Acq,CS,Day 16,6.25
SKR064,Sham,4,Acq,CS,Day 17,7.8125
SKR064,Sham,4,Acq,CS,Day 18,9.9375
SKR064,Sham,4,Acq,CS,Day 19,7.75
SKR064,Sham,4,Acq,CS,Day 20,6.6875
SKR064,Sham,4,Acq,CS,Day 21,10.8125
SKR064,Sham,5,Acq,PreCS,Day 1,1.4375
SKR064,Sham,5,Acq,PreCS,Day 2,1.25
SKR064,Sham,5,Acq,PreCS,Day 3,2
SKR064,Sham,5,Acq,PreCS,Day 4,1.9375
SKR064,Sham,5,Acq,PreCS,Day 5,1.25
SKR064,Sham,5,Acq,PreCS,Day 6,1.125
SKR064,Sham,5,Acq,PreCS,Day 7,2.5
SKR064,Sham,5,Acq,PreCS,Day 8,1.5625
SKR064,Sham,5,Acq,PreCS,Day 9,0.5
SKR064,Sham,5,Acq,PreCS,Day 10,1.8125
SKR064,Sham,5,Acq,PreCS,Day 11,0.9375
SKR064,Sham,5,Acq,PreCS,Day 12,0.75
SKR064,Sham,5,Acq,PreCS,Day 13,1.125
SKR064,Sham,5,Acq,PreCS,Day 14,0.5625
SKR064,Sham,5,Acq,PreCS,Day 15,0.75
SKR064,Sham,5,Acq,PreCS,Day 16,0.5625
SKR064,Sham,5,Acq,PreCS,Day 17,1.3125
SKR064,Sham,5,Acq,PreCS,Day 18,2.875
SKR064,Sham,5,Acq,PreCS,Day 19,2.6875
SKR064,Sham,5,Acq,PreCS,Day 20,2.0625
SKR064,Sham,5,Acq,PreCS,Day 21,1.6875
SKR064,Sham,5,Acq,CS,Day 1,2.3125
SKR064,Sham,5,Acq,CS,Day 2,2
SKR064,Sham,5,Acq,CS,Day 3,3.8125
SKR064,Sham,5,Acq,CS,Day 4,6
SKR064,Sham,5,Acq,CS,Day 5,5.5
SKR064,Sham,5,Acq,CS,Day 6,4
SKR064,Sham,5,Acq,CS,Day 7,4.25
SKR064,Sham,5,Acq,CS,Day 8,4
SKR064,Sham,5,Acq,CS,Day 9,3.5625
SKR064,Sham,5,Acq,CS,Day 10,3.75
SKR064,Sham,5,Acq,CS,Day 11,3.75
SKR064,Sham,5,Acq,CS,Day 12,1.875
SKR064,Sham,5,Acq,CS,Day 13,4.5625
SKR064,Sham,5,Acq,CS,Day 14,3.4375
SKR064,Sham,5,Acq,CS,Day 15,5.8125
SKR064,Sham,5,Acq,CS,Day 16,5.8125
SKR064,Sham,5,Acq,CS,Day 17,9.25
SKR064,Sham,5,Acq,CS,Day 18,8.125
SKR064,Sham,5,Acq,CS,Day 19,8.0625
SKR064,Sham,5,Acq,CS,Day 20,8.3125
SKR064,Sham,5,Acq,CS,Day 21,6.5625
SKR064,Sham,6,Acq,PreCS,Day 1,1.5
SKR064,Sham,6,Acq,PreCS,Day 2,2.6875
SKR064,Sham,6,Acq,PreCS,Day 3,2.0625
SKR064,Sham,6,Acq,PreCS,Day 4,0.8125
SKR064,Sham,6,Acq,PreCS,Day 5,1.4375
SKR064,Sham,6,Acq,PreCS,Day 6,0.625
SKR064,Sham,6,Acq,PreCS,Day 7,1.125
SKR064,Sham,6,Acq,PreCS,Day 8,1.0625
SKR064,Sham,6,Acq,PreCS,Day 9,1.3125
SKR064,Sham,6,Acq,PreCS,Day 10,1.3125
SKR064,Sham,6,Acq,PreCS,Day 11,1.125
SKR064,Sham,6,Acq,PreCS,Day 12,1.25
SKR064,Sham,6,Acq,PreCS,Day 13,1.125
SKR064,Sham,6,Acq,PreCS,Day 14,4.5625
SKR064,Sham,6,Acq,PreCS,Day 15,4.8125
SKR064,Sham,6,Acq,PreCS,Day 16,6.9375
SKR064,Sham,6,Acq,PreCS,Day 17,4.3125
SKR064,Sham,6,Acq,PreCS,Day 18,2.375
SKR064,Sham,6,Acq,PreCS,Day 19,4
SKR064,Sham,6,Acq,PreCS,Day 20,3.0625
SKR064,Sham,6,Acq,PreCS,Day 21,5
SKR064,Sham,6,Acq,CS,Day 1,2.125
SKR064,Sham,6,Acq,CS,Day 2,4.75
SKR064,Sham,6,Acq,CS,Day 3,5.6875
SKR064,Sham,6,Acq,CS,Day 4,3.1875
SKR064,Sham,6,Acq,CS,Day 5,3.1875
SKR064,Sham,6,Acq,CS,Day 6,3
SKR064,Sham,6,Acq,CS,Day 7,6.3125
SKR064,Sham,6,Acq,CS,Day 8,8.8125
SKR064,Sham,6,Acq,CS,Day 9,8.8125
SKR064,Sham,6,Acq,CS,Day 10,8.75
SKR064,Sham,6,Acq,CS,Day 11,9.375
SKR064,Sham,6,Acq,CS,Day 12,8.3125
SKR064,Sham,6,Acq,CS,Day 13,9.1875
SKR064,Sham,6,Acq,CS,Day 14,8
SKR064,Sham,6,Acq,CS,Day 15,9.1875
SKR064,Sham,6,Acq,CS,Day 16,10.75
SKR064,Sham,6,Acq,CS,Day 17,13.25
SKR064,Sham,6,Acq,CS,Day 18,9.875
SKR064,Sham,6,Acq,CS,Day 19,10.75
SKR064,Sham,6,Acq,CS,Day 20,9.375
SKR064,Sham,6,Acq,CS,Day 21,14.4375
SKR064,Sham,7,Acq,PreCS,Day 1,2.5
SKR064,Sham,7,Acq,PreCS,Day 2,2.5
SKR064,Sham,7,Acq,PreCS,Day 3,1.625
SKR064,Sham,7,Acq,PreCS,Day 4,1.4375
SKR064,Sham,7,Acq,PreCS,Day 5,2.1875
SKR064,Sham,7,Acq,PreCS,Day 6,1.0625
SKR064,Sham,7,Acq,PreCS,Day 7,2
SKR064,Sham,7,Acq,PreCS,Day 8,1.75
SKR064,Sham,7,Acq,PreCS,Day 9,0.875
SKR064,Sham,7,Acq,PreCS,Day 10,0.875
SKR064,Sham,7,Acq,PreCS,Day 11,0.75
SKR064,Sham,7,Acq,PreCS,Day 12,2.3125
SKR064,Sham,7,Acq,PreCS,Day 13,0.75
SKR064,Sham,7,Acq,PreCS,Day 14,2
SKR064,Sham,7,Acq,PreCS,Day 15,1.0625
SKR064,Sham,7,Acq,PreCS,Day 16,2.75
SKR064,Sham,7,Acq,PreCS,Day 17,4
SKR064,Sham,7,Acq,PreCS,Day 18,3
SKR064,Sham,7,Acq,PreCS,Day 19,1.9375
SKR064,Sham,7,Acq,PreCS,Day 20,2.0625
SKR064,Sham,7,Acq,PreCS,Day 21,1.25
SKR064,Sham,7,Acq,CS,Day 1,1.625
SKR064,Sham,7,Acq,CS,Day 2,4.75
SKR064,Sham,7,Acq,CS,Day 3,4.8125
SKR064,Sham,7,Acq,CS,Day 4,6.25
SKR064,Sham,7,Acq,CS,Day 5,5.3125
SKR064,Sham,7,Acq,CS,Day 6,7.1875
SKR064,Sham,7,Acq,CS,Day 7,6.875
SKR064,Sham,7,Acq,CS,Day 8,8.25
SKR064,Sham,7,Acq,CS,Day 9,6.6875
SKR064,Sham,7,Acq,CS,Day 10,6.0625
SKR064,Sham,7,Acq,CS,Day 11,5.375
SKR064,Sham,7,Acq,CS,Day 12,6.25
