folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur,counterbalancing,sex,Left_LeverCueID,Right_LeverCueID,CS_LeftLeverName,CS_RightLeverName,TestCondition,Test,Day,timebins_10,measure,Probability,Value,Freq
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,3,120,180,1,0.039999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,3,120,180,1,0.039999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,6,300,360,6,2.0800000000001,0,0,0,0,0,0,0,0,2,2,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,6,300,360,6,2.0800000000001,0,0,0,0,0,0,0,0,2,2,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,6
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,6,300,360,6,2.0800000000001,0,0,0,0,0,0,0,0,2,2,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,6,300,360,6,2.0800000000001,0,0,0,0,0,0,0,0,2,2,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,2
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,7,360,420,4,0.360000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,7,360,420,4,0.360000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,4
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,7,360,420,4,0.360000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,7,360,420,4,0.360000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,1
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,8,420,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,1,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,11,600,660,3,3.10000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,11,600,660,3,3.10000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,3
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,11,600,660,3,3.10000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,11,600,660,3,3.10000000000014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,1
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,2,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,23,1320,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,LP,P50,Low,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,High,0
Test1_Day13,CRFTest1P37,CRFTest1P37_Rat34.csv,34____,37,5,1,C,Marios,189,24,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,M,Noise,Click,B+-,A++--,P50_HighVsLow,Test1,Day13,3,CS,P50,Low,0
