Day,subject,sex,CS_name,Period,MagEntries,MagDuration
1,39____,M,B-,CS,0.16666666666666666,0.0099999999999909
1,39____,M,B-,Post,1.5,1.1233333333332782
1,39____,M,B-,Pre,0,0
1,39____,M,B-,CSPre,0.16666666666666666,0.0099999999999909
1,39____,M,B+,CS,0.8333333333333333,0.7700000000000575
1,39____,M,B+,Post,2.166666666666667,1.4366666666666488
1,39____,M,B+,Pre,0.3333333333333333,0.3066666666666909
1,39____,M,B+,CSPre,0.49999999999999994,0.4633333333333666
1,40____,M,A-,CS,0,0
1,40____,M,A-,Post,2,1.0933333333333244
1,40____,M,A-,Pre,1.5,0.8733333333333062
1,40____,M,A-,CSPre,-1.5,-0.8733333333333062
1,40____,M,A+,CS,0,0
1,40____,M,A+,Post,3.333333333333333,3.5499999999999914
1,40____,M,A+,Pre,1.1666666666666667,0.6966666666666774
1,40____,M,A+,CSPre,-1.1666666666666667,-0.6966666666666774
1,40____,M,B-,CS,0.5,0.29666666666669994
1,40____,M,B-,Post,1.1666666666666667,1.579999999999998
1,40____,M,B-,Pre,2,1.3599999999999923
1,40____,M,B-,CSPre,-1.5,-1.0633333333332924
1,40____,M,B+,CS,0,0
1,40____,M,B+,Post,1.8333333333333333,4.639999999999992
1,40____,M,B+,Pre,0.3333333333333333,0.259999999999991
1,40____,M,B+,CSPre,-0.3333333333333333,-0.259999999999991
1,41____,M,A-,CS,0,0
1,41____,M,A-,Post,0.3333333333333333,1.1366666666667318
1,41____,M,A-,Pre,0.6666666666666666,0.8766666666666272
1,41____,M,A-,CSPre,-0.6666666666666666,-0.8766666666666272
1,41____,M,A+,CS,0.5,0.9133333333333555
1,41____,M,A+,Post,4.666666666666667,2.6700000000000346
1,41____,M,A+,Pre,0,0
1,41____,M,A+,CSPre,0.5,0.9133333333333555
1,41____,M,B-,CS,0.16666666666666666,1.1066666666666833
1,41____,M,B-,Post,0.6666666666666666,2.306666666666653
1,41____,M,B-,Pre,0.6666666666666666,0.873333333333297
1,41____,M,B-,CSPre,-0.5,0.23333333333338635
1,41____,M,B+,CS,0.5,1.0600000000000211
1,41____,M,B+,Post,3.333333333333333,2.319999999999861
1,41____,M,B+,Pre,0.16666666666666666,0.8333333333333333
1,41____,M,B+,CSPre,0.33333333333333337,0.2266666666666879
1,9_____,F,A-,CS,0.16666666666666666,0.15666666666664736
1,9_____,F,A-,Post,0.3333333333333333,0.3833333333333352
1,9_____,F,A-,Pre,0.16666666666666666,0.06000000000002123
1,9_____,F,A-,CSPre,0,0.09666666666662613
1,9_____,F,A+,CS,0,0.1766666666666576
1,9_____,F,A+,Post,0.3333333333333333,4.023333333333312
1,9_____,F,A+,Pre,0.5,1.2566666666666226
1,9_____,F,A+,CSPre,-0.5,-1.079999999999965
1,9_____,F,B-,CS,0.6666666666666666,0.5033333333332926
1,9_____,F,B-,Post,0,0.21666666666669698
1,9_____,F,B-,Pre,0,0
1,9_____,F,B-,CSPre,0.6666666666666666,0.5033333333332926
1,9_____,F,B+,CS,0.6666666666666666,0.4533333333333855
1,9_____,F,B+,Post,0.5,3.2466666666666506
1,9_____,F,B+,Pre,0,0.2466666666666697
1,9_____,F,B+,CSPre,0.6666666666666666,0.2066666666667158
2,10____,F,A-,CS,0.3333333333333333,0.20999999999996533
2,10____,F,A-,Post,1.6666666666666665,0.6033333333334147
2,10____,F,A-,Pre,1,0.4400000000000165
2,10____,F,A-,CSPre,-0.6666666666666667,-0.23000000000005116
2,10____,F,A+,CS,1.6666666666666665,0.4466666666665732
2,10____,F,A+,Post,2.833333333333333,1.176666666666634
2,10____,F,A+,Pre,0,0
2,10____,F,A+,CSPre,1.6666666666666665,0.4466666666665732
2,10____,F,B-,CS,0.8333333333333333,0.23999999999999966
2,10____,F,B-,Post,1.3333333333333333,1.1333333333333544
2,10____,F,B-,Pre,0.3333333333333333,0.33666666666664463
2,10____,F,B-,CSPre,0.49999999999999994,-0.09666666666664497
2,10____,F,B+,CS,2,0.9699999999998378
2,10____,F,B+,Post,0.5,1.6500000000000532
2,10____,F,B+,Pre,0,0
2,10____,F,B+,CSPre,2,0.9699999999998378
2,11____,F,A-,CS,0.6666666666666666,0.330000000000003
2,11____,F,A-,Post,2,2.6633333333334406
