Day,counterbalancing,Pavlovian_cbx,DevaluedOutcome1,DevaluedStimulus,DevaluedLever,timebins,subject,LPFreq_Flash,LPDur_Flash,LPFreq_Steady,LPDur_Steady,Reinforcer_Flash,Reinforcer_Steady,Stimulus,LPFreq,LPDur,Reinforcer
17,B,X,Banana,Steady,Right,3,22____,2,1.25999999999999,2,1.25999999999999,0,5,Devalued,2,1.25999999999999,5
17,B,X,Banana,Steady,Right,3,22____,2,1.25999999999999,2,1.25999999999999,0,5,NonDevalued,2,1.25999999999999,0
17,B,X,Chocolate,Flash,Right,1,18____,0,0,0,0,0,10,Devalued,0,0,0
17,B,X,Chocolate,Flash,Right,1,18____,0,0,0,0,0,10,NonDevalued,0,0,10
17,B,X,Chocolate,Flash,Right,2,18____,0,0,0,0,0,9,Devalued,0,0,0
17,B,X,Chocolate,Flash,Right,2,18____,0,0,0,0,0,9,NonDevalued,0,0,9
17,B,X,Chocolate,Flash,Right,3,18____,0,0,0,0,0,4,Devalued,0,0,0
17,B,X,Chocolate,Flash,Right,3,18____,0,0,0,0,0,4,NonDevalued,0,0,4
17,B,Y,Banana,Flash,Right,1,20____,0,0,4,1.04000000000004,0,3,Devalued,0,0,0
17,B,Y,Banana,Flash,Right,1,20____,0,0,4,1.04000000000004,0,3,NonDevalued,4,1.04000000000004,3
17,B,Y,Banana,Flash,Right,2,20____,2,0.400000000000091,44,45.8600000000006,1,18,Devalued,2,0.400000000000091,1
17,B,Y,Banana,Flash,Right,2,20____,2,0.400000000000091,44,45.8600000000006,1,18,NonDevalued,44,45.8600000000006,18
17,B,Y,Banana,Flash,Right,3,20____,5,5.03999999999974,43,43.1799999999998,2,13,Devalued,5,5.03999999999974,2
17,B,Y,Banana,Flash,Right,3,20____,5,5.03999999999974,43,43.1799999999998,2,13,NonDevalued,43,43.1799999999998,13
17,B,Y,Chocolate,Steady,Left,1,24____,30,20.08,34,17.5800000000002,7,12,Devalued,34,17.5800000000002,12
17,B,Y,Chocolate,Steady,Left,1,24____,30,20.08,34,17.5800000000002,7,12,NonDevalued,30,20.08,7
17,B,Y,Chocolate,Steady,Left,1,25____,25,26.7400000000001,8,2.95999999999998,15,2,Devalued,8,2.95999999999998,2
17,B,Y,Chocolate,Steady,Left,1,25____,25,26.7400000000001,8,2.95999999999998,15,2,NonDevalued,25,26.7400000000001,15
17,B,Y,Chocolate,Steady,Left,1,43____,12,6.77999999999999,1,0.0200000000000102,4,1,Devalued,1,0.0200000000000102,1
17,B,Y,Chocolate,Steady,Left,1,43____,12,6.77999999999999,1,0.0200000000000102,4,1,NonDevalued,12,6.77999999999999,4
17,B,Y,Chocolate,Steady,Left,2,24____,32,19.92,22,10.139999999999599,7,8,Devalued,22,10.139999999999599,8
17,B,Y,Chocolate,Steady,Left,2,24____,32,19.92,22,10.139999999999599,7,8,NonDevalued,32,19.92,7
17,B,Y,Chocolate,Steady,Left,2,25____,13,19.5599999999997,4,4.55999999999983,6,1,Devalued,4,4.55999999999983,1
17,B,Y,Chocolate,Steady,Left,2,25____,13,19.5599999999997,4,4.55999999999983,6,1,NonDevalued,13,19.5599999999997,6
17,B,Y,Chocolate,Steady,Left,2,43____,2,1.10000000000002,0,0,0,0,Devalued,0,0,0
17,B,Y,Chocolate,Steady,Left,2,43____,2,1.10000000000002,0,0,0,0,NonDevalued,2,1.10000000000002,0
17,B,Y,Chocolate,Steady,Left,3,24____,9,9.97999999999979,14,5.58000000000016,4,4,Devalued,14,5.58000000000016,4
17,B,Y,Chocolate,Steady,Left,3,24____,9,9.97999999999979,14,5.58000000000016,4,4,NonDevalued,9,9.97999999999979,4
17,B,Y,Chocolate,Steady,Left,3,25____,9,21.0199999999995,10,13.9199999999996,3,6,Devalued,10,13.9199999999996,6
17,B,Y,Chocolate,Steady,Left,3,25____,9,21.0199999999995,10,13.9199999999996,3,6,NonDevalued,9,21.0199999999995,3
17,B,Y,Chocolate,Steady,Left,3,43____,0,0,0,0,0,0,Devalued,0,0,0
17,B,Y,Chocolate,Steady,Left,3,43____,0,0,0,0,0,0,NonDevalued,0,0,0
