Stage,Day,subject,probability,magnitude,sex,CS_name,Period,MagEntries,MagDuration
1.Acquisition,6,41____,50,High,M,A++--,Pre,1,0.8349999999999795
1.Acquisition,6,41____,50,High,M,A++--,CSPre,2,2.5350000000000996
1.Acquisition,6,41____,50,Low,M,B+-,CS,2.5,2.819999999999993
1.Acquisition,6,41____,50,Low,M,B+-,Post,1.75,5.050000000000253
1.Acquisition,6,41____,50,Low,M,B+-,Pre,0,0
1.Acquisition,6,41____,50,Low,M,B+-,CSPre,2.5,2.819999999999993
1.Acquisition,6,41____,100,High,M,C++,CS,2,4.5400000000000205
1.Acquisition,6,41____,100,High,M,C++,Post,1.25,9.13999999999993
1.Acquisition,6,41____,100,High,M,C++,Pre,0.25,0.0650000000000545
1.Acquisition,6,41____,100,High,M,C++,CSPre,1.75,4.474999999999966
1.Acquisition,6,41____,100,Low,M,D+,CS,4.75,5.0749999999998465
1.Acquisition,6,41____,100,Low,M,D+,Post,0.5,6.970000000000056
1.Acquisition,6,41____,100,Low,M,D+,Pre,0.25,1.1749999999999545
1.Acquisition,6,41____,100,Low,M,D+,CSPre,4.5,3.899999999999892
1.Acquisition,6,9_____,50,High,F,A++--,CS,3.75,4.2350000000001415
1.Acquisition,6,9_____,50,High,F,A++--,Post,1.5,6.859999999999957
1.Acquisition,6,9_____,50,High,F,A++--,Pre,0.75,0.23999999999999472
1.Acquisition,6,9_____,50,High,F,A++--,CSPre,3,3.9950000000001467
1.Acquisition,6,9_____,50,Low,F,B+-,CS,4.25,4.85000000000008
1.Acquisition,6,9_____,50,Low,F,B+-,Post,2,3.935000000000116
1.Acquisition,6,9_____,50,Low,F,B+-,Pre,1.75,0.964999999999975
1.Acquisition,6,9_____,50,Low,F,B+-,CSPre,2.5,3.8850000000001046
1.Acquisition,6,9_____,100,High,F,C++,CS,3,3.3799999999998818
1.Acquisition,6,9_____,100,High,F,C++,Post,0.25,9.975000000000023
1.Acquisition,6,9_____,100,High,F,C++,Pre,0,0.17999999999994998
1.Acquisition,6,9_____,100,High,F,C++,CSPre,3,3.199999999999932
1.Acquisition,6,9_____,100,Low,F,D+,CS,3.5,3.8350000000000657
1.Acquisition,6,9_____,100,Low,F,D+,Post,1.5,6.569999999999993
1.Acquisition,6,9_____,100,Low,F,D+,Pre,0.25,0.6699999999999875
1.Acquisition,6,9_____,100,Low,F,D+,CSPre,3.25,3.165000000000078
1.Acquisition,7,10____,50,High,F,A++--,CS,3.75,5.009999999999842
1.Acquisition,7,10____,50,High,F,A++--,Post,2.5,6.83499999999983
1.Acquisition,7,10____,50,High,F,A++--,Pre,2.25,1.5450000000000728
1.Acquisition,7,10____,50,High,F,A++--,CSPre,1.5,3.464999999999769
1.Acquisition,7,10____,50,Low,F,B+-,CS,5.25,4.22999999999999
1.Acquisition,7,10____,50,Low,F,B+-,Post,0.25,4.71999999999997
1.Acquisition,7,10____,50,Low,F,B+-,Pre,0.75,0.8350000000000366
1.Acquisition,7,10____,50,Low,F,B+-,CSPre,4.5,3.3949999999999534
1.Acquisition,7,10____,100,High,F,C++,CS,5.25,5.849999999999881
1.Acquisition,7,10____,100,High,F,C++,Post,1,9.445000000000022
1.Acquisition,7,10____,100,High,F,C++,Pre,2.25,2.050000000000068
1.Acquisition,7,10____,100,High,F,C++,CSPre,3,3.7999999999998124
1.Acquisition,7,10____,100,Low,F,D+,CS,3.75,3.660000000000054
1.Acquisition,7,10____,100,Low,F,D+,Post,3.25,7.635000000000019
1.Acquisition,7,10____,100,Low,F,D+,Pre,0.5,0.26999999999998187
1.Acquisition,7,10____,100,Low,F,D+,CSPre,3.25,3.390000000000072
1.Acquisition,7,11____,50,High,F,A++--,CS,3.75,4.7300000000000475
1.Acquisition,7,11____,50,High,F,A++--,Post,1.75,6.614999999999895
1.Acquisition,7,11____,50,High,F,A++--,Pre,0.5,0.3900000000000145
1.Acquisition,7,11____,50,High,F,A++--,CSPre,3.25,4.340000000000033
1.Acquisition,7,11____,50,Low,F,B+-,CS,4,6.580000000000041
1.Acquisition,7,11____,50,Low,F,B+-,Post,0.75,7.695000000000051
1.Acquisition,7,11____,50,Low,F,B+-,Pre,2.5,3.5650000000001687
1.Acquisition,7,11____,50,Low,F,B+-,CSPre,1.5,3.0149999999998722
1.Acquisition,7,11____,100,High,F,C++,CS,2,8.734999999999943
1.Acquisition,7,11____,100,High,F,C++,Post,0.25,10
1.Acquisition,7,11____,100,High,F,C++,Pre,1.25,6.544999999999845
1.Acquisition,7,11____,100,High,F,C++,CSPre,0.75,2.190000000000097
1.Acquisition,7,11____,100,Low,F,D+,CS,2,7.360000000000042
1.Acquisition,7,11____,100,Low,F,D+,Post,0.25,9.55500000000012
1.Acquisition,7,11____,100,Low,F,D+,Pre,1.25,1.660000000000046
1.Acquisition,7,11____,100,Low,F,D+,CSPre,0.75,5.699999999999996
1.Acquisition,7,12____,50,High,F,A++--,CS,3.75,6.510000000000048
1.Acquisition,7,12____,50,High,F,A++--,Post,2.25,7.370000000000175
1.Acquisition,7,12____,50,High,F,A++--,Pre,0.75,0.5450000000000442
1.Acquisition,7,12____,50,High,F,A++--,CSPre,3,5.965000000000003
1.Acquisition,7,12____,50,Low,F,B+-,CS,4,6.335000000000236
1.Acquisition,7,12____,50,Low,F,B+-,Post,1.75,7.830000000000098
1.Acquisition,7,12____,50,Low,F,B+-,Pre,0.5,2.29999999999999
1.Acquisition,7,12____,50,Low,F,B+-,CSPre,3.5,4.035000000000246
1.Acquisition,7,12____,100,High,F,C++,CS,3,3.4249999999999545
1.Acquisition,7,12____,100,High,F,C++,Post,2,7.560000000000102
1.Acquisition,7,12____,100,High,F,C++,Pre,0.75,1.3400000000000745
1.Acquisition,7,12____,100,High,F,C++,CSPre,2.25,2.08499999999988
1.Acquisition,7,12____,100,Low,F,D+,CS,4,7.754999999999967
1.Acquisition,7,12____,100,Low,F,D+,Post,2.5,6.53499999999977
1.Acquisition,7,12____,100,Low,F,D+,Pre,0.5,1.3150000000000261
1.Acquisition,7,12____,100,Low,F,D+,CSPre,3.5,6.439999999999941
1.Acquisition,7,13____,50,High,F,A++--,CS,5,5.3149999999999125
1.Acquisition,7,13____,50,High,F,A++--,Post,1,7.6299999999999955
1.Acquisition,7,13____,50,High,F,A++--,Pre,2,2.530000000000086
1.Acquisition,7,13____,50,High,F,A++--,CSPre,3,2.7849999999998265
1.Acquisition,7,13____,50,Low,F,B+-,CS,2.5,2.8999999999999773
1.Acquisition,7,13____,50,Low,F,B+-,Post,2.25,4.9950000000000045
1.Acquisition,7,13____,50,Low,F,B+-,Pre,1,4.420000000000044
1.Acquisition,7,13____,50,Low,F,B+-,CSPre,1.5,-1.520000000000067
1.Acquisition,7,13____,100,High,F,C++,CS,4.25,5.159999999999982
1.Acquisition,7,13____,100,High,F,C++,Post,0.75,9.765
1.Acquisition,7,13____,100,High,F,C++,Pre,0.75,2.035000000000082
1.Acquisition,7,13____,100,High,F,C++,CSPre,3.5,3.1249999999999005
1.Acquisition,7,13____,100,Low,F,D+,CS,3,3.950000000000017
1.Acquisition,7,13____,100,Low,F,D+,Post,0.5,9.40500000000003
1.Acquisition,7,13____,100,Low,F,D+,Pre,0.75,1.5299999999999445
1.Acquisition,7,13____,100,Low,F,D+,CSPre,2.25,2.4200000000000728
1.Acquisition,7,14____,50,High,F,A++--,CS,3.25,1.8949999999999387
1.Acquisition,7,14____,50,High,F,A++--,Post,2.75,5.175000000000125
1.Acquisition,7,14____,50,High,F,A++--,Pre,0.5,0.02499999999997725
1.Acquisition,7,14____,50,High,F,A++--,CSPre,2.75,1.8699999999999615
1.Acquisition,7,14____,50,Low,F,B+-,CS,3.25,0.6849999999999739
1.Acquisition,7,14____,50,Low,F,B+-,Post,2,3.3200000000000927
1.Acquisition,7,14____,50,Low,F,B+-,Pre,0,0
1.Acquisition,7,14____,50,Low,F,B+-,CSPre,3.25,0.6849999999999739
1.Acquisition,7,14____,100,High,F,C++,CS,3,0.4099999999999613
1.Acquisition,7,14____,100,High,F,C++,Post,1.75,6.8299999999996786
1.Acquisition,7,14____,100,High,F,C++,Pre,0,0
1.Acquisition,7,14____,100,High,F,C++,CSPre,3,0.4099999999999613
1.Acquisition,7,14____,100,Low,F,D+,CS,3,1.069999999999908
1.Acquisition,7,14____,100,Low,F,D+,Post,2.5,5.934999999999917
1.Acquisition,7,14____,100,Low,F,D+,Pre,1.5,0.8799999999999961
1.Acquisition,7,14____,100,Low,F,D+,CSPre,1.5,0.1899999999999118
1.Acquisition,7,15____,50,High,F,A++--,CS,1,1.389999999999951
1.Acquisition,7,15____,50,High,F,A++--,Post,0.75,5.740000000000009
1.Acquisition,7,15____,50,High,F,A++--,Pre,0,0
1.Acquisition,7,15____,50,High,F,A++--,CSPre,1,1.389999999999951
1.Acquisition,7,15____,50,Low,F,B+-,CS,0.25,1.2099999999999227
1.Acquisition,7,15____,50,Low,F,B+-,Post,1.5,1.084999999999866
1.Acquisition,7,15____,50,Low,F,B+-,Pre,0.75,0.26499999999998647
1.Acquisition,7,15____,50,Low,F,B+-,CSPre,-0.5,0.9449999999999362
1.Acquisition,7,15____,100,High,F,C++,CS,6,5.244999999999976
1.Acquisition,7,15____,100,High,F,C++,Post,0.5,9.820000000000022
1.Acquisition,7,15____,100,High,F,C++,Pre,0,0
1.Acquisition,7,15____,100,High,F,C++,CSPre,6,5.244999999999976
1.Acquisition,7,15____,100,Low,F,D+,CS,3.75,3.2199999999998714
1.Acquisition,7,15____,100,Low,F,D+,Post,2,7.624999999999872
1.Acquisition,7,15____,100,Low,F,D+,Pre,0.5,0.4399999999999977
1.Acquisition,7,15____,100,Low,F,D+,CSPre,3.25,2.7799999999998737
1.Acquisition,7,16____,50,High,F,A++--,CS,2.75,1.9450000000001355
1.Acquisition,7,16____,50,High,F,A++--,Post,1.75,3.3200000000001353
1.Acquisition,7,16____,50,High,F,A++--,Pre,0.25,0.02499999999997725
1.Acquisition,7,16____,50,High,F,A++--,CSPre,2.5,1.9200000000001582
1.Acquisition,7,16____,50,Low,F,B+-,CS,0,0
1.Acquisition,7,16____,50,Low,F,B+-,Post,2.75,2.304999999999893
1.Acquisition,7,16____,50,Low,F,B+-,Pre,1,0.47999999999996146
1.Acquisition,7,16____,50,Low,F,B+-,CSPre,-1,-0.47999999999996146
1.Acquisition,7,16____,100,High,F,C++,CS,2,1.0399999999999634
1.Acquisition,7,16____,100,High,F,C++,Post,3.25,4.054999999999894
1.Acquisition,7,16____,100,High,F,C++,Pre,0,0
1.Acquisition,7,16____,100,High,F,C++,CSPre,2,1.0399999999999634
1.Acquisition,7,16____,100,Low,F,D+,CS,5.25,3.325000000000003
1.Acquisition,7,16____,100,Low,F,D+,Post,2.25,3.5999999999998664
1.Acquisition,7,16____,100,Low,F,D+,Pre,0,0
1.Acquisition,7,16____,100,Low,F,D+,CSPre,5.25,3.325000000000003
1.Acquisition,7,34____,50,High,M,A++--,CS,4,3.9700000000000273
1.Acquisition,7,34____,50,High,M,A++--,Post,4.5,4.7149999999998755
1.Acquisition,7,34____,50,High,M,A++--,Pre,0.25,0.375
1.Acquisition,7,34____,50,High,M,A++--,CSPre,3.75,3.5950000000000273
1.Acquisition,7,34____,50,Low,M,B+-,CS,2.5,2.0300000000000296
1.Acquisition,7,34____,50,Low,M,B+-,Post,4.25,4.114999999999952
1.Acquisition,7,34____,50,Low,M,B+-,Pre,0.25,0.00499999999999545
1.Acquisition,7,34____,50,Low,M,B+-,CSPre,2.25,2.025000000000034
1.Acquisition,7,34____,100,High,M,C++,CS,2,1.5949999999998568
1.Acquisition,7,34____,100,High,M,C++,Post,4.25,5.8700000000000765
1.Acquisition,7,34____,100,High,M,C++,Pre,0.25,0.12000000000000452
1.Acquisition,7,34____,100,High,M,C++,CSPre,1.75,1.4749999999998522
1.Acquisition,7,34____,100,Low,M,D+,CS,3,2.8100000000000596
1.Acquisition,7,34____,100,Low,M,D+,Post,7,6.269999999999811
1.Acquisition,7,34____,100,Low,M,D+,Pre,0.25,0.3050000000000069
1.Acquisition,7,34____,100,Low,M,D+,CSPre,2.75,2.5050000000000527
1.Acquisition,7,35____,50,High,M,A++--,CS,1.5,3.17500000000004
1.Acquisition,7,35____,50,High,M,A++--,Post,2,5.789999999999963
1.Acquisition,7,35____,50,High,M,A++--,Pre,0.25,0.17499999999999724
1.Acquisition,7,35____,50,High,M,A++--,CSPre,1.25,3.0000000000000426
1.Acquisition,7,35____,50,Low,M,B+-,CS,2.5,4.27500000000009
1.Acquisition,7,35____,50,Low,M,B+-,Post,2,4.699999999999903
1.Acquisition,7,35____,50,Low,M,B+-,Pre,0.25,0.115000000000009
1.Acquisition,7,35____,50,Low,M,B+-,CSPre,2.25,4.160000000000081
1.Acquisition,7,35____,100,High,M,C++,CS,3,5.084999999999866
1.Acquisition,7,35____,100,High,M,C++,Post,0.75,5.784999999999911
1.Acquisition,7,35____,100,High,M,C++,Pre,0,0
1.Acquisition,7,35____,100,High,M,C++,CSPre,3,5.084999999999866
1.Acquisition,7,35____,100,Low,M,D+,CS,1.25,1.05499999999995
1.Acquisition,7,35____,100,Low,M,D+,Post,2.5,4.954999999999942
1.Acquisition,7,35____,100,Low,M,D+,Pre,0,0.0399999999999635
1.Acquisition,7,35____,100,Low,M,D+,CSPre,1.25,1.0149999999999866
1.Acquisition,7,36____,50,High,M,A++--,CS,1.5,4.3200000000000225
1.Acquisition,7,36____,50,High,M,A++--,Post,1,4.1749999999999545
1.Acquisition,7,36____,50,High,M,A++--,Pre,0.75,1.170000000000016
1.Acquisition,7,36____,50,High,M,A++--,CSPre,0.75,3.1500000000000066
1.Acquisition,7,36____,50,Low,M,B+-,CS,3,3.134999999999991
1.Acquisition,7,36____,50,Low,M,B+-,Post,3.5,3.8249999999998745
1.Acquisition,7,36____,50,Low,M,B+-,Pre,0.75,2.5149999999999295
1.Acquisition,7,36____,50,Low,M,B+-,CSPre,2.25,0.6200000000000614
1.Acquisition,7,36____,100,High,M,C++,CS,4.75,3.1900000000001754
1.Acquisition,7,36____,100,High,M,C++,Post,1.5,5.605000000000182
1.Acquisition,7,36____,100,High,M,C++,Pre,1.25,1.4350000000001155
1.Acquisition,7,36____,100,High,M,C++,CSPre,3.5,1.7550000000000598
1.Acquisition,7,36____,100,Low,M,D+,CS,3,2.6699999999999733
1.Acquisition,7,36____,100,Low,M,D+,Post,1,3.520000000000138
1.Acquisition,7,36____,100,Low,M,D+,Pre,0.25,0.9900000000000092
1.Acquisition,7,36____,100,Low,M,D+,CSPre,2.75,1.6799999999999642
1.Acquisition,7,37____,50,High,M,A++--,CS,1.5,1.740000000000066
1.Acquisition,7,37____,50,High,M,A++--,Post,2.5,4.4149999999998215
1.Acquisition,7,37____,50,High,M,A++--,Pre,0.25,0.01499999999998635
1.Acquisition,7,37____,50,High,M,A++--,CSPre,1.25,1.7250000000000796
1.Acquisition,7,37____,50,Low,M,B+-,CS,0.75,0.5149999999999579
1.Acquisition,7,37____,50,Low,M,B+-,Post,0.75,2.2599999999999913
1.Acquisition,7,37____,50,Low,M,B+-,Pre,0.25,0.23000000000001825
1.Acquisition,7,37____,50,Low,M,B+-,CSPre,0.5,0.2849999999999397
1.Acquisition,7,37____,100,High,M,C++,CS,1,1.1499999999999773
1.Acquisition,7,37____,100,High,M,C++,Post,2.5,4.414999999999992
1.Acquisition,7,37____,100,High,M,C++,Pre,0.25,0.08500000000000088
1.Acquisition,7,37____,100,High,M,C++,CSPre,0.75,1.0649999999999764
1.Acquisition,7,37____,100,Low,M,D+,CS,2.25,2.9999999999999147
1.Acquisition,7,37____,100,Low,M,D+,Post,3.25,3.1400000000001
1.Acquisition,7,37____,100,Low,M,D+,Pre,0.75,0.5000000000001138
1.Acquisition,7,37____,100,Low,M,D+,CSPre,1.5,2.499999999999801
1.Acquisition,7,38____,50,High,M,A++--,CS,9.5,4.639999999999789
1.Acquisition,7,38____,50,High,M,A++--,Post,5.5,7.559999999999888
1.Acquisition,7,38____,50,High,M,A++--,Pre,1.5,2.0899999999999745
1.Acquisition,7,38____,50,High,M,A++--,CSPre,8,2.5499999999998146
1.Acquisition,7,38____,50,Low,M,B+-,CS,6.5,3.989999999999754
1.Acquisition,7,38____,50,Low,M,B+-,Post,5.75,7.609999999999758
1.Acquisition,7,38____,50,Low,M,B+-,Pre,0.25,1.4049999999999727
1.Acquisition,7,38____,50,Low,M,B+-,CSPre,6.25,2.5849999999997815
1.Acquisition,7,38____,100,High,M,C++,CS,5.75,6.089999999999749
1.Acquisition,7,38____,100,High,M,C++,Post,6.25,8.555000000000092
1.Acquisition,7,38____,100,High,M,C++,Pre,0.25,0.0599999999999455
1.Acquisition,7,38____,100,High,M,C++,CSPre,5.5,6.029999999999804
1.Acquisition,7,38____,100,Low,M,D+,CS,8,7.1049999999998334
1.Acquisition,7,38____,100,Low,M,D+,Post,5.75,7.195000000000206
1.Acquisition,7,38____,100,Low,M,D+,Pre,0.5,0.5450000000000728
1.Acquisition,7,38____,100,Low,M,D+,CSPre,7.5,6.559999999999761
1.Acquisition,7,39____,50,High,M,A++--,CS,2.25,2.3200000000000354
1.Acquisition,7,39____,50,High,M,A++--,Post,2,4.149999999999964
1.Acquisition,7,39____,50,High,M,A++--,Pre,0.25,0.15000000000000574
1.Acquisition,7,39____,50,High,M,A++--,CSPre,2,2.1700000000000297
1.Acquisition,7,39____,50,Low,M,B+-,CS,1.75,1.7900000000001346
1.Acquisition,7,39____,50,Low,M,B+-,Post,4.25,5.549999999999869
1.Acquisition,7,39____,50,Low,M,B+-,Pre,0,0
1.Acquisition,7,39____,50,Low,M,B+-,CSPre,1.75,1.7900000000001346
1.Acquisition,7,39____,100,High,M,C++,CS,2.25,1.9000000000001478
1.Acquisition,7,39____,100,High,M,C++,Post,4,8.079999999999956
1.Acquisition,7,39____,100,High,M,C++,Pre,0.75,0.21999999999997027
1.Acquisition,7,39____,100,High,M,C++,CSPre,1.5,1.6800000000001776
1.Acquisition,7,39____,100,Low,M,D+,CS,1,0.8699999999999475
1.Acquisition,7,39____,100,Low,M,D+,Post,2,5.4549999999998136
1.Acquisition,7,39____,100,Low,M,D+,Pre,0,0
1.Acquisition,7,39____,100,Low,M,D+,CSPre,1,0.8699999999999475
1.Acquisition,7,40____,50,High,M,A++--,CS,1.5,4.9249999999999545
1.Acquisition,7,40____,50,High,M,A++--,Post,4.75,8.27499999999992
1.Acquisition,7,40____,50,High,M,A++--,Pre,0.5,1.920000000000073
1.Acquisition,7,40____,50,High,M,A++--,CSPre,1,3.0049999999998818
1.Acquisition,7,40____,50,Low,M,B+-,CS,2.25,4.5400000000000205
1.Acquisition,7,40____,50,Low,M,B+-,Post,3.5,8.500000000000114
1.Acquisition,7,40____,50,Low,M,B+-,Pre,0.5,2.0049999999999955
1.Acquisition,7,40____,50,Low,M,B+-,CSPre,1.75,2.535000000000025
1.Acquisition,7,40____,100,High,M,C++,CS,4.5,5.450000000000075
1.Acquisition,7,40____,100,High,M,C++,Post,4.75,8.824999999999989
1.Acquisition,7,40____,100,High,M,C++,Pre,0.25,0.7500000000000283
1.Acquisition,7,40____,100,High,M,C++,CSPre,4.25,4.700000000000046
1.Acquisition,7,40____,100,Low,M,D+,CS,8.25,5.990000000000094
1.Acquisition,7,40____,100,Low,M,D+,Post,3.25,9.15999999999994
1.Acquisition,7,40____,100,Low,M,D+,Pre,0.25,0.0900000000000035
1.Acquisition,7,40____,100,Low,M,D+,CSPre,8,5.900000000000091
1.Acquisition,7,41____,50,High,M,A++--,CS,3.5,5.530000000000086
1.Acquisition,7,41____,50,High,M,A++--,Post,2,7.3450000000001125
1.Acquisition,7,41____,50,High,M,A++--,Pre,0.75,0.5399999999999919
1.Acquisition,7,41____,50,High,M,A++--,CSPre,2.75,4.990000000000094
1.Acquisition,7,41____,50,Low,M,B+-,CS,3.25,5.9349999999999445
1.Acquisition,7,41____,50,Low,M,B+-,Post,2,5.875
1.Acquisition,7,41____,50,Low,M,B+-,Pre,0.5,0.32499999999998863
1.Acquisition,7,41____,50,Low,M,B+-,CSPre,2.75,5.609999999999956
1.Acquisition,7,41____,100,High,M,C++,CS,2.75,6.444999999999993
1.Acquisition,7,41____,100,High,M,C++,Post,3.5,9.155000000000115
1.Acquisition,7,41____,100,High,M,C++,Pre,0,0
1.Acquisition,7,41____,100,High,M,C++,CSPre,2.75,6.444999999999993
1.Acquisition,7,41____,100,Low,M,D+,CS,4.25,7.295000000000016
1.Acquisition,7,41____,100,Low,M,D+,Post,0.75,7.0799999999998695
1.Acquisition,7,41____,100,Low,M,D+,Pre,0,0
1.Acquisition,7,41____,100,Low,M,D+,CSPre,4.25,7.295000000000016
1.Acquisition,7,9_____,50,High,F,A++--,CS,3.75,6.130000000000024
1.Acquisition,7,9_____,50,High,F,A++--,Post,2,7.699999999999989
1.Acquisition,7,9_____,50,High,F,A++--,Pre,2.75,0.8050000000001776
1.Acquisition,7,9_____,50,High,F,A++--,CSPre,1,5.3249999999998465
1.Acquisition,7,9_____,50,Low,F,B+-,CS,3,4.374999999999893
1.Acquisition,7,9_____,50,Low,F,B+-,Post,1.25,5.345000000000092
1.Acquisition,7,9_____,50,Low,F,B+-,Pre,0.5,0.44499999999993634
1.Acquisition,7,9_____,50,Low,F,B+-,CSPre,2.5,3.929999999999957
1.Acquisition,7,9_____,100,High,F,C++,CS,4,3.5999999999998806
1.Acquisition,7,9_____,100,High,F,C++,Post,1.25,9.34999999999998
1.Acquisition,7,9_____,100,High,F,C++,Pre,2.25,1.260000000000048
1.Acquisition,7,9_____,100,High,F,C++,CSPre,1.75,2.339999999999833
1.Acquisition,7,9_____,100,Low,F,D+,CS,2.5,3.614999999999924
1.Acquisition,7,9_____,100,Low,F,D+,Post,1.25,9.290000000000049
1.Acquisition,7,9_____,100,Low,F,D+,Pre,0.25,0.29499999999995924
1.Acquisition,7,9_____,100,Low,F,D+,CSPre,2.25,3.3199999999999648
1.Acquisition,8,10____,50,High,F,A++--,CS,6,4.729999999999961
1.Acquisition,8,10____,50,High,F,A++--,Post,2.5,5.9699999999999855
1.Acquisition,8,10____,50,High,F,A++--,Pre,0.75,0.410000000000025
1.Acquisition,8,10____,50,High,F,A++--,CSPre,5.25,4.319999999999936
1.Acquisition,8,10____,50,Low,F,B+-,CS,7,5.585000000000093
1.Acquisition,8,10____,50,Low,F,B+-,Post,2.5,5.075000000000102
1.Acquisition,8,10____,50,Low,F,B+-,Pre,0.25,0.12000000000000452
1.Acquisition,8,10____,50,Low,F,B+-,CSPre,6.75,5.465000000000089
1.Acquisition,8,10____,100,High,F,C++,CS,6.25,6.405000000000058
1.Acquisition,8,10____,100,High,F,C++,Post,3.25,5.69000000000031
1.Acquisition,8,10____,100,High,F,C++,Pre,1.75,1.1500000000000339
1.Acquisition,8,10____,100,High,F,C++,CSPre,4.5,5.255000000000024
1.Acquisition,8,10____,100,Low,F,D+,CS,3.25,1.969999999999914
1.Acquisition,8,10____,100,Low,F,D+,Post,2,5.989999999999868
1.Acquisition,8,10____,100,Low,F,D+,Pre,0.25,0.15500000000000125
1.Acquisition,8,10____,100,Low,F,D+,CSPre,3,1.814999999999913
1.Acquisition,8,11____,50,High,F,A++--,CS,4.5,6.739999999999924
1.Acquisition,8,11____,50,High,F,A++--,Post,1.75,8.28000000000003
1.Acquisition,8,11____,50,High,F,A++--,Pre,2,2.9949999999999193
1.Acquisition,8,11____,50,High,F,A++--,CSPre,2.5,3.7450000000000045
1.Acquisition,8,11____,50,Low,F,B+-,CS,5.25,7.419999999999875
1.Acquisition,8,11____,50,Low,F,B+-,Post,2,6.840000000000003
1.Acquisition,8,11____,50,Low,F,B+-,Pre,2.25,1.8349999999999227
1.Acquisition,8,11____,50,Low,F,B+-,CSPre,3,5.584999999999952
1.Acquisition,8,11____,100,High,F,C++,CS,3.75,8.31999999999988
1.Acquisition,8,11____,100,High,F,C++,Post,0.25,10
1.Acquisition,8,11____,100,High,F,C++,Pre,1.75,1.075000000000017
1.Acquisition,8,11____,100,High,F,C++,CSPre,2,7.244999999999862
1.Acquisition,8,11____,100,Low,F,D+,CS,4,7.1799999999999775
1.Acquisition,8,11____,100,Low,F,D+,Post,0.25,8.64999999999992
1.Acquisition,8,11____,100,Low,F,D+,Pre,0.75,3.3200000000000784
1.Acquisition,8,11____,100,Low,F,D+,CSPre,3.25,3.859999999999899
1.Acquisition,8,12____,50,High,F,A++--,CS,3.75,3.4700000000000273
1.Acquisition,8,12____,50,High,F,A++--,Post,1.75,6.640000000000157
1.Acquisition,8,12____,50,High,F,A++--,Pre,1,0.8200000000000075
1.Acquisition,8,12____,50,High,F,A++--,CSPre,2.75,2.65000000000002
1.Acquisition,8,12____,50,Low,F,B+-,CS,6,5.135000000000048
1.Acquisition,8,12____,50,Low,F,B+-,Post,2.25,6.300000000000182
1.Acquisition,8,12____,50,Low,F,B+-,Pre,0.75,1.6549999999999159
1.Acquisition,8,12____,50,Low,F,B+-,CSPre,5.25,3.480000000000132
1.Acquisition,8,12____,100,High,F,C++,CS,4.25,4.384999999999934
1.Acquisition,8,12____,100,High,F,C++,Post,2,7.665000000000077
1.Acquisition,8,12____,100,High,F,C++,Pre,1.5,2.53000000000003
1.Acquisition,8,12____,100,High,F,C++,CSPre,2.75,1.854999999999904
1.Acquisition,8,12____,100,Low,F,D+,CS,6.75,6.094999999999998
1.Acquisition,8,12____,100,Low,F,D+,Post,2.25,6.984999999999985
1.Acquisition,8,12____,100,Low,F,D+,Pre,0.25,1.4350000000000023
1.Acquisition,8,12____,100,Low,F,D+,CSPre,6.5,4.659999999999996
1.Acquisition,8,13____,50,High,F,A++--,CS,5.25,7.224999999999852
1.Acquisition,8,13____,50,High,F,A++--,Post,2.25,6.649999999999992
1.Acquisition,8,13____,50,High,F,A++--,Pre,1.5,1.3199999999999648
1.Acquisition,8,13____,50,High,F,A++--,CSPre,3.75,5.9049999999998875
1.Acquisition,8,13____,50,Low,F,B+-,CS,4,4.409999999999969
1.Acquisition,8,13____,50,Low,F,B+-,Post,0.75,6.480000000000018
1.Acquisition,8,13____,50,Low,F,B+-,Pre,1,1.019999999999925
1.Acquisition,8,13____,50,Low,F,B+-,CSPre,3,3.390000000000044
1.Acquisition,8,13____,100,High,F,C++,CS,2.25,6.059999999999917
1.Acquisition,8,13____,100,High,F,C++,Post,0.75,9.440000000000026
1.Acquisition,8,13____,100,High,F,C++,Pre,0.25,0.5649999999999977
1.Acquisition,8,13____,100,High,F,C++,CSPre,2,5.494999999999919
1.Acquisition,8,13____,100,Low,F,D+,CS,3.25,5.475000000000081
1.Acquisition,8,13____,100,Low,F,D+,Post,1.25,7.260000000000048
1.Acquisition,8,13____,100,Low,F,D+,Pre,3.5,2.0500000000000114
1.Acquisition,8,13____,100,Low,F,D+,CSPre,-0.25,3.42500000000007
1.Acquisition,8,14____,50,High,F,A++--,CS,3.75,1.089999999999975
1.Acquisition,8,14____,50,High,F,A++--,Post,5.5,4.620000000000118
1.Acquisition,8,14____,50,High,F,A++--,Pre,0.5,0.0799999999999842
1.Acquisition,8,14____,50,High,F,A++--,CSPre,3.25,1.009999999999991
1.Acquisition,8,14____,50,Low,F,B+-,CS,10.25,1.44499999999968
1.Acquisition,8,14____,50,Low,F,B+-,Post,3.75,4.105000000000217
1.Acquisition,8,14____,50,Low,F,B+-,Pre,2,1.545000000000101
1.Acquisition,8,14____,50,Low,F,B+-,CSPre,8.25,-0.10000000000042086
1.Acquisition,8,14____,100,High,F,C++,CS,5.5,1.0900000000001595
1.Acquisition,8,14____,100,High,F,C++,Post,1.75,5.65499999999993
1.Acquisition,8,14____,100,High,F,C++,Pre,1,0.5000000000000566
1.Acquisition,8,14____,100,High,F,C++,CSPre,4.5,0.5900000000001029
