Day,subject,CS_name,Period,MagEntries,MagDuration
1,3_____,C_O1,CSPre,-0.5000000000000001,0.2800000000000673
1,3_____,D_O2,CS,1,2.1133333333333577
1,3_____,D_O2,Post,1.3333333333333333,1.6600000000000061
1,3_____,D_O2,Pre,0.3333333333333333,0.37000000000000455
1,3_____,D_O2,CSPre,0.6666666666666667,1.7433333333333532
1,30____,A_O1,CS,2.5,0.7233333333333765
1,30____,A_O1,Post,2.166666666666667,1.0799999999999463
1,30____,A_O1,Pre,0.6666666666666666,0.47333333333331984
1,30____,A_O1,CSPre,1.8333333333333335,0.2500000000000566
1,30____,B_O2,CS,3,1.3599999999999757
1,30____,B_O2,Post,1.8333333333333333,2.059999999999993
1,30____,B_O2,Pre,1.8333333333333333,1.2933333333333321
1,30____,B_O2,CSPre,1.1666666666666667,0.06666666666664356
1,30____,C_O1,CS,0.5,0.4666666666666971
1,30____,C_O1,Post,3,1.496666666666717
1,30____,C_O1,Pre,1.1666666666666667,0.6766666666666858
1,30____,C_O1,CSPre,-0.6666666666666667,-0.20999999999998875
1,30____,D_O2,CS,0.8333333333333333,0.3833333333332878
1,30____,D_O2,Post,2.6666666666666665,1.8433333333332196
1,30____,D_O2,Pre,1.1666666666666667,0.18999999999999767
1,30____,D_O2,CSPre,-0.3333333333333335,0.19333333333329011
1,31____,A_O1,CS,1.1666666666666667,0.8633333333332207
1,31____,A_O1,Post,0.6666666666666666,1.009999999999953
1,31____,A_O1,Pre,0.5,0.4700000000000272
1,31____,A_O1,CSPre,0.6666666666666667,0.39333333333319354
1,31____,B_O2,CS,1,1.0433333333333128
1,31____,B_O2,Post,0.8333333333333333,2.7933333333333126
1,31____,B_O2,Pre,0.3333333333333333,0.48333333333334844
1,31____,B_O2,CSPre,0.6666666666666667,0.5599999999999643
1,31____,C_O1,CS,0.8333333333333333,1.1200000000000043
1,31____,C_O1,Post,0.5,2.4466666666666774
1,31____,C_O1,Pre,0.16666666666666666,0.9266666666666955
1,31____,C_O1,CSPre,0.6666666666666666,0.19333333333330882
1,31____,D_O2,CS,0.3333333333333333,0.2733333333333502
1,31____,D_O2,Post,1.1666666666666667,4.409999999999988
1,31____,D_O2,Pre,0.3333333333333333,0.693333333333309
1,31____,D_O2,CSPre,0,-0.41999999999995885
1,32____,A_O1,CS,0.16666666666666666,0.18333333333331817
1,32____,A_O1,Post,2.833333333333333,1.3066666666668045
1,32____,A_O1,Pre,0.3333333333333333,0.5633333333333195
1,32____,A_O1,CSPre,-0.16666666666666666,-0.38000000000000134
1,32____,B_O2,CS,0.16666666666666666,0.4966666666666509
1,32____,B_O2,Post,2.6666666666666665,0.8599999999999282
1,32____,B_O2,Pre,0.8333333333333333,0.39999999999999614
1,32____,B_O2,CSPre,-0.6666666666666666,0.09666666666665474
1,32____,C_O1,CS,0.16666666666666666,1.123333333333297
1,32____,C_O1,Post,3,0.7366666666667214
1,32____,C_O1,Pre,0.16666666666666666,0.12333333333333477
1,32____,C_O1,CSPre,0,0.9999999999999624
1,32____,D_O2,CS,0.3333333333333333,0.8199999999999742
1,32____,D_O2,Post,2.833333333333333,1.3866666666666325
1,32____,D_O2,Pre,0,0
1,32____,D_O2,CSPre,0.3333333333333333,0.8199999999999742
1,33____,A_O1,CS,0.6666666666666666,0.8666666666666362
1,33____,A_O1,Post,2.166666666666667,0.7766666666667942
1,33____,A_O1,Pre,0.16666666666666666,0.13333333333332584
1,33____,A_O1,CSPre,0.5,0.7333333333333103
1,33____,B_O2,CS,1.5,2.8699999999999286
1,33____,B_O2,Post,5.333333333333333,2.8900000000001285
1,33____,B_O2,Pre,0.16666666666666666,0.1866666666666675
1,33____,B_O2,CSPre,1.3333333333333333,2.683333333333261
1,33____,C_O1,CS,0,0
1,33____,C_O1,Post,0.6666666666666666,0.44666666666664884
1,33____,C_O1,Pre,1.3333333333333333,1.1433333333334115
1,33____,C_O1,CSPre,-1.3333333333333333,-1.1433333333334115
1,33____,D_O2,CS,0.3333333333333333,0.32666666666667266
1,33____,D_O2,Post,2.6666666666666665,1.8899999999999293
1,33____,D_O2,Pre,0.16666666666666666,0.33999999999999386
1,33____,D_O2,CSPre,0.16666666666666666,-0.013333333333321207
1,4_____,A_O1,CS,2.166666666666667,2.159999999999987
1,4_____,A_O1,Post,1.3333333333333333,2.1999999999999837
1,4_____,A_O1,Pre,1,2.740000000000004
1,4_____,A_O1,CSPre,1.166666666666667,-0.5800000000000174
1,4_____,B_O2,CS,1.1666666666666667,2.640000000000043
1,4_____,B_O2,Post,1.8333333333333333,1.9333333333334226
1,4_____,B_O2,Pre,1.5,1.7533333333334247
1,4_____,B_O2,CSPre,-0.33333333333333326,0.8866666666666185
1,4_____,C_O1,CS,1,2.856666666666674
1,4_____,C_O1,Post,1,1.6400000000000055
1,4_____,C_O1,Pre,0.5,0.5166666666666705
1,4_____,C_O1,CSPre,0.5,2.3400000000000034
1,4_____,D_O2,CS,0.5,2.923333333333327
1,4_____,D_O2,Post,2.166666666666667,2.6066666666666736
1,4_____,D_O2,Pre,1,0.9000000000000153
1,4_____,D_O2,CSPre,-0.5,2.0233333333333117
1,5_____,A_O1,CS,0.6666666666666666,0.5966666666666923
1,5_____,A_O1,Post,0.8333333333333333,1.420000000000035
1,5_____,A_O1,Pre,0.5,1.0066666666666797
1,5_____,A_O1,CSPre,0.16666666666666663,-0.4099999999999874
1,5_____,B_O2,CS,1.1666666666666667,1.2199999999999989
1,5_____,B_O2,Post,1.5,0.9733333333333387
1,5_____,B_O2,Pre,0.3333333333333333,0.5099999999999909
1,5_____,B_O2,CSPre,0.8333333333333335,0.710000000000008
1,5_____,C_O1,CS,0.3333333333333333,1.396666666666647
1,5_____,C_O1,Post,1,1.2700000000000293
1,5_____,C_O1,Pre,0.6666666666666666,0.5866666666667013
1,5_____,C_O1,CSPre,-0.3333333333333333,0.8099999999999457
1,5_____,D_O2,CS,0.5,1.1833333333333562
1,5_____,D_O2,Post,0.8333333333333333,1.1900000000000404
1,5_____,D_O2,Pre,1,0.7866666666666713
1,5_____,D_O2,CSPre,-0.5,0.39666666666668493
1,6_____,A_O1,CS,0.8333333333333333,0.4733333333332817
1,6_____,A_O1,Post,0.3333333333333333,0.2999999999999925
1,6_____,A_O1,Pre,0.8333333333333333,0.3499999999999848
1,6_____,A_O1,CSPre,0,0.12333333333329688
1,6_____,B_O2,CS,0.3333333333333333,0.116666666666698
1,6_____,B_O2,Post,1,1.6233333333332969
1,6_____,B_O2,Pre,0.3333333333333333,0.15333333333333138
1,6_____,B_O2,CSPre,0,-0.036666666666633374
1,6_____,C_O1,CS,0,0
1,6_____,C_O1,Post,1.8333333333333333,0.5500000000000681
1,6_____,C_O1,Pre,0.5,0.4066666666666568
1,6_____,C_O1,CSPre,-0.5,-0.4066666666666568
1,6_____,D_O2,CS,0,0.21333333333336668
1,6_____,D_O2,Post,0.5,0.3100000000000307
1,6_____,D_O2,Pre,0.5,0.25333333333334934
1,6_____,D_O2,CSPre,-0.5,-0.03999999999998266
1,7_____,A_O1,CS,0.6666666666666666,0.3333333333332197
1,7_____,A_O1,Post,0.8333333333333333,0.43666666666674325
1,7_____,A_O1,Pre,0.3333333333333333,0.18666666666664836
1,7_____,A_O1,CSPre,0.3333333333333333,0.14666666666657133
1,7_____,B_O2,CS,0.8333333333333333,1.0266666666666804
1,7_____,B_O2,Post,0.6666666666666666,1.0800000000000316
1,7_____,B_O2,Pre,0,0
1,7_____,B_O2,CSPre,0.8333333333333333,1.0266666666666804
1,7_____,C_O1,CS,0.16666666666666666,0.18999999999994083
1,7_____,C_O1,Post,0.8333333333333333,0.9766666666665884
1,7_____,C_O1,Pre,0.8333333333333333,0.8466666666666924
1,7_____,C_O1,CSPre,-0.6666666666666666,-0.6566666666667516
1,7_____,D_O2,CS,0.3333333333333333,0.570000000000012
1,7_____,D_O2,Post,0.3333333333333333,0.4399999999999787
1,7_____,D_O2,Pre,1,0.6966666666666204
1,7_____,D_O2,CSPre,-0.6666666666666667,-0.1266666666666083
1,8_____,A_O1,CS,0.5,0.22333333333335764
1,8_____,A_O1,Post,0.16666666666666666,0.5733333333333425
1,8_____,A_O1,Pre,0.6666666666666666,0.2966666666666621
1,8_____,A_O1,CSPre,-0.16666666666666663,-0.07333333333330444
1,8_____,B_O2,CS,0.3333333333333333,0.03333333333330303
1,8_____,B_O2,Post,1.1666666666666667,1.2866666666666948
1,8_____,B_O2,Pre,1,0.48666666666656505
1,8_____,B_O2,CSPre,-0.6666666666666667,-0.45333333333326203
1,8_____,C_O1,CS,0.5,0.4066666666666758
1,8_____,C_O1,Post,1,0.6700000000000537
1,8_____,C_O1,Pre,1.1666666666666667,0.2733333333332363
1,8_____,C_O1,CSPre,-0.6666666666666667,0.1333333333334395
1,8_____,D_O2,CS,0.3333333333333333,0.15666666666665685
1,8_____,D_O2,Post,2,1.0533333333333605
1,8_____,D_O2,Pre,1.1666666666666667,0.6200000000000047
1,8_____,D_O2,CSPre,-0.8333333333333335,-0.4633333333333478
2,1_____,A_O1,CS,1,2.72666666666665
2,1_____,A_O1,Post,2.6666666666666665,2.17333333333346
2,1_____,A_O1,Pre,0.16666666666666666,0.7933333333333319
2,1_____,A_O1,CSPre,0.8333333333333334,1.9333333333333182
2,1_____,B_O2,CS,1.3333333333333333,2.549999999999973
2,1_____,B_O2,Post,0.8333333333333333,2.1566666666666565
2,1_____,B_O2,Pre,0.6666666666666666,1.2333333333333483
2,1_____,B_O2,CSPre,0.6666666666666666,1.316666666666625
2,1_____,C_O1,CS,1.8333333333333333,2.6866666666666674
2,1_____,C_O1,Post,1.8333333333333333,2.543333333333332
2,1_____,C_O1,Pre,0.8333333333333333,1.089999999999994
2,1_____,C_O1,CSPre,1,1.5966666666666733
2,1_____,D_O2,CS,1.6666666666666665,2.046666666666676
2,1_____,D_O2,Post,1.3333333333333333,1.463333333333253
2,1_____,D_O2,Pre,0,0.7700000000000008
2,1_____,D_O2,CSPre,1.6666666666666665,1.2766666666666753
2,2_____,A_O1,CS,1.5,2.6166666666666787
2,2_____,A_O1,Post,1,0.49333333333338664
2,2_____,A_O1,Pre,0.5,0.5666666666666723
2,2_____,A_O1,CSPre,1,2.0500000000000065
2,2_____,B_O2,CS,0.8333333333333333,1.160000000000006
2,2_____,B_O2,Post,2.3333333333333335,1.1733333333333746
2,2_____,B_O2,Pre,0.3333333333333333,0.6200000000000423
2,2_____,B_O2,CSPre,0.49999999999999994,0.5399999999999636
2,2_____,C_O1,CS,0.8333333333333333,1.55000000000008
2,2_____,C_O1,Post,1.3333333333333333,0.649999999999984
2,2_____,C_O1,Pre,0.16666666666666666,0.3933333333333545
2,2_____,C_O1,CSPre,0.6666666666666666,1.1566666666667254
2,2_____,D_O2,CS,0.8333333333333333,1.056666666666672
2,2_____,D_O2,Post,2.6666666666666665,0.7833333333333979
2,2_____,D_O2,Pre,0,0.6333333333333636
2,2_____,D_O2,CSPre,0.8333333333333333,0.42333333333330836
2,26____,A_O1,CS,1,0.8000000000000116
2,26____,A_O1,Post,1.5,0.6899999999999693
2,26____,A_O1,Pre,0.5,0.6266666666666841
2,26____,A_O1,CSPre,0.5,0.17333333333332746
2,26____,B_O2,CS,0.5,0.6466666666666658
2,26____,B_O2,Post,0.6666666666666666,0.7433333333331877
2,26____,B_O2,Pre,0.16666666666666666,0.09333333333334316
2,26____,B_O2,CSPre,0.33333333333333337,0.5533333333333227
2,26____,C_O1,CS,0.8333333333333333,0.7833333333333787
2,26____,C_O1,Post,0.3333333333333333,0.6600000000000015
2,26____,C_O1,Pre,0,0
2,26____,C_O1,CSPre,0.8333333333333333,0.7833333333333787
2,26____,D_O2,CS,1.3333333333333333,0.8199999999999557
2,26____,D_O2,Post,1.5,0.4933333333333773
2,26____,D_O2,Pre,1.6666666666666665,0.6833333333333375
2,26____,D_O2,CSPre,-0.33333333333333326,0.1366666666666182
2,27____,A_O1,CS,1,1.4066666666666474
2,27____,A_O1,Post,2.3333333333333335,1.9300000000000328
2,27____,A_O1,Pre,0.6666666666666666,0.410000000000044
2,27____,A_O1,CSPre,0.33333333333333337,0.9966666666666034
2,27____,B_O2,CS,1,0.42666666666665787
2,27____,B_O2,Post,1.3333333333333333,0.6733333333333841
2,27____,B_O2,Pre,0.5,0.26666666666666583
2,27____,B_O2,CSPre,0.5,0.15999999999999204
2,27____,C_O1,CS,0.16666666666666666,0.44666666666667715
2,27____,C_O1,Post,1,1.0099999999999532
2,27____,C_O1,Pre,0,0
2,27____,C_O1,CSPre,0.16666666666666666,0.44666666666667715
2,27____,D_O2,CS,0.3333333333333333,0.16333333333331732
2,27____,D_O2,Post,1.1666666666666667,1.6033333333332869
2,27____,D_O2,Pre,0.3333333333333333,0.04999999999999244
2,27____,D_O2,CSPre,0,0.11333333333332488
2,28____,A_O1,CS,1.5,1.9899999999999594
2,28____,A_O1,Post,0.6666666666666666,2.1966666666666512
2,28____,A_O1,Pre,0.3333333333333333,1.4099999999999304
2,28____,A_O1,CSPre,1.1666666666666667,0.5800000000000289
2,28____,B_O2,CS,1.6666666666666665,2.1933333333333374
2,28____,B_O2,Post,1,2.946666666666715
2,28____,B_O2,Pre,1.8333333333333333,1.6033333333333153
2,28____,B_O2,CSPre,-0.16666666666666674,0.5900000000000221
2,28____,C_O1,CS,1,1.1066666666666456
2,28____,C_O1,Post,1.1666666666666667,2.7333333333332726
2,28____,C_O1,Pre,0.8333333333333333,1.5966666666666731
2,28____,C_O1,CSPre,0.16666666666666674,-0.4900000000000275
2,28____,D_O2,CS,1.5,1.4000000000000246
2,28____,D_O2,Post,2.6666666666666665,2.6633333333333074
2,28____,D_O2,Pre,0.6666666666666666,1.5933333333333433
2,28____,D_O2,CSPre,0.8333333333333334,-0.1933333333333187
2,29____,A_O1,CS,1.6666666666666665,1.4399999999999409
2,29____,A_O1,Post,0.8333333333333333,0.3399999999999136
2,29____,A_O1,Pre,0.5,0.2066666666666872
2,29____,A_O1,CSPre,1.1666666666666665,1.2333333333332537
2,29____,B_O2,CS,1.3333333333333333,2.1699999999999022
2,29____,B_O2,Post,0.6666666666666666,0.5066666666667177
2,29____,B_O2,Pre,0.6666666666666666,0.4799999999999802
2,29____,B_O2,CSPre,0.6666666666666666,1.689999999999922
2,29____,C_O1,CS,1.6666666666666665,2.7666666666666346
2,29____,C_O1,Post,0.5,0.18333333333336788
2,29____,C_O1,Pre,0.3333333333333333,0.40333333333334553
2,29____,C_O1,CSPre,1.3333333333333333,2.363333333333289
2,29____,D_O2,CS,1.3333333333333333,1.4166666666666479
2,29____,D_O2,Post,1.5,2.1266666666665985
2,29____,D_O2,Pre,0.16666666666666666,0.28666666666665225
2,29____,D_O2,CSPre,1.1666666666666665,1.1299999999999957
2,3_____,A_O1,CS,0.8333333333333333,2.546666666666757
2,3_____,A_O1,Post,0.8333333333333333,0.5466666666666998
2,3_____,A_O1,Pre,0.3333333333333333,1.639999999999977
2,3_____,A_O1,CSPre,0.49999999999999994,0.90666666666678
2,3_____,B_O2,CS,1.3333333333333333,3.8733333333333912
2,3_____,B_O2,Post,0.5,0.629999999999986
2,3_____,B_O2,Pre,0.8333333333333333,1.5699999999999554
2,3_____,B_O2,CSPre,0.5,2.303333333333436
2,3_____,C_O1,CS,0.16666666666666666,1.6233333333333726
2,3_____,C_O1,Post,0.8333333333333333,1.389999999999977
2,3_____,C_O1,Pre,0.16666666666666666,0.40666666666667567
2,3_____,C_O1,CSPre,0,1.216666666666697
2,3_____,D_O2,CS,0.6666666666666666,1.889999999999906
2,3_____,D_O2,Post,0.8333333333333333,1.956666666666687
2,3_____,D_O2,Pre,0,0.8333333333333333
2,3_____,D_O2,CSPre,0.6666666666666666,1.0566666666665727
2,30____,A_O1,CS,2.3333333333333335,1.7266666666666786
2,30____,A_O1,Post,0.8333333333333333,0.7500000000000567
2,30____,A_O1,Pre,0.8333333333333333,1.546666666666558
2,30____,A_O1,CSPre,1.5000000000000002,0.1800000000001205
2,30____,B_O2,CS,1.6666666666666665,2.589999999999994
2,30____,B_O2,Post,0.8333333333333333,2.4499999999999886
2,30____,B_O2,Pre,1.1666666666666667,1.1900000000000546
2,30____,B_O2,CSPre,0.4999999999999998,1.3999999999999395
2,30____,C_O1,CS,1.3333333333333333,0.9166666666667139
2,30____,C_O1,Post,1.8333333333333333,1.296666666666662
2,30____,C_O1,Pre,0.5,0.7200000000000273
2,30____,C_O1,CSPre,0.8333333333333333,0.19666666666668664
2,30____,D_O2,CS,1.1666666666666667,0.5299999999998969
2,30____,D_O2,Post,0.8333333333333333,2.186666666666708
2,30____,D_O2,Pre,0.5,1.216666666666697
2,30____,D_O2,CSPre,0.6666666666666667,-0.6866666666668001
2,31____,A_O1,CS,2.166666666666667,2.140000000000081
2,31____,A_O1,Post,1.5,2.539999999999954
2,31____,A_O1,Pre,0.3333333333333333,1.0900000000000318
2,31____,A_O1,CSPre,1.8333333333333337,1.0500000000000491
2,31____,B_O2,CS,1.6666666666666665,2.673333333333355
2,31____,B_O2,Post,2.166666666666667,2.323333333333399
2,31____,B_O2,Pre,0.3333333333333333,0.7866666666666523
2,31____,B_O2,CSPre,1.3333333333333333,1.8866666666667027
2,31____,C_O1,CS,1,1.4100000000001247
2,31____,C_O1,Post,1.3333333333333333,1.2933333333333223
2,31____,C_O1,Pre,0.5,1.2700000000000198
2,31____,C_O1,CSPre,0.5,0.14000000000010493
2,31____,D_O2,CS,1.1666666666666667,1.2066666666667725
2,31____,D_O2,Post,1.1666666666666667,1.889999999999996
2,31____,D_O2,Pre,0.16666666666666666,0.12333333333333482
2,31____,D_O2,CSPre,1,1.0833333333334376
2,32____,A_O1,CS,0.3333333333333333,0.16333333333335534
2,32____,A_O1,Post,0.16666666666666666,1.1500000000000152
2,32____,A_O1,Pre,0.16666666666666666,0.36000000000001364
2,32____,A_O1,CSPre,0.16666666666666666,-0.1966666666666583
2,32____,B_O2,CS,1.8333333333333333,1.8333333333331816
2,32____,B_O2,Post,2,1.0233333333332553
2,32____,B_O2,Pre,0,0.2000000000000075
2,32____,B_O2,CSPre,1.8333333333333333,1.633333333333174
2,32____,C_O1,CS,0.16666666666666666,0.47000000000002734
2,32____,C_O1,Post,0.3333333333333333,0.3633333333333935
2,32____,C_O1,Pre,0,0
2,32____,C_O1,CSPre,0.16666666666666666,0.47000000000002734
2,32____,D_O2,CS,1.3333333333333333,2.77666666666668
2,32____,D_O2,Post,5.833333333333334,2.113333333333368
2,32____,D_O2,Pre,0.16666666666666666,0.09333333333332416
2,32____,D_O2,CSPre,1.1666666666666665,2.6833333333333558
2,33____,A_O1,CS,1.8333333333333333,2.426666666666611
2,33____,A_O1,Post,4.5,1.896666666666666
2,33____,A_O1,Pre,0.3333333333333333,0.2933333333333697
2,33____,A_O1,CSPre,1.5,2.133333333333241
2,33____,B_O2,CS,1.6666666666666665,3.326666666666696
2,33____,B_O2,Post,2.833333333333333,1.760000000000019
2,33____,B_O2,Pre,0.3333333333333333,0.39333333333335446
2,33____,B_O2,CSPre,1.3333333333333333,2.9333333333333416
2,33____,C_O1,CS,2.5,2.273333333333331
2,33____,C_O1,Post,0.8333333333333333,0.783333333333341
2,33____,C_O1,Pre,0,0.3599999999999757
2,33____,C_O1,CSPre,2.5,1.9133333333333555
2,33____,D_O2,CS,0.8333333333333333,1.2066666666667063
2,33____,D_O2,Post,3.5,1.0066666666667885
2,33____,D_O2,Pre,0,0.8333333333333333
2,33____,D_O2,CSPre,0.8333333333333333,0.37333333333337304
2,4_____,A_O1,CS,1.1666666666666667,3.00666666666666
2,4_____,A_O1,Post,1.5,1.6500000000000814
2,4_____,A_O1,Pre,0.5,1.8899999999999673
2,4_____,A_O1,CSPre,0.6666666666666667,1.116666666666693
2,4_____,B_O2,CS,0.8333333333333333,3.0500000000000016
2,4_____,B_O2,Post,0.8333333333333333,1.6799999999999404
2,4_____,B_O2,Pre,0.5,0.97666666666665
2,4_____,B_O2,CSPre,0.33333333333333326,2.0733333333333515
2,4_____,C_O1,CS,0.8333333333333333,2.6899999999999786
2,4_____,C_O1,Post,0.8333333333333333,2.3733333333333824
2,4_____,C_O1,Pre,1.1666666666666667,1.0600000000000591
2,4_____,C_O1,CSPre,-0.3333333333333335,1.6299999999999195
2,4_____,D_O2,CS,0.8333333333333333,2.783333333333315
2,4_____,D_O2,Post,0.8333333333333333,2.2666666666666706
2,4_____,D_O2,Pre,0.5,0.2666666666666705
2,4_____,D_O2,CSPre,0.33333333333333326,2.5166666666666444
2,5_____,A_O1,CS,1,2.3966666666666088
2,5_____,A_O1,Post,1.3333333333333333,1.243333333333332
2,5_____,A_O1,Pre,0.6666666666666666,0.5966666666666592
2,5_____,A_O1,CSPre,0.33333333333333337,1.7999999999999496
2,5_____,B_O2,CS,1,2.2033333333333
2,5_____,B_O2,Post,1.1666666666666667,2.0100000000000002
2,5_____,B_O2,Pre,0.3333333333333333,0.40999999999996817
2,5_____,B_O2,CSPre,0.6666666666666667,1.7933333333333317
2,5_____,C_O1,CS,0.6666666666666666,1.883333333333288
2,5_____,C_O1,Post,1.5,1.820000000000031
2,5_____,C_O1,Pre,0.5,0.7233333333333198
2,5_____,C_O1,CSPre,0.16666666666666663,1.1599999999999682
2,5_____,D_O2,CS,0.3333333333333333,2.399999999999958
2,5_____,D_O2,Post,0.6666666666666666,1.4533333333333187
2,5_____,D_O2,Pre,0.3333333333333333,0.2199999999999705
2,5_____,D_O2,CSPre,0,2.1799999999999877
