Day,subject,Outcome,CSPair,CS_name,Period,MagEntries,MagDuration
13,1_____,O1,CD,C_O1,CS,7.916666666666666,5.259999999999961
13,1_____,O1,CD,C_O1,Post,3.8333333333333335,6.471666666666671
13,1_____,O1,CD,C_O1,Pre,1,0.49500000000000705
13,1_____,O1,CD,C_O1,CSPre,6.916666666666666,4.7649999999999535
13,1_____,O2,CD,D_O2,CS,7.583333333333333,4.763333333333293
13,1_____,O2,CD,D_O2,Post,4.666666666666667,5.05500000000004
13,1_____,O2,CD,D_O2,Pre,1,1.5066666666666653
13,1_____,O2,CD,D_O2,CSPre,6.583333333333333,3.2566666666666277
13,2_____,O1,CD,C_O1,CS,5.833333333333334,4.138333333333341
13,2_____,O1,CD,C_O1,Post,2.916666666666667,5.174999999999984
13,2_____,O1,CD,C_O1,Pre,1.4166666666666665,3.306666666666691
13,2_____,O1,CD,C_O1,CSPre,4.416666666666668,0.8316666666666497
13,2_____,O2,CD,D_O2,CS,5.333333333333333,4.8650000000000535
13,2_____,O2,CD,D_O2,Post,3.5833333333333335,5.676666666666591
13,2_____,O2,CD,D_O2,Pre,1,2.1249999999999623
13,2_____,O2,CD,D_O2,CSPre,4.333333333333333,2.7400000000000913
13,26____,O1,CD,C_O1,CS,2.5833333333333335,2.1549999999999634
13,26____,O1,CD,C_O1,Post,2.75,5.373333333333326
13,26____,O1,CD,C_O1,Pre,0.3333333333333333,0.2966666666666622
13,26____,O1,CD,C_O1,CSPre,2.25,1.8583333333333012
13,26____,O2,CD,D_O2,CS,3.8333333333333335,3.4083333333332866
13,26____,O2,CD,D_O2,Post,6.916666666666666,6.875000000000044
13,26____,O2,CD,D_O2,Pre,0,0
13,26____,O2,CD,D_O2,CSPre,3.8333333333333335,3.4083333333332866
13,27____,O1,CD,C_O1,CS,1.6666666666666665,5.459999999999985
13,27____,O1,CD,C_O1,Post,1.8333333333333333,4.418333333333414
13,27____,O1,CD,C_O1,Pre,0.08333333333333333,0.10333333333335301
13,27____,O1,CD,C_O1,CSPre,1.5833333333333333,5.356666666666632
13,27____,O2,CD,D_O2,CS,2.5833333333333335,4.661666666666619
13,27____,O2,CD,D_O2,Post,2.166666666666667,4.521666666666728
13,27____,O2,CD,D_O2,Pre,0.3333333333333333,0.41166666666666174
13,27____,O2,CD,D_O2,CSPre,2.25,4.249999999999957
13,28____,O1,CD,C_O1,CS,3.6666666666666665,2.385000000000017
13,28____,O1,CD,C_O1,Post,1.25,4.814999999999962
13,28____,O1,CD,C_O1,Pre,0.41666666666666663,0.07333333333334953
13,28____,O1,CD,C_O1,CSPre,3.25,2.3116666666666674
13,28____,O2,CD,D_O2,CS,3.1666666666666665,2.65999999999994
13,28____,O2,CD,D_O2,Post,1.4166666666666665,6.110000000000001
13,28____,O2,CD,D_O2,Pre,0.5,0.9466666666666632
13,28____,O2,CD,D_O2,CSPre,2.6666666666666665,1.713333333333277
13,29____,O1,CD,C_O1,CS,3.416666666666667,4.2633333333332954
13,29____,O1,CD,C_O1,Post,1.5,5.056666666666702
13,29____,O1,CD,C_O1,Pre,0.08333333333333333,0.17166666666665265
