folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,1,1023.18,1083.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,2,1083.18,1143.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,3,1143.18,1203.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,4,1203.18,1263.18,0,0,2,1.33999999999992,0,0,0,0,0,0,0,0,0,0,1,1.17999999999984
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,5,1263.18,1323.18,0,0,6,11.7,0,0,0,0,0,0,0,0,0,0,2,4.82000000000016
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,6,1323.18,1383.18,0,0,3,9.98000000000025,0,0,0,0,0,0,0,0,0,0,1,2
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,7,1383.18,1443.18,0,0,1,0.380000000000109,0,0,0,0,0,0,0,0,0,0,1,2
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,8,1443.18,1503.18,0,0,3,3.55999999999995,0,0,0,0,0,0,0,0,0,0,1,2
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,9,1503.18,1563.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P73,CRFRepeatTest2P73_Rat40.csv,40____,73,5,1,C,Marios,296,10,1563.18,1623.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
