folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,1,385.48,445.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,2,445.48,505.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,3,505.48,565.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,4,565.48,625.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,5,625.48,685.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,6,685.48,745.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,7,745.48,805.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,8,805.48,865.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,9,865.48,925.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,10,925.48,985.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,11,985.48,1045.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepeatTest2_Day24,CRFRepeatTest2P69,CRFRepeatTest2P69_Rat14.csv,14____,69,12,1,C,Marios,295,12,1045.48,1105.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
