Experiment,Schedule,Day,Subject,RewardName,LeverName,LP,Rewards,SessionLength,LP_rate_min,MagEntry,MagEntry_rate_min
skr214_sPIT_Satiety,RR10,7,6,Maltodextrin,right,149,20,317.99,28.114091638101826,30,5.660555363376206
skr214_sPIT_Satiety,RR10,7,7,Maltodextrin,right,223,20,561.99,23.808252815886405,50,5.338173277104575
skr214_sPIT_Satiety,RR10,7,8,Maltodextrin,right,255,20,733.99,20.844970639926974,102,8.33798825597079
skr214_sPIT_Satiety,RR10,7,9,Maltodextrin,Left,148,20,264.99,33.51069851692517,35,7.924827351975546
skr214_sPIT_Satiety,RR10,7,10,Maltodextrin,Left,209,20,353.99,35.42472951213311,50,8.474815672759117
skr214_sPIT_Satiety,RR10,7,11,Maltodextrin,Left,195,20,390.99,29.924038977978977,48,7.365917286887132
skr214_sPIT_Satiety,RR10,7,12,Maltodextrin,Left,265,20,597.99,26.589073395876184,59,5.919831435308282
skr214_sPIT_Satiety,RR10,7,13,Maltodextrin,Left,218,20,441.99,29.593429715604426,45,6.108735491753207
skr214_sPIT_Satiety,RR10,7,14,Maltodextrin,Left,227,20,557.99,24.409039588523093,35,3.763508306600477
skr214_sPIT_Satiety,RR10,7,15,Maltodextrin,Left,235,20,524.99,26.85765443151298,61,6.971561363073582
skr214_sPIT_Satiety,RR10,7,16,Maltodextrin,Left,329,20,672.99,29.331787990906253,79,7.043195292649222
skr214_sPIT_Satiety,RR10,8,1,Maltodextrin,right,206,20,438.99,28.15553885054329,51,6.970546026105378
skr214_sPIT_Satiety,RR10,8,2,Maltodextrin,right,172,20,406.99,25.356888375635762,48,7.076340942037888
skr214_sPIT_Satiety,RR10,8,3,Maltodextrin,right,263,20,828.99,19.035211522455036,84,6.079687330365867
skr214_sPIT_Satiety,RR10,8,4,Maltodextrin,right,206,20,464.99,26.581216800361297,44,5.677541452504355
skr214_sPIT_Satiety,RR10,8,5,Maltodextrin,right,226,20,413.99,32.754414357834726,48,6.956689775115341
skr214_sPIT_Satiety,RR10,8,6,Maltodextrin,right,218,20,435.99,30.000688089176357,50,6.880891763572559
skr214_sPIT_Satiety,RR10,8,7,Maltodextrin,right,198,20,505.99,23.47872487598569,42,4.9803355797545406
skr214_sPIT_Satiety,RR10,8,8,Maltodextrin,right,233,20,352.99,39.60452137454319,40,6.79905946344089
skr214_sPIT_Satiety,RR10,8,9,Maltodextrin,Left,256,20,514.99,29.825821860618653,55,6.407891415367288
skr214_sPIT_Satiety,RR10,8,10,Maltodextrin,Left,250,20,573.99,26.132859457481835,85,8.885172215543825
skr214_sPIT_Satiety,RR10,8,11,Maltodextrin,Left,176,20,276.99,38.12412000433228,37,8.014729773638038
skr214_sPIT_Satiety,RR10,8,12,Maltodextrin,Left,198,20,347.99,34.138912037702234,35,6.034656168280698
skr214_sPIT_Satiety,RR10,8,13,Maltodextrin,Left,248,20,459.99,32.3485293158547,53,6.913193765081849
skr214_sPIT_Satiety,RR10,8,14,Maltodextrin,Left,146,20,291.99,30.001027432446314,26,5.342648720846604
skr214_sPIT_Satiety,RR10,8,15,Maltodextrin,Left,191,20,472.99,24.22884204740058,48,6.088923655891245
skr214_sPIT_Satiety,RR10,8,16,Maltodextrin,Left,162,20,239.99,40.501687570315426,32,8.0003333472228
