Experiment,Day,Subject,CS_Name,US_Name,AvgRewards,CS_PreCS,MagEntry_PreCS,MagEntry_CS
skr214_sPIT_Satiety,1,12,Click,Maltodextrin,3.25,8.75,9.5,18.25
skr214_sPIT_Satiety,1,12,Noise,Pellet,3.5,5.5,13.5,19
skr214_sPIT_Satiety,1,12,Tone,Sucrose,3.5,2.5,15,17.5
skr214_sPIT_Satiety,1,13,Click,Sucrose,2.75,10.5,13,23.5
skr214_sPIT_Satiety,1,13,Noise,Maltodextrin,3.5,4.75,13.75,18.5
skr214_sPIT_Satiety,1,13,Tone,Pellet,4.25,9.5,8,17.5
skr214_sPIT_Satiety,1,14,Click,Pellet,4.25,13.75,10.25,24
skr214_sPIT_Satiety,1,14,Noise,Maltodextrin,4,12.5,10.25,22.75
skr214_sPIT_Satiety,1,14,Tone,Sucrose,3.75,8.5,9.75,18.25
skr214_sPIT_Satiety,1,15,Click,Pellet,3.25,10,13.25,23.25
skr214_sPIT_Satiety,1,15,Noise,Sucrose,4.75,5.25,17,22.25
skr214_sPIT_Satiety,1,15,Tone,Maltodextrin,3.5,16,7.5,23.5
skr214_sPIT_Satiety,1,16,Click,Sucrose,3.5,13.25,12,25.25
skr214_sPIT_Satiety,1,16,Noise,Maltodextrin,3.75,5.5,22,27.5
skr214_sPIT_Satiety,1,16,Tone,Pellet,2.75,3.5,15.5,19
skr214_sPIT_Satiety,2,1,Click,Maltodextrin,2.5,19,7.25,26.25
skr214_sPIT_Satiety,2,1,Noise,Sucrose,4.75,25,6,31
skr214_sPIT_Satiety,2,1,Tone,Pellet,4,19.75,7.25,27
skr214_sPIT_Satiety,2,2,Click,Pellet,4,25,4.75,29.75
skr214_sPIT_Satiety,2,2,Noise,Sucrose,2.75,20.25,5.75,26
skr214_sPIT_Satiety,2,2,Tone,Maltodextrin,2.75,20.25,8.75,29
skr214_sPIT_Satiety,2,3,Click,Sucrose,3,18,20.5,38.5
skr214_sPIT_Satiety,2,3,Noise,Pellet,4.25,30.25,17.75,48
skr214_sPIT_Satiety,2,3,Tone,Maltodextrin,2.5,19,10.25,29.25
skr214_sPIT_Satiety,2,4,Click,Maltodextrin,5,-2.25,8.25,6
skr214_sPIT_Satiety,2,4,Noise,Pellet,5,18.75,10.5,29.25
skr214_sPIT_Satiety,2,4,Tone,Sucrose,3.75,14.5,5,19.5
skr214_sPIT_Satiety,2,5,Click,Sucrose,5,19.75,5,24.75
skr214_sPIT_Satiety,2,5,Noise,Maltodextrin,5.5,20,5.75,25.75
skr214_sPIT_Satiety,2,5,Tone,Pellet,3.25,19.5,6.25,25.75
skr214_sPIT_Satiety,2,6,Click,Pellet,3,10.25,10,20.25
skr214_sPIT_Satiety,2,6,Noise,Maltodextrin,3.5,12.5,9.25,21.75
skr214_sPIT_Satiety,2,6,Tone,Sucrose,5.5,8,10.5,18.5
skr214_sPIT_Satiety,2,7,Click,Maltodextrin,5,15,10.5,25.5
skr214_sPIT_Satiety,2,7,Noise,Sucrose,5,25.75,12,37.75
skr214_sPIT_Satiety,2,7,Tone,Pellet,5.25,22.5,10,32.5
skr214_sPIT_Satiety,2,8,Click,Sucrose,4.5,-3,19.5,16.5
skr214_sPIT_Satiety,2,8,Noise,Pellet,3.75,17.75,13.25,31
skr214_sPIT_Satiety,2,8,Tone,Maltodextrin,3.25,1.5,20.5,22
skr214_sPIT_Satiety,2,9,Click,Maltodextrin,4.5,15,10.5,25.5
skr214_sPIT_Satiety,2,9,Noise,Sucrose,5,26,13.25,39.25
skr214_sPIT_Satiety,2,9,Tone,Pellet,3.75,20.75,9.25,30
skr214_sPIT_Satiety,2,10,Click,Pellet,5.75,12.75,6,18.75
skr214_sPIT_Satiety,2,10,Noise,Sucrose,3.5,14,8,22
skr214_sPIT_Satiety,2,10,Tone,Maltodextrin,4.5,7,10.75,17.75
skr214_sPIT_Satiety,2,11,Click,Sucrose,4.75,11.75,9.5,21.25
skr214_sPIT_Satiety,2,11,Noise,Pellet,4,18,14,32
skr214_sPIT_Satiety,2,11,Tone,Maltodextrin,5.25,6.25,13,19.25
skr214_sPIT_Satiety,2,12,Click,Maltodextrin,4.75,1.25,11.75,13
skr214_sPIT_Satiety,2,12,Noise,Pellet,4,19.75,9,28.75
skr214_sPIT_Satiety,2,12,Tone,Sucrose,5.25,1.25,12.75,14
skr214_sPIT_Satiety,2,13,Click,Sucrose,5.75,12.25,12.75,25
skr214_sPIT_Satiety,2,13,Noise,Maltodextrin,3.75,18.5,6.75,25.25
skr214_sPIT_Satiety,2,13,Tone,Pellet,6.25,14.5,9,23.5
skr214_sPIT_Satiety,2,14,Click,Pellet,4.25,18.75,9.5,28.25
skr214_sPIT_Satiety,2,14,Noise,Maltodextrin,3.75,21.5,5,26.5
skr214_sPIT_Satiety,2,14,Tone,Sucrose,2.25,15.5,7,22.5
skr214_sPIT_Satiety,2,15,Click,Pellet,4.25,11.75,16,27.75
skr214_sPIT_Satiety,2,15,Noise,Sucrose,5,8.5,18.25,26.75
skr214_sPIT_Satiety,2,15,Tone,Maltodextrin,2.5,14.5,15.5,30
skr214_sPIT_Satiety,2,16,Click,Sucrose,4,20.5,7.75,28.25
skr214_sPIT_Satiety,2,16,Noise,Maltodextrin,4,16.25,10.5,26.75
skr214_sPIT_Satiety,2,16,Tone,Pellet,1.75,9.25,13.5,22.75
skr214_sPIT_Satiety,3,1,Click,Maltodextrin,3.25,22.5,5,27.5
skr214_sPIT_Satiety,3,1,Noise,Sucrose,3.5,32,7,39
skr214_sPIT_Satiety,3,1,Tone,Pellet,3.5,17.5,10.25,27.75
skr214_sPIT_Satiety,3,2,Click,Pellet,4,22.5,3.75,26.25
skr214_sPIT_Satiety,3,2,Noise,Sucrose,3.25,21,10.5,31.5
skr214_sPIT_Satiety,3,2,Tone,Maltodextrin,3.5,16,9.5,25.5
skr214_sPIT_Satiety,3,3,Click,Sucrose,3,27,14,41
skr214_sPIT_Satiety,3,3,Noise,Pellet,5,32.5,19,51.5
skr214_sPIT_Satiety,3,3,Tone,Maltodextrin,4.5,12.5,11.25,23.75
skr214_sPIT_Satiety,3,4,Click,Maltodextrin,3.75,7.5,8.25,15.75
skr214_sPIT_Satiety,3,4,Noise,Pellet,3,14,11.75,25.75
skr214_sPIT_Satiety,3,4,Tone,Sucrose,3.5,12,10.75,22.75
skr214_sPIT_Satiety,3,5,Click,Sucrose,3.75,17.5,8.75,26.25
skr214_sPIT_Satiety,3,5,Noise,Maltodextrin,3,20,8.5,28.5
skr214_sPIT_Satiety,3,5,Tone,Pellet,3.5,18.25,8.5,26.75
skr214_sPIT_Satiety,3,6,Click,Pellet,4.5,14,8.5,22.5
skr214_sPIT_Satiety,3,6,Noise,Maltodextrin,3.25,9.5,16.75,26.25
skr214_sPIT_Satiety,3,6,Tone,Sucrose,4.5,7.5,8.75,16.25
skr214_sPIT_Satiety,3,7,Click,Maltodextrin,5.25,22,6.25,28.25
skr214_sPIT_Satiety,3,7,Noise,Sucrose,2.75,32,6,38
skr214_sPIT_Satiety,3,7,Tone,Pellet,3.25,23,7,30
skr214_sPIT_Satiety,3,8,Click,Sucrose,2.5,2.75,10.5,13.25
skr214_sPIT_Satiety,3,8,Noise,Pellet,3.5,11,14,25
skr214_sPIT_Satiety,3,8,Tone,Maltodextrin,6.25,0,15.25,15.25
skr214_sPIT_Satiety,3,9,Click,Maltodextrin,3.25,16.75,9.25,26
skr214_sPIT_Satiety,3,9,Noise,Sucrose,5.5,34.25,11.75,46
skr214_sPIT_Satiety,3,9,Tone,Pellet,2.5,24.25,8.25,32.5
skr214_sPIT_Satiety,3,10,Click,Pellet,3.25,19.25,8.75,28
skr214_sPIT_Satiety,3,10,Noise,Sucrose,5.5,18.75,9.75,28.5
skr214_sPIT_Satiety,3,10,Tone,Maltodextrin,5,19,8.75,27.75
skr214_sPIT_Satiety,3,11,Click,Sucrose,4.25,10.75,8.5,19.25
skr214_sPIT_Satiety,3,11,Noise,Pellet,3,25.5,5.75,31.25
skr214_sPIT_Satiety,3,11,Tone,Maltodextrin,5,2.75,10.25,13
skr214_sPIT_Satiety,3,12,Click,Maltodextrin,2.25,10.75,13.25,24
skr214_sPIT_Satiety,3,12,Noise,Pellet,3.25,22.5,9,31.5
skr214_sPIT_Satiety,3,12,Tone,Sucrose,5.5,12.5,9.25,21.75
skr214_sPIT_Satiety,3,13,Click,Sucrose,4.5,9.25,12,21.25
skr214_sPIT_Satiety,3,13,Noise,Maltodextrin,4,15,8.5,23.5
skr214_sPIT_Satiety,3,13,Tone,Pellet,3,7.75,12,19.75
skr214_sPIT_Satiety,3,14,Click,Pellet,6,21.25,7,28.25
skr214_sPIT_Satiety,3,14,Noise,Maltodextrin,4,13.75,11.25,25
skr214_sPIT_Satiety,3,14,Tone,Sucrose,3.25,13.5,9,22.5
skr214_sPIT_Satiety,3,15,Click,Pellet,4.75,7.5,17.25,24.75
skr214_sPIT_Satiety,3,15,Noise,Sucrose,4,18.25,16.5,34.75
skr214_sPIT_Satiety,3,15,Tone,Maltodextrin,2.75,12.25,13,25.25
skr214_sPIT_Satiety,3,16,Click,Sucrose,3,16.5,13.25,29.75
skr214_sPIT_Satiety,3,16,Noise,Maltodextrin,5.25,21.5,8.75,30.25
skr214_sPIT_Satiety,3,16,Tone,Pellet,4.25,21.75,9,30.75
skr214_sPIT_Satiety,4,1,Click,Maltodextrin,4.25,19,9.5,28.5
skr214_sPIT_Satiety,4,1,Noise,Sucrose,4.25,23.25,9,32.25
skr214_sPIT_Satiety,4,1,Tone,Pellet,4.25,12.5,14,26.5
skr214_sPIT_Satiety,4,2,Click,Pellet,3.75,22.5,8,30.5
skr214_sPIT_Satiety,4,2,Noise,Sucrose,5,29,6,35
skr214_sPIT_Satiety,4,2,Tone,Maltodextrin,3.5,24,9.75,33.75
skr214_sPIT_Satiety,4,3,Click,Sucrose,4,15,6,21
skr214_sPIT_Satiety,4,3,Noise,Pellet,4,35.5,11.75,47.25
skr214_sPIT_Satiety,4,3,Tone,Maltodextrin,3.5,16.25,12.25,28.5
skr214_sPIT_Satiety,4,4,Click,Maltodextrin,3.75,8.75,7,15.75
skr214_sPIT_Satiety,4,4,Noise,Pellet,5,25.5,12.25,37.75
skr214_sPIT_Satiety,4,4,Tone,Sucrose,4.25,16.25,10.75,27
skr214_sPIT_Satiety,4,5,Click,Sucrose,3.75,14,7.5,21.5
skr214_sPIT_Satiety,4,5,Noise,Maltodextrin,5,26.75,12.75,39.5
skr214_sPIT_Satiety,4,5,Tone,Pellet,4.25,27.25,9.25,36.5
skr214_sPIT_Satiety,4,6,Click,Pellet,3.75,11.25,8,19.25
skr214_sPIT_Satiety,4,6,Noise,Maltodextrin,4.75,13.5,16.25,29.75
skr214_sPIT_Satiety,4,6,Tone,Sucrose,3.5,4,11,15
skr214_sPIT_Satiety,4,7,Click,Maltodextrin,4.25,18.5,13,31.5
skr214_sPIT_Satiety,4,7,Noise,Sucrose,4.5,26.25,8.25,34.5
skr214_sPIT_Satiety,4,7,Tone,Pellet,2.5,23,7,30
skr214_sPIT_Satiety,4,8,Click,Sucrose,3.5,-9.25,26,16.75
skr214_sPIT_Satiety,4,8,Noise,Pellet,4.25,15.75,13,28.75
skr214_sPIT_Satiety,4,8,Tone,Maltodextrin,3.75,9.5,10.25,19.75
skr214_sPIT_Satiety,4,9,Click,Maltodextrin,4,18.25,7.5,25.75
skr214_sPIT_Satiety,4,9,Noise,Sucrose,4.5,35.25,7,42.25
skr214_sPIT_Satiety,4,9,Tone,Pellet,3.75,19,7.75,26.75
skr214_sPIT_Satiety,4,10,Click,Pellet,4.25,16.5,10.5,27
skr214_sPIT_Satiety,4,10,Noise,Sucrose,4.5,15.75,10,25.75
skr214_sPIT_Satiety,4,10,Tone,Maltodextrin,3.25,9.75,13.5,23.25
skr214_sPIT_Satiety,4,11,Click,Sucrose,5,15,8.25,23.25
skr214_sPIT_Satiety,4,11,Noise,Pellet,2.75,24.75,7.25,32
skr214_sPIT_Satiety,4,11,Tone,Maltodextrin,4.75,10.25,12.75,23
skr214_sPIT_Satiety,4,12,Click,Maltodextrin,4,12.75,8.5,21.25
skr214_sPIT_Satiety,4,12,Noise,Pellet,2.75,24,8.5,32.5
skr214_sPIT_Satiety,4,12,Tone,Sucrose,5.75,17.25,6.5,23.75
skr214_sPIT_Satiety,4,13,Click,Sucrose,5,11.75,12,23.75
skr214_sPIT_Satiety,4,13,Noise,Maltodextrin,4.25,2.25,36.5,38.75
skr214_sPIT_Satiety,4,13,Tone,Pellet,3.25,8.5,14.75,23.25
skr214_sPIT_Satiety,4,14,Click,Pellet,4,20,8.5,28.5
skr214_sPIT_Satiety,4,14,Noise,Maltodextrin,4.75,15,9,24
skr214_sPIT_Satiety,4,14,Tone,Sucrose,4.25,12.75,9,21.75
skr214_sPIT_Satiety,4,15,Click,Pellet,6,14.5,11,25.5
skr214_sPIT_Satiety,4,15,Noise,Sucrose,3,16.75,10,26.75
skr214_sPIT_Satiety,4,15,Tone,Maltodextrin,3.5,4.25,15,19.25
skr214_sPIT_Satiety,4,16,Click,Sucrose,3.75,22.5,8.25,30.75
skr214_sPIT_Satiety,4,16,Noise,Maltodextrin,4.25,20.25,9.5,29.75
skr214_sPIT_Satiety,4,16,Tone,Pellet,4,21.5,8.5,30
skr214_sPIT_Satiety,5,1,Click,Maltodextrin,5,19,9,28
skr214_sPIT_Satiety,5,1,Noise,Sucrose,3.5,21.75,13,34.75
skr214_sPIT_Satiety,5,1,Tone,Pellet,4.75,18,9.25,27.25
skr214_sPIT_Satiety,5,2,Click,Pellet,3.5,33.5,8.5,42
skr214_sPIT_Satiety,5,2,Noise,Sucrose,5.75,24.25,10.25,34.5
skr214_sPIT_Satiety,5,2,Tone,Maltodextrin,3.75,21.5,11.5,33
skr214_sPIT_Satiety,5,3,Click,Sucrose,7,7.25,7.25,14.5
skr214_sPIT_Satiety,5,3,Noise,Pellet,3.5,30.5,11.75,42.25
skr214_sPIT_Satiety,5,3,Tone,Maltodextrin,3,6.25,7.25,13.5
skr214_sPIT_Satiety,5,4,Click,Maltodextrin,5.25,4.75,14.25,19
skr214_sPIT_Satiety,5,4,Noise,Pellet,4.75,32,11.5,43.5
skr214_sPIT_Satiety,5,4,Tone,Sucrose,2,18,12,30
skr214_sPIT_Satiety,5,5,Click,Sucrose,4.25,8.5,8.5,17
skr214_sPIT_Satiety,5,5,Noise,Maltodextrin,4.25,21.75,6,27.75
skr214_sPIT_Satiety,5,5,Tone,Pellet,4.25,19.25,3.5,22.75
skr214_sPIT_Satiety,5,6,Click,Pellet,4.75,11.75,8.25,20
skr214_sPIT_Satiety,5,6,Noise,Maltodextrin,3.75,25.75,9,34.75
skr214_sPIT_Satiety,5,6,Tone,Sucrose,4.25,5.25,11.25,16.5
skr214_sPIT_Satiety,5,7,Click,Maltodextrin,4.5,15,8.75,23.75
skr214_sPIT_Satiety,5,7,Noise,Sucrose,2.25,28,9.5,37.5
skr214_sPIT_Satiety,5,7,Tone,Pellet,4,24,7.25,31.25
skr214_sPIT_Satiety,5,8,Click,Sucrose,4.5,8.75,9,17.75
skr214_sPIT_Satiety,5,8,Noise,Pellet,3.5,17.75,16.25,34
skr214_sPIT_Satiety,5,8,Tone,Maltodextrin,2.5,-0.75,19,18.25
skr214_sPIT_Satiety,5,9,Click,Maltodextrin,2.25,20.75,6.75,27.5
skr214_sPIT_Satiety,5,9,Noise,Sucrose,4.75,37,4.5,41.5
skr214_sPIT_Satiety,5,9,Tone,Pellet,5.25,28.25,8.25,36.5
skr214_sPIT_Satiety,5,10,Click,Pellet,2,7.5,11,18.5
skr214_sPIT_Satiety,5,10,Noise,Sucrose,2.75,16.25,11.25,27.5
skr214_sPIT_Satiety,5,10,Tone,Maltodextrin,4,4.25,13.5,17.75
skr214_sPIT_Satiety,5,11,Click,Sucrose,3.75,12.5,6.75,19.25
skr214_sPIT_Satiety,5,11,Noise,Pellet,2.75,11.5,5,16.5
skr214_sPIT_Satiety,5,11,Tone,Maltodextrin,3.75,11.75,6.25,18
skr214_sPIT_Satiety,5,12,Click,Maltodextrin,3.75,14,5.5,19.5
skr214_sPIT_Satiety,5,12,Noise,Pellet,1.75,16,8.75,24.75
skr214_sPIT_Satiety,5,12,Tone,Sucrose,4.75,18.75,5.25,24
skr214_sPIT_Satiety,5,13,Click,Sucrose,3.5,12.25,8.75,21
skr214_sPIT_Satiety,5,13,Noise,Maltodextrin,3.75,22.25,9.25,31.5
skr214_sPIT_Satiety,5,13,Tone,Pellet,3.5,15.25,7.25,22.5
skr214_sPIT_Satiety,5,14,Click,Pellet,2.5,14.5,2.75,17.25
skr214_sPIT_Satiety,5,14,Noise,Maltodextrin,2.5,17,5.75,22.75
skr214_sPIT_Satiety,5,14,Tone,Sucrose,4,13.75,4.75,18.5
skr214_sPIT_Satiety,5,15,Click,Pellet,5,17.75,7,24.75
skr214_sPIT_Satiety,5,15,Noise,Sucrose,4.75,16.75,13,29.75
skr214_sPIT_Satiety,5,15,Tone,Maltodextrin,4.5,8.5,10.75,19.25
skr214_sPIT_Satiety,5,16,Click,Sucrose,3.5,19.5,8,27.5
skr214_sPIT_Satiety,5,16,Noise,Maltodextrin,4,22.5,6.75,29.25
skr214_sPIT_Satiety,5,16,Tone,Pellet,4.75,22.25,8,30.25
skr214_sPIT_Satiety,6,1,Click,Maltodextrin,5.25,14.5,10.5,25
skr214_sPIT_Satiety,6,1,Noise,Sucrose,4.75,24.75,12.5,37.25
skr214_sPIT_Satiety,6,1,Tone,Pellet,2.25,20.5,7.25,27.75
skr214_sPIT_Satiety,6,2,Click,Pellet,3.5,18.75,9.75,28.5
skr214_sPIT_Satiety,6,2,Noise,Sucrose,3,32.25,6.75,39
skr214_sPIT_Satiety,6,2,Tone,Maltodextrin,5,17.75,8.5,26.25
skr214_sPIT_Satiety,6,3,Click,Sucrose,3.5,19.5,4,23.5
skr214_sPIT_Satiety,6,3,Noise,Pellet,4.5,33.25,8.75,42
skr214_sPIT_Satiety,6,3,Tone,Maltodextrin,2.75,-2,14,12
skr214_sPIT_Satiety,6,4,Click,Maltodextrin,5.25,4.5,15.75,20.25
skr214_sPIT_Satiety,6,4,Noise,Pellet,3.75,42.25,14.75,57
skr214_sPIT_Satiety,6,4,Tone,Sucrose,4.5,20.25,14.5,34.75
skr214_sPIT_Satiety,6,5,Click,Sucrose,3,13.25,6.25,19.5
skr214_sPIT_Satiety,6,5,Noise,Maltodextrin,4,29.25,9.25,38.5
skr214_sPIT_Satiety,6,5,Tone,Pellet,2.5,18.75,11.5,30.25
skr214_sPIT_Satiety,6,6,Click,Pellet,3.75,4.5,16,20.5
skr214_sPIT_Satiety,6,6,Noise,Maltodextrin,3,33.25,7.25,40.5
skr214_sPIT_Satiety,6,6,Tone,Sucrose,2.75,6,15.25,21.25
skr214_sPIT_Satiety,6,7,Click,Maltodextrin,4.5,16.25,8,24.25
skr214_sPIT_Satiety,6,7,Noise,Sucrose,4.75,19,10.75,29.75
skr214_sPIT_Satiety,6,7,Tone,Pellet,4,28,16,44
skr214_sPIT_Satiety,6,8,Click,Sucrose,3.75,-12.25,29,16.75
skr214_sPIT_Satiety,6,8,Noise,Pellet,4,24.5,12.25,36.75
skr214_sPIT_Satiety,6,8,Tone,Maltodextrin,3.25,9.5,11,20.5
skr214_sPIT_Satiety,6,9,Click,Maltodextrin,6.25,16.75,9.25,26
skr214_sPIT_Satiety,6,9,Noise,Sucrose,5.25,31.25,8.5,39.75
skr214_sPIT_Satiety,6,9,Tone,Pellet,2.75,12.25,11.75,24
skr214_sPIT_Satiety,6,10,Click,Pellet,3.25,11.75,9,20.75
skr214_sPIT_Satiety,6,10,Noise,Sucrose,5.5,9.75,11.75,21.5
skr214_sPIT_Satiety,6,10,Tone,Maltodextrin,3.75,11.5,11.25,22.75
skr214_sPIT_Satiety,6,11,Click,Sucrose,3.5,2,11.25,13.25
skr214_sPIT_Satiety,6,11,Noise,Pellet,4.25,24.75,10,34.75
skr214_sPIT_Satiety,6,11,Tone,Maltodextrin,4.5,8.25,8,16.25
skr214_sPIT_Satiety,6,12,Click,Maltodextrin,4.25,11.5,10.25,21.75
skr214_sPIT_Satiety,6,12,Noise,Pellet,4,22.75,9.25,32
skr214_sPIT_Satiety,6,12,Tone,Sucrose,4,11.75,12,23.75
skr214_sPIT_Satiety,6,13,Click,Sucrose,3.25,14.75,6.5,21.25
skr214_sPIT_Satiety,6,13,Noise,Maltodextrin,4.75,26,6.5,32.5
skr214_sPIT_Satiety,6,13,Tone,Pellet,3.25,12.25,7.75,20
skr214_sPIT_Satiety,6,14,Click,Pellet,4.5,17.5,5.25,22.75
skr214_sPIT_Satiety,6,14,Noise,Maltodextrin,4.75,21,4.25,25.25
skr214_sPIT_Satiety,6,14,Tone,Sucrose,5,12.75,6,18.75
skr214_sPIT_Satiety,6,15,Click,Pellet,4.25,14.75,12.25,27
skr214_sPIT_Satiety,6,15,Noise,Sucrose,4.75,20.5,11.75,32.25
skr214_sPIT_Satiety,6,15,Tone,Maltodextrin,5,7,12.5,19.5
skr214_sPIT_Satiety,6,16,Click,Sucrose,4.5,31.5,3.75,35.25
skr214_sPIT_Satiety,6,16,Noise,Maltodextrin,5,22,9.5,31.5
skr214_sPIT_Satiety,6,16,Tone,Pellet,2.5,26.5,11.75,38.25
skr214_sPIT_Satiety,7,1,Click,Maltodextrin,5.25,13.75,5.25,19
skr214_sPIT_Satiety,7,1,Noise,Sucrose,2.25,22,5,27
skr214_sPIT_Satiety,7,1,Tone,Pellet,3.5,12.5,10,22.5
skr214_sPIT_Satiety,7,2,Click,Pellet,3.75,21,5.75,26.75
skr214_sPIT_Satiety,7,2,Noise,Sucrose,3,21.5,8.25,29.75
skr214_sPIT_Satiety,7,2,Tone,Maltodextrin,4.75,20.25,3,23.25
skr214_sPIT_Satiety,7,3,Click,Sucrose,2.75,3,6,9
skr214_sPIT_Satiety,7,3,Noise,Pellet,4,13.5,8.25,21.75
skr214_sPIT_Satiety,7,3,Tone,Maltodextrin,5,2.5,6,8.5
skr214_sPIT_Satiety,7,4,Click,Maltodextrin,5.25,5.5,10.75,16.25
skr214_sPIT_Satiety,7,4,Noise,Pellet,4.5,36.75,8,44.75
skr214_sPIT_Satiety,7,4,Tone,Sucrose,4.5,17.5,6,23.5
skr214_sPIT_Satiety,7,5,Click,Sucrose,4.75,19,3.5,22.5
skr214_sPIT_Satiety,7,5,Noise,Maltodextrin,4.5,26.5,7.5,34
skr214_sPIT_Satiety,7,5,Tone,Pellet,5,23,4.5,27.5
skr214_sPIT_Satiety,7,6,Click,Pellet,3.25,15,14.5,29.5
skr214_sPIT_Satiety,7,6,Noise,Maltodextrin,6,26.75,7,33.75
skr214_sPIT_Satiety,7,6,Tone,Sucrose,4.5,4.5,12.75,17.25
skr214_sPIT_Satiety,7,7,Click,Maltodextrin,3.25,18,4.5,22.5
skr214_sPIT_Satiety,7,7,Noise,Sucrose,3.5,30.5,6.25,36.75
skr214_sPIT_Satiety,7,7,Tone,Pellet,5.25,31,4.25,35.25
skr214_sPIT_Satiety,7,8,Click,Sucrose,3.75,8,7.25,15.25
skr214_sPIT_Satiety,7,8,Noise,Pellet,3.75,16.5,10.5,27
skr214_sPIT_Satiety,7,8,Tone,Maltodextrin,3.75,12.5,9.5,22
skr214_sPIT_Satiety,7,9,Click,Maltodextrin,4.25,17.75,11.25,29
skr214_sPIT_Satiety,7,9,Noise,Sucrose,5,33.75,5.5,39.25
skr214_sPIT_Satiety,7,9,Tone,Pellet,5.25,21,7.25,28.25
skr214_sPIT_Satiety,7,10,Click,Pellet,3.5,13.25,7.5,20.75
skr214_sPIT_Satiety,7,10,Noise,Sucrose,5,21,6.75,27.75
skr214_sPIT_Satiety,7,10,Tone,Maltodextrin,4.75,13,9,22
skr214_sPIT_Satiety,7,11,Click,Sucrose,3.25,7.75,4,11.75
skr214_sPIT_Satiety,7,11,Noise,Pellet,4.75,15.5,6.25,21.75
skr214_sPIT_Satiety,7,11,Tone,Maltodextrin,3.25,7,5,12
skr214_sPIT_Satiety,7,12,Click,Maltodextrin,5,10.25,7.75,18
skr214_sPIT_Satiety,7,12,Noise,Pellet,4,21,12,33
skr214_sPIT_Satiety,7,12,Tone,Sucrose,2.75,8.75,12.5,21.25
skr214_sPIT_Satiety,7,13,Click,Sucrose,2.5,10.75,10,20.75
skr214_sPIT_Satiety,7,13,Noise,Maltodextrin,4.25,23,7,30
skr214_sPIT_Satiety,7,13,Tone,Pellet,3.75,8,13.25,21.25
skr214_sPIT_Satiety,7,14,Click,Pellet,3,18,4.25,22.25
skr214_sPIT_Satiety,7,14,Noise,Maltodextrin,4.5,18.75,3.75,22.5
skr214_sPIT_Satiety,7,14,Tone,Sucrose,3.25,17.75,4.5,22.25
skr214_sPIT_Satiety,7,15,Click,Pellet,3.25,22.25,6.75,29
