Experiment,Day,Subject,CS_Name,US_Name,AvgRewards,CS_PreCS,MagEntry_PreCS,MagEntry_CS
skr216_sPIT_Deval_1lever,4,30,Click,Pellet,4,10.5,4.25,14.75
skr216_sPIT_Deval_1lever,4,30,Noise,Maltodextrin,1.75,11.875,2.75,14.625
skr216_sPIT_Deval_1lever,4,30,Tone,Sucrose,4,9.625,4.75,14.375
skr216_sPIT_Deval_1lever,4,31,Click,Pellet,6.25,16.625,4.375,21
skr216_sPIT_Deval_1lever,4,31,Noise,Sucrose,2.5,14.25,6.875,21.125
skr216_sPIT_Deval_1lever,4,31,Tone,Maltodextrin,2.25,9.75,4.25,14
skr216_sPIT_Deval_1lever,4,32,Click,Sucrose,5,9.25,5.625,14.875
skr216_sPIT_Deval_1lever,4,32,Noise,Maltodextrin,4.25,13.75,4.25,18
skr216_sPIT_Deval_1lever,4,32,Tone,Pellet,3.75,12.25,6.375,18.625
skr216_sPIT_Deval_1lever,5,9,Click,Maltodextrin,3.25,7.75,6.375,14.125
skr216_sPIT_Deval_1lever,5,9,Noise,Sucrose,3.5,12.25,8.125,20.375
skr216_sPIT_Deval_1lever,5,9,Tone,Pellet,4.25,8.625,7.125,15.75
skr216_sPIT_Deval_1lever,5,10,Click,Pellet,3.5,3.125,9.875,13
skr216_sPIT_Deval_1lever,5,10,Noise,Sucrose,5.5,6.75,6.5,13.25
skr216_sPIT_Deval_1lever,5,10,Tone,Maltodextrin,3.25,5,7.75,12.75
skr216_sPIT_Deval_1lever,5,11,Click,Sucrose,4.5,3.875,5.125,9
skr216_sPIT_Deval_1lever,5,11,Noise,Pellet,2.75,12.5,5.125,17.625
skr216_sPIT_Deval_1lever,5,11,Tone,Maltodextrin,6.25,6,2.75,8.75
skr216_sPIT_Deval_1lever,5,12,Click,Maltodextrin,4,10,2.75,12.75
skr216_sPIT_Deval_1lever,5,12,Noise,Pellet,3,16.375,2.875,19.25
skr216_sPIT_Deval_1lever,5,12,Tone,Sucrose,3.25,6.75,3.625,10.375
skr216_sPIT_Deval_1lever,5,13,Click,Sucrose,3.25,3.375,5.125,8.5
